wf,n_test_edges,n_test_signals,n_train_after_purge,m0_joint_nll,g0_joint_nll,m0_joint_nll_edge,g0_joint_nll_edge,m0_brier_eqsig,g0_brier_eqsig,m0_brier_pathsum,g0_brier_pathsum,m0_edge_logloss,g0_edge_logloss,d_joint_nll,d_brier,bootstrap_dnll_mean,bootstrap_dnll_ci_lo,bootstrap_dnll_ci_hi,bootstrap_dnll_p,bootstrap_dbrier_mean,bootstrap_dbrier_ci_lo,bootstrap_dbrier_ci_hi,bootstrap_dbrier_p,gate_A,gate_B,gate_C,verdict
WF1,55945,24954,21135,2.0223310518973676,1.6809162943727887,0.9020511049968167,0.7497646833457604,0.2804610048528751,0.22865629046744193,0.7821413294201948,0.683453783666779,0.9020511049968295,0.7497646833457683,0.34141475752457895,0.05180471438543319,0.409029203933835,0.2868812461943425,0.5925515943724142,1.0,0.05652946928691974,0.05085035008390258,0.06295008642567662,1.0,True,True,True,GRAPH_STRUCTURE_NECESSITY_WF1_HARDENED_PASS
