wf,n_test_edges,n_test_signals,m0_joint_nll,g0_joint_nll,m0_brier,g0_brier,m0_edge_logloss,g0_edge_logloss,d_joint_nll,d_brier
WF1,55945,24954,2.0221184257141744,1.6812145453805432,0.7817631256805846,0.6828525661146984,0.9019562641035017,0.7498977167830216,0.3409038803336313,0.09891055956588624
WF2,53772,23777,2.0077086554663874,1.677535682985603,0.8199180664815833,0.7262540411998908,0.8877722364990116,0.7417757556785737,0.3301729724807845,0.09366402528169249
WF3,51696,23630,1.9601152889928286,1.6197531325633687,0.7439681106026402,0.6563382822669752,0.8959595380474423,0.7403815870178143,0.3403621564294599,0.08762982833566502
