scope,n_edges,n_signals,NEXT_pct,LOSS_pct,CENSOR_pct,avg_delta_R,avg_cum_distance_R
has_5m,19022,12836,0.5708127431395227,0.3142151193355063,0.11497213752497108,1.5148897031462347,2.9710910128315327
has_15m,7896,6341,0.5562310030395137,0.31256332320162106,0.13120567375886524,1.6463043323375564,3.2528283693117404
has_1h,3196,2889,0.5122027534418022,0.3335419274092616,0.15425531914893617,1.9430942292057314,3.7466212375545584
has_session,53295,24393,0.5542546205084905,0.32293836194764985,0.12280701754385964,1.6840479372433466,3.0445509363089447
has_day,22847,14599,0.5400271370420624,0.32323718650151007,0.13673567645642754,1.7354975943772157,3.204226468084259
has_week,6786,5586,0.5055997642204538,0.31844974948423227,0.17595048629531387,1.8727026018513697,3.5481619428013134
