wf,n_test_edges,n_test_signals,n_train_after_purge,g0_joint_nll,g1a_joint_nll,g0_joint_nll_edge,g1a_joint_nll_edge,g0_brier_eqsig,g1a_brier_eqsig,g0_brier_pathsum,g1a_brier_pathsum,g0_edge_logloss,g1a_edge_logloss,d_joint_nll,d_brier,bootstrap_dnll_mean,bootstrap_dnll_ci_lo,bootstrap_dnll_ci_hi,bootstrap_dnll_p,bootstrap_dbrier_mean,bootstrap_dbrier_ci_lo,bootstrap_dbrier_ci_hi,bootstrap_dbrier_p,gate_A,gate_B,gate_C,gate_D,verdict
WF1,55945,24954,21135,1.6809162943727887,1.6819770879027187,0.7497646833457604,0.7502378452323611,0.22865629046744193,0.2284518372567779,0.683453783666779,0.6833783719780364,0.7497646833457683,0.7502378452323691,-0.0010607935299300486,0.0002044532106640351,0.0012800255550515635,-0.0028580085510603592,0.006919579272752196,0.674,0.00044059732790298453,-0.00027907536375036056,0.0012357810307189732,0.848,False,True,False,False,NO_TIMEFRAME_IDENTITY_INCREMENT_WF1
