scope,NEXT_coef,LOSS_coef,CENSOR_coef
has_5m,-0.010075619121248906,0.03328225774328229,-0.023206638622091214
has_15m,0.13829761313669056,-0.028849845331226434,-0.10944776780547383
has_1h,-0.345520588583731,0.06855234026905561,0.276968248314718
has_session,-0.05144246152117027,-0.04333861913883734,0.09478108065989999
has_day,0.06054194600849981,-0.017631486907229568,-0.04291045910126762
has_week,-0.0961998004431022,-0.07755813812375995,0.17375793856688243
