metric,n_a,n_b,p_a,p_b,pp_diff,relative_risk,ci,rr_ci
post-reclaim REVERSAL_MSS AGAINST vs WITH,10894,10997,0.3508,0.3532,-0.0024,0.9933,"[-0.0269, 0.024]","[0.9264, 1.0708]"
