split,direction,candidate_n,n_excursion,mean_mfe_atr,median_mfe_atr,mean_mae_atr,median_mae_atr,mean_net_excursion_atr,n_rr,n_weighted_rr,mean_R_2R,median_R_2R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate
DISCOVERY,FOLLOW,14813,7697,1.6195936100459936,1.28308787818392,1.7634723227962816,1.2400465192838526,-0.14387871275028807,7697,4991.0,0.015149,-1.0,0.24659,0.558659,0.191503,0.003248
DISCOVERY,FADE,14813,7697,1.7634723227962816,1.2400465192838526,1.6195936100459936,1.28308787818392,0.14387871275028807,7697,4991.0,0.001411,-1.0,0.26179,0.582695,0.154086,0.001429
VALIDATION,FOLLOW,6668,3517,1.5999527633343271,1.27939368305894,1.6897711126989252,1.2463076902303691,-0.0898183493645981,3517,2290.0,-0.01672,-1.0,0.245664,0.583167,0.171169,0.0
VALIDATION,FADE,6668,3517,1.6897711126989252,1.2463076902303691,1.5999527633343271,1.27939368305894,0.0898183493645981,3517,2290.0,-0.008498,-1.0,0.258175,0.582314,0.159511,0.0
