factor,bucket,split,direction,bucket_candidate_n,bucket_n_excursion,bucket_mean_mfe_atr,bucket_median_mfe_atr,bucket_mean_mae_atr,bucket_median_mae_atr,bucket_mean_net_excursion_atr,bucket_n_rr,bucket_n_weighted_rr,bucket_mean_R_2R,bucket_median_R_2R,bucket_target_hit_rate,bucket_stop_hit_rate,bucket_timeout_rate,bucket_both_hit_rate,rest_candidate_n,rest_n_excursion,rest_mean_mfe_atr,rest_median_mfe_atr,rest_mean_mae_atr,rest_median_mae_atr,rest_mean_net_excursion_atr,rest_n_rr,rest_n_weighted_rr,rest_mean_R_2R,rest_median_R_2R,rest_target_hit_rate,rest_stop_hit_rate,rest_timeout_rate,rest_both_hit_rate,delta_mean_R_2R,delta_target_hit_pp,delta_mean_mfe_atr,delta_mean_mae_atr
touch_behavior,CLOSE_BEYOND,VALIDATION,FADE,441,348,2.1369682229596525,1.5736512926830857,1.6541080561072017,1.357424397505257,0.4828601668524508,348,162.3887,0.136723,-1.0,0.318966,0.586207,0.094828,0.0,6227,3169,1.6556390503824239,1.2326719961039079,1.5958193917510124,1.2768351685723884,0.059819658631411476,3169,2127.6113,-0.019582,-1.0,0.251499,0.581887,0.166614,0.0,0.156305,6.746700000000006,0.4813291725772286,0.05828866435618929
quant_state,LOW,DISCOVERY,FOLLOW,521,397,1.513862345943664,1.1664187312213443,1.6308648449952852,1.0194525673202577,-0.11700249905162119,397,315.0,0.047025,-1.0,0.20403,0.521411,0.274559,0.0,2421,1989,1.5454954273763413,1.2276783517175158,1.8086962230368044,1.2307826678726403,-0.26320079566046317,1989,1484.0,0.008723,-1.0,0.231775,0.553042,0.213172,0.002011,0.038301999999999996,-2.774500000000002,-0.03163308143267729,-0.17783137804151927
quant_state,LOW,DISCOVERY,FADE,521,397,1.6308648449952852,1.0194525673202577,1.513862345943664,1.1664187312213443,0.11700249905162119,397,315.0,0.026677,-1.0,0.239295,0.539043,0.221662,0.0,2421,1989,1.8086962230368044,1.2307826678726403,1.5454954273763413,1.2276783517175158,0.26320079566046317,1989,1484.0,0.030331,-1.0,0.264957,0.571141,0.16189,0.002011,-0.003654000000000001,-2.566199999999999,-0.17783137804151927,-0.03163308143267729
quant_state,LOW,VALIDATION,FOLLOW,390,303,1.243864423996302,0.9959063526798448,1.6582995994647118,1.2980664453847872,-0.4144351754684099,303,251.0,-0.202096,-1.0,0.155116,0.607261,0.237624,0.0,1847,1549,1.5092159005302621,1.2371777896260328,1.5754214550777064,1.125765162123804,-0.06620555454744426,1549,1166.0,0.020773,-1.0,0.233699,0.554551,0.21175,0.0,-0.22286899999999998,-7.858299999999999,-0.2653514765339602,0.08287814438700547
quant_state,LOW,VALIDATION,FADE,390,303,1.6582995994647118,1.2980664453847872,1.243864423996302,0.9959063526798448,0.4144351754684099,303,251.0,0.145567,-0.478683,0.270627,0.488449,0.240924,0.0,1847,1549,1.5754214550777064,1.125765162123804,1.5092159005302621,1.2371777896260328,0.06620555454744426,1549,1166.0,-0.045841,-1.0,0.233054,0.567463,0.199484,0.0,0.191408,3.7572999999999994,0.08287814438700547,-0.2653514765339602
quant_state,MID,DISCOVERY,FOLLOW,953,726,1.5182756176415395,1.1118625637481798,1.7167547048107399,1.2647315285711642,-0.19847908716920037,726,567.0,-0.03725,-1.0,0.217631,0.566116,0.216253,0.0,1989,1660,1.5499347223993438,1.2560925063091064,1.8055419671529571,1.1401466916253862,-0.2556072447536133,1660,1232.0,0.039674,-1.0,0.231325,0.539759,0.226506,0.00241,-0.07692399999999999,-1.369400000000001,-0.03165910475780431,-0.08878726234221723
quant_state,MID,DISCOVERY,FADE,953,726,1.7167547048107399,1.2647315285711642,1.5182756176415395,1.1118625637481798,0.19847908716920037,726,567.0,0.086495,-1.0,0.279614,0.549587,0.170799,0.0,1989,1660,1.8055419671529571,1.1401466916253862,1.5499347223993438,1.2560925063091064,0.2556072447536133,1660,1232.0,0.003549,-1.0,0.25241,0.572892,0.172289,0.00241,0.082946,2.7203999999999953,-0.08878726234221723,-0.03165910475780431
quant_state,MID,VALIDATION,FOLLOW,906,727,1.5356760799734814,1.240609201849964,1.595780406630624,1.1155852675289464,-0.060104326657142604,727,576.0,0.027054,-1.0,0.229711,0.540578,0.229711,0.0,1331,1125,1.4118980836820831,1.1744997534007589,1.586212962980985,1.183262341760727,-0.17431487929890177,1125,841.0,-0.050045,-1.0,0.215111,0.577778,0.207111,0.0,0.077099,1.4600000000000002,0.1237779962913983,0.009567443649639129
quant_state,MID,VALIDATION,FADE,906,727,1.595780406630624,1.1155852675289464,1.5356760799734814,1.240609201849964,0.060104326657142604,727,576.0,-0.053775,-1.0,0.231087,0.565337,0.203576,0.0,1331,1125,1.586212962980985,1.183262341760727,1.4118980836820831,1.1744997534007589,0.17431487929890177,1125,841.0,0.016719,-1.0,0.244444,0.547556,0.208,0.0,-0.070494,-1.3357000000000008,0.009567443649639129,0.1237779962913983
quant_state,HIGH,DISCOVERY,FOLLOW,1468,1263,1.5623259967543484,1.2769933345030675,1.865545558733837,1.2092356203381758,-0.3032195619794886,1263,917.0,0.037149,-1.0,0.239905,0.545527,0.211401,0.003167,1474,1123,1.5166994491780126,1.1414552636446074,1.6860797548766489,1.1665552186623256,-0.16938030569863627,1123,882.0,-0.007152,-1.0,0.212823,0.550312,0.236866,0.0,0.044301,2.7081999999999997,0.045626547576335774,0.17946580385718813
quant_state,HIGH,DISCOVERY,FADE,1468,1263,1.865545558733837,1.2092356203381758,1.5623259967543484,1.2769933345030675,0.3032195619794886,1263,917.0,-0.004396,-1.0,0.256532,0.583531,0.15677,0.003167,1474,1123,1.6860797548766489,1.1665552186623256,1.5166994491780126,1.1414552636446074,0.16938030569863627,1123,882.0,0.065132,-1.0,0.265361,0.545859,0.18878,0.0,-0.06952799999999999,-0.8829000000000031,0.17946580385718813,0.045626547576335774
quant_state,HIGH,VALIDATION,FOLLOW,941,822,1.4833835897517966,1.2316362565204015,1.5555455972904504,1.1295395140760727,-0.07216200753865376,822,590.0,0.014641,-1.0,0.237226,0.56691,0.195864,0.0,1296,1030,1.4471093016781102,1.1673840537025477,1.6147553974424207,1.187762187821198,-0.16764609576431044,1030,827.0,-0.042494,-1.0,0.207767,0.560194,0.232039,0.0,0.057135,2.9458999999999986,0.03627428807368638,-0.059209800151970304
quant_state,HIGH,VALIDATION,FADE,941,822,1.5555455972904504,1.1295395140760727,1.4833835897517966,1.2316362565204015,0.07216200753865376,822,590.0,-0.038096,-1.0,0.234793,0.569343,0.195864,0.0,1296,1030,1.6147553974424207,1.187762187821198,1.4471093016781102,1.1673840537025477,0.16764609576431044,1030,827.0,0.006727,-1.0,0.242718,0.542718,0.214563,0.0,-0.044823,-0.7924999999999988,-0.059209800151970304,0.03627428807368638
smc_internal_align_count,0,DISCOVERY,FOLLOW,3883,1966,1.608057943555481,1.245342267777731,1.8808745548206383,1.3444720987337566,-0.2728166112651573,1966,1178.25,-0.021698,-1.0,0.246694,0.570702,0.174466,0.008138,10930,5731,1.6231584645584702,1.293207155445386,1.7271916382817716,1.2180709022628986,-0.10403317372330134,5731,3812.75,0.026537,-1.0,0.246554,0.554528,0.197348,0.00157,-0.048235,0.014000000000000123,-0.015100521002989309,0.15368291653886668
smc_internal_align_count,0,DISCOVERY,FADE,3883,1966,1.8808745548206383,1.3444720987337566,1.608057943555481,1.245342267777731,0.2728166112651573,1966,1178.25,0.051357,-1.0,0.282808,0.572737,0.144456,0.0,10930,5731,1.7271916382817716,1.2180709022628986,1.6231584645584702,1.293207155445386,0.10403317372330134,5731,3812.75,-0.014024,-1.0,0.25458,0.586111,0.15739,0.001919,0.065381,2.822800000000003,0.15368291653886668,-0.015100521002989309
smc_internal_align_count,0,VALIDATION,FOLLOW,2264,1192,1.597215924482626,1.2828407614639568,1.6995225783872663,1.208255596365962,-0.10230665390464022,1192,723.25,-0.017332,-1.0,0.25,0.563758,0.186242,0.0,4404,2325,1.6012161548770067,1.2768943528836814,1.685269598380053,1.272941638194071,-0.08405344350304622,2325,1566.75,-0.016437,-1.0,0.243441,0.593118,0.163441,0.0,-0.000895,0.6559000000000009,-0.004000230394380688,0.014252980007213312
smc_internal_align_count,0,VALIDATION,FADE,2264,1192,1.6995225783872663,1.208255596365962,1.597215924482626,1.2828407614639568,0.10230665390464022,1192,723.25,0.002723,-1.0,0.25755,0.588926,0.153523,0.0,4404,2325,1.685269598380053,1.272941638194071,1.6012161548770067,1.2768943528836814,0.08405344350304622,2325,1566.75,-0.013678,-1.0,0.258495,0.578925,0.162581,0.0,0.016401,-0.09449999999999736,0.014252980007213312,-0.004000230394380688
smc_internal_align_count,1,DISCOVERY,FOLLOW,5163,2737,1.6312113460490487,1.3430361331088507,1.7796383562411493,1.2440229761673933,-0.14842701019210058,2737,1737.5917,0.027684,-1.0,0.255754,0.561929,0.180855,0.001461,9650,4960,1.6133887690927033,1.2504603700660395,1.7548383112862427,1.2359110484311757,-0.14144954219353933,4960,3253.4083,0.008455,-1.0,0.241532,0.556855,0.197379,0.004234,0.019229,1.4221999999999984,0.01782257695634537,0.02480004495490662
smc_internal_align_count,1,DISCOVERY,FADE,5163,2737,1.7796383562411493,1.2440229761673933,1.6312113460490487,1.3430361331088507,0.14842701019210058,2737,1737.5917,-0.025073,-1.0,0.246255,0.602484,0.148703,0.002558,9650,4960,1.7548383112862427,1.2359110484311757,1.6133887690927033,1.2504603700660395,0.14144954219353933,4960,3253.4083,0.015555,-1.0,0.270363,0.571774,0.157056,0.000806,-0.040628,-2.410800000000002,0.02480004495490662,0.01782257695634537
smc_internal_align_count,1,VALIDATION,FOLLOW,2139,1166,1.602101197927703,1.316945244968092,1.7378007586482265,1.2768467413819173,-0.13569956072052358,1166,728.8333,-0.018853,-1.0,0.24271,0.618353,0.138937,0.0,4529,2351,1.5989497629631482,1.2530069116584628,1.667348390190513,1.2373003554175368,-0.0683986272273649,2351,1561.1667,-0.015724,-1.0,0.247129,0.565717,0.187154,0.0,-0.0031290000000000033,-0.44189999999999785,0.0031514349645547224,0.07045236845771341
smc_internal_align_count,1,VALIDATION,FADE,2139,1166,1.7378007586482265,1.2768467413819173,1.602101197927703,1.316945244968092,0.13569956072052358,1166,728.8333,-0.024358,-1.0,0.283019,0.584048,0.132933,0.0,4529,2351,1.667348390190513,1.2373003554175368,1.5989497629631482,1.2530069116584628,0.0683986272273649,2351,1561.1667,-0.001093,-1.0,0.245853,0.581455,0.172692,0.0,-0.023265,3.7166000000000032,0.07045236845771341,0.0031514349645547224
smc_internal_align_count,2,DISCOVERY,FOLLOW,3969,2176,1.6248332275170096,1.260824067491103,1.7251188684696594,1.2351115569589008,-0.1002856409526498,2176,1413.4083,-0.010647,-1.0,0.237592,0.563879,0.198529,0.0,10844,5521,1.617523580907114,1.2913115709166298,1.7786247205566097,1.2426829159501838,-0.16110113964949568,5521,3577.5917,0.025341,-1.0,0.250136,0.556602,0.188734,0.004528,-0.035988,-1.2544000000000026,0.007309646609895637,-0.053505852086950245
smc_internal_align_count,2,DISCOVERY,FADE,3969,2176,1.7251188684696594,1.2351115569589008,1.6248332275170096,1.260824067491103,0.1002856409526498,2176,1413.4083,0.001675,-1.0,0.264706,0.571691,0.162224,0.001379,10844,5521,1.7786247205566097,1.2426829159501838,1.617523580907114,1.2913115709166298,0.16110113964949568,5521,3577.5917,0.001306,-1.0,0.260641,0.587031,0.150878,0.001449,0.00036899999999999997,0.40649999999999853,-0.053505852086950245,0.007309646609895637
smc_internal_align_count,2,VALIDATION,FOLLOW,1484,800,1.6650946999804639,1.3008606458036587,1.6684558877903115,1.2448813186295589,-0.003361187809847621,800,540.1667,-0.014102,-1.0,0.245,0.56125,0.19375,0.0,5184,2717,1.5798437037410202,1.2656880220524342,1.6963510387803442,1.2463076902303691,-0.11650733503932398,2717,1749.8333,-0.017528,-1.0,0.245859,0.589621,0.16452,0.0,0.0034259999999999985,-0.08589999999999987,0.08525099623944365,-0.027895150990032702
smc_internal_align_count,2,VALIDATION,FADE,1484,800,1.6684558877903115,1.2448813186295589,1.6650946999804639,1.3008606458036587,0.003361187809847621,800,540.1667,-0.031118,-1.0,0.23125,0.58375,0.185,0.0,5184,2717,1.6963510387803442,1.2463076902303691,1.5798437037410202,1.2656880220524342,0.11650733503932398,2717,1749.8333,-0.001515,-1.0,0.266102,0.581892,0.152006,0.0,-0.029603,-3.4851999999999994,-0.027895150990032702,0.08525099623944365
smc_internal_align_count,3,DISCOVERY,FOLLOW,1798,818,1.5984365247131502,1.224625226096045,1.5939066969221782,1.1090461156539262,0.004529827790971996,818,661.75,0.102941,-1.0,0.239609,0.50489,0.249389,0.006112,13015,6879,1.6228275884993073,1.2865990815355988,1.7893913741151446,1.2643760556674222,-0.1665637856158373,6879,4329.25,0.00173,-1.0,0.24742,0.565053,0.18462,0.002907,0.10121100000000001,-0.7811000000000012,-0.024391063786157074,-0.19548467719296636
smc_internal_align_count,3,DISCOVERY,FADE,1798,818,1.5939066969221782,1.1090461156539262,1.5984365247131502,1.224625226096045,-0.004529827790971996,818,661.75,-0.018546,-1.0,0.255501,0.569682,0.173594,0.001222,13015,6879,1.7893913741151446,1.2643760556674222,1.6228275884993073,1.2865990815355988,0.1665637856158373,6879,4329.25,0.004461,-1.0,0.262538,0.584242,0.151766,0.001454,-0.023007,-0.7037000000000015,-0.19548467719296636,-0.024391063786157074
smc_internal_align_count,3,VALIDATION,FOLLOW,781,359,1.483163729497213,1.076796740844658,1.5871864593756484,1.2956375121924326,-0.1040227298784353,359,297.75,-0.014762,-1.0,0.24234,0.582173,0.175487,0.0,5887,3158,1.6174073673373395,1.3053610129728437,1.7051028133022663,1.2366245661016575,-0.08769544596492684,3158,1992.25,-0.017013,-1.0,0.246042,0.583281,0.170678,0.0,0.0022509999999999995,-0.3702000000000011,-0.13424363784012638,-0.11791635392661792
smc_internal_align_count,3,VALIDATION,FADE,781,359,1.5871864593756484,1.2956375121924326,1.483163729497213,1.076796740844658,0.1040227298784353,359,297.75,0.044105,-1.0,0.239554,0.551532,0.208914,0.0,5887,3158,1.7051028133022663,1.2366245661016575,1.6174073673373395,1.3053610129728437,0.08769544596492684,3158,1992.25,-0.01636,-1.0,0.260291,0.585814,0.153895,0.0,0.060465,-2.0737000000000005,-0.11791635392661792,-0.13424363784012638
smc_swing_align_count,0,DISCOVERY,FOLLOW,3261,1612,1.6803016337225856,1.2770227392478986,1.8858042112953826,1.2811019526402538,-0.205502577572797,1612,1108.0667,0.017404,-1.0,0.263027,0.55397,0.173077,0.009926,11552,6085,1.6022694554287173,1.2843451558780745,1.7285626613935012,1.2267107874185872,-0.12629320596478388,6085,3882.9333,0.014506,-1.0,0.242235,0.559901,0.196385,0.001479,0.0028979999999999995,2.0792000000000006,0.07803217829386822,0.15724154990188133
smc_swing_align_count,0,DISCOVERY,FADE,3261,1612,1.8858042112953826,1.2811019526402538,1.6803016337225856,1.2770227392478986,0.205502577572797,1612,1108.0667,0.005278,-1.0,0.263027,0.593672,0.1433,0.0,11552,6085,1.7285626613935012,1.2267107874185872,1.6022694554287173,1.2843451558780745,0.12629320596478388,6085,3882.9333,0.000307,-1.0,0.261463,0.579786,0.156943,0.001808,0.004971,0.15640000000000098,0.15724154990188133,0.07803217829386822
smc_swing_align_count,0,VALIDATION,FOLLOW,1696,924,1.6842370821559551,1.3348688877206651,1.7392447612046837,1.2896421379262846,-0.05500767904872861,924,564.0833,-0.057239,-1.0,0.258658,0.589827,0.151515,0.0,4972,2593,1.5724060222738474,1.2620101366623344,1.6736015831380406,1.2345028392836521,-0.10119556086419323,2593,1725.9167,-0.003477,-1.0,0.241034,0.580794,0.178172,0.0,-0.053762,1.7624,0.11183105988210773,0.0656431780666431
smc_swing_align_count,0,VALIDATION,FADE,1696,924,1.7392447612046837,1.2896421379262846,1.6842370821559551,1.3348688877206651,0.05500767904872861,924,564.0833,0.005528,-1.0,0.248918,0.572511,0.178571,0.0,4972,2593,1.6736015831380406,1.2345028392836521,1.5724060222738474,1.2620101366623344,0.10119556086419323,2593,1725.9167,-0.013082,-1.0,0.261473,0.585808,0.152719,0.0,0.01861,-1.255500000000001,0.0656431780666431,0.11183105988210773
smc_swing_align_count,1,DISCOVERY,FOLLOW,4285,2332,1.6663856539218793,1.2850935129126313,1.7443141415494723,1.269335148449014,-0.07792848762759297,2332,1439.3583,-0.014292,-1.0,0.243568,0.568182,0.184391,0.003859,10528,5365,1.600630402434549,1.2786925092063255,1.7712364753818055,1.2311982117374956,-0.1706060729472565,5365,3551.6417,0.027081,-1.0,0.247903,0.55452,0.194595,0.002982,-0.041373,-0.43350000000000055,0.0657552514873303,-0.026922333832333223
smc_swing_align_count,1,DISCOVERY,FADE,4285,2332,1.7443141415494723,1.269335148449014,1.6663856539218793,1.2850935129126313,0.07792848762759297,2332,1439.3583,0.024988,-1.0,0.259863,0.569039,0.167667,0.003431,10528,5365,1.7712364753818055,1.2311982117374956,1.600630402434549,1.2786925092063255,0.1706060729472565,5365,3551.6417,-0.008145,-1.0,0.262628,0.58863,0.148183,0.000559,0.033132999999999996,-0.2764999999999962,-0.026922333832333223,0.0657552514873303
smc_swing_align_count,1,VALIDATION,FOLLOW,2058,1088,1.5487716550109822,1.3172044259961182,1.6307820330721692,1.2272661726566845,-0.08201037806118694,1088,693.0,-0.031752,-1.0,0.235294,0.590074,0.174632,0.0,4610,2429,1.622162223614902,1.2561512725527728,1.715368753388557,1.2546284255989573,-0.09320652977365507,2429,1597.0,-0.010197,-1.0,0.250309,0.580074,0.169617,0.0,-0.021555000000000005,-1.5015,-0.07339056860391979,-0.08458672031638792
smc_swing_align_count,1,VALIDATION,FADE,2058,1088,1.6307820330721692,1.2272661726566845,1.5487716550109822,1.3172044259961182,0.08201037806118694,1088,693.0,-0.033598,-1.0,0.245404,0.592831,0.161765,0.0,4610,2429,1.715368753388557,1.2546284255989573,1.622162223614902,1.2561512725527728,0.09320652977365507,2429,1597.0,0.002394,-1.0,0.263895,0.577604,0.158501,0.0,-0.035992,-1.849099999999998,-0.08458672031638792,-0.07339056860391979
smc_swing_align_count,2,DISCOVERY,FOLLOW,4395,2257,1.5709538009407138,1.301469620637104,1.6889093770335426,1.2366670394997206,-0.1179555760928288,2257,1415.6417,0.014969,-1.0,0.243243,0.561365,0.195392,0.0,10418,5440,1.638852250441892,1.2744308689723618,1.7929950735166913,1.2402295818680684,-0.1541428230747992,5440,3575.3583,0.015221,-1.0,0.247978,0.557537,0.18989,0.004596,-0.0002520000000000005,-0.4735000000000017,-0.06789844950117829,-0.10408569648314869
smc_swing_align_count,2,DISCOVERY,FADE,4395,2257,1.6889093770335426,1.2366670394997206,1.5709538009407138,1.301469620637104,0.1179555760928288,2257,1415.6417,-0.024352,-1.0,0.264067,0.587062,0.147541,0.001329,10418,5440,1.7929950735166913,1.2402295818680684,1.638852250441892,1.2744308689723618,0.1541428230747992,5440,3575.3583,0.011611,-1.0,0.260846,0.580882,0.156801,0.001471,-0.035962999999999995,0.3220999999999974,-0.10408569648314869,-0.06789844950117829
smc_swing_align_count,2,VALIDATION,FOLLOW,1797,944,1.6326814588105445,1.2633083270047378,1.6683512722620373,1.1987138731150468,-0.03566981345149278,944,630.0,0.047198,-1.0,0.264831,0.560381,0.174788,0.0,4871,2573,1.5875316319186543,1.282276283698639,1.6979003292502741,1.2785547240742192,-0.1103686973316198,2573,1660.0,-0.040978,-1.0,0.238632,0.591527,0.169841,0.0,0.088176,2.6198999999999972,0.04514982689189018,-0.029549056988236844
smc_swing_align_count,2,VALIDATION,FADE,1797,944,1.6683512722620373,1.1987138731150468,1.6326814588105445,1.2633083270047378,0.03566981345149278,944,630.0,-0.017611,-1.0,0.268008,0.591102,0.14089,0.0,4871,2573,1.6979003292502741,1.2785547240742192,1.5875316319186543,1.282276283698639,0.1103686973316198,2573,1660.0,-0.005039,-1.0,0.254567,0.579091,0.166343,0.0,-0.012572000000000002,1.3441000000000036,-0.029549056988236844,0.04514982689189018
smc_swing_align_count,3,DISCOVERY,FOLLOW,2872,1496,1.5556181428040667,1.2492248390582326,1.7611161512456053,1.148520624892581,-0.20549800844153854,1496,1027.9333,0.054193,-1.0,0.238636,0.544786,0.216578,0.0,11941,6201,1.6361874553745819,1.2860202459842123,1.764083462471615,1.264462586615236,-0.1278960070970332,6201,3963.0667,0.005022,-1.0,0.248508,0.562006,0.185454,0.004032,0.049171,-0.987200000000002,-0.08056931257051514,-0.0029673112260097945
smc_swing_align_count,3,DISCOVERY,FADE,2872,1496,1.7611161512456053,1.148520624892581,1.5556181428040667,1.2492248390582326,0.20549800844153854,1496,1027.9333,-0.000293,-1.0,0.260027,0.585561,0.154412,0.0,11941,6201,1.764083462471615,1.264462586615236,1.6361874553745819,1.2860202459842123,0.1278960070970332,6201,3963.0667,0.001852,-1.0,0.262216,0.582003,0.154007,0.001774,-0.0021449999999999998,-0.21889999999999965,-0.0029673112260097945,-0.08056931257051514
smc_swing_align_count,3,VALIDATION,FOLLOW,1117,561,1.5188095585593808,1.1849708419339007,1.7554588175889976,1.3236033606133588,-0.23664925902961675,561,402.9167,-0.034081,-1.0,0.212121,0.597148,0.190731,0.0,5551,2956,1.6172778856609717,1.3001693913668153,1.6757459392326635,1.2332036469607457,-0.058468053571691714,2956,1887.0833,-0.013013,-1.0,0.25203,0.580514,0.167456,0.0,-0.021068,-3.9908999999999972,-0.09846832710159092,0.07971287835633412
smc_swing_align_count,3,VALIDATION,FADE,1117,561,1.7554588175889976,1.3236033606133588,1.5188095585593808,1.1849708419339007,0.23664925902961675,561,402.9167,0.029286,-1.0,0.28164,0.56328,0.15508,0.0,5551,2956,1.6757459392326635,1.2332036469607457,1.6172778856609717,1.3001693913668153,0.058468053571691714,2956,1887.0833,-0.016565,-1.0,0.253721,0.585927,0.160352,0.0,0.045851,2.7919000000000027,0.07971287835633412,-0.09846832710159092
