wf,task,n,predicted_positive_share,precision,recall,mean_realized_delta_given_pred_positive,median_realized_delta_given_pred_positive,baseline_positive_rate,overall_mean_delta,positive_precision_lift,positive_mean_delta_lift
WF1,E,3160,0.5544303797468354,0.3350456621004566,0.5710116731517509,-0.007548039358976855,0.0,0.32531645569620254,-0.02385012520746258,0.009729206404254065,0.016302085848485727
WF1,V,3160,0.6537974683544304,0.18635043562439496,0.5904907975460123,-0.02310093218732444,0.0,0.20632911392405062,-0.034226296622653085,-0.01997867829965566,0.011125364435328647
WF2,E,2847,0.48436951176677207,0.3205221174764322,0.4505606523955148,-0.05217338420439756,0.0,0.3445732349841939,-0.011250746086318465,-0.024051117507761677,-0.04092263811807909
WF2,V,2847,0.5437302423603794,0.21253229974160207,0.5682210708117443,-0.011568290914119934,0.0,0.20337197049525815,-0.044368531006858544,0.009160329246343912,0.03280024009273861
WF3,E,3008,0.4365026595744681,0.3983244478293983,0.50143815915628,-0.024050308062595383,0.0,0.34674202127659576,-0.060340065950990174,0.05158242655280254,0.036289757888394794
WF3,V,3008,0.5003324468085106,0.22259136212624583,0.5275590551181102,-0.08406036792950781,0.0,0.21110372340425532,-0.10413508003458377,0.011487638721990517,0.020074712105075956
