wf,mean_delta_limit,share_delta_limit_gt_0,unique_oracle_count
WF1,-0.04018987341772152,0.003481012658227848,0
WF2,-0.06041447137337548,0.0066736916051984545,0
WF3,-0.04521276595744681,0.006648936170212766,0
