模型,特征视图,所有事件六动作平均,被选事件六动作平均,模型所选方向平均,模型最终动作,事件筛选增量,方向选择增量,目标档位增量,最终增量,事件筛选占比,方向选择占比,目标档位占比,全部事件数,被选事件数
CatBoost回归,TEMPORAL,-0.03725503596427103,-0.009139449275333493,0.02081333957620995,-0.02622127964270919,0.028115586688937537,0.029952788851543444,-0.047034619218919146,0.011033756321561838,2.5481427964830883,2.714650204211108,-4.262793000694196,8234,1639
LightGBM回归,SNAPSHOT,-0.03725503596427103,-0.02062130889926124,0.05060467653458039,0.03706087407130885,0.01663372706500979,0.07122598543384162,-0.01354380246327154,0.07431591003557989,0.22382457615127282,0.9584217619045651,-0.18224633805583806,8234,1591
LightGBM回归,TEMPORAL,-0.03725503596427103,-0.050290525127402036,-0.0713570504349597,-0.09277092476729126,-0.013035489163131006,-0.021066525307557663,-0.021413874332331564,-0.05551588880302023,0.23480645710965967,0.37946839655770004,0.38572514633264027,8234,2001
Ridge回归,TEMPORAL,-0.03725503596427103,0.003473742347714954,0.010505681183765124,0.029381929703018384,0.040728778311985986,0.00703193883605017,0.01887624851925326,0.06663696566728941,0.6112039752130976,0.10552609599842555,0.283269928788477,8234,1200
XGBoost回归,TEMPORAL,-0.03725503596427103,0.0007846812308699818,-0.008269741533269126,-0.02890396912295872,0.038039717195141015,-0.009054422764139107,-0.020634227589689594,0.008351066841312309,4.555072773092947,-1.0842234814056728,-2.4708492916872733,8234,1844
