bandwidth,primary,n,n_left,n_right,p_left,p_right,tau,ci_low,ci_high,raw_diff_pp,exact_zero_in_band,overall_interpretable
0.1,False,1604,242,1362,0.8016528925619835,0.8083700440528634,0.07969951686720735,-0.1534,0.3768,0.67,1100,False
0.2,True,2878,856,2022,0.7616822429906542,0.80811078140455,0.007356563232759526,-0.1287,0.1581,4.64,1100,False
0.3,False,4281,1545,2736,0.7838187702265372,0.8179824561403509,0.01528413077621287,-0.077,0.1193,3.42,1100,False
0.5,False,6769,2684,4085,0.8029061102831595,0.8061199510403917,0.03736318690273231,-0.0341,0.1201,0.32,1100,False
