risk_ATR,wf,n,base_rate,r2_roc_auc
0.5,WF1,17926,0.5324668079883967,0.7746365488202661
0.5,WF2,17433,0.5065680032122986,0.7676983355673225
0.5,WF3,18386,0.5041335798977483,0.7584168365047788
1.0,WF1,18670,0.7292983395822175,0.799807823159699
1.0,WF2,18142,0.7130966817329952,0.7848013022838752
1.0,WF3,18951,0.7077199092396179,0.7794407718239243
2.0,WF1,18803,0.8985800138275807,0.8451781980214441
2.0,WF2,18211,0.8829828125857998,0.8359819567110482
2.0,WF3,18969,0.8768517054140967,0.8282761786685817
