symbol,liquidity_id_4h,liquidity_type,preexisting_same_price
AG,AG|4h|CONFIRMED_SWING_LOW|2025-01-21 00:00:00|7505.0,CONFIRMED_SWING_LOW,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-03-05 11:30:00|8285.0,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-03-19 11:30:00|7804.0,CONFIRMED_SWING_LOW,True
AG,AG|4h|CANONICAL_EQL|2025-04-01 15:00:00|8340.0,CANONICAL_EQL,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-04-17 11:30:00|8544.0009765625,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-04-24 00:00:00|7535.0,CONFIRMED_SWING_LOW,True
AG,AG|4h|CANONICAL_EQL|2025-05-14 00:00:00|8103.0,CANONICAL_EQL,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-05-16 11:30:00|8375.0,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-06-04 15:00:00|7944.0,CONFIRMED_SWING_LOW,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-07-05 02:30:00|9075.0009765625,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CANONICAL_EQL|2025-07-10 00:00:00|8845.0009765625,CANONICAL_EQL,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-07-11 11:30:00|8563.0009765625,CONFIRMED_SWING_LOW,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-08-09 00:00:00|9526.0009765625,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-08-20 00:00:00|8885.0009765625,CONFIRMED_SWING_LOW,True
AG,AG|4h|CANONICAL_EQL|2025-09-11 02:30:00|9720.0009765625,CANONICAL_EQL,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2025-11-04 15:00:00|12364.0009765625,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2025-11-14 02:30:00|11002.0009765625,CONFIRMED_SWING_LOW,True
AG,AG|4h|CANONICAL_EQL|2026-02-12 00:00:00|20059.0,CANONICAL_EQL,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2026-02-26 00:00:00|32380.0,CONFIRMED_SWING_HIGH,True
AG,AG|4h|CONFIRMED_SWING_LOW|2026-03-05 11:30:00|17900.0,CONFIRMED_SWING_LOW,True
AG,AG|4h|CONFIRMED_SWING_HIGH|2026-03-19 11:30:00|24489.0,CONFIRMED_SWING_HIGH,True
