wf,M2_AUC,M3_AUC,delta_AUC,delta_LogLoss,delta_Brier,secondary_delta_AUC,M0_AUC
WF1,0.8263685240748062,0.8240753861140078,-0.0022931379607984415,0.003765412009819613,0.0003898063719300765,-0.0017361930626275113,0.8241537638611931
WF2,0.8195828337182305,0.81987128551973,0.0002884518014995008,-0.00022566331315510002,-9.22904779328132e-05,9.946664148008377e-05,0.8182332098195197
WF3,0.8251004959554298,0.8249508002011477,-0.00014969575428203097,9.589397799647514e-05,8.281514516537969e-05,-0.00023662634846388642,0.8224290868448715
