n_contacts,active_coverage,liq4h_density_0p5,liq4h_density_1p0,liq4h_density_2p0,liq4h_density_4p0,liq4h_active_count_log1p
96900,0.9554592363261094,0.006264219851742097,0.014949781570864013,0.03543589852170577,0.09160276701363834,1.6210712034072943
