wf,rr_target,fill_model,status,n
WF3,0.25,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,2284
WF3,0.25,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.25,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,19
WF3,0.25,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.25,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,0.25,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,1
WF3,0.25,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,65
WF3,0.25,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,0.25,TOUCH_FILL,FILLED,80
WF3,0.25,TOUCH_FILL,FILLED_AT_OPEN,2284
WF3,0.25,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.25,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,16
WF3,0.25,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.25,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,0.5,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,4
WF3,0.5,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,58
WF3,0.5,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,0.5,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,36
WF3,0.5,STRICT_TRADE_THROUGH,FILLED,342
WF3,0.5,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,1852
WF3,0.5,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.5,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,154
WF3,0.5,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.5,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,0.5,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,4
WF3,0.5,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,62
WF3,0.5,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,0.5,TOUCH_FILL,EXPIRED_UNFILLED,36
WF3,0.5,TOUCH_FILL,FILLED,346
WF3,0.5,TOUCH_FILL,FILLED_AT_OPEN,1852
WF3,0.5,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.5,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,146
WF3,0.5,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.5,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,0.75,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,4
WF3,0.75,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,51
WF3,0.75,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,0.75,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,152
WF3,0.75,STRICT_TRADE_THROUGH,FILLED,615
WF3,0.75,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,1366
WF3,0.75,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.75,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,258
WF3,0.75,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.75,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,0.75,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,4
WF3,0.75,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,56
WF3,0.75,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,0.75,TOUCH_FILL,EXPIRED_UNFILLED,134
WF3,0.75,TOUCH_FILL,FILLED,635
WF3,0.75,TOUCH_FILL,FILLED_AT_OPEN,1366
WF3,0.75,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,0.75,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,251
WF3,0.75,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,0.75,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.0,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,8
WF3,1.0,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,31
WF3,1.0,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.0,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,302
WF3,1.0,STRICT_TRADE_THROUGH,FILLED,688
WF3,1.0,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,1074
WF3,1.0,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.0,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,343
WF3,1.0,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.0,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.0,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,8
WF3,1.0,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,45
WF3,1.0,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.0,TOUCH_FILL,EXPIRED_UNFILLED,265
WF3,1.0,TOUCH_FILL,FILLED,737
WF3,1.0,TOUCH_FILL,FILLED_AT_OPEN,1074
WF3,1.0,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.0,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,317
WF3,1.0,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.0,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.25,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,26
WF3,1.25,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,25
WF3,1.25,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.25,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,379
WF3,1.25,STRICT_TRADE_THROUGH,FILLED,776
WF3,1.25,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,878
WF3,1.25,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.25,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,362
WF3,1.25,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.25,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.25,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,23
WF3,1.25,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,27
WF3,1.25,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.25,TOUCH_FILL,EXPIRED_UNFILLED,369
WF3,1.25,TOUCH_FILL,FILLED,796
WF3,1.25,TOUCH_FILL,FILLED_AT_OPEN,878
WF3,1.25,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.25,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,353
WF3,1.25,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.25,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.5,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,40
WF3,1.5,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,11
WF3,1.5,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.5,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,560
WF3,1.5,STRICT_TRADE_THROUGH,FILLED,710
WF3,1.5,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,721
WF3,1.5,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.5,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,404
WF3,1.5,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.5,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,1.5,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,40
WF3,1.5,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,19
WF3,1.5,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,1.5,TOUCH_FILL,EXPIRED_UNFILLED,538
WF3,1.5,TOUCH_FILL,FILLED,732
WF3,1.5,TOUCH_FILL,FILLED_AT_OPEN,721
WF3,1.5,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,1.5,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,396
WF3,1.5,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,1.5,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,2.0,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,66
WF3,2.0,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_TARGET_ORDER,6
WF3,2.0,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,2.0,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,744
WF3,2.0,STRICT_TRADE_THROUGH,FILLED,686
WF3,2.0,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,521
WF3,2.0,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,2.0,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,423
WF3,2.0,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,2.0,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,2.0,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,66
WF3,2.0,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,10
WF3,2.0,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,2.0,TOUCH_FILL,EXPIRED_UNFILLED,704
WF3,2.0,TOUCH_FILL,FILLED,730
WF3,2.0,TOUCH_FILL,FILLED_AT_OPEN,521
WF3,2.0,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,2.0,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,415
WF3,2.0,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,2.0,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,3.0,STRICT_TRADE_THROUGH,AMBIGUOUS_FILL_STOP_ORDER,123
WF3,3.0,STRICT_TRADE_THROUGH,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,3.0,STRICT_TRADE_THROUGH,EXPIRED_UNFILLED,1008
WF3,3.0,STRICT_TRADE_THROUGH,FILLED,550
WF3,3.0,STRICT_TRADE_THROUGH,FILLED_AT_OPEN,321
WF3,3.0,STRICT_TRADE_THROUGH,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,3.0,STRICT_TRADE_THROUGH,MISS_TARGET_BEFORE_FILL,444
WF3,3.0,STRICT_TRADE_THROUGH,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,3.0,STRICT_TRADE_THROUGH,TARGET_CONSUMED_BEFORE_ENTRY,467
WF3,3.0,TOUCH_FILL,AMBIGUOUS_FILL_STOP_ORDER,123
WF3,3.0,TOUCH_FILL,AMBIGUOUS_FILL_TARGET_ORDER,2
WF3,3.0,TOUCH_FILL,BOTH_BOUNDARIES_TOUCHED_BEFORE_ENTRY,1
WF3,3.0,TOUCH_FILL,EXPIRED_UNFILLED,975
WF3,3.0,TOUCH_FILL,FILLED,585
WF3,3.0,TOUCH_FILL,FILLED_AT_OPEN,321
WF3,3.0,TOUCH_FILL,GAP_INVALID_BEFORE_LIMIT_ACTIVATION,16
WF3,3.0,TOUCH_FILL,MISS_TARGET_BEFORE_FILL,440
WF3,3.0,TOUCH_FILL,STOP_INVALIDATED_BEFORE_ENTRY,78
WF3,3.0,TOUCH_FILL,TARGET_CONSUMED_BEFORE_ENTRY,467
