horizon,max_directional_excursion_R_delta,max_directional_excursion_R_ci,max_directional_excursion_R_rel,max_directional_excursion_R_rel_ci,forward_range_R_delta,forward_range_R_ci,forward_range_R_rel,forward_range_R_rel_ci,realized_vol_R_delta,realized_vol_R_ci,realized_vol_R_rel,realized_vol_R_rel_ci,abs_close_move_R_delta,abs_close_move_R_ci,abs_close_move_R_rel,abs_close_move_R_rel_ci,hit_abs_1p5R_delta,hit_abs_1p5R_ci,hit_abs_1p5R_rel,hit_abs_1p5R_rel_ci,hit_abs_2p5R_delta,hit_abs_2p5R_ci,hit_abs_2p5R_rel,hit_abs_2p5R_rel_ci
12,0.1301,"[0.0712, 0.1911]",0.037,"[0.0202, 0.0544]",0.1511,"[0.0942, 0.2101]",0.035,"[0.0217, 0.0488]",0.0969,"[0.0535, 0.1402]",0.0356,"[0.0196, 0.0516]",0.0863,"[0.0395, 0.1368]",0.0393,"[0.0179, 0.0625]",0.0156,"[0.0119, 0.0203]",0.0187,"[0.0142, 0.0243]",0.0217,"[0.0157, 0.0284]",0.0395,"[0.0285, 0.0521]"
