折,所有事件六动作平均,被选事件六动作平均,模型所选方向平均,模型最终动作,事件筛选增量,方向选择增量,目标档位增量,最终增量,全部事件数,被选事件数,事件筛选占比,方向选择占比,目标档位占比,特征视图,累计收益,夏普率,最大回撤,利润因子
1,0.010291889604347595,0.0311965258178044,0.04744031580969797,0.029618400279754004,0.020904636213456805,0.016243789991893572,-0.017821915529943968,0.01932651067540641,1868,570,1.0816559990861987,0.8404926406381419,-0.9221486397243406,SNAPSHOT,0.5269,1.4731,0.6855,1.0512429209842722
2,-0.029105342106048572,-0.028783757597561015,0.09123764619740471,0.07479658157512854,0.0003215845084875574,0.12002140379496573,-0.016441064622276166,0.10390192368117712,2003,706,0.0030950775220903405,1.1551413057880546,-0.15823638331014492,SNAPSHOT,0.9602,2.1735,0.9926,1.1348728272159418
3,-0.04643049426880384,-0.0007349977808418084,0.12802740627559023,0.11266106431479037,0.045695496487962034,0.12876240405643202,-0.015366341960799862,0.1590915585835942,1976,113,0.28722766245294823,0.8093603784060874,-0.09658804085903566,SNAPSHOT,0.4005,2.1699,0.3119,1.208700004386415
4,-0.07370697905201391,-0.14943630971168287,-0.1257911622253458,-0.11611744738425478,-0.07572933065966896,0.02364514748633706,0.00967371484109103,-0.04241046833224087,2387,202,1.7856282573069053,-0.5575309214013507,-0.2280973359055546,SNAPSHOT,-0.3218,-1.3265,0.8216,0.8343221489358552
1,0.010291889604347595,0.02748242500449694,0.058887921520147365,0.043173780227827856,0.017190535400149344,0.03140549651565043,-0.01571414129231951,0.032881890623480264,1868,551,0.5227964412689198,0.9551000845804294,-0.4778965258493492,TEMPORAL,0.7119,1.9782,0.6503,1.0751714581178842
2,-0.029105342106048572,-0.026910408763089394,0.10667988739675892,0.08902069106567702,0.002194933342959178,0.1335902961598483,-0.0176591963310819,0.1181260331717256,2003,624,0.01858128376975375,1.130913250643417,-0.1494945344131709,TEMPORAL,1.1152,2.5052,0.8863,1.1634976929222605
3,-0.04643049426880384,-0.0007349977808418084,0.12802740627559023,0.11266106431479037,0.045695496487962034,0.12876240405643202,-0.015366341960799862,0.1590915585835942,1976,113,0.28722766245294823,0.8093603784060874,-0.09658804085903566,TEMPORAL,0.4005,2.1699,0.3119,1.208700004386415
4,-0.07370697905201391,-0.14943630971168287,-0.1257911622253458,-0.11611744738425478,-0.07572933065966896,0.02364514748633706,0.00967371484109103,-0.04241046833224087,2387,202,1.7856282573069053,-0.5575309214013507,-0.2280973359055546,TEMPORAL,-0.3218,-1.3265,0.8216,0.8343221489358552
