品种,所有事件六动作平均,被选事件六动作平均,模型所选方向平均,模型最终动作,事件筛选增量,方向选择增量,目标档位增量,最终增量,全部事件数,被选事件数,事件筛选占比,方向选择占比,目标档位占比,特征视图,累计收益,夏普率,最大回撤,利润因子
AG,-0.07886391514527741,-0.055919138418289514,0.005984191265755977,0.02079952029435058,0.022944776726987894,0.061903329684045494,0.014815329028594604,0.099663435439628,2337,586,0.23022261500193714,0.6211237793578166,0.14865360564024627,SNAPSHOT,0.258,0.0936,3.2374,1.0360330945682512
CU,-0.034897645276914996,0.0033488758639974034,0.12284054134569664,0.08142904540125895,0.0382465211409124,0.11949166548169923,-0.04141149594443769,0.11632669067817394,2212,616,0.3287854310815401,1.0272076406977089,-0.3559930717792491,SNAPSHOT,4.2718,1.5128,2.214,1.143179624556174
M,-0.02874102897797648,-0.06283329465551794,-0.16536715912944253,-0.115482947683518,-0.034092265677541464,-0.10253386447392458,0.04988421144592453,-0.08674191870554152,1704,225,0.39303103028274927,1.1820566803691672,-0.5750877106519166,SNAPSHOT,-3.3574,-1.8674,3.9087,0.8314812350373799
RB,0.0018754711235303497,0.07338229524184252,0.23501915621926722,0.13779696961328647,0.07150682411831216,0.1616368609774247,-0.09722218660598075,0.13592149848975613,1981,164,0.5260891390459571,1.1891927529742958,-0.7152818920202533,SNAPSHOT,-0.5733,-0.4471,2.6249,1.2797468955328444
AG,-0.07886391514527741,-0.051193966319925885,0.004661961519986294,0.024849816885955365,0.027669948825351523,0.05585592783991218,0.020187855365969072,0.10371373203123277,2337,584,0.2667915644672673,0.5385586531886781,0.1946497823440547,TEMPORAL,-0.0315,-0.0111,3.0527,1.04315807943845
CU,-0.034897645276914996,0.008698389142785787,0.13750796318464092,0.0905146922422061,0.04359603441970078,0.12880957404185514,-0.04699327094243483,0.1254123375191211,2212,610,0.3476215760116414,1.0270885352265768,-0.3747101112382182,TEMPORAL,4.5917,1.6602,2.0852,1.1613134223169645
M,-0.02874102897797648,-0.05719647267531691,-0.13327216799885147,-0.0971896292458725,-0.028455443697340432,-0.07607569532353456,0.03608253875297897,-0.06844860026789602,1704,184,0.41571987719209347,1.111428064646865,-0.5271479418389584,TEMPORAL,-2.7315,-1.672,3.2828,0.8588929091966494
RB,0.0018754711235303497,0.02854412253848811,0.2320751113775564,0.1497256828443245,0.02666865141495776,0.20353098883906828,-0.0823494285332319,0.14785021172079416,1981,112,0.18037614626700593,1.376602620112738,-0.5569787663797441,TEMPORAL,-0.2692,-0.2563,2.0831,1.3133368432871377
