instrument,horizon,feature_set,model,decile,n,mean_prediction,realized_mean,realized_median,positive_rate
CU,4,F2_ACTIVITY,linear_qr,5,225,-1.476012486076843e-05,-1.6604338333802376e-05,-9.574417164669074e-05,0.4711111111111111
CU,4,F2_ACTIVITY,linear_qr,6,225,5.362736897984428e-05,0.00019217979711685004,9.43796895609468e-05,0.5111111111111111
CU,4,F2_ACTIVITY,linear_qr,7,225,0.0001261225630301309,-5.883424310796424e-05,-9.35672515303066e-05,0.48444444444444446
CU,4,F2_ACTIVITY,linear_qr,8,225,0.00020586769040876405,-3.9352747885364775e-05,0.0,0.49333333333333335
CU,4,F2_ACTIVITY,linear_qr,9,225,0.0003112064141561017,0.00024053595244494683,0.0,0.49777777777777776
CU,4,F2_ACTIVITY,linear_qr,10,225,0.0005552558244196254,0.0003179494159441239,0.0001944957703302,0.5288888888888889
CU,4,F2_ACTIVITY,gbr_quantile,1,225,-0.0004109177803109,0.0005044255311919159,0.0004625133055023,0.5555555555555556
CU,4,F2_ACTIVITY,gbr_quantile,2,225,-0.0001846154560851493,5.018371902486089e-05,-9.635303760403764e-05,0.4577777777777778
CU,4,F2_ACTIVITY,gbr_quantile,3,225,-0.00010329944940471998,-7.150435514680657e-06,0.0,0.49333333333333335
CU,4,F2_ACTIVITY,gbr_quantile,4,225,-3.696154540164282e-05,-9.424641994142501e-05,0.0,0.4888888888888889
