instrument,horizon,feature_set,model,quantile,fold,train_rows,test_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error
I,8,F1_DIRECTION,linear_qr,0.1,2,1900,450,0.0009259346687707704,0.0009278610973208887,0.002076203599526538,0.11555555555555555,0.015555555555555545
I,8,F1_DIRECTION,linear_qr,0.5,2,1900,450,0.0022572858331347035,0.002220097146309809,-0.01675092771805442,0.5755555555555556,0.0755555555555556
I,8,F1_DIRECTION,linear_qr,0.9,2,1900,450,0.0012136306296067659,0.0011593396063366685,-0.04682926639731422,0.9088888888888889,0.008888888888888835
I,8,F1_DIRECTION,linear_qr,0.1,3,2350,450,0.0011068657984530331,0.0010977928528146015,-0.008264715529136213,0.12444444444444444,0.024444444444444435
I,8,F1_DIRECTION,linear_qr,0.5,3,2350,450,0.002435993833948458,0.0024009910038524846,-0.014578492813929644,0.5355555555555556,0.03555555555555556
I,8,F1_DIRECTION,linear_qr,0.9,3,2350,450,0.0009979389029783365,0.0009766819129694339,-0.021764496430853653,0.8888888888888888,-0.011111111111111183
I,8,F1_DIRECTION,linear_qr,0.1,4,2800,450,0.0011728285275644642,0.001174678986264403,0.0015752888419527933,0.08,-0.020000000000000004
I,8,F1_DIRECTION,linear_qr,0.5,4,2800,450,0.0022882381100175083,0.0022998098792720092,0.005031619943368537,0.4822222222222222,-0.01777777777777778
I,8,F1_DIRECTION,linear_qr,0.9,4,2800,450,0.0010705178500887938,0.001083627052854166,0.012097522603227495,0.8777777777777778,-0.022222222222222254
I,8,F1_DIRECTION,gbr_quantile,0.1,0,1000,450,0.0010523384677028418,0.001069209236223121,0.015778734366225122,0.04888888888888889,-0.051111111111111114
I,8,F1_DIRECTION,gbr_quantile,0.5,0,1000,450,0.0020815152400937478,0.0020818330291473147,0.0001526486750462741,0.37555555555555553,-0.12444444444444447
I,8,F1_DIRECTION,gbr_quantile,0.9,0,1000,450,0.0011224352937442914,0.0011618525251133104,0.03392619159232346,0.8977777777777778,-0.0022222222222222365
I,8,F1_DIRECTION,gbr_quantile,0.1,1,1450,450,0.0007834741972345704,0.0007626566499125774,-0.027296093627950713,0.07111111111111111,-0.028888888888888895
I,8,F1_DIRECTION,gbr_quantile,0.5,1,1450,450,0.0019454745336499328,0.001966408719835678,0.01064589776000091,0.6088888888888889,0.10888888888888892
I,8,F1_DIRECTION,gbr_quantile,0.9,1,1450,450,0.0008717956904499124,0.0009252992072306885,0.057822935935399555,0.9666666666666667,0.06666666666666665
I,8,F1_DIRECTION,gbr_quantile,0.1,2,1900,450,0.0009395008035529071,0.0009278610973208887,-0.012544664568464814,0.11333333333333333,0.013333333333333322
I,8,F1_DIRECTION,gbr_quantile,0.5,2,1900,450,0.002271869865576456,0.002220097146309809,-0.023320024239796178,0.58,0.07999999999999996
I,8,F1_DIRECTION,gbr_quantile,0.9,2,1900,450,0.00120770232705393,0.0011593396063366685,-0.04171574959823898,0.8933333333333333,-0.00666666666666671
I,8,F1_DIRECTION,gbr_quantile,0.1,3,2350,450,0.0010911817449151423,0.0010977928528146015,0.0060221815823533476,0.14444444444444443,0.044444444444444425
I,8,F1_DIRECTION,gbr_quantile,0.5,3,2350,450,0.002440218190093932,0.0024009910038524846,-0.016337914710428336,0.54,0.040000000000000036
I,8,F1_DIRECTION,gbr_quantile,0.9,3,2350,450,0.0010179080879232291,0.0009766819129694339,-0.042210441707120516,0.8977777777777778,-0.0022222222222222365
I,8,F1_DIRECTION,gbr_quantile,0.1,4,2800,450,0.0011711543254335401,0.001174678986264403,0.0030005311000511625,0.09555555555555556,-0.004444444444444445
I,8,F1_DIRECTION,gbr_quantile,0.5,4,2800,450,0.002330396394865184,0.0022998098792720092,-0.01329958439993173,0.46444444444444444,-0.03555555555555556
I,8,F1_DIRECTION,gbr_quantile,0.9,4,2800,450,0.0011011418948383316,0.001083627052854166,-0.01616316419752839,0.8644444444444445,-0.03555555555555556
I,8,F2_ACTIVITY,linear_qr,0.1,0,1000,450,0.0010750229991326363,0.001069209236223121,-0.005437441720997471,0.044444444444444446,-0.05555555555555556
I,8,F2_ACTIVITY,linear_qr,0.5,0,1000,450,0.0020797843293605504,0.0020818330291473147,0.000984084582231537,0.40444444444444444,-0.09555555555555556
I,8,F2_ACTIVITY,linear_qr,0.9,0,1000,450,0.0011627871813072413,0.0011618525251133104,-0.0008044533826183642,0.9,0.0
I,8,F2_ACTIVITY,linear_qr,0.1,1,1450,450,0.0008028476246533512,0.0007626566499125774,-0.05269864852732975,0.06222222222222222,-0.037777777777777785
I,8,F2_ACTIVITY,linear_qr,0.5,1,1450,450,0.0019452937769920064,0.001966408719835678,0.010737819981512242,0.6355555555555555,0.13555555555555554
I,8,F2_ACTIVITY,linear_qr,0.9,1,1450,450,0.0009071145976781716,0.0009252992072306885,0.019652680355083607,0.9777777777777777,0.07777777777777772
I,8,F2_ACTIVITY,linear_qr,0.1,2,1900,450,0.0009367958250473094,0.0009278610973208887,-0.009629380682322886,0.12,0.01999999999999999
I,8,F2_ACTIVITY,linear_qr,0.5,2,1900,450,0.0022518745893171112,0.002220097146309809,-0.01431353716215611,0.5844444444444444,0.08444444444444443
I,8,F2_ACTIVITY,linear_qr,0.9,2,1900,450,0.0012291545431352814,0.0011593396063366685,-0.060219573640908575,0.9066666666666666,0.006666666666666599
I,8,F2_ACTIVITY,linear_qr,0.1,3,2350,450,0.0011103076491889797,0.0010977928528146015,-0.01139996160686585,0.12444444444444444,0.024444444444444435
I,8,F2_ACTIVITY,linear_qr,0.5,3,2350,450,0.0024474616540672957,0.0024009910038524846,-0.019354778980948728,0.5444444444444444,0.0444444444444444
I,8,F2_ACTIVITY,linear_qr,0.9,3,2350,450,0.000999450771959951,0.0009766819129694339,-0.023312460984654004,0.8933333333333333,-0.00666666666666671
I,8,F2_ACTIVITY,linear_qr,0.1,4,2800,450,0.0011756735324831233,0.001174678986264403,-0.0008466536222657695,0.08,-0.020000000000000004
I,8,F2_ACTIVITY,linear_qr,0.5,4,2800,450,0.0023092248686212816,0.0022998098792720092,-0.004093812029476451,0.47555555555555556,-0.024444444444444435
I,8,F2_ACTIVITY,linear_qr,0.9,4,2800,450,0.0011120612954025229,0.001083627052854166,-0.026239878815745632,0.8711111111111111,-0.028888888888888964
I,8,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,0.0010397523695683008,0.001069209236223121,0.027550142345265982,0.05333333333333334,-0.04666666666666667
I,8,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,0.0020821533031343577,0.0020818330291473147,-0.00015384230270099053,0.40444444444444444,-0.09555555555555556
I,8,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,0.0011497628224965437,0.0011618525251133104,0.010405539735421798,0.8888888888888888,-0.011111111111111183
I,8,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,0.0008037219225299285,0.0007626566499125774,-0.05384503317719491,0.09111111111111111,-0.00888888888888889
I,8,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,0.0019400729597768428,0.001966408719835678,0.013392821031141366,0.6022222222222222,0.10222222222222221
I,8,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,0.0008599918313165986,0.0009252992072306885,0.07057973832004805,0.9666666666666667,0.06666666666666665
I,8,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,0.0009029471945484008,0.0009278610973208887,0.026850897019418674,0.11333333333333333,0.013333333333333322
I,8,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,0.002265005677014329,0.002220097146309809,-0.020228182707754838,0.5733333333333334,0.07333333333333336
I,8,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,0.0012081039346414856,0.0011593396063366685,-0.04206216024906184,0.8955555555555555,-0.004444444444444473
I,8,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,0.001116187007089508,0.0010977928528146015,-0.016755578457034348,0.14,0.04000000000000001
I,8,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,0.002461873446611127,0.0024009910038524846,-0.025357214025772734,0.5488888888888889,0.04888888888888887
I,8,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,0.0009882108938014068,0.0009766819129694339,-0.011804232963545935,0.8844444444444445,-0.015555555555555545
I,8,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,0.0011733209139787974,0.001174678986264403,0.0011561220567368746,0.10888888888888888,0.008888888888888877
I,8,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,0.002349388750199252,0.0022998098792720092,-0.02155781283230973,0.46444444444444444,-0.03555555555555556
I,8,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,0.0011023775523787654,0.001083627052854166,-0.017303461993877445,0.88,-0.020000000000000018
I,8,F3_VOL,linear_qr,0.1,0,1000,450,0.0010554281572509327,0.001069209236223121,0.012889038464415581,0.042222222222222223,-0.05777777777777778
I,8,F3_VOL,linear_qr,0.5,0,1000,450,0.002058910221241796,0.0020818330291473147,0.011010877233947891,0.38666666666666666,-0.11333333333333334
I,8,F3_VOL,linear_qr,0.9,0,1000,450,0.00122039295132011,0.0011618525251133104,-0.050385418924910885,0.8755555555555555,-0.02444444444444449
I,8,F3_VOL,linear_qr,0.1,1,1450,450,0.0008015638404019231,0.0007626566499125774,-0.051015342872583025,0.08444444444444445,-0.015555555555555559
I,8,F3_VOL,linear_qr,0.5,1,1450,450,0.0019701593504646685,0.001966408719835678,-0.0019073504867819224,0.6533333333333333,0.15333333333333332
I,8,F3_VOL,linear_qr,0.9,1,1450,450,0.0008980163027582508,0.0009252992072306885,0.02948549426956959,0.9755555555555555,0.07555555555555549
I,8,F3_VOL,linear_qr,0.1,2,1900,450,0.0009358851827727442,0.0009278610973208887,-0.008647938225909257,0.12222222222222222,0.022222222222222213
I,8,F3_VOL,linear_qr,0.5,2,1900,450,0.0022451910645877554,0.002220097146309809,-0.011303072173961759,0.5777777777777777,0.07777777777777772
I,8,F3_VOL,linear_qr,0.9,2,1900,450,0.0012369855966244908,0.0011593396063366685,-0.06697432733551767,0.9044444444444445,0.004444444444444473
I,8,F3_VOL,linear_qr,0.1,3,2350,450,0.0010963159000705895,0.0010977928528146015,0.0013453838219343872,0.11333333333333333,0.013333333333333322
I,8,F3_VOL,linear_qr,0.5,3,2350,450,0.002450659863057616,0.0024009910038524846,-0.020686816037809308,0.5333333333333333,0.033333333333333326
I,8,F3_VOL,linear_qr,0.9,3,2350,450,0.0010025893453220974,0.0009766819129694339,-0.026525967163553155,0.8977777777777778,-0.0022222222222222365
I,8,F3_VOL,linear_qr,0.1,4,2800,450,0.0012348447088076171,0.001174678986264403,-0.05121886340586301,0.10888888888888888,0.008888888888888877
I,8,F3_VOL,linear_qr,0.5,4,2800,450,0.002285068651129966,0.0022998098792720092,0.006409759465295317,0.4711111111111111,-0.02888888888888891
I,8,F3_VOL,linear_qr,0.9,4,2800,450,0.001103846749424048,0.001083627052854166,-0.018659276285715842,0.8733333333333333,-0.026666666666666727
I,8,F3_VOL,gbr_quantile,0.1,0,1000,450,0.0010160386559101193,0.001069209236223121,0.04972888234750161,0.06,-0.04000000000000001
I,8,F3_VOL,gbr_quantile,0.5,0,1000,450,0.002078546791197916,0.0020818330291473147,0.0015785309885033572,0.41555555555555557,-0.08444444444444443
I,8,F3_VOL,gbr_quantile,0.9,0,1000,450,0.0011584386893662897,0.0011618525251133104,0.0029382694216615324,0.8888888888888888,-0.011111111111111183
I,8,F3_VOL,gbr_quantile,0.1,1,1450,450,0.000798396977604406,0.0007626566499125774,-0.04686293326875912,0.10222222222222223,0.0022222222222222227
I,8,F3_VOL,gbr_quantile,0.5,1,1450,450,0.0019604454307355084,0.001966408719835678,0.0030325786496043783,0.5888888888888889,0.0888888888888889
I,8,F3_VOL,gbr_quantile,0.9,1,1450,450,0.0008563374540605769,0.0009252992072306885,0.07452913893280644,0.9666666666666667,0.06666666666666665
I,8,F3_VOL,gbr_quantile,0.1,2,1900,450,0.0008965890995879425,0.0009278610973208887,0.03370331811867222,0.1,0.0
I,8,F3_VOL,gbr_quantile,0.5,2,1900,450,0.0022605770668276243,0.002220097146309809,-0.018233400545151657,0.5711111111111111,0.07111111111111112
I,8,F3_VOL,gbr_quantile,0.9,2,1900,450,0.0011979002475392248,0.0011593396063366685,-0.03326086764550551,0.8911111111111111,-0.008888888888888946
I,8,F3_VOL,gbr_quantile,0.1,3,2350,450,0.001110626005323202,0.0010977928528146015,-0.011689958151665847,0.13555555555555557,0.03555555555555556
I,8,F3_VOL,gbr_quantile,0.5,3,2350,450,0.0024391755410255456,0.0024009910038524846,-0.015903656911580466,0.54,0.040000000000000036
I,8,F3_VOL,gbr_quantile,0.9,3,2350,450,0.000992648633717749,0.0009766819129694339,-0.016347923040543444,0.8888888888888888,-0.011111111111111183
I,8,F3_VOL,gbr_quantile,0.1,4,2800,450,0.0011731805879093339,0.001174678986264403,0.0012755811354335789,0.10888888888888888,0.008888888888888877
I,8,F3_VOL,gbr_quantile,0.5,4,2800,450,0.0023416336256494247,0.0022998098792720092,-0.01818574081030322,0.46,-0.03999999999999998
I,8,F3_VOL,gbr_quantile,0.9,4,2800,450,0.001092399908535425,0.001083627052854166,-0.008095825642366883,0.8755555555555555,-0.02444444444444449
I,16,F1_DIRECTION,linear_qr,0.1,0,1000,450,0.001443191330386602,0.0014858022463763248,0.028678726320171655,0.022222222222222223,-0.07777777777777778
I,16,F1_DIRECTION,linear_qr,0.5,0,1000,450,0.002925362541589393,0.0028522606729209183,-0.025629448725530857,0.37333333333333335,-0.12666666666666665
I,16,F1_DIRECTION,linear_qr,0.9,0,1000,450,0.001742461988842224,0.0017699796420390704,0.015546875536458282,0.9022222222222223,0.0022222222222222365
I,16,F1_DIRECTION,linear_qr,0.1,1,1450,450,0.0011841891449993576,0.001138839774748965,-0.03982067649541743,0.08444444444444445,-0.015555555555555559
I,16,F1_DIRECTION,linear_qr,0.5,1,1450,450,0.002427106551920036,0.0023933114207356655,-0.014120657634259182,0.6688888888888889,0.16888888888888887
I,16,F1_DIRECTION,linear_qr,0.9,1,1450,450,0.0012173599041137844,0.0013319573281353803,0.08603685838946651,0.9955555555555555,0.0955555555555555
I,16,F1_DIRECTION,linear_qr,0.1,2,1900,450,0.001344045756419799,0.001340681376659235,-0.00250945513164913,0.1288888888888889,0.02888888888888888
I,16,F1_DIRECTION,linear_qr,0.5,2,1900,450,0.0032066707809888352,0.003226353975090886,0.0061007546766458365,0.5355555555555556,0.03555555555555556
I,16,F1_DIRECTION,linear_qr,0.9,2,1900,450,0.0016329432193019084,0.0014162864126749327,-0.1529752772377284,0.8533333333333334,-0.046666666666666634
I,16,F1_DIRECTION,linear_qr,0.1,3,2350,450,0.001816603648597631,0.0018382780994622013,0.011790626712525842,0.16,0.06
I,16,F1_DIRECTION,linear_qr,0.5,3,2350,450,0.0035699420291218794,0.003523872453750229,-0.01307356494206302,0.5666666666666667,0.06666666666666665
I,16,F1_DIRECTION,linear_qr,0.9,3,2350,450,0.0015881690843862783,0.001548170093590641,-0.025836302458774663,0.8977777777777778,-0.0022222222222222365
I,16,F1_DIRECTION,linear_qr,0.1,4,2800,450,0.001765645088580529,0.0017069063667867744,-0.034412386605792156,0.10444444444444445,0.004444444444444445
I,16,F1_DIRECTION,linear_qr,0.5,4,2800,450,0.003415637791253333,0.0034570502473287973,0.011979130505107127,0.4777777777777778,-0.0222222222222222
I,16,F1_DIRECTION,linear_qr,0.9,4,2800,450,0.0015287105204964168,0.0015295409199474407,0.0005429076399292576,0.8266666666666667,-0.07333333333333336
I,16,F1_DIRECTION,gbr_quantile,0.1,0,1000,450,0.001437306610067942,0.0014858022463763248,0.03263936127883582,0.03333333333333333,-0.06666666666666668
I,16,F1_DIRECTION,gbr_quantile,0.5,0,1000,450,0.0029355378196317832,0.0028522606729209183,-0.02919689196064379,0.3844444444444444,-0.11555555555555558
I,16,F1_DIRECTION,gbr_quantile,0.9,0,1000,450,0.001752194647761912,0.0017699796420390704,0.010048134935986996,0.8888888888888888,-0.011111111111111183
I,16,F1_DIRECTION,gbr_quantile,0.1,1,1450,450,0.0011960508138582552,0.001138839774748965,-0.05023624953905492,0.10888888888888888,0.008888888888888877
I,16,F1_DIRECTION,gbr_quantile,0.5,1,1450,450,0.0023936617415484217,0.0023933114207356655,-0.00014637493880687025,0.6355555555555555,0.13555555555555554
I,16,F1_DIRECTION,gbr_quantile,0.9,1,1450,450,0.0012159567150390586,0.0013319573281353803,0.08709033738994632,0.9911111111111112,0.09111111111111114
I,16,F1_DIRECTION,gbr_quantile,0.1,2,1900,450,0.001365111263714725,0.001340681376659235,-0.018221993294458505,0.12222222222222222,0.022222222222222213
I,16,F1_DIRECTION,gbr_quantile,0.5,2,1900,450,0.00324179078641425,0.003226353975090886,-0.004784599409284995,0.5266666666666666,0.026666666666666616
I,16,F1_DIRECTION,gbr_quantile,0.9,2,1900,450,0.0015601542932250744,0.0014162864126749327,-0.10158106387423382,0.8622222222222222,-0.0377777777777778
I,16,F1_DIRECTION,gbr_quantile,0.1,3,2350,450,0.0018933723796101005,0.0018382780994622013,-0.02997059050206663,0.18222222222222223,0.08222222222222222
I,16,F1_DIRECTION,gbr_quantile,0.5,3,2350,450,0.003581443931136985,0.003523872453750229,-0.01633755992657626,0.5688888888888889,0.06888888888888889
I,16,F1_DIRECTION,gbr_quantile,0.9,3,2350,450,0.0016284685801954933,0.001548170093590641,-0.05186670827532747,0.9022222222222223,0.0022222222222222365
I,16,F1_DIRECTION,gbr_quantile,0.1,4,2800,450,0.0017871659317405919,0.0017069063667867744,-0.04702048484645638,0.12,0.01999999999999999
I,16,F1_DIRECTION,gbr_quantile,0.5,4,2800,450,0.0034658110163285905,0.0034570502473287973,-0.0025341746208527027,0.47333333333333333,-0.026666666666666672
I,16,F1_DIRECTION,gbr_quantile,0.9,4,2800,450,0.0016334884256561071,0.0015295409199474407,-0.06795993775193554,0.8111111111111111,-0.0888888888888889
I,16,F2_ACTIVITY,linear_qr,0.1,0,1000,450,0.0014497973380169918,0.0014858022463763248,0.024232638257980943,0.022222222222222223,-0.07777777777777778
I,16,F2_ACTIVITY,linear_qr,0.5,0,1000,450,0.003038450516233155,0.0028522606729209183,-0.06527798986954614,0.35555555555555557,-0.14444444444444443
I,16,F2_ACTIVITY,linear_qr,0.9,0,1000,450,0.0017633456794771075,0.0017699796420390704,0.00374804455621891,0.8955555555555555,-0.004444444444444473
I,16,F2_ACTIVITY,linear_qr,0.1,1,1450,450,0.0011615792680540133,0.001138839774748965,-0.019967245445094095,0.09111111111111111,-0.00888888888888889
I,16,F2_ACTIVITY,linear_qr,0.5,1,1450,450,0.0024396005095497224,0.0023933114207356655,-0.019341021988617202,0.6711111111111111,0.1711111111111111
I,16,F2_ACTIVITY,linear_qr,0.9,1,1450,450,0.001268110393724231,0.0013319573281353803,0.0479346695742342,0.9955555555555555,0.0955555555555555
I,16,F2_ACTIVITY,linear_qr,0.1,2,1900,450,0.0013339336312304683,0.001340681376659235,0.0050330716501642,0.13111111111111112,0.031111111111111117
I,16,F2_ACTIVITY,linear_qr,0.5,2,1900,450,0.003204525840830949,0.003226353975090886,0.0067655732844137395,0.5422222222222223,0.04222222222222227
I,16,F2_ACTIVITY,linear_qr,0.9,2,1900,450,0.0016685923537629159,0.0014162864126749327,-0.1781461283748773,0.8555555555555555,-0.04444444444444451
I,16,F2_ACTIVITY,linear_qr,0.1,3,2350,450,0.0018358854757938245,0.0018382780994622013,0.0013015569674016403,0.1711111111111111,0.0711111111111111
I,16,F2_ACTIVITY,linear_qr,0.5,3,2350,450,0.003576040851425229,0.003523872453750229,-0.014804280903947031,0.5622222222222222,0.06222222222222218
I,16,F2_ACTIVITY,linear_qr,0.9,3,2350,450,0.0015811669030789874,0.001548170093590641,-0.021313426492961973,0.8955555555555555,-0.004444444444444473
I,16,F2_ACTIVITY,linear_qr,0.1,4,2800,450,0.0017667750942674464,0.0017069063667867744,-0.03507440633277037,0.1111111111111111,0.0111111111111111
I,16,F2_ACTIVITY,linear_qr,0.5,4,2800,450,0.003421407203685546,0.0034570502473287973,0.010310247492292701,0.47333333333333333,-0.026666666666666672
I,16,F2_ACTIVITY,linear_qr,0.9,4,2800,450,0.0015452316424491139,0.0015295409199474407,-0.010258452256519002,0.8377777777777777,-0.06222222222222229
I,16,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,0.0014044395466401786,0.0014858022463763248,0.05476011355789712,0.02666666666666667,-0.07333333333333333
I,16,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,0.002919134948589504,0.0028522606729209183,-0.023446060278951242,0.44666666666666666,-0.053333333333333344
I,16,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,0.0018140043230665144,0.0017699796420390704,-0.02487298722641018,0.8733333333333333,-0.026666666666666727
I,16,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,0.0012754576670107784,0.001138839774748965,-0.11996234702280928,0.12222222222222222,0.022222222222222213
I,16,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,0.0024043933297790334,0.0023933114207356655,-0.00463036650698867,0.6333333333333333,0.1333333333333333
I,16,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,0.0011994731533892312,0.0013319573281353803,0.09946578013247243,0.9888888888888889,0.0888888888888889
I,16,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,0.0014236757407643961,0.001340681376659235,-0.061904614735508456,0.12444444444444444,0.024444444444444435
I,16,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,0.0032222104761243054,0.003226353975090886,0.0012842666981275341,0.5311111111111111,0.03111111111111109
I,16,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,0.0015370881525146821,0.0014162864126749327,-0.0852947107016242,0.8577777777777778,-0.04222222222222227
I,16,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,0.0018659878741698257,0.0018382780994622013,-0.015073766431602964,0.18,0.07999999999999999
I,16,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,0.003580653891210567,0.003523872453750229,-0.016113363410729997,0.5555555555555556,0.05555555555555558
I,16,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,0.0015883619403767632,0.001548170093590641,-0.025960872744225316,0.8955555555555555,-0.004444444444444473
I,16,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,0.001711354757195569,0.0017069063667867744,-0.002606112728473109,0.1,0.0
I,16,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,0.0034678508508087665,0.0034570502473287973,-0.0031242251940986066,0.4666666666666667,-0.033333333333333326
I,16,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,0.0016586940797191977,0.0015295409199474407,-0.08443916608402668,0.8222222222222222,-0.07777777777777783
I,16,F3_VOL,linear_qr,0.1,0,1000,450,0.0014043631921586669,0.0014858022463763248,0.054811502954903335,0.024444444444444446,-0.07555555555555556
I,16,F3_VOL,linear_qr,0.5,0,1000,450,0.003033628488127869,0.0028522606729209183,-0.0635873911977396,0.36,-0.14
I,16,F3_VOL,linear_qr,0.9,0,1000,450,0.0017740008720269005,0.0017699796420390704,-0.0022719074797932226,0.8977777777777778,-0.0022222222222222365
I,16,F3_VOL,linear_qr,0.1,1,1450,450,0.0011600038805476308,0.001138839774748965,-0.01858391871089249,0.09333333333333334,-0.006666666666666668
I,16,F3_VOL,linear_qr,0.5,1,1450,450,0.002472900572253009,0.0023933114207356655,-0.033254824603176525,0.6955555555555556,0.1955555555555556
I,16,F3_VOL,linear_qr,0.9,1,1450,450,0.0012753228778710824,0.0013319573281353803,0.04251971821318101,0.9955555555555555,0.0955555555555555
I,16,F3_VOL,linear_qr,0.1,2,1900,450,0.0013921232023709834,0.001340681376659235,-0.03836991145497448,0.14444444444444443,0.044444444444444425
I,16,F3_VOL,linear_qr,0.5,2,1900,450,0.0031883004325672336,0.003226353975090886,0.0117945962586391,0.54,0.040000000000000036
I,16,F3_VOL,linear_qr,0.9,2,1900,450,0.001670657215131232,0.0014162864126749327,-0.1796040689085412,0.8577777777777778,-0.04222222222222227
I,16,F3_VOL,linear_qr,0.1,3,2350,450,0.0018301289683729353,0.0018382780994622013,0.0044330240846855995,0.16666666666666666,0.06666666666666665
I,16,F3_VOL,linear_qr,0.5,3,2350,450,0.0035648730098357126,0.003523872453750229,-0.011635085158048009,0.5666666666666667,0.06666666666666665
I,16,F3_VOL,linear_qr,0.9,3,2350,450,0.0015699473674935741,0.001548170093590641,-0.01406646078043372,0.9022222222222223,0.0022222222222222365
I,16,F3_VOL,linear_qr,0.1,4,2800,450,0.001779013148324528,0.0017069063667867744,-0.04224413414866657,0.12,0.01999999999999999
I,16,F3_VOL,linear_qr,0.5,4,2800,450,0.0034114343283322187,0.0034570502473287973,0.013195040781320833,0.46444444444444444,-0.03555555555555556
I,16,F3_VOL,linear_qr,0.9,4,2800,450,0.0015324968736906593,0.0015295409199474407,-0.0019325757844517177,0.8377777777777777,-0.06222222222222229
I,16,F3_VOL,gbr_quantile,0.1,0,1000,450,0.0014125389013996184,0.0014858022463763248,0.04930894750993009,0.03333333333333333,-0.06666666666666668
I,16,F3_VOL,gbr_quantile,0.5,0,1000,450,0.002921040566895636,0.0028522606729209183,-0.02411416832539448,0.44222222222222224,-0.05777777777777776
I,16,F3_VOL,gbr_quantile,0.9,0,1000,450,0.0018002934429320015,0.0017699796420390704,-0.01712663816743598,0.8733333333333333,-0.026666666666666727
I,16,F3_VOL,gbr_quantile,0.1,1,1450,450,0.0012529638165199944,0.001138839774748965,-0.10021079725300752,0.12666666666666668,0.026666666666666672
I,16,F3_VOL,gbr_quantile,0.5,1,1450,450,0.0024088518912015714,0.0023933114207356655,-0.006493292235712822,0.6466666666666666,0.1466666666666666
I,16,F3_VOL,gbr_quantile,0.9,1,1450,450,0.0012175678001519548,0.0013319573281353803,0.08588077528246385,0.9888888888888889,0.0888888888888889
I,16,F3_VOL,gbr_quantile,0.1,2,1900,450,0.0014234390771979374,0.001340681376659235,-0.06172808989479761,0.13555555555555557,0.03555555555555556
I,16,F3_VOL,gbr_quantile,0.5,2,1900,450,0.0032328295820960727,0.003226353975090886,-0.002007097502376265,0.5244444444444445,0.02444444444444449
I,16,F3_VOL,gbr_quantile,0.9,2,1900,450,0.0015366169061575212,0.0014162864126749327,-0.08496197690361296,0.8577777777777778,-0.04222222222222227
I,16,F3_VOL,gbr_quantile,0.1,3,2350,450,0.001820992688068632,0.0018382780994622013,0.00940304483778942,0.1711111111111111,0.0711111111111111
I,16,F3_VOL,gbr_quantile,0.5,3,2350,450,0.0035694147538039072,0.003523872453750229,-0.012923935429391076,0.56,0.06000000000000005
I,16,F3_VOL,gbr_quantile,0.9,3,2350,450,0.0015868373410487572,0.001548170093590641,-0.024976097664072494,0.8933333333333333,-0.00666666666666671
I,16,F3_VOL,gbr_quantile,0.1,4,2800,450,0.0016858954646759422,0.0017069063667867744,0.012309346616583783,0.1,0.0
I,16,F3_VOL,gbr_quantile,0.5,4,2800,450,0.0034673519453761927,0.0034570502473287973,-0.0029799098394232004,0.46,-0.03999999999999998
I,16,F3_VOL,gbr_quantile,0.9,4,2800,450,0.0016425263446788654,0.0015295409199474407,-0.07386884735016253,0.8311111111111111,-0.06888888888888889
SC,4,F1_DIRECTION,linear_qr,0.1,0,1000,450,0.001898618665602575,0.0018322607556095062,-0.036216411768855705,0.14222222222222222,0.04222222222222222
SC,4,F1_DIRECTION,linear_qr,0.5,0,1000,450,0.003083189033596615,0.0030663265932246663,-0.005499231689542805,0.5088888888888888,0.008888888888888835
SC,4,F1_DIRECTION,linear_qr,0.9,0,1000,450,0.0013855830303557064,0.0013739297403386017,-0.00848172193596497,0.9222222222222223,0.022222222222222254
