instrument,horizon,feature_set,model,quantile,oos_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error,positive_skill_fold_share,median_fold_skill
AL,16,F2_ACTIVITY,linear_qr,0.1,2250,0.0012861050095660958,0.0012674887032043426,-0.014687552097852441,0.072,-0.02800000000000001,0.2,-0.015685230521527815
AL,16,F2_ACTIVITY,linear_qr,0.5,2250,0.0020881106053963023,0.0020528753192337406,-0.01716387051489998,0.4271111111111111,-0.07288888888888889,0.2,-0.005098839795817822
AL,16,F2_ACTIVITY,linear_qr,0.9,2250,0.000907911651981129,0.0008856373300007,-0.025150613265603194,0.9093333333333333,0.009333333333333305,0.2,-0.02612296673594172
AL,16,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0012881332330029816,0.0012674887032043426,-0.016287742641372338,0.08666666666666667,-0.013333333333333336,0.6,0.014203881205185231
AL,16,F2_ACTIVITY,gbr_quantile,0.5,2250,0.002105443426769873,0.0020528753192337406,-0.025607062953903137,0.4408888888888889,-0.059111111111111114,0.2,-0.015923337151424688
AL,16,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0009101501389126062,0.0008856373300007,-0.027678156827340095,0.9173333333333333,0.01733333333333331,0.2,-0.009086879847050033
AL,16,F3_VOL,linear_qr,0.1,2250,0.0012913274420320114,0.0012674887032043426,-0.01880785112119887,0.0768888888888889,-0.02311111111111111,0.2,-0.014556614250128552
AL,16,F3_VOL,linear_qr,0.5,2250,0.002095257741793737,0.0020528753192337406,-0.02064539534520593,0.4222222222222222,-0.07777777777777778,0.4,-0.0012568886155333026
AL,16,F3_VOL,linear_qr,0.9,2250,0.0009305311964972264,0.0008856373300007,-0.0506910277782564,0.9191111111111111,0.01911111111111108,0.0,-0.05432240853046921
AL,16,F3_VOL,gbr_quantile,0.1,2250,0.0012998072725539885,0.0012674887032043426,-0.025498112344465973,0.08577777777777777,-0.014222222222222233,0.6,0.024687383573228083
AL,16,F3_VOL,gbr_quantile,0.5,2250,0.0021144502537062773,0.0020528753192337406,-0.029994483296491792,0.44177777777777777,-0.05822222222222223,0.0,-0.011947966881482586
AL,16,F3_VOL,gbr_quantile,0.9,2250,0.0009137534768366707,0.0008856373300007,-0.03174679508591671,0.9155555555555556,0.015555555555555545,0.0,-0.03474084977010228
SN,4,F1_DIRECTION,linear_qr,0.1,2250,0.0011618799185146524,0.0011497417681005106,-0.010557284036218917,0.07066666666666667,-0.029333333333333336,0.2,-0.009817024717736045
SN,4,F1_DIRECTION,linear_qr,0.5,2250,0.0021223215447617257,0.0021056165607085445,-0.00793353565169519,0.5128888888888888,0.012888888888888839,0.0,-0.005121702690024321
SN,4,F1_DIRECTION,linear_qr,0.9,2250,0.0011070017893296288,0.0011089652060203325,0.001770494403291134,0.9306666666666666,0.03066666666666662,0.6,0.011421329153550541
SN,4,F1_DIRECTION,gbr_quantile,0.1,2250,0.0011268651735661663,0.0011497417681005106,0.019897158796047476,0.07555555555555556,-0.02444444444444445,0.6,0.03118806337821256
SN,4,F1_DIRECTION,gbr_quantile,0.5,2250,0.0021310477599586035,0.0021056165607085445,-0.012077792189049585,0.5111111111111111,0.011111111111111072,0.2,-0.009962426879848829
SN,4,F1_DIRECTION,gbr_quantile,0.9,2250,0.0010552146902021436,0.0011089652060203325,0.04846907326432692,0.9217777777777778,0.021777777777777785,1.0,0.05689114171394438
SN,4,F2_ACTIVITY,linear_qr,0.1,2250,0.0011740500263675122,0.0011497417681005106,-0.02114236339100839,0.07155555555555555,-0.028444444444444453,0.2,-0.012200671760016935
SN,4,F2_ACTIVITY,linear_qr,0.5,2250,0.0021238911314692146,0.0021056165607085445,-0.008678964205391937,0.5093333333333333,0.009333333333333305,0.0,-0.005969426696259772
SN,4,F2_ACTIVITY,linear_qr,0.9,2250,0.0011051542274641292,0.0011089652060203325,0.0034365176973220057,0.9297777777777778,0.029777777777777792,0.6,0.01707944440144138
SN,4,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0011339665475430416,0.0011497417681005106,0.0137206640614016,0.07555555555555556,-0.02444444444444445,0.8,0.005317666392048337
SN,4,F2_ACTIVITY,gbr_quantile,0.5,2250,0.002126168877249442,0.0021056165607085445,-0.009760711861983795,0.5146666666666667,0.014666666666666717,0.2,-0.00951199488880805
SN,4,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0010616674864508218,0.0011089652060203325,0.0426503187951629,0.92,0.020000000000000018,1.0,0.05115115557480632
SN,4,F3_VOL,linear_qr,0.1,2250,0.0011710700413938699,0.0011497417681005106,-0.018550490105787576,0.07555555555555556,-0.02444444444444445,0.6,0.003870427868048476
SN,4,F3_VOL,linear_qr,0.5,2250,0.002129679291773028,0.0021056165607085445,-0.011427878899464172,0.5088888888888888,0.008888888888888835,0.0,-0.010255239293482266
SN,4,F3_VOL,linear_qr,0.9,2250,0.001082236221264593,0.0011089652060203325,0.02410263605263152,0.9244444444444444,0.02444444444444438,0.8,0.019861755705543382
SN,4,F3_VOL,gbr_quantile,0.1,2250,0.0011436400846610744,0.0011497417681005106,0.005307003371302077,0.076,-0.024000000000000007,0.2,-0.005545899239372876
SN,4,F3_VOL,gbr_quantile,0.5,2250,0.0021263646929781045,0.0021056165607085445,-0.009853708722056265,0.5115555555555555,0.011555555555555541,0.2,-0.008041841240912229
SN,4,F3_VOL,gbr_quantile,0.9,2250,0.0010603015395928147,0.0011089652060203325,0.04388204982747268,0.9186666666666666,0.01866666666666661,1.0,0.028842906434858873
SN,8,F1_DIRECTION,linear_qr,0.1,2250,0.0016780299944997145,0.001656754853213521,-0.012841454029802524,0.08533333333333333,-0.014666666666666675,0.6,0.0039779125707911644
SN,8,F1_DIRECTION,linear_qr,0.5,2250,0.003193424674935085,0.0031617834257371977,-0.010007405611758502,0.48933333333333334,-0.010666666666666658,0.4,-0.0261097912062076
SN,8,F1_DIRECTION,linear_qr,0.9,2250,0.001596248921095013,0.0015963957269454943,9.19608139782202e-05,0.9386666666666666,0.03866666666666663,0.6,0.010446534795939932
SN,8,F1_DIRECTION,gbr_quantile,0.1,2250,0.001685514118666433,0.001656754853213521,-0.017358793545785733,0.092,-0.008000000000000007,0.8,0.01819420418126938
SN,8,F1_DIRECTION,gbr_quantile,0.5,2250,0.003202180814797755,0.0031617834257371977,-0.01277677298568869,0.5022222222222222,0.0022222222222222365,0.4,-0.015487400327040213
SN,8,F1_DIRECTION,gbr_quantile,0.9,2250,0.0015597155367296223,0.0015963957269454943,0.02297687822433292,0.9262222222222222,0.026222222222222147,0.6,0.0520776818461568
SN,8,F2_ACTIVITY,linear_qr,0.1,2250,0.0016951128643684572,0.001656754853213521,-0.023152496629501362,0.088,-0.01200000000000001,0.6,0.0031149892159996195
SN,8,F2_ACTIVITY,linear_qr,0.5,2250,0.003201129623011178,0.0031617834257371977,-0.012444304993725508,0.49066666666666664,-0.00933333333333336,0.4,-0.033170555323957185
SN,8,F2_ACTIVITY,linear_qr,0.9,2250,0.0015859197468565448,0.0015963957269454943,0.006562270189105268,0.9342222222222222,0.034222222222222154,0.6,0.03273603312188045
SN,8,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0016687679700463475,0.001656754853213521,-0.007250992390048117,0.0951111111111111,-0.004888888888888901,0.8,0.02142632134779021
SN,8,F2_ACTIVITY,gbr_quantile,0.5,2250,0.003200773025691341,0.0031617834257371977,-0.012331521392883626,0.5053333333333333,0.005333333333333301,0.2,-0.013946858212044777
SN,8,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0015751510203966719,0.0015963957269454943,0.013307919953827185,0.9235555555555556,0.023555555555555552,0.6,0.01634317146359132
SN,8,F3_VOL,linear_qr,0.1,2250,0.0016951983288551085,0.001656754853213521,-0.02320408210485736,0.08755555555555555,-0.012444444444444452,0.6,0.00738022755641754
SN,8,F3_VOL,linear_qr,0.5,2250,0.0032088418510941496,0.0031617834257371977,-0.014883506875863928,0.484,-0.016000000000000014,0.4,-0.031588240849692584
SN,8,F3_VOL,linear_qr,0.9,2250,0.001543808324061098,0.0015963957269454943,0.03294133277656397,0.928,0.028000000000000025,0.6,0.04292747109731754
SN,8,F3_VOL,gbr_quantile,0.1,2250,0.0016775896260759627,0.001656754853213521,-0.012575652228831391,0.09377777777777778,-0.006222222222222226,0.8,0.01021551013683586
SN,8,F3_VOL,gbr_quantile,0.5,2250,0.0031888870311061364,0.0031617834257371977,-0.008572252339712039,0.5004444444444445,0.0004444444444444695,0.2,-0.005310978636443586
SN,8,F3_VOL,gbr_quantile,0.9,2250,0.0015606862816704835,0.0015963957269454943,0.022368792820146366,0.9195555555555556,0.019555555555555548,0.6,0.03115083966247989
SN,16,F1_DIRECTION,linear_qr,0.1,2250,0.0024781615938945485,0.0024134208391326964,-0.02682530693035612,0.08977777777777778,-0.01022222222222223,0.6,0.0025130360505118965
SN,16,F1_DIRECTION,linear_qr,0.5,2250,0.004697956600591184,0.004644283163294508,-0.011556883034367305,0.4862222222222222,-0.013777777777777778,0.4,-0.007632468120992275
SN,16,F1_DIRECTION,linear_qr,0.9,2250,0.0022492252575177676,0.0022241811672521028,-0.011259914720259001,0.9422222222222222,0.04222222222222216,0.6,0.01464845193141695
SN,16,F1_DIRECTION,gbr_quantile,0.1,2250,0.002446374838764935,0.0024134208391326964,-0.013654477121396447,0.09155555555555556,-0.008444444444444449,0.6,0.05269755037022794
SN,16,F1_DIRECTION,gbr_quantile,0.5,2250,0.004758937360643533,0.004644283163294508,-0.02468716771087065,0.49333333333333335,-0.006666666666666654,0.4,-0.05423486792873056
SN,16,F1_DIRECTION,gbr_quantile,0.9,2250,0.002196916123193697,0.0022241811672521028,0.012258463680856813,0.9284444444444444,0.028444444444444383,0.6,0.048156093269659195
SN,16,F2_ACTIVITY,linear_qr,0.1,2250,0.002474098549880017,0.0024134208391326964,-0.025141786199677663,0.08755555555555555,-0.012444444444444452,0.4,-0.00021328644809393005
SN,16,F2_ACTIVITY,linear_qr,0.5,2250,0.0046971645855787714,0.004644283163294508,-0.011386347564292576,0.488,-0.01200000000000001,0.4,-0.007018854079559489
SN,16,F2_ACTIVITY,linear_qr,0.9,2250,0.002265576479682522,0.0022241811672521028,-0.01861148410026403,0.9435555555555556,0.04355555555555557,0.4,-0.011112320789024022
SN,16,F2_ACTIVITY,gbr_quantile,0.1,2250,0.002440123716476508,0.0024134208391326964,-0.011064326996284679,0.096,-0.0040000000000000036,0.8,0.05932725624606172
SN,16,F2_ACTIVITY,gbr_quantile,0.5,2250,0.004732920449947787,0.004644283163294508,-0.019085245997447542,0.49466666666666664,-0.005333333333333357,0.4,-0.04589797002237028
SN,16,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0022314661110434085,0.0022241811672521028,-0.00327533741341135,0.924,0.02400000000000002,0.6,0.035683415692039144
SN,16,F3_VOL,linear_qr,0.1,2250,0.0024747829757452646,0.0024134208391326964,-0.025425377794707327,0.09333333333333334,-0.006666666666666668,0.2,-0.00478895471590568
SN,16,F3_VOL,linear_qr,0.5,2250,0.004706624227733011,0.004644283163294508,-0.013423183351783496,0.48933333333333334,-0.010666666666666658,0.4,-0.00667156810108871
SN,16,F3_VOL,linear_qr,0.9,2250,0.002253570766514489,0.0022241811672521028,-0.013213671482838807,0.9422222222222222,0.04222222222222216,0.4,-0.014077513527126273
SN,16,F3_VOL,gbr_quantile,0.1,2250,0.0024195558189815045,0.0024134208391326964,-0.0025420265497553274,0.09777777777777778,-0.0022222222222222227,0.8,0.056921971011482886
SN,16,F3_VOL,gbr_quantile,0.5,2250,0.004755591113555949,0.004644283163294508,-0.023966658868078694,0.49333333333333335,-0.006666666666666654,0.4,-0.05861357578030679
SN,16,F3_VOL,gbr_quantile,0.9,2250,0.0021805709037319276,0.0022241811672521028,0.01960733422361194,0.9257777777777778,0.02577777777777779,0.6,0.0314278089482849
I,4,F1_DIRECTION,linear_qr,0.1,2250,0.0007277558463777301,0.0007246620041757975,-0.004269358934378742,0.09911111111111111,-0.0008888888888888974,0.4,-0.0015775883477124886
I,4,F1_DIRECTION,linear_qr,0.5,2250,0.001558475482706548,0.0015569706291860368,-0.0009665265948517465,0.5093333333333333,0.009333333333333305,0.6,9.812163435296561e-05
I,4,F1_DIRECTION,linear_qr,0.9,2250,0.0007658956032613427,0.0007638490862990598,-0.002679216351751501,0.9088888888888889,0.008888888888888835,0.4,-0.0010749703755577045
I,4,F1_DIRECTION,gbr_quantile,0.1,2250,0.0007272640294138689,0.0007246620041757975,-0.0035906743048172984,0.10444444444444445,0.004444444444444445,0.6,0.00033579800590677333
I,4,F1_DIRECTION,gbr_quantile,0.5,2250,0.0015526020228582582,0.0015569706291860368,0.0028058373394380665,0.5128888888888888,0.012888888888888839,0.6,0.005555547695865748
I,4,F1_DIRECTION,gbr_quantile,0.9,2250,0.0007574768105920832,0.0007638490862990598,0.008342322876696784,0.9008888888888889,0.000888888888888828,0.6,0.011065191463783597
I,4,F2_ACTIVITY,linear_qr,0.1,2250,0.0007289235440371758,0.0007246620041757975,-0.00588072761759495,0.09866666666666667,-0.0013333333333333391,0.6,0.00036531544118101333
I,4,F2_ACTIVITY,linear_qr,0.5,2250,0.0015606901691094012,0.0015569706291860368,-0.0023889595947670372,0.5035555555555555,0.003555555555555534,0.4,-0.005564490932892241
I,4,F2_ACTIVITY,linear_qr,0.9,2250,0.000766344888032851,0.0007638490862990598,-0.003267401609241549,0.904,0.0040000000000000036,0.4,-0.0036759277164319926
I,4,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0007335268640982942,0.0007246620041757975,-0.012233096079846684,0.10666666666666667,0.006666666666666668,0.2,-0.022018021497410833
I,4,F2_ACTIVITY,gbr_quantile,0.5,2250,0.0015599801436585517,0.0015569706291860368,-0.0019329295081746967,0.5133333333333333,0.013333333333333308,0.6,0.0022827666341060926
I,4,F2_ACTIVITY,gbr_quantile,0.9,2250,0.000764196493194357,0.0007638490862990598,-0.000454810906405978,0.8991111111111111,-0.000888888888888939,0.6,0.004342967862827063
I,4,F3_VOL,linear_qr,0.1,2250,0.0007266293486987202,0.0007246620041757975,-0.0027148443158135915,0.10666666666666667,0.006666666666666668,0.6,0.0008529282798362958
I,4,F3_VOL,linear_qr,0.5,2250,0.0015586195999097827,0.0015569706291860368,-0.0010590891650974488,0.5124444444444445,0.01244444444444448,0.4,-0.0033679970174875784
I,4,F3_VOL,linear_qr,0.9,2250,0.0007735656541364027,0.0007638490862990598,-0.012720533429477321,0.9044444444444445,0.004444444444444473,0.0,-0.013266043975869168
I,4,F3_VOL,gbr_quantile,0.1,2250,0.00072994331186481,0.0007246620041757975,-0.007287959984902503,0.108,0.007999999999999993,0.4,-0.015551984144736242
I,4,F3_VOL,gbr_quantile,0.5,2250,0.0015660357554025046,0.0015569706291860368,-0.005822284663909771,0.5128888888888888,0.012888888888888839,0.4,-0.009159679611505434
I,4,F3_VOL,gbr_quantile,0.9,2250,0.0007637293381818319,0.0007638490862990598,0.0001567693401429704,0.8964444444444445,-0.003555555555555534,0.6,0.004515715221479533
I,8,F1_DIRECTION,linear_qr,0.1,2250,0.0010190066826261403,0.0010064397645071182,-0.012486507948318737,0.08444444444444445,-0.015555555555555559,0.4,-0.008264715529136213
I,8,F1_DIRECTION,linear_qr,0.5,2250,0.0021962514946280414,0.002193827955683459,-0.0011047078410608702,0.5257777777777778,0.02577777777777779,0.6,0.005031619943368537
I,8,F1_DIRECTION,linear_qr,0.9,2250,0.0010654306824726958,0.0010613600609008535,-0.0038352880627401387,0.9084444444444445,0.008444444444444477,0.6,0.003709775826839734
I,8,F1_DIRECTION,gbr_quantile,0.1,2250,0.0010075299077678004,0.0010064397645071182,-0.0010831679143918915,0.09466666666666666,-0.005333333333333343,0.6,0.0030005311000511625
I,8,F1_DIRECTION,gbr_quantile,0.5,2250,0.0022138948448558503,0.002193827955683459,-0.00914697486665017,0.5137777777777778,0.013777777777777778,0.4,-0.01329958439993173
I,8,F1_DIRECTION,gbr_quantile,0.9,2250,0.001064196658801939,0.0010613600609008535,-0.0026726065974989055,0.904,0.0040000000000000036,0.4,-0.01616316419752839
I,8,F2_ACTIVITY,linear_qr,0.1,2250,0.0010201295261010798,0.0010064397645071182,-0.013602166842707986,0.08622222222222223,-0.013777777777777778,0.0,-0.009629380682322886
I,8,F2_ACTIVITY,linear_qr,0.5,2250,0.002206727843671649,0.002193827955683459,-0.005880081870034859,0.5288888888888889,0.028888888888888853,0.4,-0.004093812029476451
I,8,F2_ACTIVITY,linear_qr,0.9,2250,0.0010821136778966338,0.0010613600609008535,-0.019553794946990166,0.9097777777777778,0.009777777777777774,0.2,-0.023312460984654004
I,8,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0010071858815429871,0.0010064397645071182,-0.0007413429617759704,0.10133333333333333,0.0013333333333333253,0.6,0.0011561220567368746
I,8,F2_ACTIVITY,gbr_quantile,0.5,2250,0.0022196988273471816,0.002193827955683459,-0.011792570878996989,0.5186666666666667,0.01866666666666672,0.2,-0.020228182707754838
I,8,F2_ACTIVITY,gbr_quantile,0.9,2250,0.00106168940692696,0.0010613600609008535,-0.00031030565237877283,0.9031111111111111,0.0031111111111110645,0.4,-0.011804232963545935
I,8,F3_VOL,linear_qr,0.1,2250,0.0010248075578607615,0.0010064397645071182,-0.018250265938805077,0.09422222222222222,-0.0057777777777777845,0.4,-0.008647938225909257
I,8,F3_VOL,linear_qr,0.5,2250,0.00220199783009636,0.002193827955683459,-0.0037240269419192007,0.5244444444444445,0.02444444444444449,0.4,-0.0019073504867819224
I,8,F3_VOL,linear_qr,0.9,2250,0.0010923661890897994,0.0010613600609008535,-0.0292135810750489,0.9053333333333333,0.005333333333333301,0.2,-0.026525967163553155
I,8,F3_VOL,gbr_quantile,0.1,2250,0.0009989662652670009,0.0010064397645071182,0.007425679612110048,0.10133333333333333,0.0013333333333333253,0.6,0.0012755811354335789
I,8,F3_VOL,gbr_quantile,0.5,2250,0.002216075691087204,0.002193827955683459,-0.010141057481790394,0.5151111111111111,0.015111111111111075,0.4,-0.015903656911580466
I,8,F3_VOL,gbr_quantile,0.9,2250,0.0010595449866438531,0.0010613600609008535,0.0017101399646221038,0.9022222222222223,0.0022222222222222365,0.4,-0.008095825642366883
I,16,F1_DIRECTION,linear_qr,0.1,2250,0.001510734993796784,0.0015021015728067003,-0.005747561380920363,0.1,0.0,0.4,-0.00250945513164913
I,16,F1_DIRECTION,linear_qr,0.5,2250,0.0031089439389746956,0.003090569753965299,-0.005945241969000037,0.5244444444444445,0.02444444444444449,0.4,-0.01307356494206302
I,16,F1_DIRECTION,linear_qr,0.9,2250,0.0015419289434281224,0.0015191868792774929,-0.014969892421296649,0.8951111111111111,-0.004888888888888943,0.6,0.0005429076399292576
I,16,F1_DIRECTION,gbr_quantile,0.1,2250,0.0015358013997983228,0.0015021015728067003,-0.022435118637585738,0.11333333333333333,0.013333333333333322,0.2,-0.02997059050206663
I,16,F1_DIRECTION,gbr_quantile,0.5,2250,0.003123649059012006,0.003090569753965299,-0.010703303170641831,0.5177777777777778,0.01777777777777778,0.0,-0.004784599409284995
I,16,F1_DIRECTION,gbr_quantile,0.9,2250,0.0015580525323755292,0.0015191868792774929,-0.02558319429175193,0.8911111111111111,-0.008888888888888946,0.4,-0.05186670827532747
I,16,F2_ACTIVITY,linear_qr,0.1,2250,0.0015095941614725488,0.0015021015728067003,-0.004988070581570803,0.10533333333333333,0.005333333333333329,0.6,0.0013015569674016403
I,16,F2_ACTIVITY,linear_qr,0.5,2250,0.00313600498434492,0.003090569753965299,-0.01470124734163547,0.5208888888888888,0.020888888888888846,0.4,-0.014804280903947031
I,16,F2_ACTIVITY,linear_qr,0.9,2250,0.001565289394498471,0.0015191868792774929,-0.030346836093597673,0.896,-0.0040000000000000036,0.4,-0.010258452256519002
I,16,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0015361831171561496,0.0015021015728067003,-0.0226892408385988,0.11066666666666666,0.010666666666666658,0.2,-0.015073766431602964
I,16,F2_ACTIVITY,gbr_quantile,0.5,2250,0.0031188486993024354,0.003090569753965299,-0.00915007509565302,0.5266666666666666,0.026666666666666616,0.2,-0.00463036650698867
I,16,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0015595243298132779,0.0015191868792774929,-0.026552000340451132,0.8875555555555555,-0.01244444444444448,0.2,-0.025960872744225316
I,16,F3_VOL,linear_qr,0.1,2250,0.0015131264783549488,0.0015021015728067003,-0.00733965382091184,0.10977777777777778,0.009777777777777774,0.4,-0.01858391871089249
I,16,F3_VOL,linear_qr,0.5,2250,0.0031342273662232083,0.003090569753965299,-0.01412607245052322,0.5253333333333333,0.02533333333333332,0.4,-0.011635085158048009
I,16,F3_VOL,linear_qr,0.9,2250,0.0015644850412426896,0.0015191868792774929,-0.029817373084962462,0.8982222222222223,-0.001777777777777767,0.2,-0.0022719074797932226
I,16,F3_VOL,gbr_quantile,0.1,2250,0.0015191659895724247,0.0015021015728067003,-0.011360361426051346,0.11333333333333333,0.013333333333333322,0.6,0.00940304483778942
I,16,F3_VOL,gbr_quantile,0.5,2250,0.003119897747874676,0.003090569753965299,-0.00948951042821422,0.5266666666666666,0.026666666666666616,0.0,-0.006493292235712822
I,16,F3_VOL,gbr_quantile,0.9,2250,0.00155676836699382,0.0015191868792774929,-0.024737896455635733,0.8888888888888888,-0.011111111111111183,0.2,-0.024976097664072494
SC,4,F1_DIRECTION,linear_qr,0.1,2250,0.001806321717065879,0.0017864666069497763,-0.011114179262496027,0.10266666666666667,0.0026666666666666644,0.2,-0.005201072875409274
SC,4,F1_DIRECTION,linear_qr,0.5,2250,0.003333338612643304,0.0033396573724406666,0.0018920383418687958,0.4608888888888889,-0.039111111111111097,0.8,0.0021396261796678973
SC,4,F1_DIRECTION,linear_qr,0.9,2250,0.0017789339650535977,0.001778269486269561,-0.00037366596523602524,0.8786666666666667,-0.021333333333333315,0.6,0.0024190070861976887
SC,4,F1_DIRECTION,gbr_quantile,0.1,2250,0.0017823391665367995,0.0017864666069497763,0.0023103932628351087,0.10222222222222223,0.0022222222222222227,0.6,0.0032268008189271224
SC,4,F1_DIRECTION,gbr_quantile,0.5,2250,0.0033476811008915307,0.0033396573724406666,-0.0024025603695387865,0.4617777777777778,-0.03822222222222221,0.4,-0.0024997135304121176
SC,4,F1_DIRECTION,gbr_quantile,0.9,2250,0.0017365234443184258,0.001778269486269561,0.023475655559219932,0.8702222222222222,-0.029777777777777792,0.6,0.03603296241025067
SC,4,F2_ACTIVITY,linear_qr,0.1,2250,0.0018300753269317616,0.0017864666069497763,-0.02441059900718945,0.10444444444444445,0.004444444444444445,0.0,-0.006890254946052332
SC,4,F2_ACTIVITY,linear_qr,0.5,2250,0.0033353304913272194,0.0033396573724406666,0.001295606294571816,0.4653333333333333,-0.03466666666666668,0.4,-0.0011917601966004998
SC,4,F2_ACTIVITY,linear_qr,0.9,2250,0.0017822985367548173,0.001778269486269561,-0.002265714233059546,0.8795555555555555,-0.020444444444444487,0.6,0.002640487726491614
SC,4,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0017844061076014255,0.0017864666069497763,0.0011533937104309944,0.10355555555555555,0.003555555555555548,0.6,0.008406406923708087
SC,4,F2_ACTIVITY,gbr_quantile,0.5,2250,0.003359157018213769,0.0033396573724406666,-0.0058388162612177386,0.46844444444444444,-0.03155555555555556,0.2,-0.006944315249387545
SC,4,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0017420070475726416,0.001778269486269561,0.020391981629843015,0.8742222222222222,-0.02577777777777779,0.6,0.03347785034070894
SC,4,F3_VOL,linear_qr,0.1,2250,0.0018178252154782504,0.0017864666069497763,-0.017553425519672095,0.10755555555555556,0.0075555555555555515,0.2,-0.004097805547152555
SC,4,F3_VOL,linear_qr,0.5,2250,0.0033523783967772847,0.0033396573724406666,-0.0038090806684523137,0.4568888888888889,-0.0431111111111111,0.6,0.00038343621088676727
SC,4,F3_VOL,linear_qr,0.9,2250,0.0017757346309191942,0.001778269486269561,0.001425461871746081,0.8795555555555555,-0.020444444444444487,0.6,0.0013033460226457017
SC,4,F3_VOL,gbr_quantile,0.1,2250,0.0017899939614018933,0.0017864666069497763,-0.0019744866421766982,0.10755555555555556,0.0075555555555555515,0.6,0.003063140728647884
SC,4,F3_VOL,gbr_quantile,0.5,2250,0.0033632667474667475,0.0033396573724406666,-0.007069400358524547,0.4648888888888889,-0.03511111111111109,0.2,-0.0068110596569319615
SC,4,F3_VOL,gbr_quantile,0.9,2250,0.0017279094160216066,0.001778269486269561,0.028319706679328593,0.8733333333333333,-0.026666666666666727,0.6,0.04031938500979437
SC,8,F1_DIRECTION,linear_qr,0.1,2250,0.0025764176555686125,0.00255755188763375,-0.007376494696386127,0.10266666666666667,0.0026666666666666644,0.2,-0.008575315197489886
SC,8,F1_DIRECTION,linear_qr,0.5,2250,0.005023665369944499,0.005050394723209262,0.005292527560653348,0.44666666666666666,-0.053333333333333344,0.6,0.01057341941126888
SC,8,F1_DIRECTION,linear_qr,0.9,2250,0.0026060729881641985,0.002603340116812359,-0.0010497557864954654,0.8808888888888889,-0.01911111111111108,0.4,-0.004974240400946961
SC,8,F1_DIRECTION,gbr_quantile,0.1,2250,0.0025833629216643855,0.00255755188763375,-0.010092086168588477,0.10755555555555556,0.0075555555555555515,0.4,-0.013726006015482906
SC,8,F1_DIRECTION,gbr_quantile,0.5,2250,0.005062908236351885,0.005050394723209262,-0.0024777297277609467,0.4471111111111111,-0.052888888888888874,0.4,-0.0050582022138829785
SC,8,F1_DIRECTION,gbr_quantile,0.9,2250,0.00261841784477591,0.002603340116812359,-0.0057916857909494635,0.86,-0.040000000000000036,0.6,0.012873874887845749
SC,8,F2_ACTIVITY,linear_qr,0.1,2250,0.0025665194976829415,0.00255755188763375,-0.0035063257533705094,0.10222222222222223,0.0022222222222222227,0.4,-0.004406748889524081
SC,8,F2_ACTIVITY,linear_qr,0.5,2250,0.005045419281752356,0.005050394723209262,0.0009851589290718055,0.44755555555555554,-0.05244444444444446,0.6,0.0026351574115384135
SC,8,F2_ACTIVITY,linear_qr,0.9,2250,0.002605727990120684,0.002603340116812359,-0.0009172344761656515,0.8835555555555555,-0.016444444444444484,0.4,-0.0034122409122292474
SC,8,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0025758309395201916,0.00255755188763375,-0.007147089361050574,0.10844444444444444,0.008444444444444435,0.4,-0.015357915447614001
SC,8,F2_ACTIVITY,gbr_quantile,0.5,2250,0.005080857605785432,0.005050394723209262,-0.006031782513191697,0.45955555555555555,-0.04044444444444445,0.2,-0.00621009865165556
SC,8,F2_ACTIVITY,gbr_quantile,0.9,2250,0.002610361388572078,0.002603340116812359,-0.0026970243781732073,0.8595555555555555,-0.040444444444444505,0.4,-0.010627417387222948
SC,8,F3_VOL,linear_qr,0.1,2250,0.002556885665248776,0.00255755188763375,0.0002604922262556819,0.10355555555555555,0.003555555555555548,0.6,0.0019211046953284683
SC,8,F3_VOL,linear_qr,0.5,2250,0.00506797927067726,0.005050394723209262,-0.003481816458263731,0.44622222222222224,-0.05377777777777776,0.6,0.0002087580941471101
SC,8,F3_VOL,linear_qr,0.9,2250,0.0026230340105184336,0.002603340116812359,-0.0075648562317660595,0.8808888888888889,-0.01911111111111108,0.4,-0.012564011427646626
SC,8,F3_VOL,gbr_quantile,0.1,2250,0.0025757305188260377,0.00255755188763375,-0.007107824979107891,0.10711111111111112,0.00711111111111111,0.4,-0.007694050601446234
SC,8,F3_VOL,gbr_quantile,0.5,2250,0.005082752676598637,0.005050394723209262,-0.006407014731080851,0.45644444444444443,-0.04355555555555557,0.2,-0.011165816109147242
SC,8,F3_VOL,gbr_quantile,0.9,2250,0.0026147151855960716,0.002603340116812359,-0.004369413243491493,0.86,-0.040000000000000036,0.4,-0.012662178503050736
