instrument,horizon,feature_set,model,quantile,oos_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error,positive_skill_fold_share,median_fold_skill
CU,16,F2_ACTIVITY,linear_qr,0.5,2250,0.0022795137964728295,0.0022714850746807236,-0.003534569468053528,0.5062222222222222,0.00622222222222224,0.4,-0.0023377961777786282
CU,16,F2_ACTIVITY,linear_qr,0.9,2250,0.0011271043316852603,0.001097870378030853,-0.026627873599105012,0.9457777777777778,0.045777777777777806,0.4,-0.00028373157891170564
CU,16,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0011487440263833809,0.0011027360421207383,-0.0417216654804915,0.096,-0.0040000000000000036,0.2,-0.028974293007039353
CU,16,F2_ACTIVITY,gbr_quantile,0.5,2250,0.0023116747483044025,0.0022714850746807236,-0.01769312687618152,0.5008888888888889,0.000888888888888939,0.4,-0.014267969385399093
CU,16,F2_ACTIVITY,gbr_quantile,0.9,2250,0.001099006101192575,0.001097870378030853,-0.001034478372354819,0.9444444444444444,0.0444444444444444,0.6,0.035586018410131426
CU,16,F3_VOL,linear_qr,0.1,2250,0.0011283490007563627,0.0011027360421207383,-0.023226735734842352,0.07866666666666666,-0.021333333333333343,0.0,-0.02758046705427919
CU,16,F3_VOL,linear_qr,0.5,2250,0.00227870956155006,0.0022714850746807236,-0.003180512586177686,0.5017777777777778,0.001777777777777767,0.6,0.002450076173952098
CU,16,F3_VOL,linear_qr,0.9,2250,0.0011242057851590535,0.001097870378030853,-0.023987719912286654,0.9462222222222222,0.046222222222222165,0.4,-0.00943321320622692
CU,16,F3_VOL,gbr_quantile,0.1,2250,0.0011507804381685677,0.0011027360421207383,-0.043568355628816,0.0951111111111111,-0.004888888888888901,0.2,-0.029258160900880625
CU,16,F3_VOL,gbr_quantile,0.5,2250,0.0022956705186990807,0.0022714850746807236,-0.010647414895189833,0.5,0.0,0.4,-0.004464756232789968
CU,16,F3_VOL,gbr_quantile,0.9,2250,0.0010938630880453128,0.001097870378030853,0.0036500574801259233,0.9426666666666667,0.04266666666666663,0.6,0.04197797609139686
AL,4,F1_DIRECTION,linear_qr,0.1,2250,0.0005414548391466408,0.0005383361760426257,-0.005793151645391292,0.07244444444444445,-0.027555555555555555,0.2,-0.0075924538845484335
AL,4,F1_DIRECTION,linear_qr,0.5,2250,0.0009641289665513643,0.0009627039951332031,-0.0014801760721518953,0.45955555555555555,-0.04044444444444445,0.6,0.0017480578874522479
AL,4,F1_DIRECTION,linear_qr,0.9,2250,0.00048279641404708873,0.00048445415249663386,0.003421868593760591,0.916,0.016000000000000014,0.6,0.0015756970781944935
AL,4,F1_DIRECTION,gbr_quantile,0.1,2250,0.0005225258605240341,0.0005383361760426257,0.029368852070866147,0.07822222222222222,-0.021777777777777785,1.0,0.021283992339685698
AL,4,F1_DIRECTION,gbr_quantile,0.5,2250,0.000969846606543465,0.0009627039951332031,-0.00741932249826549,0.4706666666666667,-0.029333333333333322,0.2,-0.0028244477223229314
AL,4,F1_DIRECTION,gbr_quantile,0.9,2250,0.0004677598523892179,0.00048445415249663386,0.03446002066734677,0.9075555555555556,0.007555555555555538,0.8,0.050914459165047
AL,4,F2_ACTIVITY,linear_qr,0.1,2250,0.0005422204182747303,0.0005383361760426257,-0.007215272547087759,0.07288888888888889,-0.027111111111111114,0.4,-0.001567237576980407
AL,4,F2_ACTIVITY,linear_qr,0.5,2250,0.000967394809781887,0.0009627039951332031,-0.004872540960043192,0.45955555555555555,-0.04044444444444445,0.2,-0.003592229356186083
AL,4,F2_ACTIVITY,linear_qr,0.9,2250,0.0004835662133893247,0.00048445415249663386,0.0018328650972092575,0.9155555555555556,0.015555555555555545,0.4,-0.0015735387157933545
AL,4,F2_ACTIVITY,gbr_quantile,0.1,2250,0.0005281847069672164,0.0005383361760426257,0.018857118520315574,0.08266666666666667,-0.01733333333333334,0.6,0.019777852181828925
AL,4,F2_ACTIVITY,gbr_quantile,0.5,2250,0.0009708285470510805,0.0009627039951332031,-0.008439304250267732,0.47155555555555556,-0.02844444444444444,0.2,-0.004186227855610625
AL,4,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0004707127760625949,0.00048445415249663386,0.02836465816883349,0.9035555555555556,0.003555555555555534,0.8,0.03634567929841126
AL,4,F3_VOL,linear_qr,0.1,2250,0.0005475949348664558,0.0005383361760426257,-0.01719884197991739,0.07555555555555556,-0.02444444444444445,0.4,-0.0008454456744537708
AL,4,F3_VOL,linear_qr,0.5,2250,0.0009747942431435675,0.0009627039951332031,-0.012558634919440204,0.45555555555555555,-0.04444444444444445,0.4,-0.012645349951861506
AL,4,F3_VOL,linear_qr,0.9,2250,0.00048403942741089484,0.00048445415249663386,0.000856066737382144,0.9128888888888889,0.012888888888888839,0.4,-0.0059672142367301895
AL,4,F3_VOL,gbr_quantile,0.1,2250,0.0005264212353414399,0.0005383361760426257,0.022132899907960857,0.07777777777777778,-0.022222222222222227,0.6,0.026111869670139343
AL,4,F3_VOL,gbr_quantile,0.5,2250,0.0009712163401210409,0.0009627039951332031,-0.00884212076699642,0.4666666666666667,-0.033333333333333326,0.0,-0.005069531324962684
AL,4,F3_VOL,gbr_quantile,0.9,2250,0.0004676735685122016,0.00048445415249663386,0.0346381260186408,0.9075555555555556,0.007555555555555538,0.8,0.04276122297439322
AL,8,F1_DIRECTION,linear_qr,0.1,2250,0.0008203338677815497,0.0008029635330962885,-0.021632781526552902,0.06533333333333333,-0.03466666666666668,0.4,-0.021809793023141788
AL,8,F1_DIRECTION,linear_qr,0.5,2250,0.0014165506321703178,0.0014020826476605316,-0.010318924161800913,0.4484444444444444,-0.05155555555555558,0.4,-0.003580113286702602
AL,8,F1_DIRECTION,linear_qr,0.9,2250,0.0006596857285999429,0.0006638187698208237,0.006226159019270261,0.9146666666666666,0.014666666666666606,0.6,0.0034750685633808676
