instrument,horizon,model,from_feature_set,to_feature_set,delta_mean_pinball_skill,delta_tail_pinball_skill,delta_q10_pinball_skill,delta_q50_pinball_skill,delta_q90_pinball_skill,delta_interval_score_skill,delta_q50_decile_monotonicity,delta_width_path_range_monotonicity
CU,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.003294519228382642,0.0014189228520781194,-0.0018466901483245035,0.007045711980991687,0.004684535852480742,0.001411702398769421,-0.012121212121211977,0.20606060606060594
AL,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.0021344964287130326,-0.0015055621991238999,-0.0014221209016964664,-0.003392364887891297,-0.0015890034965513333,0.0004058104081483549,-0.016235563269483833,0.21818181818181825
AL,4,linear_qr,F2_ACTIVITY,F3_VOL,-0.006215487250684585,-0.005480183896328372,-0.009983569432829631,-0.007686093959397011,-0.0009767983598271135,-0.004840065954430761,0.13499853162491093,-0.13333333333333341
AL,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.005875692600355366,-0.008303548024531926,-0.010511733550550573,-0.0010199817520022414,-0.006095362498513279,-0.00841987832331026,0.21260383582344564,0.036363636363636265
AL,4,gbr_quantile,F2_ACTIVITY,F3_VOL,0.0030488109069079696,0.0047746246187262975,0.0032757813876452824,-0.0004028165167286879,0.006273467849807313,0.004695663463135102,-0.008115973435202817,0.024242424242424288
AL,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.005975090766265307,-0.008404040238545796,-0.009053011137919231,-0.001117191821704333,-0.00775506933917236,-0.0035904196431073565,0.025161858066170217,-0.12121212121212122
AL,8,linear_qr,F2_ACTIVITY,F3_VOL,-0.01004193072366085,-0.01251661910450963,-0.017202222426980107,-0.0050925539619632865,-0.007831015782039152,-0.007077946725693396,0.18237166310401937,-0.2424242424242424
AL,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.001674542479246477,-0.0016272200922912705,0.00572283832079612,-0.0017691872531568897,-0.00897727850537866,-0.0009299645173390658,-0.08416585792928513,-0.6666666666666666
AL,8,gbr_quantile,F2_ACTIVITY,F3_VOL,-0.005200000738306992,-0.0036306475339478173,-0.0004758041873238472,-0.008338707147025337,-0.006785490880571787,-0.0033313666319596535,0.05471149893120583,0.26666666666666666
AL,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.00383276914733203,-0.0041136902314025114,-0.007575989792325544,-0.003270926979191069,-0.0006513906704794792,-0.0047635929543643485,0.06060606060606066,-0.012121212121212144
AL,16,linear_qr,F2_ACTIVITY,F3_VOL,-0.01104741278876853,-0.01483035676799982,-0.00412029902334643,-0.0034815248303059487,-0.02554041451265321,-0.0116828144847132,0.012121212121212088,0.2545454545454545
AL,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.003224470044684475,-0.004079144958006098,-0.0076118099578357246,-0.0015151202180412326,-0.0005464799581764712,-0.004705654024568018,-0.06060606060606061,-0.6911858315520096
AL,16,gbr_quantile,F2_ACTIVITY,F3_VOL,-0.0058888094347529715,-0.006639503980835126,-0.009210369703093635,-0.004387420342588655,-0.004068638258576618,-0.007095440415222587,-0.4606060606060606,0.036363636363636376
SN,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.003221494871485116,-0.004459528030379301,-0.010585079354789473,-0.0007454285536967475,0.0016660232940308717,-0.0006968611157582849,0.06060606060606055,0.024242424242424176
SN,4,linear_qr,F2_ACTIVITY,F3_VOL,0.006836358982152698,0.011628995820265164,0.0025918732852208137,-0.0027489146940722353,0.020666118355309515,0.013080121977149695,0.09696969696969693,0.0
SN,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.0032260562922480363,-0.0059976246019049495,-0.0061764947346458765,0.0023170803270657903,-0.0058187544691640225,-0.006000853754316138,-0.01212121212121212,0.024242424242424288
SN,4,gbr_quantile,F2_ACTIVITY,F3_VOL,-0.0024249755059540714,-0.0035909648288948715,-0.008413660690099523,-9.299686007246954e-05,0.0012317310323097796,-0.003678029224335133,0.03636363636363636,-0.012121212121212088
SN,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.0020925442021795986,-0.0019203666122858953,-0.010311042599698839,-0.002436899381967006,0.006470309375127048,0.0009882059111114838,-0.012121212121212088,0.012121212121212088
SN,8,linear_qr,F2_ACTIVITY,F3_VOL,0.007962758409988094,0.013163738556051352,-5.1585475355997445e-05,-0.00243920188213842,0.0263790625874587,0.012948491331338241,-0.06060606060606066,0.024242424242424288
SN,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.0002946981593456486,0.00021942144261594132,0.010107801155737617,0.00044525159280506266,-0.009668958270505734,0.0004028909577779016,-0.036363636363636376,-0.04848484848484835
SN,8,gbr_quantile,F2_ACTIVITY,F3_VOL,0.002498494026902498,0.0018681065137679531,-0.005324659838783274,0.0037592690531715878,0.00906087286631918,0.0017346515500975546,0.2666666666666666,0.036363636363636265
SN,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.0018325043930839495,-0.002834024324663287,0.001683520730678456,0.00017053547007472858,-0.00735156938000503,-0.0008784490877038476,-0.04848484848484824,0.12121212121212122
SN,16,linear_qr,F2_ACTIVITY,F3_VOL,0.0010257950783015488,0.00255711051119778,-0.00028359159502966413,-0.0020368357874909204,0.005397812617425224,0.0019437665148061,-0.0242424242424244,0.15757575757575748
SN,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.0024472430852444296,-0.0064718254845781975,0.0025901501251117676,0.005601921713423108,-0.015533801094268163,-0.00610204703256656,0.048484848484848464,-0.1454545454545454
SN,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.008841186404307163,0.01570248604177632,0.008522300446529352,-0.004881412870631152,0.02288267163702329,0.015409494973500859,-0.13333333333333341,0.024242424242424288
I,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.0012073289802071825,-0.001099776970353128,-0.0016113686832162077,-0.0014224329999152907,-0.0005881852574900481,-0.0010863086216161832,0.11869744065333199,-0.048484848484848464
I,4,linear_qr,F2_ACTIVITY,F3_VOL,-0.001652459362928275,-0.003143624259227207,0.003165883301781358,0.0013298704296695885,-0.009453131820235772,0.0008837577482587733,-0.06827887419989187,0.2545454545454545
I,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.007392774135248303,-0.008719777779066074,-0.008642421775029385,-0.004738766847612763,-0.008797133783102762,-0.00872181428124752,0.026822787665052972,0.036363636363636265
I,4,gbr_quantile,F2_ACTIVITY,F3_VOL,0.0005557870619193519,0.0027783581707465643,0.00494513609494418,-0.0038893551557350747,0.0006115802465489484,0.002721314790282925,-0.30487156254896447,-0.10909090909090913
I,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.007203179935871088,-0.008417082889319638,-0.0011156588943892487,-0.004775374028973989,-0.015718506884250028,-0.008188757416546677,0.031265269974036,-0.12121212121212116
I,8,linear_qr,F2_ACTIVITY,F3_VOL,-0.004050610098680055,-0.007153942612077913,-0.004648099096097091,0.0021560549281156582,-0.009659786128058734,0.002806953809795676,-0.1313141338909517,0.9939393939393938
I,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,1.950996179641163e-05,0.001352062948868027,0.00034182495261592116,-0.002645596012346818,0.0023623009451201327,0.0013788946419073245,0.16231573587085618,0.3878787878787878
I,8,gbr_quantile,F2_ACTIVITY,F3_VOL,0.003946327196031163,0.005093734095443447,0.008167022573886018,0.0016515133972065943,0.0020204456170008767,0.005012108247493763,0.4321618624636423,-0.2181818181818182
I,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.007791152748528967,-0.007308726436475732,0.0007594907993495603,-0.008756005372635434,-0.015376943672301024,-0.007600821820994641,-0.38129606631885204,-0.18181818181818177
I,16,linear_qr,F2_ACTIVITY,F3_VOL,-0.0004156484465311916,-0.000911060115352913,-0.0023515832393410374,0.0005751748911122512,0.0005294630086352115,0.002123300174234455,0.3590272656463124,0.303030303030303
I,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.00011009994175885038,-0.0006114641248561314,-0.0002541222010130628,0.0015532280749888105,-0.0009688060486992001,-0.0006134848840060325,0.24369724938166884,0.07272727272727272
I,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.004267849321600551,0.006571491648681427,0.011328879412547455,-0.00033943533256119984,0.001814103884815399,0.006544588746414615,-0.03292266008113981,-0.048484848484848464
SC,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.005261633353271306,-0.007594234006258471,-0.013296419744693422,-0.0005964320472969797,-0.0018920482678235206,-0.0028884967591231714,0.012111261178769706,-0.012121212121212116
SC,4,linear_qr,F2_ACTIVITY,F3_VOL,0.0018145542097662828,0.00527417479616149,0.006857173487517354,-0.00510468696302413,0.003691176104805627,0.0005589654668169963,0.19805431706581622,-0.14545454545454545
SC,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.0025589764578199947,-0.002120336740890516,-0.0011569995524041143,-0.003436255891678952,-0.0030836739293769178,-0.002118121544314122,-0.018237166310401953,0.024242424242424288
SC,4,gbr_quantile,F2_ACTIVITY,F3_VOL,0.001189753533190359,0.002399922348438943,-0.0031278803526076926,-0.0012305840973068083,0.007927725049485579,0.0023872111505686133,-0.1945297739776207,-0.024242424242424288
SC,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.00010155945941203726,0.0020013451266727156,0.003870168943015617,-0.004307368631581543,0.00013252131032981396,0.0019847646337805003,0.10583460821187995,0.35151515151515156
SC,8,linear_qr,F2_ACTIVITY,F3_VOL,-0.0024492597211032514,-0.0014404018879871083,0.0037668179796261914,-0.004466975387335537,-0.006647621755600408,-0.0017589691549346753,-0.15431945669672853,-0.36363636363636365
SC,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.000828535144961136,0.0030198291101570796,0.002944996807537903,-0.00355405278543075,0.003094661412776256,0.003020493033877969,-0.4606060606060606,0.09696969696969704
SC,8,gbr_quantile,F2_ACTIVITY,F3_VOL,-0.0006694522337549191,-0.0008165622416878016,3.9264381942683e-05,-0.0003752322178891543,-0.0016723888653182861,-0.000824155267379334,0.0,0.06060606060606055
SC,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.006398556339313003,-0.008315683525482065,-0.0050809916584828585,-0.00256430196697488,-0.011550375392481271,-0.0010335851608926916,0.048484848484848464,0.12121212121212122
SC,16,linear_qr,F2_ACTIVITY,F3_VOL,0.0005327311002525717,0.0005830363646073256,-0.0028712941799586833,0.00043212057154307093,0.004037366909173334,-0.0011637486714803913,0.048484848484848464,-0.25401042263581153
SC,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.0016605194817031297,0.0013267597815602716,0.0018119943270671346,0.0023280388819888476,0.0008415252360534087,0.0013242983075107961,0.15007610017197381,-0.07272727272727275
SC,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.0033261611039945294,0.00439748061291656,0.008089148132192525,0.001183522086150468,0.0007058130936405949,0.004378753702638738,-0.08484848484848484,0.10909090909090902
M,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.005156986494042023,-0.0065126131878786575,-0.02114261283911123,-0.0024457331063687526,0.008117386463353915,0.004927307380471424,-0.10250700495079776,0.06060606060606055
M,4,linear_qr,F2_ACTIVITY,F3_VOL,-0.01117482915791427,-0.016936448733420928,-0.04169776851446705,0.0003484099930990414,0.007824871047625193,0.008702832633277646,0.0820233426908302,0.0
M,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.006485640143608492,-0.007002747315044466,-0.006985536733569164,-0.005451425800736542,-0.007019957896519768,-0.007003195463117784,-0.4372862073519374,-0.036363636363636376
M,4,gbr_quantile,F2_ACTIVITY,F3_VOL,0.010092598485292054,0.017527678174600658,0.012685595524386861,-0.00477756089332515,0.022369760824814455,0.017653761654836342,-0.3820602830467653,0.048484848484848464
M,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.00734670814647561,-0.011057033223702328,-0.020667562987330745,7.394200797783412e-05,-0.0014465034600739113,0.002999974857914145,0.031265269974036114,0.04848484848484847
M,8,linear_qr,F2_ACTIVITY,F3_VOL,-0.01785145869764696,-0.019407893010429778,-0.02921260542188131,-0.014738590072081337,-0.009603180598978245,0.00428014319549197,-0.2521774602080792,0.20606060606060606
M,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.015227468247758854,-0.015497083092417652,-0.018299297360131583,-0.014688238558441258,-0.01269486882470372,-0.015401614014936893,0.04655606663405121,-0.1333333333333332
M,8,gbr_quantile,F2_ACTIVITY,F3_VOL,0.013332551869498556,0.020607782685668596,0.024222159196182536,-0.0012179097628415292,0.016993406175154657,0.020484643925331003,-0.13245210331363017,0.1333333333333332
M,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.004626276730655146,-0.006444580291085744,-0.006659418382109594,-0.000989669609793964,-0.006229742200061894,0.006928599871852459,0.37575757575757573,-0.04848484848484849
M,16,linear_qr,F2_ACTIVITY,F3_VOL,0.005061021980558689,0.018532953992201118,0.005801408459821911,-0.02188284204272617,0.031264499524580325,0.007962612562906202,-0.19393939393939394,0.32727272727272727
M,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,-0.0016204710212851525,0.003160156089081101,0.0009659559434612719,-0.01118172524201766,0.00535435623470093,0.003332491306815233,-0.6011807600764535,0.2787878787878788
M,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.00644300827802317,0.007141798425600199,0.011208241660394802,0.005045427982869111,0.0030753551908055954,0.006677087000911075,0.7829989418946353,0.1454545454545455
CF,4,linear_qr,F1_DIRECTION,F2_ACTIVITY,0.0051089561146591515,0.007757351306752758,-0.001131369117510772,-0.00018783426952806437,0.016646071731016288,0.00823848883749545,0.09816689906237577,0.0
CF,4,linear_qr,F2_ACTIVITY,F3_VOL,-0.0031322374629651297,-0.0034905507796552104,-0.003450639277562839,-0.0024156108295849688,-0.0035304622817475817,-0.003492711149274963,-0.08212838718128967,0.012121212121212088
CF,4,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.0024137276626265964,0.003267311870800871,-0.0006058603882911351,0.000706559246278049,0.007140484129892877,0.0034769628045610013,-0.28222983480433045,0.0
CF,4,gbr_quantile,F2_ACTIVITY,F3_VOL,-0.0008065786983272685,-0.0016203592570411818,-0.002717352516772964,0.0008209824191005577,-0.0005233659973093996,-0.0015609801109954802,0.22205941373690025,0.012121212121212088
CF,8,linear_qr,F1_DIRECTION,F2_ACTIVITY,-0.0015313068934369838,-0.0009310969748725917,-0.005252021261384687,-0.0027317267305657644,0.003389827311639504,-0.0006241160128415135,0.3161108827136335,0.12121212121212124
CF,8,linear_qr,F2_ACTIVITY,F3_VOL,-1.1631165040881797e-05,-0.002514028375028121,-0.007526341504147105,0.004993163254933597,0.0024982847540908626,-0.0021579275492902283,0.08510677611520909,0.16969696969696968
CF,8,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.0026745745854520227,0.0038270892919590738,0.008919498537519832,0.00036954517243792395,-0.0012653199536016846,0.003465298021017693,-0.11043776144517278,0.703030303030303
CF,8,gbr_quantile,F2_ACTIVITY,F3_VOL,0.002607131959624809,0.00211767454771572,-0.0011697246036499465,0.0035860467834429866,0.005405073699081386,0.002351228502182501,0.34701354168901744,-0.19393939393939408
CF,16,linear_qr,F1_DIRECTION,F2_ACTIVITY,0.0032150298740352135,0.005661351408592696,0.0008300481620409084,-0.0016776131950797524,0.010492654655144484,0.005781610432447959,0.02566410172748039,-0.6189751413581853
CF,16,linear_qr,F2_ACTIVITY,F3_VOL,0.0002581092784024186,-0.0003453827196837622,0.0011425663669730746,0.0014650932745747802,-0.001833331806340599,0.0008092882668813139,0.18039650433312565,0.3280660504490944
CF,16,gbr_quantile,F1_DIRECTION,F2_ACTIVITY,0.0031223069495625727,0.003688716314130591,0.0004356551973292433,0.0019894882204265496,0.006941777430931939,0.003908686666656447,-0.12121212121212124,0.15757575757575754
CF,16,gbr_quantile,F2_ACTIVITY,F3_VOL,0.005247496811492322,0.007502772594614515,0.005615060061241017,0.0007369452452479219,0.009390485127988013,0.007630418764337232,-0.13305659269041453,0.32727272727272727
