instrument,horizon,feature_set,model,oos_rows,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy,positive_interval_skill_fold_share,median_fold_interval_skill,q50_decile_monotonicity,q50_top_minus_bottom_median,width_abs_return_monotonicity,width_path_range_monotonicity,width_top_minus_bottom_path_range
SN,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8257777777777778,0.03238275907746446,0.03253150580159015,0.004572389763723095,0.10220478253977729,0.5377777777777778,0.6,0.022948506352406306,0.8545454545454544,0.0010464817486003,0.8545454545454544,0.9515151515151514,0.005848025024248499
SN,16,F1_DIRECTION,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.8523788350377945,0.04728808968059989,0.04638041239725916,-0.01957027194079819,0.14877703431845504,0.564,0.6,0.012293397129266803,0.8666666666666665,0.0041577254905229,0.9030303030303028,0.5636363636363636,0.001991319127402403
SN,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8368888888888889,0.04643290961958632,0.04637602006384799,-0.0012267019821883274,0.12147615005656352,0.5395555555555556,0.6,0.05716520022371996,0.8787878787878788,0.0052445827547088,0.9757575757575757,0.8666666666666665,0.005834931947281097
SN,16,F2_ACTIVITY,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8570792520035619,0.04734230291197137,0.046393612864990844,-0.020448721028502037,0.15260767369644404,0.5653333333333334,0.4,-0.003494599746650451,0.8181818181818182,0.003918806289461,0.8545454545454544,0.6848484848484848,0.0024128875375661017
SN,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.828,0.04671589827519917,0.04637602006384799,-0.007328749014754887,0.12971974172151474,0.5506666666666666,0.6,0.052687792209956674,0.9272727272727272,0.0046000704178283,0.8666666666666665,0.7212121212121211,0.005948083434830796
SN,16,F3_VOL,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8504672897196262,0.04724763899124219,0.04638920879260862,-0.018504954513695937,0.1503544012819012,0.5657777777777778,0.4,-0.009335675143049116,0.7939393939393938,0.0037039560876841,0.6848484848484848,0.8424242424242423,0.005174649077821503
SN,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.828,0.04600126722713433,0.04637602006384799,0.008080745958745972,0.12357214847770362,0.5435555555555556,0.6,0.04848133117241504,0.7939393939393938,0.0036400011668192,0.7575757575757575,0.7454545454545454,0.007355166770953998
I,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8097777777777778,0.01493651449639073,0.014885110904748571,-0.0034533563082663754,0.05257527717042205,0.5275555555555556,0.4,-0.00553475151562921,0.7006490497453706,0.0006255865077343,0.32121212121212117,0.7454545454545454,0.0011591060858106008
I,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7964444444444444,0.014847408400059521,0.014885110904748571,0.0025329004889727003,0.0662195020029109,0.5297777777777778,0.6,0.006906972494196695,0.7720400404736821,0.0013386538808114,0.709090909090909,0.9272727272727272,0.0011608753246504
I,4,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.8053333333333333,0.01495268432070027,0.014885110904748571,-0.004539664929882559,0.047586430055873395,0.5257777777777778,0.4,-0.005073892131436386,0.8193464903987026,0.0006343165452139,0.23636363636363633,0.6969696969696969,0.001237683327033499
I,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7924444444444444,0.014977233572926511,0.014885110904748571,-0.006188913792274819,0.07992251193196889,0.5417777777777778,0.6,0.000577546430232112,0.7988628281387351,0.0006404098841991,0.6727272727272726,0.9636363636363635,0.0009899147886192998
