instrument,horizon,feature_set,model,fold,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy
AG,8,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.8688888888888889,0.035766986975212786,0.039191024601760105,0.08736790276193851,-0.11070383285686197,0.4688888888888889
AG,8,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.84,0.04390797035591413,0.044231740207811135,0.00731985335362928,0.21272671862010134,0.5844444444444444
AG,8,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7711111111111111,0.061287513601507096,0.06068826852716812,-0.009874150126242487,0.06078667055145952,0.56
AG,8,F2_ACTIVITY,linear_qr,1,0.0,1.0,0.8355555555555556,0.05355358768592727,0.054511358567647425,0.01757011578663148,0.17779150111989045,0.5533333333333333
AG,8,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.7822222222222223,0.04582239061729264,0.042538333943069793,-0.07720228720330202,-0.11941504237881012,0.4666666666666667
AG,8,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.8666666666666667,0.038853907427820626,0.039191024601760105,0.008601897433534789,-0.06406504065040652,0.4688888888888889
AG,8,F2_ACTIVITY,linear_qr,4,0.0,1.0,0.8466666666666667,0.04495554342593867,0.044231740207811135,-0.016363887442070624,0.0827057252957628,0.5088888888888888
AG,8,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.7266666666666667,0.06134389762168706,0.06068826852716812,-0.01080322623186114,0.01678796822989969,0.5044444444444445
AG,8,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.8088888888888889,0.05207023981496341,0.054511358567647425,0.04478183660850499,0.14100626475542324,0.5666666666666667
AG,8,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.78,0.044968298707537956,0.042538333943069793,-0.05712411698399489,-0.07508705392783833,0.47555555555555556
AG,8,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.8666666666666667,0.03566693071906787,0.039191024601760105,0.08992094283072072,-0.02522606696000145,0.48
AG,8,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8288888888888889,0.04391195328993805,0.044231740207811135,0.007229806387238025,0.1303232200536447,0.5422222222222223
AG,8,F3_VOL,linear_qr,0,0.0044444444444444444,0.9955555555555555,0.75,0.06356298641662551,0.060811327666316084,-0.045249114859131634,0.13450950375063583,0.5866666666666667
AG,8,F3_VOL,linear_qr,1,0.0,1.0,0.8177777777777778,0.05371833836445342,0.054511358567647425,0.014547797450505273,0.12305338538473072,0.5422222222222223
AG,8,F3_VOL,linear_qr,2,0.0,1.0,0.7755555555555556,0.045919713586782,0.042538333943069793,-0.07949017580795714,-0.11645509360540054,0.4866666666666667
AG,8,F3_VOL,linear_qr,3,0.0,1.0,0.8711111111111111,0.03931795217849778,0.039191024601760105,-0.0032386899303462613,-0.06916030861057751,0.4666666666666667
AG,8,F3_VOL,linear_qr,4,0.0,1.0,0.8511111111111112,0.04470588990885743,0.044231740207811135,-0.01071967096068649,0.07837661749769959,0.5088888888888888
AG,8,F3_VOL,gbr_quantile,0,0.0,1.0,0.74,0.06065202453613113,0.06068826852716812,0.0005972157703059144,0.14142397876611673,0.58
AG,8,F3_VOL,gbr_quantile,1,0.0,1.0,0.8066666666666666,0.05281669446073519,0.054511358567647425,0.031088275020869194,0.13391481445157577,0.5533333333333333
AG,8,F3_VOL,gbr_quantile,2,0.0,1.0,0.7955555555555556,0.045282709974059476,0.042538333943069793,-0.06451536241787359,-0.07090104369925858,0.4577777777777778
AG,8,F3_VOL,gbr_quantile,3,0.0,1.0,0.86,0.03635419275474798,0.039191024601760105,0.0723847328779641,-0.1351206895047549,0.4444444444444444
AG,8,F3_VOL,gbr_quantile,4,0.0,1.0,0.8311111111111111,0.04364584280845438,0.044231740207811135,0.013246085200448232,0.13596972942976612,0.5288888888888889
AG,16,F1_DIRECTION,linear_qr,0,0.0,1.0,0.7555555555555555,0.08362954299704174,0.08341196738389772,-0.002608446005627041,0.182648276452394,0.5777777777777777
AG,16,F1_DIRECTION,linear_qr,1,0.0,1.0,0.7933333333333333,0.0785198291593843,0.07522193343766276,-0.04384220892772639,0.09605584883546751,0.5755555555555556
AG,16,F1_DIRECTION,linear_qr,2,0.0,1.0,0.92,0.05916874293441025,0.058698263435912584,-0.008015220058619654,0.0017719264457273043,0.47333333333333333
AG,16,F1_DIRECTION,linear_qr,3,0.0,1.0,0.8955555555555555,0.056467963263559004,0.05678865706750801,0.0056471454073615535,-0.030952778367629805,0.5177777777777778
AG,16,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8488888888888889,0.0622777221145301,0.06131583573765912,-0.015687405468734594,0.05999469956230237,0.4911111111111111
AG,16,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.7311111111111112,0.08681261399027748,0.08341196738389772,-0.040769289024541466,0.1138339269275647,0.5044444444444445
AG,16,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.7822222222222223,0.07477887591506231,0.07522193343766276,0.005890004448870112,0.09407380426006973,0.5577777777777778
AG,16,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8911111111111111,0.059331635228865955,0.058698263435912584,-0.010790298654148378,-0.00866777666568259,0.4622222222222222
AG,16,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.8822222222222222,0.05596723915324841,0.05678865706750801,0.014464471545490798,0.00014893903652641276,0.48
AG,16,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.8266666666666667,0.06210378686140149,0.06131583573765912,-0.012850695326304118,0.07169015788570758,0.5155555555555555
AG,16,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7511111111111111,0.08417838814233497,0.08341196738389772,-0.009188378867865055,0.17650859181197606,0.5777777777777777
AG,16,F2_ACTIVITY,linear_qr,1,0.0,1.0,0.7977777777777778,0.07743926189763613,0.07522193343766276,-0.02947715325359046,0.1074145880555789,0.5622222222222222
AG,16,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.9066666666666666,0.05864902527851468,0.058698263435912584,0.000838834992991977,-0.028289785793180873,0.44666666666666666
AG,16,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.8933333333333333,0.056187585322906575,0.05678865706750801,0.010584362716781759,-0.052774910822604895,0.49333333333333335
AG,16,F2_ACTIVITY,linear_qr,4,0.0022222222222222222,0.9977777777777778,0.8530066815144766,0.06217355830217396,0.06126253492996129,-0.014870807635599892,0.07143442683667575,0.5
AG,16,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.7222222222222222,0.08612848371492911,0.08341196738389772,-0.03256746503207153,0.08185812425656044,0.5222222222222223
AG,16,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.7955555555555556,0.07414181736485906,0.07522193343766276,0.01435905757060607,0.12972008946349323,0.5733333333333334
AG,16,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.8733333333333333,0.05854019169430997,0.058698263435912584,0.0026929543115904453,-0.07650364758129821,0.46444444444444444
AG,16,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.8844444444444445,0.055218721998675446,0.05678865706750801,0.027645222653641777,-0.009478368418502066,0.45111111111111113
AG,16,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8355555555555556,0.06245970139643468,0.06131583573765912,-0.018655305681057888,0.0022135419410164673,0.4711111111111111
AG,16,F3_VOL,linear_qr,0,0.0044444444444444444,0.9955555555555555,0.7477678571428571,0.08455805997411985,0.0835614953363499,-0.011926122596999766,0.14943803837714428,0.5866666666666667
AG,16,F3_VOL,linear_qr,1,0.0,1.0,0.8111111111111111,0.07656950365405442,0.07522193343766276,-0.01791459159326725,0.1010169268325605,0.5488888888888889
AG,16,F3_VOL,linear_qr,2,0.0,1.0,0.9022222222222223,0.05904557141171995,0.058698263435912584,-0.005916835617914895,-0.03192516177034619,0.4688888888888889
AG,16,F3_VOL,linear_qr,3,0.0,1.0,0.8822222222222222,0.05619075490324526,0.05678865706750801,0.010528549100078055,-0.0629275206297315,0.4822222222222222
AG,16,F3_VOL,linear_qr,4,0.0022222222222222222,0.9977777777777778,0.8485523385300668,0.061943402330985865,0.06126253492996129,-0.011113927979032878,0.08609247453073844,0.5044444444444445
AG,16,F3_VOL,gbr_quantile,0,0.0,1.0,0.7266666666666667,0.08321668547234204,0.08341196738389772,0.002341173786932882,0.10235614034059719,0.5244444444444445
AG,16,F3_VOL,gbr_quantile,1,0.0,1.0,0.7888888888888889,0.07526667090686748,0.07522193343766276,-0.0005947396877508115,0.07778363203661152,0.5822222222222222
AG,16,F3_VOL,gbr_quantile,2,0.0,1.0,0.8711111111111111,0.058258141285078245,0.058698263435912584,0.0074980438103567915,-0.07421384616823198,0.4777777777777778
AG,16,F3_VOL,gbr_quantile,3,0.0,1.0,0.8533333333333334,0.05700712867356609,0.05678865706750801,-0.003847099356450112,-0.09496481776748922,0.43333333333333335
AG,16,F3_VOL,gbr_quantile,4,0.0,1.0,0.8377777777777777,0.062103051335340324,0.06131583573765912,-0.012838699631353201,-0.010506258681731023,0.4822222222222222
CU,4,F1_DIRECTION,linear_qr,0,0.0,1.0,0.7911111111111111,0.011788711147825566,0.011517937791896983,-0.023508839934790693,0.03734784450198848,0.4533333333333333
CU,4,F1_DIRECTION,linear_qr,1,0.0,1.0,0.82,0.011960817169342037,0.011933705254167206,-0.0022718773924270685,0.07420543350115018,0.5288888888888889
CU,4,F1_DIRECTION,linear_qr,2,0.0,1.0,0.8822222222222222,0.009847717375574043,0.009836491212997199,-0.001141277141793351,0.08029800828558334,0.5333333333333333
CU,4,F1_DIRECTION,linear_qr,3,0.0,1.0,0.8911111111111111,0.008490300564073914,0.00843932517393755,-0.0060402211178907095,0.0715821031672254,0.52
CU,4,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8511111111111112,0.010498190392987921,0.010345425376463853,-0.014766431631860533,-0.015118212829543587,0.5177777777777778
CU,4,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.78,0.011977928788339634,0.011517937791896983,-0.039936923150102555,-0.04854378297266739,0.4488888888888889
CU,4,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.82,0.011496501414142072,0.011933705254167206,0.036636051478853404,0.07882666968440669,0.5377777777777778
CU,4,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8555555555555555,0.009792565425813572,0.009836491212997199,0.004465595122535859,-0.020082159767152472,0.4777777777777778
CU,4,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.8733333333333333,0.008158611462852971,0.00843932517393755,0.03326257790747089,0.02535442352280372,0.5133333333333333
CU,4,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.8555555555555555,0.010163122770694798,0.010345425376463853,0.017621566937575994,-0.03890888073450468,0.5111111111111111
CU,4,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7888888888888889,0.01178336299435074,0.011517937791896983,-0.02304450738052144,0.030729258317015944,0.46444444444444444
CU,4,F2_ACTIVITY,linear_qr,1,0.008888888888888889,0.9911111111111112,0.8161434977578476,0.011996251871235061,0.011972552398123662,-0.0019794837661444298,0.0680437875299118,0.5244444444444445
CU,4,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.8822222222222222,0.009924603519348216,0.009836491212997199,-0.00895769684972536,0.12463513251219273,0.5311111111111111
CU,4,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.8911111111111111,0.008421602035406503,0.00843932517393755,0.002100065842441934,0.04072681632064455,0.5155555555555555
CU,4,F2_ACTIVITY,linear_qr,4,0.0,1.0,0.8488888888888889,0.010506883681470102,0.010345425376463853,-0.015606734293746038,-0.06212567847109873,0.49333333333333335
CU,4,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.76,0.012001869178707882,0.011517937791896983,-0.042015454116391515,-0.06929252191088787,0.44666666666666666
CU,4,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.8177777777777778,0.011703542378638618,0.011933705254167206,0.019286790701338652,0.02989306353708843,0.52
CU,4,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.8711111111111111,0.009705506549604713,0.009836491212997199,0.013316197875459124,-0.02466333440076057,0.4888888888888889
CU,4,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.8622222222222222,0.008123716076833997,0.00843932517393755,0.037397432922506746,0.027516085283154974,0.5155555555555555
CU,4,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8622222222222222,0.010204095870043426,0.010345425376463853,0.013661062863780882,-0.07482786862486596,0.5044444444444445
CU,4,F3_VOL,linear_qr,0,0.0,1.0,0.7955555555555556,0.011828037056051866,0.011517937791896983,-0.026923158447082596,0.023885155984016363,0.4533333333333333
CU,4,F3_VOL,linear_qr,1,0.008888888888888889,0.9911111111111112,0.8161434977578476,0.012050119616346448,0.011972552398123662,-0.006478753706264273,0.0671037939642037,0.5266666666666666
CU,4,F3_VOL,linear_qr,2,0.0,1.0,0.8844444444444445,0.009881236206558393,0.009836491212997199,-0.004548877500350157,0.14386263105834807,0.54
CU,4,F3_VOL,linear_qr,3,0.0,1.0,0.8888888888888888,0.00837338204440907,0.00843932517393755,0.007813791762891875,0.0014702305958816757,0.4822222222222222
CU,4,F3_VOL,linear_qr,4,0.0,1.0,0.8444444444444444,0.010445938351482423,0.010345425376463853,-0.00971569281696616,-0.05961206694361533,0.4888888888888889
CU,4,F3_VOL,gbr_quantile,0,0.0,1.0,0.7511111111111111,0.012105219534767198,0.011517937791896983,-0.05098844545621484,-0.07667107877243229,0.4444444444444444
CU,4,F3_VOL,gbr_quantile,1,0.0,1.0,0.8155555555555556,0.011718999284503697,0.011933705254167206,0.01799155962801524,0.006742986171513536,0.5133333333333333
CU,4,F3_VOL,gbr_quantile,2,0.0,1.0,0.8622222222222222,0.009605018434364777,0.009836491212997199,0.0235320475177746,-0.01098110353271461,0.5022222222222222
CU,4,F3_VOL,gbr_quantile,3,0.0,1.0,0.8644444444444445,0.00805470881849467,0.00843932517393755,0.045574302152813995,0.004191696035568269,0.5155555555555555
CU,4,F3_VOL,gbr_quantile,4,0.0,1.0,0.8577777777777778,0.010157249754166382,0.010345425376463853,0.018189259063776775,-0.060917975782294194,0.49777777777777776
CU,8,F1_DIRECTION,linear_qr,0,0.0,1.0,0.8,0.016366199695119873,0.01622104070374893,-0.008948808773865835,0.04959213743362716,0.5088888888888888
CU,8,F1_DIRECTION,linear_qr,1,0.0,1.0,0.8466666666666667,0.01685027983166379,0.016898962310634546,0.0028807969433791714,0.18007510094947315,0.5422222222222223
CU,8,F1_DIRECTION,linear_qr,2,0.0,1.0,0.8888888888888888,0.015041939391629375,0.015227166019782723,0.01216422201693379,0.1315827793139782,0.54
CU,8,F1_DIRECTION,linear_qr,3,0.0,1.0,0.9444444444444444,0.012005287324124474,0.011712863242433619,-0.024966063005965378,0.02388957833022265,0.4777777777777778
CU,8,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8444444444444444,0.015618960819175676,0.01543474957563733,-0.01193483850422239,0.018374815863199525,0.5155555555555555
CU,8,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.7555555555555555,0.017149728831764282,0.01622104070374893,-0.05725206816112105,-0.045419474530435454,0.4533333333333333
CU,8,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.8311111111111111,0.016595117926864973,0.016898962310634546,0.017980061626527433,0.1875835559736793,0.5466666666666666
CU,8,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8733333333333333,0.01490939083954269,0.015227166019782723,0.020868964049330474,0.059054442302174597,0.5222222222222223
CU,8,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.9333333333333333,0.011761256696590849,0.011712863242433619,-0.004131650234070028,-0.06164170899037039,0.48
CU,8,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.84,0.015224301863204755,0.01543474957563733,0.013634669704311375,0.020942143277322328,0.5533333333333333
CU,8,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7955555555555556,0.01627040227554816,0.01622104070374893,-0.0030430582538285567,0.07009603186065211,0.5266666666666666
CU,8,F2_ACTIVITY,linear_qr,1,0.008888888888888889,0.9911111111111112,0.8497757847533632,0.016917021375247657,0.01694713004232312,0.0017766233574811885,0.18620899152453413,0.5511111111111111
CU,8,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.8822222222222222,0.01540520350197349,0.015227166019782723,-0.011692095689996851,0.1038515395027134,0.5288888888888889
CU,8,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.94,0.012031545684132797,0.011712863242433619,-0.02720790255149974,0.0403771740653126,0.4866666666666667
CU,8,F2_ACTIVITY,linear_qr,4,0.0,1.0,0.8422222222222222,0.01577837101607777,0.01543474957563733,-0.022262845195935244,-0.047704292056242506,0.47333333333333333
CU,8,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.7533333333333333,0.017093086314928285,0.01622104070374893,-0.05376015183648564,0.03774192658433129,0.49777777777777776
CU,8,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.8244444444444444,0.01699288486455008,0.016898962310634546,-0.005557888832998348,0.21055650350722746,0.5488888888888889
CU,8,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.8733333333333333,0.014893248740618358,0.015227166019782723,0.021929049616359886,0.15264278940352174,0.5466666666666666
CU,8,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.9266666666666666,0.011707405868782524,0.011712863242433619,0.00046592993857585974,-0.02940289706971359,0.5266666666666666
CU,8,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8466666666666667,0.015418268393272297,0.01543474957563733,0.0010677971990583623,-0.03254147932270411,0.5266666666666666
CU,8,F3_VOL,linear_qr,0,0.0,1.0,0.7911111111111111,0.01632572840654414,0.01622104070374893,-0.006453821595492126,0.08641079789298281,0.5244444444444445
CU,8,F3_VOL,linear_qr,1,0.017777777777777778,0.9822222222222222,0.8461538461538461,0.016884668491622807,0.016973425875754955,0.005229196791611157,0.1811820035714417,0.5533333333333333
CU,8,F3_VOL,linear_qr,2,0.0,1.0,0.88,0.0154472590394183,0.015227166019782723,-0.014453971234676066,0.12388364436212737,0.5555555555555556
CU,8,F3_VOL,linear_qr,3,0.0,1.0,0.9266666666666666,0.012066416710223751,0.011712863242433619,-0.030185058979368184,0.07038635765429707,0.5155555555555555
CU,8,F3_VOL,linear_qr,4,0.0,1.0,0.84,0.016008176152373568,0.01543474957563733,-0.037151660538849995,-0.044889725326908485,0.4822222222222222
CU,8,F3_VOL,gbr_quantile,0,0.0,1.0,0.7355555555555555,0.01709679169351962,0.01622104070374893,-0.05398858222261227,0.03456179643594518,0.5
CU,8,F3_VOL,gbr_quantile,1,0.0,1.0,0.84,0.01685200637296186,0.016898962310634546,0.0027786284630706426,0.20931226419017035,0.5488888888888889
CU,8,F3_VOL,gbr_quantile,2,0.0,1.0,0.8733333333333333,0.014841323184166798,0.015227166019782723,0.02533911005597811,0.1391703791690803,0.5666666666666667
CU,8,F3_VOL,gbr_quantile,3,0.0,1.0,0.92,0.0116247521101039,0.011712863242433619,0.007522595500859874,-0.043218645174312786,0.49777777777777776
CU,8,F3_VOL,gbr_quantile,4,0.0,1.0,0.8355555555555556,0.015623682770411226,0.01543474957563733,-0.012240768393943613,-0.06208605930266863,0.52
CU,16,F1_DIRECTION,linear_qr,0,0.0,1.0,0.8177777777777778,0.025160316917098042,0.02355881444602296,-0.06797890762900582,0.14658180347108274,0.5222222222222223
CU,16,F1_DIRECTION,linear_qr,1,0.0,1.0,0.8688888888888889,0.024974715921696162,0.02465400654191208,-0.013008408156251372,0.14515924119424972,0.5333333333333333
CU,16,F1_DIRECTION,linear_qr,2,0.0,1.0,0.8533333333333334,0.022651347491583207,0.022569559961026945,-0.0036237981909037487,0.05202957790260885,0.5444444444444444
CU,16,F1_DIRECTION,linear_qr,3,0.0,1.0,0.9733333333333334,0.01790032426111549,0.018033160912070023,0.007366243311544118,0.11127768903474664,0.5488888888888889
CU,16,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8377777777777777,0.021274320913089683,0.021214779146547565,-0.0028066173176168885,0.036689835730180725,0.5288888888888889
CU,16,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.7711111111111111,0.025141860155873608,0.02355881444602296,-0.06719547426623107,0.029757528880653982,0.49777777777777776
CU,16,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.8555555555555555,0.024367100494198154,0.02465400654191208,0.01163729908265354,0.17223275616459835,0.5488888888888889
CU,16,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8555555555555555,0.021961195525826413,0.022569559961026945,0.026955086242312798,0.0121571685193632,0.5444444444444444
CU,16,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.9755555555555555,0.01761960910008897,0.018033160912070023,0.022932852093847433,0.12319722865289363,0.5288888888888889
CU,16,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.8377777777777777,0.02104607483089855,0.021214779146547565,0.007952207019627178,0.08638695425599219,0.5422222222222223
CU,16,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.8066666666666666,0.02501742815529306,0.02355881444602296,-0.06191371440239579,0.1714113598198092,0.5066666666666667
