instrument,horizon,quantile,fold,feature,coefficient
SN,16,0.5,1,feat_5m_1h_rv,-0.0003563853477204146
SN,16,0.5,1,feat_5m_rv_rate_ratio_1h_4h,0.0005732094580065118
SN,16,0.9,1,feat_15m_ret_1,0.00018384997975882445
SN,16,0.9,1,feat_15m_ret_4,0.0001298679318647571
SN,16,0.9,1,feat_15m_ret_8,0.001897228666170773
SN,16,0.9,1,feat_15m_ret_16,0.006469019183023564
SN,16,0.9,1,feat_15m_location_32,-0.007204634896594478
SN,16,0.9,1,feat_time_bars_since_segment_start,-0.003924212886333348
SN,16,0.9,1,feat_time_after_long_gap,0.001990221760261799
SN,16,0.9,1,feat_15m_volume_ratio_32,-0.0003479488964774729
SN,16,0.9,1,feat_15m_oi_log_change_4,-0.0012374323833033404
SN,16,0.9,1,feat_5m_1h_rv,-0.0018649391353414914
SN,16,0.9,1,feat_5m_rv_rate_ratio_1h_4h,0.001462169642914643
SN,16,0.1,2,feat_15m_ret_1,-0.00016614494510380266
SN,16,0.1,2,feat_15m_ret_4,0.0006655222434680872
SN,16,0.1,2,feat_15m_ret_8,-8.340066400309874e-05
SN,16,0.1,2,feat_15m_ret_16,0.0019330862863778829
SN,16,0.1,2,feat_15m_location_32,0.00013452641053779093
SN,16,0.1,2,feat_time_bars_since_segment_start,-0.002022648656285307
SN,16,0.1,2,feat_time_after_long_gap,0.0011008646892901892
SN,16,0.1,2,feat_15m_volume_ratio_32,-0.001202738290993816
SN,16,0.1,2,feat_15m_oi_log_change_4,0.0006515328678858403
SN,16,0.1,2,feat_5m_1h_rv,0.0005262573674238257
SN,16,0.1,2,feat_5m_rv_rate_ratio_1h_4h,0.0013508481286629086
SN,16,0.5,2,feat_15m_ret_1,0.00029086787909848844
SN,16,0.5,2,feat_15m_ret_4,0.000845424912825396
SN,16,0.5,2,feat_15m_ret_8,0.0009350822590880161
SN,16,0.5,2,feat_15m_ret_16,0.0024682527283608887
SN,16,0.5,2,feat_15m_location_32,-0.005153932047186228
SN,16,0.5,2,feat_time_bars_since_segment_start,-0.001379963274751146
SN,16,0.5,2,feat_time_after_long_gap,0.00015410022876935405
SN,16,0.5,2,feat_15m_volume_ratio_32,-0.00065003587865836
SN,16,0.5,2,feat_15m_oi_log_change_4,-0.00014597010260412817
SN,16,0.5,2,feat_5m_1h_rv,-5.505001238304404e-05
SN,16,0.5,2,feat_5m_rv_rate_ratio_1h_4h,-7.107032090784282e-05
SN,16,0.9,2,feat_15m_ret_1,6.890191374656855e-05
SN,16,0.9,2,feat_15m_ret_4,0.0006019570003565967
SN,16,0.9,2,feat_15m_ret_8,-0.000450598748604585
SN,16,0.9,2,feat_15m_ret_16,0.004693763863010299
SN,16,0.9,2,feat_15m_location_32,-0.004396508609506615
SN,16,0.9,2,feat_time_bars_since_segment_start,-0.0029280090180617098
SN,16,0.9,2,feat_time_after_long_gap,0.0015010805907574693
SN,16,0.9,2,feat_15m_volume_ratio_32,-3.344949130529611e-05
SN,16,0.9,2,feat_15m_oi_log_change_4,-0.0012231101581325777
SN,16,0.9,2,feat_5m_1h_rv,-0.0010034203345327787
SN,16,0.9,2,feat_5m_rv_rate_ratio_1h_4h,0.0006807388235362897
SN,16,0.1,3,feat_15m_ret_1,-0.0003315332648094439
SN,16,0.1,3,feat_15m_ret_4,0.0010631278434791076
SN,16,0.1,3,feat_15m_ret_8,0.0007662682090712531
SN,16,0.1,3,feat_15m_ret_16,0.0030357212818994364
SN,16,0.1,3,feat_15m_location_32,-0.0025738869724136206
SN,16,0.1,3,feat_time_bars_since_segment_start,-0.001923394259883716
SN,16,0.1,3,feat_time_after_long_gap,0.0011003000600107319
SN,16,0.1,3,feat_15m_volume_ratio_32,-0.0011953726750394945
SN,16,0.1,3,feat_15m_oi_log_change_4,0.00043206560039399085
SN,16,0.1,3,feat_5m_1h_rv,0.0001894485217470036
SN,16,0.1,3,feat_5m_rv_rate_ratio_1h_4h,0.0010799226539963689
SN,16,0.5,3,feat_15m_ret_1,0.00038616945644642515
SN,16,0.5,3,feat_15m_ret_4,0.000966252260963715
SN,16,0.5,3,feat_15m_ret_8,0.0009242686096928482
SN,16,0.5,3,feat_15m_ret_16,0.002504371112825735
SN,16,0.5,3,feat_15m_location_32,-0.005655532656514346
SN,16,0.5,3,feat_time_bars_since_segment_start,-0.0006464143663850717
SN,16,0.5,3,feat_time_after_long_gap,0.00012494257554998943
SN,16,0.5,3,feat_15m_volume_ratio_32,-0.0005447456951262077
SN,16,0.5,3,feat_15m_oi_log_change_4,-0.00010987163941806475
SN,16,0.5,3,feat_5m_1h_rv,-8.818466729339424e-05
SN,16,0.5,3,feat_5m_rv_rate_ratio_1h_4h,0.00020485943175703572
SN,16,0.9,3,feat_15m_ret_1,0.0003023769275913474
SN,16,0.9,3,feat_15m_ret_4,0.0010762474047322993
SN,16,0.9,3,feat_15m_ret_8,0.0006474830704252862
SN,16,0.9,3,feat_15m_ret_16,0.0037694836674708747
SN,16,0.9,3,feat_15m_location_32,-0.0055764407581744375
SN,16,0.9,3,feat_time_bars_since_segment_start,-0.0027457682931768547
SN,16,0.9,3,feat_time_after_long_gap,0.00142161735787415
SN,16,0.9,3,feat_15m_volume_ratio_32,-0.00023702065318487856
SN,16,0.9,3,feat_15m_oi_log_change_4,-0.0011691780711296058
SN,16,0.9,3,feat_5m_1h_rv,-0.00041258092830569583
SN,16,0.9,3,feat_5m_rv_rate_ratio_1h_4h,0.0007407263488541711
SN,16,0.1,4,feat_15m_ret_1,-0.0002739325606233655
SN,16,0.1,4,feat_15m_ret_4,0.0016453008312178206
SN,16,0.1,4,feat_15m_ret_8,0.0004566102360189364
SN,16,0.1,4,feat_15m_ret_16,0.0034424571579904904
SN,16,0.1,4,feat_15m_location_32,-0.004146808704284845
SN,16,0.1,4,feat_time_bars_since_segment_start,-0.00107688505124545
SN,16,0.1,4,feat_time_after_long_gap,0.0007264441902270661
SN,16,0.1,4,feat_15m_volume_ratio_32,-0.0005928424728946889
SN,16,0.1,4,feat_15m_oi_log_change_4,0.0007598321297120248
SN,16,0.1,4,feat_5m_1h_rv,-0.0020565119848406682
SN,16,0.1,4,feat_5m_rv_rate_ratio_1h_4h,0.0013244923420124202
SN,16,0.5,4,feat_15m_ret_1,0.0003177279277557222
SN,16,0.5,4,feat_15m_ret_4,0.0007391939069927804
SN,16,0.5,4,feat_15m_ret_8,0.0010462321679824307
SN,16,0.5,4,feat_15m_ret_16,0.0018526030888932174
SN,16,0.5,4,feat_15m_location_32,-0.005010997658792852
SN,16,0.5,4,feat_time_bars_since_segment_start,-0.0005432986865156714
SN,16,0.5,4,feat_time_after_long_gap,-3.6983525169734545e-05
SN,16,0.5,4,feat_15m_volume_ratio_32,-0.0004921730082662354
SN,16,0.5,4,feat_15m_oi_log_change_4,-0.00013254544374746144
SN,16,0.5,4,feat_5m_1h_rv,-2.3224875162073036e-05
SN,16,0.5,4,feat_5m_rv_rate_ratio_1h_4h,-2.7025420245902997e-05
SN,16,0.9,4,feat_15m_ret_1,0.0002932039662528531
SN,16,0.9,4,feat_15m_ret_4,0.0005224234163795489
SN,16,0.9,4,feat_15m_ret_8,0.0008675754135852803
SN,16,0.9,4,feat_15m_ret_16,0.0033714338123248403
SN,16,0.9,4,feat_15m_location_32,-0.005601435978224976
SN,16,0.9,4,feat_time_bars_since_segment_start,-0.0023519206552160637
SN,16,0.9,4,feat_time_after_long_gap,0.0013277592506154782
SN,16,0.9,4,feat_15m_volume_ratio_32,-0.0008647755041597757
SN,16,0.9,4,feat_15m_oi_log_change_4,0.00036001431883597636
SN,16,0.9,4,feat_5m_1h_rv,0.0029378897323431557
SN,16,0.9,4,feat_5m_rv_rate_ratio_1h_4h,-0.000805129591217246
I,4,0.1,0,feat_15m_ret_1,0.00024632083906086355
I,4,0.1,0,feat_15m_ret_4,-0.0004979727111947876
I,4,0.1,0,feat_15m_ret_8,0.00064928615678232
I,4,0.1,0,feat_15m_ret_16,0.0006107279180467463
I,4,0.1,0,feat_15m_location_32,-0.00075665115197508
I,4,0.1,0,feat_time_bars_since_segment_start,-0.0012948585255351513
I,4,0.1,0,feat_time_after_long_gap,0.0004981906865233835
I,4,0.1,0,feat_15m_volume_ratio_32,-0.0003398965782781573
I,4,0.1,0,feat_15m_oi_log_change_4,0.0011659125771834172
I,4,0.1,0,feat_5m_1h_rv,-0.0012158455768642217
I,4,0.1,0,feat_5m_rv_rate_ratio_1h_4h,0.000379530472692764
I,4,0.5,0,feat_15m_ret_1,-2.3747133675330114e-06
I,4,0.5,0,feat_15m_ret_4,-0.0002043875669925803
I,4,0.5,0,feat_15m_ret_8,-0.0002335230150175415
I,4,0.5,0,feat_15m_ret_16,0.00014775453274687049
I,4,0.5,0,feat_15m_location_32,-0.00017319897756670454
I,4,0.5,0,feat_time_bars_since_segment_start,0.00038588440103077545
I,4,0.5,0,feat_time_after_long_gap,-0.0002455236049402339
I,4,0.5,0,feat_15m_volume_ratio_32,5.404025916693005e-05
I,4,0.5,0,feat_15m_oi_log_change_4,0.00030983352218745005
I,4,0.5,0,feat_5m_1h_rv,-0.0008533205440006739
I,4,0.5,0,feat_5m_rv_rate_ratio_1h_4h,0.0003034351984912003
I,4,0.9,0,feat_15m_ret_1,-0.00023009432993970928
I,4,0.9,0,feat_15m_ret_4,-0.00022157923951747022
I,4,0.9,0,feat_15m_ret_8,-0.0008940843223034133
I,4,0.9,0,feat_15m_ret_16,7.955786082969919e-05
I,4,0.9,0,feat_15m_location_32,0.00022519916509453956
I,4,0.9,0,feat_time_bars_since_segment_start,0.0014333446150831635
I,4,0.9,0,feat_time_after_long_gap,-0.0008583488461305295
I,4,0.9,0,feat_15m_volume_ratio_32,0.0005089390298247769
I,4,0.9,0,feat_15m_oi_log_change_4,-0.00030777735792259013
I,4,0.9,0,feat_5m_1h_rv,-0.0003671616934547779
I,4,0.9,0,feat_5m_rv_rate_ratio_1h_4h,-0.0005845524667221193
I,4,0.1,1,feat_15m_ret_1,2.784325808040035e-06
I,4,0.1,1,feat_15m_ret_4,-0.0002924702888487986
I,4,0.1,1,feat_15m_ret_8,0.0003307776180944971
I,4,0.1,1,feat_15m_ret_16,0.0005486636831841463
I,4,0.1,1,feat_15m_location_32,-0.00031006996015574154
I,4,0.1,1,feat_time_bars_since_segment_start,-0.0009955830861766604
I,4,0.1,1,feat_time_after_long_gap,0.0004341349344104398
I,4,0.1,1,feat_15m_volume_ratio_32,-0.0005380863140477246
I,4,0.1,1,feat_15m_oi_log_change_4,0.0010463219746947496
I,4,0.1,1,feat_5m_1h_rv,-0.0011657555567130733
I,4,0.1,1,feat_5m_rv_rate_ratio_1h_4h,0.0004937407936851002
I,4,0.5,1,feat_15m_ret_1,-0.0001275087535816054
I,4,0.5,1,feat_15m_ret_4,-0.00017204462752967272
I,4,0.5,1,feat_15m_ret_8,-0.00015305527053419499
I,4,0.5,1,feat_15m_ret_16,0.00013010273449393073
I,4,0.5,1,feat_15m_location_32,-0.0002516690050115949
I,4,0.5,1,feat_time_bars_since_segment_start,0.00022835385286006584
I,4,0.5,1,feat_time_after_long_gap,-0.00013967444136096018
I,4,0.5,1,feat_15m_volume_ratio_32,-0.00017293362937331565
I,4,0.5,1,feat_15m_oi_log_change_4,0.000488329504454184
I,4,0.5,1,feat_5m_1h_rv,-0.0008986289771341294
I,4,0.5,1,feat_5m_rv_rate_ratio_1h_4h,0.0002793474878088858
I,4,0.9,1,feat_15m_ret_1,-0.00032770367188320217
I,4,0.9,1,feat_15m_ret_4,-0.00011172822221822689
I,4,0.9,1,feat_15m_ret_8,-0.0007900911648980361
I,4,0.9,1,feat_15m_ret_16,-0.00012062304520612878
I,4,0.9,1,feat_15m_location_32,0.000379518860852813
I,4,0.9,1,feat_time_bars_since_segment_start,0.0012274603356303892
I,4,0.9,1,feat_time_after_long_gap,-0.0005572083128428071
I,4,0.9,1,feat_15m_volume_ratio_32,0.0007453338439358308
I,4,0.9,1,feat_15m_oi_log_change_4,-9.009382063253136e-05
I,4,0.9,1,feat_5m_1h_rv,-0.0005710907213393966
I,4,0.9,1,feat_5m_rv_rate_ratio_1h_4h,-0.0002981149593313996
I,4,0.1,2,feat_15m_ret_1,2.1567474043217297e-05
I,4,0.1,2,feat_15m_ret_4,-0.000417867258107145
I,4,0.1,2,feat_15m_ret_8,0.00035690118413301327
I,4,0.1,2,feat_15m_ret_16,0.0005238700055106306
I,4,0.1,2,feat_15m_location_32,-0.0004973458756196111
I,4,0.1,2,feat_time_bars_since_segment_start,-0.0010475018608225935
I,4,0.1,2,feat_time_after_long_gap,0.000457169564126026
I,4,0.1,2,feat_15m_volume_ratio_32,-0.0005095498016507812
I,4,0.1,2,feat_15m_oi_log_change_4,0.0008404811567927837
I,4,0.1,2,feat_5m_1h_rv,-0.0010088662556702022
I,4,0.1,2,feat_5m_rv_rate_ratio_1h_4h,0.0005535776138870164
I,4,0.5,2,feat_15m_ret_1,-0.00016170928168760993
I,4,0.5,2,feat_15m_ret_4,-0.00017091911944164164
I,4,0.5,2,feat_15m_ret_8,-0.00017130334138067282
I,4,0.5,2,feat_15m_ret_16,9.707237556762985e-05
I,4,0.5,2,feat_15m_location_32,-0.00026081780110589006
I,4,0.5,2,feat_time_bars_since_segment_start,0.00017806577744116162
I,4,0.5,2,feat_time_after_long_gap,-0.00014686826208026334
I,4,0.5,2,feat_15m_volume_ratio_32,-9.699022804777091e-05
I,4,0.5,2,feat_15m_oi_log_change_4,0.00029267105319283934
I,4,0.5,2,feat_5m_1h_rv,-0.0006428073545548343
I,4,0.5,2,feat_5m_rv_rate_ratio_1h_4h,0.00023273631462109804
I,4,0.9,2,feat_15m_ret_1,-0.00018643479457284076
I,4,0.9,2,feat_15m_ret_4,-0.00019722771722689616
I,4,0.9,2,feat_15m_ret_8,-0.00078299961413672
I,4,0.9,2,feat_15m_ret_16,-0.00025219932182782664
I,4,0.9,2,feat_15m_location_32,0.0006769739873944917
I,4,0.9,2,feat_time_bars_since_segment_start,0.0008762719758494344
I,4,0.9,2,feat_time_after_long_gap,-0.00038217028573357513
I,4,0.9,2,feat_15m_volume_ratio_32,0.000454961930500329
I,4,0.9,2,feat_15m_oi_log_change_4,-0.00019208257486646424
I,4,0.9,2,feat_5m_1h_rv,-0.00026321671316938085
I,4,0.9,2,feat_5m_rv_rate_ratio_1h_4h,-0.0002124957685714888
I,4,0.1,3,feat_15m_ret_1,-2.548569380366626e-05
I,4,0.1,3,feat_15m_ret_4,-0.00036180966886973937
I,4,0.1,3,feat_15m_ret_8,-3.898459061861331e-05
I,4,0.1,3,feat_15m_ret_16,0.0005363077892688215
I,4,0.1,3,feat_15m_location_32,-0.00028977966232769816
I,4,0.1,3,feat_time_bars_since_segment_start,-0.0008242692877490704
I,4,0.1,3,feat_time_after_long_gap,0.00031954703396183665
I,4,0.1,3,feat_15m_volume_ratio_32,-0.00041001928673606145
I,4,0.1,3,feat_15m_oi_log_change_4,0.0005677860362531119
I,4,0.1,3,feat_5m_1h_rv,-0.0008885586495896768
I,4,0.1,3,feat_5m_rv_rate_ratio_1h_4h,0.0006389408431621537
I,4,0.5,3,feat_15m_ret_1,-0.00012289349726214238
I,4,0.5,3,feat_15m_ret_4,-0.0001207221770562088
I,4,0.5,3,feat_15m_ret_8,-0.00017720703741256653
I,4,0.5,3,feat_15m_ret_16,-3.164092780077261e-05
I,4,0.5,3,feat_15m_location_32,-8.818118251928703e-05
I,4,0.5,3,feat_time_bars_since_segment_start,0.00014808285134256284
I,4,0.5,3,feat_time_after_long_gap,-0.00015114843428704885
I,4,0.5,3,feat_15m_volume_ratio_32,-9.011340357104684e-05
I,4,0.5,3,feat_15m_oi_log_change_4,0.0001051951488642466
I,4,0.5,3,feat_5m_1h_rv,-0.0005005762498831961
I,4,0.5,3,feat_5m_rv_rate_ratio_1h_4h,0.0002640138988114685
I,4,0.9,3,feat_15m_ret_1,-0.0002805452745631275
I,4,0.9,3,feat_15m_ret_4,-0.00019381007364250067
I,4,0.9,3,feat_15m_ret_8,-0.00046563267919718114
I,4,0.9,3,feat_15m_ret_16,-0.000406436635899028
I,4,0.9,3,feat_15m_location_32,0.000529106549665276
I,4,0.9,3,feat_time_bars_since_segment_start,0.00071772603756671
I,4,0.9,3,feat_time_after_long_gap,-0.0002471199748282655
I,4,0.9,3,feat_15m_volume_ratio_32,0.00030579941775097833
I,4,0.9,3,feat_15m_oi_log_change_4,-0.0003384778145715073
I,4,0.9,3,feat_5m_1h_rv,0.00018923723652147155
I,4,0.9,3,feat_5m_rv_rate_ratio_1h_4h,-0.00033045244985243575
I,4,0.1,4,feat_15m_ret_1,-0.00016854387743403288
I,4,0.1,4,feat_15m_ret_4,-0.0002324986742531413
I,4,0.1,4,feat_15m_ret_8,0.0002487108856317584
I,4,0.1,4,feat_15m_ret_16,0.0004806342645312753
I,4,0.1,4,feat_15m_location_32,-0.0002638896162746635
I,4,0.1,4,feat_time_bars_since_segment_start,-0.0008047876728160366
I,4,0.1,4,feat_time_after_long_gap,0.00026852816829856516
I,4,0.1,4,feat_15m_volume_ratio_32,-0.00035935333353278464
I,4,0.1,4,feat_15m_oi_log_change_4,0.0007311759850389571
I,4,0.1,4,feat_5m_1h_rv,-0.0010775598657545486
I,4,0.1,4,feat_5m_rv_rate_ratio_1h_4h,0.0007395722344534032
I,4,0.5,4,feat_15m_ret_1,-0.00011781776489496236
I,4,0.5,4,feat_15m_ret_4,-0.00012845005678975444
I,4,0.5,4,feat_15m_ret_8,-0.0001411049216569035
I,4,0.5,4,feat_15m_ret_16,0.00010571078621596862
I,4,0.5,4,feat_15m_location_32,-0.00015414120117579583
I,4,0.5,4,feat_time_bars_since_segment_start,3.611358774189412e-05
I,4,0.5,4,feat_time_after_long_gap,-8.281066071046814e-05
I,4,0.5,4,feat_15m_volume_ratio_32,-7.270839814998886e-05
I,4,0.5,4,feat_15m_oi_log_change_4,0.00016392288663973867
I,4,0.5,4,feat_5m_1h_rv,-0.0005272089176463131
I,4,0.5,4,feat_5m_rv_rate_ratio_1h_4h,0.0003498437908690793
I,4,0.9,4,feat_15m_ret_1,-0.00031982060656189724
I,4,0.9,4,feat_15m_ret_4,-0.0002498775007885653
I,4,0.9,4,feat_15m_ret_8,-0.00030135347900327213
I,4,0.9,4,feat_15m_ret_16,-0.00039873051459909394
I,4,0.9,4,feat_15m_location_32,0.00033266025005604415
I,4,0.9,4,feat_time_bars_since_segment_start,0.0007211995462325637
I,4,0.9,4,feat_time_after_long_gap,-0.00026894498383176114
I,4,0.9,4,feat_15m_volume_ratio_32,0.000360363806292477
I,4,0.9,4,feat_15m_oi_log_change_4,-0.0002502912129402919
I,4,0.9,4,feat_5m_1h_rv,0.00013072259091380324
I,4,0.9,4,feat_5m_rv_rate_ratio_1h_4h,-0.00019742572612464437
I,8,0.1,0,feat_15m_ret_1,-0.00037836541051314987
I,8,0.1,0,feat_15m_ret_4,0.0012619048932487032
I,8,0.1,0,feat_15m_ret_8,0.00019408752747761222
I,8,0.1,0,feat_15m_ret_16,-0.00043007653448560903
I,8,0.1,0,feat_15m_location_32,0.0003204008814580273
I,8,0.1,0,feat_time_bars_since_segment_start,-9.267124349596544e-05
I,8,0.1,0,feat_time_after_long_gap,-0.00011709180179292479
I,8,0.1,0,feat_15m_volume_ratio_32,-0.0002247466118862986
I,8,0.1,0,feat_15m_oi_log_change_4,0.0014381471030775667
I,8,0.1,0,feat_5m_1h_rv,-0.0012647395087053497
I,8,0.1,0,feat_5m_rv_rate_ratio_1h_4h,0.0009963983803041435
I,8,0.5,0,feat_15m_ret_1,-0.00023677789337031376
I,8,0.5,0,feat_15m_ret_4,-0.0010414734796029244
I,8,0.5,0,feat_15m_ret_8,1.6499125704356594e-05
I,8,0.5,0,feat_15m_ret_16,-0.0004015052903958226
I,8,0.5,0,feat_15m_location_32,0.00043129690754987516
I,8,0.5,0,feat_time_bars_since_segment_start,0.0006274458583917695
I,8,0.5,0,feat_time_after_long_gap,-0.0005158778372199738
I,8,0.5,0,feat_15m_volume_ratio_32,-4.0393304941360084e-05
I,8,0.5,0,feat_15m_oi_log_change_4,-0.0007999050667154117
I,8,0.5,0,feat_5m_1h_rv,-0.00022552191665714292
I,8,0.5,0,feat_5m_rv_rate_ratio_1h_4h,0.0004808741561586393
I,8,0.9,0,feat_15m_ret_1,0.0003005987571945161
I,8,0.9,0,feat_15m_ret_4,-0.0013686431136163747
I,8,0.9,0,feat_15m_ret_8,-0.0006372047556193516
I,8,0.9,0,feat_15m_ret_16,-0.0007911015337259371
I,8,0.9,0,feat_15m_location_32,0.0016154212115378596
I,8,0.9,0,feat_time_bars_since_segment_start,0.0009618843372259788
I,8,0.9,0,feat_time_after_long_gap,-0.0006354817786573337
I,8,0.9,0,feat_15m_volume_ratio_32,0.00034070088548598243
I,8,0.9,0,feat_15m_oi_log_change_4,-0.002304536258180738
I,8,0.9,0,feat_5m_1h_rv,0.0011663898991521844
I,8,0.9,0,feat_5m_rv_rate_ratio_1h_4h,-0.0009194375969019107
I,8,0.1,1,feat_15m_ret_1,-0.0003770206154024063
I,8,0.1,1,feat_15m_ret_4,0.0004150345254403644
I,8,0.1,1,feat_15m_ret_8,-0.00028588136346357975
I,8,0.1,1,feat_15m_ret_16,-0.00019124127720882115
I,8,0.1,1,feat_15m_location_32,0.0011395309376700735
I,8,0.1,1,feat_time_bars_since_segment_start,-0.000555205829720565
I,8,0.1,1,feat_time_after_long_gap,0.00014380316791980284
I,8,0.1,1,feat_15m_volume_ratio_32,-0.0002671161611152457
I,8,0.1,1,feat_15m_oi_log_change_4,0.0022017773774196006
I,8,0.1,1,feat_5m_1h_rv,-0.002824970986398257
I,8,0.1,1,feat_5m_rv_rate_ratio_1h_4h,0.0015665840596288197
I,8,0.5,1,feat_15m_ret_1,-0.0001881146072067256
I,8,0.5,1,feat_15m_ret_4,-0.000856531981946013
I,8,0.5,1,feat_15m_ret_8,-6.114898555319007e-05
I,8,0.5,1,feat_15m_ret_16,-3.382869416290074e-05
I,8,0.5,1,feat_15m_location_32,5.335880720607488e-05
I,8,0.5,1,feat_time_bars_since_segment_start,0.000495184681935377
I,8,0.5,1,feat_time_after_long_gap,-0.0003880764207611316
I,8,0.5,1,feat_15m_volume_ratio_32,-3.649793824837506e-05
I,8,0.5,1,feat_15m_oi_log_change_4,-0.0002940425814160554
I,8,0.5,1,feat_5m_1h_rv,-0.0005616088785688324
I,8,0.5,1,feat_5m_rv_rate_ratio_1h_4h,0.0006992031506844164
I,8,0.9,1,feat_15m_ret_1,0.00019436979177211107
I,8,0.9,1,feat_15m_ret_4,-0.0009319586263149464
I,8,0.9,1,feat_15m_ret_8,-0.0008772946547873292
I,8,0.9,1,feat_15m_ret_16,-0.0004200029411912281
I,8,0.9,1,feat_15m_location_32,0.0016425205623125051
I,8,0.9,1,feat_time_bars_since_segment_start,0.001169780446462925
I,8,0.9,1,feat_time_after_long_gap,-0.0006712175630384747
I,8,0.9,1,feat_15m_volume_ratio_32,0.00048146382534648973
I,8,0.9,1,feat_15m_oi_log_change_4,-0.001430644014199111
I,8,0.9,1,feat_5m_1h_rv,0.0002986432944616121
I,8,0.9,1,feat_5m_rv_rate_ratio_1h_4h,3.4952145389094996e-05
I,8,0.1,2,feat_15m_ret_1,-0.00043261672305193574
I,8,0.1,2,feat_15m_ret_4,0.0005948141748686065
I,8,0.1,2,feat_15m_ret_8,-6.463645605403954e-05
I,8,0.1,2,feat_15m_ret_16,0.00082647243246408
I,8,0.1,2,feat_15m_location_32,-0.0004317957990917051
I,8,0.1,2,feat_time_bars_since_segment_start,-0.0005820411138732871
I,8,0.1,2,feat_time_after_long_gap,4.689835058646276e-05
I,8,0.1,2,feat_15m_volume_ratio_32,-0.00013406308560135567
I,8,0.1,2,feat_15m_oi_log_change_4,0.0023183212174427118
I,8,0.1,2,feat_5m_1h_rv,-0.002628443165608354
I,8,0.1,2,feat_5m_rv_rate_ratio_1h_4h,0.0009612079663530328
I,8,0.5,2,feat_15m_ret_1,-0.00013079357832974564
I,8,0.5,2,feat_15m_ret_4,-0.000487221149928076
I,8,0.5,2,feat_15m_ret_8,-0.000521097033271737
I,8,0.5,2,feat_15m_ret_16,0.0003867205231062076
I,8,0.5,2,feat_15m_location_32,-0.0002216134201828107
I,8,0.5,2,feat_time_bars_since_segment_start,0.00017597787735355508
I,8,0.5,2,feat_time_after_long_gap,-0.0002854943934905573
I,8,0.5,2,feat_15m_volume_ratio_32,-0.00023644467416104856
I,8,0.5,2,feat_15m_oi_log_change_4,-0.00024257771345118556
I,8,0.5,2,feat_5m_1h_rv,-0.0003659333589140055
I,8,0.5,2,feat_5m_rv_rate_ratio_1h_4h,0.00048043459481481515
I,8,0.9,2,feat_15m_ret_1,-7.366488044682792e-05
I,8,0.9,2,feat_15m_ret_4,-0.0006152709063275469
I,8,0.9,2,feat_15m_ret_8,-0.0008688871310903355
I,8,0.9,2,feat_15m_ret_16,-0.00031913255070336986
I,8,0.9,2,feat_15m_location_32,0.0016285037058471
I,8,0.9,2,feat_time_bars_since_segment_start,0.0007196108668671893
I,8,0.9,2,feat_time_after_long_gap,-0.00043957960833895587
I,8,0.9,2,feat_15m_volume_ratio_32,0.0004282164353079712
I,8,0.9,2,feat_15m_oi_log_change_4,-0.0011822782734186809
I,8,0.9,2,feat_5m_1h_rv,0.0004081714265350964
I,8,0.9,2,feat_5m_rv_rate_ratio_1h_4h,-0.00036977033229012614
I,8,0.1,3,feat_15m_ret_1,-0.00030182007836440547
I,8,0.1,3,feat_15m_ret_4,0.0002954558014247575
I,8,0.1,3,feat_15m_ret_8,2.7536598739867597e-05
I,8,0.1,3,feat_15m_ret_16,0.0006410149784258398
I,8,0.1,3,feat_15m_location_32,-0.00012131162714434814
I,8,0.1,3,feat_time_bars_since_segment_start,-0.00039644617572989353
I,8,0.1,3,feat_time_after_long_gap,1.962296795991902e-05
I,8,0.1,3,feat_15m_volume_ratio_32,-0.00023065114536547672
I,8,0.1,3,feat_15m_oi_log_change_4,0.0013769164050152418
I,8,0.1,3,feat_5m_1h_rv,-0.0016478639035443995
I,8,0.1,3,feat_5m_rv_rate_ratio_1h_4h,0.001073551742518197
I,8,0.5,3,feat_15m_ret_1,-0.00012718127813701372
I,8,0.5,3,feat_15m_ret_4,-0.0005579838988183325
I,8,0.5,3,feat_15m_ret_8,-0.0003715310183694962
I,8,0.5,3,feat_15m_ret_16,8.038264864387199e-05
I,8,0.5,3,feat_15m_location_32,3.9923885990085965e-06
I,8,0.5,3,feat_time_bars_since_segment_start,2.2152208781060132e-05
I,8,0.5,3,feat_time_after_long_gap,-4.7342499120782995e-05
I,8,0.5,3,feat_15m_volume_ratio_32,-0.0003785307542544692
I,8,0.5,3,feat_15m_oi_log_change_4,-0.0001766952840228443
I,8,0.5,3,feat_5m_1h_rv,-0.0004825209597736603
I,8,0.5,3,feat_5m_rv_rate_ratio_1h_4h,0.0006238610273106261
I,8,0.9,3,feat_15m_ret_1,-6.971797462411066e-05
I,8,0.9,3,feat_15m_ret_4,-0.00031621960841054684
I,8,0.9,3,feat_15m_ret_8,-0.0002373490480160723
I,8,0.9,3,feat_15m_ret_16,-0.0009727700725438065
I,8,0.9,3,feat_15m_location_32,0.001046321593867091
I,8,0.9,3,feat_time_bars_since_segment_start,0.000689658215796284
I,8,0.9,3,feat_time_after_long_gap,-0.00038839652284060566
I,8,0.9,3,feat_15m_volume_ratio_32,0.0004365670547238774
I,8,0.9,3,feat_15m_oi_log_change_4,-0.00047507006205374644
I,8,0.9,3,feat_5m_1h_rv,-2.2241818529634415e-05
I,8,0.9,3,feat_5m_rv_rate_ratio_1h_4h,-0.00015457881980250523
I,8,0.1,4,feat_15m_ret_1,-0.00047847326641590755
