instrument,horizon,feature_set,model,oos_rows,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy,positive_interval_skill_fold_share,median_fold_interval_skill,q50_decile_monotonicity,q50_top_minus_bottom_median,width_abs_return_monotonicity,width_path_range_monotonicity,width_top_minus_bottom_path_range,q10_pinball_skill,q50_pinball_skill,q90_pinball_skill,mean_pinball_skill,tail_pinball_skill,abs_interval_coverage_error
AG,8,F3_VOL,linear_qr,2250,0.0008888888888888889,0.9991111111111111,0.8131672597864769,0.04943241558363613,0.04824558745046237,-0.024599723951799213,0.03245209776356777,0.5182222222222223,0.2,-0.01071967096068649,0.33333333333333326,0.0012679407833782002,0.24848484848484845,0.709090909090909,0.0036960232556470986,-0.021885686925795955,-0.01099284856906646,-0.026514885761771856,-0.019797807085544756,-0.024200286343783906,0.013167259786476815
AG,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8066666666666666,0.04775029290682563,0.048232145169491314,0.009990272275313905,0.04586798398295744,0.5128888888888888,0.8,0.013246085200448232,0.5393939393939393,0.0024987246663188997,0.7939393939393938,0.9151515151515152,0.0082417332039142,0.016935904685096648,-0.009160407576298546,0.002785325836276553,0.003520274315024885,0.0098606152606866,0.006666666666666599
AG,16,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8426666666666667,0.06801276009378508,0.06708733141252803,-0.01379438802784505,0.07429288648009438,0.5271111111111111,0.2,-0.008015220058619654,0.6848484848484848,0.006088146260544099,0.6727272727272726,0.8666666666666665,0.004010791465073899,0.0026800232838194438,0.003582784566426578,-0.031134270768997663,-0.00829048763958388,-0.01422712374258911,0.04266666666666663
AG,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8226666666666667,0.06779883022977114,0.06708733141252803,-0.01060556147133096,0.07102756661914486,0.504,0.4,-0.010790298654148378,0.406060606060606,0.006082061590524599,0.6606060606060605,0.8424242424242423,0.0020605933963292015,0.0070784481094893215,-0.007847329388463553,-0.029218587862612777,-0.00999582304719567,-0.011070069876561728,0.022666666666666613
AG,16,F2_ACTIVITY,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.840373499333037,0.06772803244388736,0.06707925646055762,-0.009671782568299925,0.06426152496721574,0.516,0.4,-0.009188378867865055,0.6727272727272726,0.0070590371788399,0.5636363636363636,0.8424242424242423,0.0040320189801080035,0.000380240655468822,0.0015167809571151603,-0.0217677346525047,-0.006623571013306906,-0.010693746998517939,0.04037349933303691
AG,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8222222222222222,0.06729778323384165,0.06708733141252803,-0.0031369830470604487,0.037456291717033144,0.49644444444444447,0.6,0.0026929543115904453,0.2727272727272727,0.00414260119049,0.8060606060606059,0.9151515151515152,0.0068877413564414,0.012289005711847989,-0.014162543236510894,-0.0193733651056065,-0.007082300876756468,-0.003542179696879255,0.022222222222222143
AG,16,F3_VOL,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8384512683578104,0.0676489639524153,0.06709453153881838,-0.008263451594056503,0.059813174301437504,0.5182222222222223,0.2,-0.011113927979032878,0.6242424242424242,0.0068670778477444,0.709090909090909,0.8545454545454544,0.0066415438520941,0.0001852191850266749,-0.0014947597253638367,-0.02303032785466219,-0.008113289464999784,-0.011422554334817758,0.03845126835781032
AG,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8155555555555556,0.06717033553463883,0.06708733141252803,-0.001237254789587583,0.01244414678017782,0.5,0.4,-0.0005947396877508115,0.35757575757575755,0.0025790384030911,0.9030303030303028,0.9030303030303028,0.005152149251532501,0.022510839638223534,-0.016901675383179438,-0.02623293839331753,-0.006874591379424477,-0.0018610493775469972,0.015555555555555545
CU,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8471111111111111,0.010517147329960697,0.010414576961892559,-0.00984873110482054,0.029836407306893718,0.5106666666666667,0.0,-0.0060402211178907095,0.5215116512688716,9.286344437188386e-05,0.3696969696969697,0.6484848484848483,0.0002608273629821005,-0.008200845250665667,-0.0007669682250761589,-0.011470786706879288,-0.006812866727540372,-0.009835815978772477,0.047111111111111104
CU,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8368888888888889,0.010317745972368609,0.010414576961892559,0.009297640209320002,-0.01438073006149812,0.49777777777777776,0.8,0.017621566937575994,-0.42520767164689127,-0.00028444583157126,0.9515151515151514,0.9636363636363635,0.0024087853626003,0.002467636067724377,-0.006809301292498793,0.01602058552257002,0.0038929734325985343,0.009244110795147198,0.03688888888888886
