instrument,horizon,feature_set,model,oos_rows,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy,positive_interval_skill_fold_share,median_fold_interval_skill,q50_decile_monotonicity,q50_top_minus_bottom_median,width_abs_return_monotonicity,width_path_range_monotonicity,width_top_minus_bottom_path_range,q10_pinball_skill,q50_pinball_skill,q90_pinball_skill,mean_pinball_skill,tail_pinball_skill,abs_interval_coverage_error
AL,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8297777777777777,0.02213560749390659,0.02153126033205043,-0.028068359795759834,-0.03345352817822615,0.49422222222222223,0.6,0.00871434726125353,-0.10303030303030303,-0.0002011033629702,-0.49090909090909085,-0.5636363636363636,-0.0007577545983131996,-0.025498112344465973,-0.029994483296491792,-0.03174679508591671,-0.02907979690895816,-0.028622453715191343,0.02977777777777768
SN,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.86,0.02268881707844281,0.022587069741208433,-0.004504671849874686,0.035601687433341404,0.5102222222222222,0.6,0.0013668506735922126,0.34545454545454546,0.0011959117015001,0.8303030303030302,0.9272727272727272,0.0036155579691956995,-0.010557284036218917,-0.00793353565169519,0.001770494403291134,-0.005573441761540991,-0.004393394816463891,0.05999999999999994
SN,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8462222222222222,0.0218207986376831,0.022587069741208433,0.03392521085315148,0.021147711216144855,0.508,0.8,0.05538109359324506,-0.01818181818181818,-9.437188850520812e-05,0.9757575757575757,0.9636363636363635,0.0077589506505186985,0.019897158796047476,-0.012077792189049585,0.04846907326432692,0.018762813290441605,0.0341831160301872,0.046222222222222165
SN,4,F2_ACTIVITY,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8606411398040962,0.022714555378619404,0.022597016253651094,-0.005201532965632971,0.0515908685126731,0.5155555555555555,0.6,0.010468310633253486,0.406060606060606,0.0010137301071083,0.8545454545454544,0.9515151515151514,0.003686392027290899,-0.02114236339100839,-0.008678964205391937,0.0034365176973220057,-0.008794936633026107,-0.008852922846843192,0.060641139804096134
SN,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8444444444444444,0.02195634033993863,0.022587069741208433,0.02792435709883534,0.02144938424380457,0.49955555555555553,1.0,0.03570434749263618,-0.0303030303030303,-0.0002784898173594,0.9393939393939393,0.9878787878787878,0.007128613437002799,0.0137206640614016,-0.009760711861983795,0.0426503187951629,0.015536756998193568,0.02818549142828225,0.0444444444444444
SN,4,F3_VOL,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.850845948352627,0.022418983649702014,0.022597016253651094,0.007878589011516723,0.05202328210969693,0.5053333333333333,0.8,0.012228268147584598,0.5030303030303029,0.0013487916368841,0.9636363636363635,0.9515151515151514,0.004550371338151585,-0.018550490105787576,-0.011427878899464172,0.02410263605263152,-0.001958577650873409,0.0027760729734219725,0.0508459483526269
SN,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8426666666666667,0.02203941624253889,0.022587069741208433,0.024246327874500206,0.02600804910314188,0.5088888888888888,1.0,0.00964657392968482,0.006060606060606061,-0.00021184138429959133,0.8787878787878788,0.9757575757575757,0.007459737940690199,0.005307003371302077,-0.009853708722056265,0.04388204982747268,0.013111781492239497,0.02459452659938738,0.04266666666666663
SN,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8533333333333334,0.03274278915594728,0.03253150580159015,-0.006494730236151547,0.1100989362789929,0.544,0.6,0.007123739208775848,0.7818181818181817,0.0023261972199378,0.9030303030303028,0.9515151515151514,0.00604002177284,-0.012841454029802524,-0.010007405611758502,9.19608139782202e-05,-0.007585632942527602,-0.006374746607912152,0.053333333333333344
SN,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8342222222222222,0.032452296553960557,0.03253150580159015,0.0024348472558476386,0.0921619100339581,0.5253333333333333,0.8,0.041812928505238656,0.6242424242424242,0.0014577798370988,0.8787878787878788,0.9636363636363635,0.005839941813919199,-0.017358793545785733,-0.01277677298568869,0.02297687822433292,-0.0023862294357138345,0.002809042339273593,0.034222222222222154
SN,8,F2_ACTIVITY,linear_qr,2250,0.0022222222222222222,0.9977777777777778,0.8481069042316258,0.0327280423509206,0.032548811528487834,-0.005506524325040063,0.11908037147110688,0.5484444444444444,0.6,0.022675744423824806,0.7696969696969697,0.0031925749125282002,0.8181818181818182,0.9636363636363635,0.0040612220788468,-0.023152496629501362,-0.012444304993725508,0.006562270189105268,-0.0096781771447072,-0.008295113220198047,0.04810690423162578
SN,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8284444444444444,0.0324391899044302,0.03253150580159015,0.0028377382136255402,0.08695060620910597,0.528,0.8,0.02796293556925833,0.5878787878787878,0.0018035448567299,0.7939393939393938,0.9151515151515152,0.005389495941651399,-0.007250992390048117,-0.012331521392883626,0.013307919953827185,-0.002091531276368186,0.0030284637818895344,0.028444444444444383
SN,8,F3_VOL,linear_qr,2250,0.0008888888888888889,0.9991111111111111,0.8411921708185054,0.03229592468824412,0.03253807194611567,0.007441967006298178,0.12453337956202616,0.5435555555555556,0.6,0.04347971428990782,0.709090909090909,0.0031687001379,0.8424242424242423,0.9878787878787878,0.0068261013065580994,-0.02320408210485736,-0.014883506875863928,0.03294133277656397,-0.0017154187347191059,0.004868625335853305,0.04119217081850535
SN,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8257777777777778,0.03238275907746446,0.03253150580159015,0.004572389763723095,0.10220478253977729,0.5377777777777778,0.6,0.022948506352406306,0.8545454545454544,0.0010464817486003,0.8545454545454544,0.9515151515151514,0.005848025024248499,-0.012575652228831391,-0.008572252339712039,0.022368792820146366,0.0004069627505343121,0.0048965702956574875,0.02577777777777779
SN,16,F1_DIRECTION,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.8523788350377945,0.04728808968059989,0.04638041239725916,-0.01957027194079819,0.14877703431845504,0.564,0.6,0.012293397129266803,0.8666666666666665,0.0041577254905229,0.9030303030303028,0.5636363636363636,0.001991319127402403,-0.02682530693035612,-0.011556883034367305,-0.011259914720259001,-0.016547368228327475,-0.01904261082530756,0.0523788350377945
SN,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8368888888888889,0.04643290961958632,0.04637602006384799,-0.0012267019821883274,0.12147615005656352,0.5395555555555556,0.6,0.05716520022371996,0.8787878787878788,0.0052445827547088,0.9757575757575757,0.8666666666666665,0.005834931947281097,-0.013654477121396447,-0.02468716771087065,0.012258463680856813,-0.008694393717136761,-0.000698006720269817,0.03688888888888886
SN,16,F2_ACTIVITY,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8570792520035619,0.04734230291197137,0.046393612864990844,-0.020448721028502037,0.15260767369644404,0.5653333333333334,0.4,-0.003494599746650451,0.8181818181818182,0.003918806289461,0.8545454545454544,0.6848484848484848,0.0024128875375661017,-0.025141786199677663,-0.011386347564292576,-0.01861148410026403,-0.018379872621411424,-0.021876635149970847,0.0570792520035619
SN,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.828,0.04671589827519917,0.04637602006384799,-0.007328749014754887,0.12971974172151474,0.5506666666666666,0.6,0.052687792209956674,0.9272727272727272,0.0046000704178283,0.8666666666666665,0.7212121212121211,0.005948083434830796,-0.011064326996284679,-0.019085245997447542,-0.00327533741341135,-0.011141636802381191,-0.0071698322048480145,0.027999999999999914
SN,16,F3_VOL,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8504672897196262,0.04724763899124219,0.04638920879260862,-0.018504954513695937,0.1503544012819012,0.5657777777777778,0.4,-0.009335675143049116,0.7939393939393938,0.0037039560876841,0.6848484848484848,0.8424242424242423,0.005174649077821503,-0.025425377794707327,-0.013423183351783496,-0.013213671482838807,-0.017354077543109876,-0.019319524638773067,0.05046728971962611
SN,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.828,0.04600126722713433,0.04637602006384799,0.008080745958745972,0.12357214847770362,0.5435555555555556,0.6,0.04848133117241504,0.7939393939393938,0.0036400011668192,0.7575757575757575,0.7454545454545454,0.007355166770953998,-0.0025420265497553274,-0.023966658868078694,0.01960733422361194,-0.0023004503980740276,0.008532653836928306,0.027999999999999914
I,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8097777777777778,0.01493651449639073,0.014885110904748571,-0.0034533563082663754,0.05257527717042205,0.5275555555555556,0.4,-0.00553475151562921,0.7006490497453706,0.0006255865077343,0.32121212121212117,0.7454545454545454,0.0011591060858106008,-0.004269358934378742,-0.0009665265948517465,-0.002679216351751501,-0.002638367293660663,-0.0034742876430651215,0.009777777777777774
I,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7964444444444444,0.014847408400059521,0.014885110904748571,0.0025329004889727003,0.0662195020029109,0.5297777777777778,0.6,0.006906972494196695,0.7720400404736821,0.0013386538808114,0.709090909090909,0.9272727272727272,0.0011608753246504,-0.0035906743048172984,0.0028058373394380665,0.008342322876696784,0.002519161970439184,0.0023758242859397427,0.003555555555555645
I,4,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.8053333333333333,0.01495268432070027,0.014885110904748571,-0.004539664929882559,0.047586430055873395,0.5257777777777778,0.4,-0.005073892131436386,0.8193464903987026,0.0006343165452139,0.23636363636363633,0.6969696969696969,0.001237683327033499,-0.00588072761759495,-0.0023889595947670372,-0.003267401609241549,-0.0038456962738678455,-0.0045740646134182494,0.005333333333333301
I,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7924444444444444,0.014977233572926511,0.014885110904748571,-0.006188913792274819,0.07992251193196889,0.5417777777777778,0.6,0.000577546430232112,0.7988628281387351,0.0006404098841991,0.6727272727272726,0.9636363636363635,0.0009899147886192998,-0.012233096079846684,-0.0019329295081746967,-0.000454810906405978,-0.00487361216480912,-0.006343953493126331,0.007555555555555649
I,4,F3_VOL,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8000890471950134,0.014947919061756548,0.014893469918123582,-0.0036559071816237854,0.06801084285935546,0.5306666666666666,0.6,0.002129364872181183,0.7510676161988107,0.0006555228028903,0.7696969696969697,0.9515151515151514,0.0013159015436620992,-0.0027148443158135915,-0.0010590891650974488,-0.012720533429477321,-0.00549815563679612,-0.007717688872645456,8.904719501334757e-05
I,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7884444444444444,0.014936726500466417,0.014885110904748571,-0.0034675990019918945,0.04462393612376299,0.532,0.6,0.000334547725043044,0.49399126558977063,0.0006069802917766,0.8424242424242423,0.8545454545454544,0.0010223245342328002,-0.007287959984902503,-0.005822284663909771,0.0001567693401429704,-0.004317825102889768,-0.0035655953223797665,0.011555555555555652
I,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.824,0.020844373650988367,0.02067799825407972,-0.008046010782297275,0.02919817371377282,0.5137777777777778,0.2,-0.00628753230233392,0.5315095895586142,0.0006961364708553,-0.6848484848484848,-0.3696969696969697,-0.0006808414328049982,-0.012486507948318737,-0.0011047078410608702,-0.0038352880627401387,-0.005808834617373249,-0.008160898005529438,0.02399999999999991
I,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8093333333333333,0.020717265665697395,0.02067799825407972,-0.0018989948221863617,-0.0007173830253765775,0.5084444444444445,0.4,-0.006194989036456322,0.1565900178643122,0.0,-0.709090909090909,0.13939393939393938,-0.0002388103428706996,-0.0010831679143918915,-0.00914697486665017,-0.0026726065974989055,-0.0043009164595136555,-0.0018778872559453985,0.009333333333333305
I,8,F2_ACTIVITY,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8237650200267023,0.021020836770593503,0.020685020261460307,-0.016234768198843952,0.02004791760328108,0.5093333333333333,0.0,-0.0130372871394282,0.5627748595326502,0.0,-0.7696969696969697,-0.49090909090909085,-0.00036881887810479887,-0.013602166842707986,-0.005880081870034859,-0.019553794946990166,-0.013012014553244336,-0.016577980894849076,0.02376502002670222
I,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8017777777777778,0.020688752884699475,0.02067799825407972,-0.0005201001802790373,0.006316631043684035,0.512,0.4,-0.007701536876632664,0.3189057537351684,-0.0006351222823849,-0.6484848484848483,0.5272727272727272,-0.00019646263912509974,-0.0007413429617759704,-0.011792570878996989,-0.00031030565237877283,-0.004281406497717244,-0.0005258243070773716,0.001777777777777767
I,8,F3_VOL,linear_qr,2250,0.0035555555555555557,0.9964444444444445,0.8157894736842105,0.02097587692667696,0.020697948713123103,-0.013427814389048276,0.027550126556496315,0.5168888888888888,0.2,-0.011776706090430134,0.43146072564169846,0.0006136851987628,-0.6969696969696969,0.5030303030303029,0.0002635710589062,-0.018250265938805077,-0.0037240269419192007,-0.0292135810750489,-0.01706262465192439,-0.02373192350692699,0.015789473684210464
I,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8008888888888889,0.02058511251910854,0.02067799825407972,0.0044920080672147256,0.017782708286310688,0.5182222222222223,0.4,-0.003221200847086658,0.7510676161988107,0.0006709158252336,-0.5151515151515151,0.309090909090909,-7.450244911230003e-05,0.007425679612110048,-0.010141057481790394,0.0017101399646221038,-0.0003350793016860809,0.004567909788366076,0.000888888888888828
I,16,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.7951111111111111,0.030526639372249066,0.030212884520841927,-0.010384802920446079,0.01327691795821276,0.5097777777777778,0.4,-0.005411138421860029,0.5315095895586142,0.0012254931101684,-0.8181818181818182,-0.32121212121212117,-0.0018094652533729005,-0.005747561380920363,-0.005945241969000037,-0.014969892421296649,-0.00888756525707235,-0.010358726901108506,0.004888888888888943
I,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7777777777777778,0.030938539321738522,0.030212884520841927,-0.02401805760704545,-0.005816084137267074,0.5151111111111111,0.4,-0.039980758315011355,0.17575757575757575,1.722124598410005e-05,-0.5757575757575757,-0.17575757575757575,-0.0003158422552122994,-0.022435118637585738,-0.010703303170641831,-0.02558319429175193,-0.0195738720333265,-0.024009156464668835,0.022222222222222254
I,16,F2_ACTIVITY,linear_qr,2250,0.0008888888888888889,0.9991111111111111,0.7904804270462633,0.03076264193039319,0.03021913196289646,-0.01798562474144072,-0.006403089879465796,0.5004444444444445,0.4,-0.009037252033783805,0.15021352323976214,0.0,-0.6484848484848483,-0.5030303030303029,-0.0014798463798039018,-0.004988070581570803,-0.01470124734163547,-0.030346836093597673,-0.016678718005601317,-0.017667453337584238,0.009519572953736732
I,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7768888888888889,0.030957074469694274,0.030212884520841927,-0.024631542491051484,0.03507668933211709,0.5084444444444445,0.2,-0.02005098487348622,0.4194548251392446,0.0013242326614055,-0.6727272727272726,-0.10303030303030303,-0.0001428222429279008,-0.0226892408385988,-0.00915007509565302,-0.026552000340451132,-0.01946377209156765,-0.024620620589524966,0.023111111111111193
I,16,F3_VOL,linear_qr,2250,0.0026666666666666666,0.9973333333333333,0.7896613190730838,0.030715840290872015,0.030236223500027984,-0.015862324567206265,0.009497301726737153,0.5053333333333333,0.4,-0.004024317525844756,0.5092407888860745,0.0006343165452139,-0.7212121212121211,-0.19999999999999998,-0.00015092242545499887,-0.00733965382091184,-0.01412607245052322,-0.029817373084962462,-0.017094366452132508,-0.01857851345293715,0.010338680926916255
I,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7755555555555556,0.03075934356566245,0.030212884520841927,-0.01808695374463687,0.02945448044265862,0.5093333333333333,0.4,-0.006313941582927862,0.3865321650581048,0.0018728033115398002,-0.7212121212121211,-0.1515151515151515,0.00012112958398799965,-0.011360361426051346,-0.00948951042821422,-0.024737896455635733,-0.0151959227699671,-0.01804912894084354,0.02444444444444449
SC,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.776,0.035852556821194766,0.035647360932193374,-0.005756271534145485,0.06247036122874237,0.5146666666666667,0.4,-0.0012982083214094775,0.6443798763008685,0.0027398753263942997,-0.11515151515151514,0.19999999999999998,-0.00032036534287989936,-0.011114179262496027,0.0018920383418687958,-0.00037366596523602524,-0.003198602295287752,-0.005743922613866026,0.02400000000000002
SC,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.768,0.03518862610855225,0.035647360932193374,0.01286868962091492,0.054848383510491025,0.5111111111111111,0.8,0.008960498506024206,0.34650615989763683,0.0019157217006804,0.9636363636363635,0.9636363636363635,0.007129019699879001,0.0023103932628351087,-0.0024025603695387865,0.023475655559219932,0.007794496150838752,0.01289302441102752,0.03200000000000003
SC,4,F2_ACTIVITY,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.7761459724076547,0.035970497671283755,0.035662206162184885,-0.008644768293268656,0.06359214014469255,0.5168888888888888,0.4,-0.0020087841560636477,0.6564911374796382,0.0017392527124518,0.09090909090909088,0.18787878787878787,-0.0008034272422575012,-0.02441059900718945,0.001295606294571816,-0.002265714233059546,-0.008460235648559059,-0.013338156620124497,0.02385402759234534
SC,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7706666666666667,0.03526413155174067,0.035647360932193374,0.010750568076600797,0.04243691579908358,0.5062222222222222,0.8,0.00541711238361775,0.3282689935872349,0.0001874589938941,0.9757575757575757,0.9878787878787878,0.006948272116541998,0.0011533937104309944,-0.0058388162612177386,0.020391981629843015,0.005235519693018757,0.010772687670137004,0.029333333333333322
SC,4,F3_VOL,linear_qr,2250,0.0,1.0,0.772,0.03593559846397445,0.035647360932193374,-0.00808580282645166,0.06210418289281867,0.5164444444444445,0.4,-0.007804850604120395,0.8545454545454544,0.0009148986741115,-0.1515151515151515,0.04242424242424241,-0.0003125492572803,-0.017553425519672095,-0.0038090806684523137,0.001425461871746081,-0.006645681438792776,-0.008063981823963007,0.028000000000000025
SC,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7657777777777778,0.035179033774234994,0.035647360932193374,0.01313777922716941,0.025700318465705085,0.49955555555555553,0.8,0.011365756165511498,0.13373921960961418,-0.0004932200048141,0.9515151515151514,0.9636363636363635,0.007407335023698301,-0.0019744866421766982,-0.007069400358524547,0.028319706679328593,0.006425273226209116,0.013172610018575948,0.034222222222222265
SC,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.7782222222222223,0.05182490643732811,0.05160892004446108,-0.004185059340148012,0.09472641850353823,0.532,0.4,-0.0067361383875166325,0.8181818181818182,0.0035485732143912003,-0.17575757575757575,0.33333333333333326,0.0034383898363531014,-0.007376494696386127,0.005292527560653348,-0.0010497557864954654,-0.0010445743074094145,-0.004213125241440796,0.021777777777777785
SC,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7524444444444445,0.052017807664402956,0.05160892004446108,-0.007922809072338888,0.03287073848759548,0.5257777777777778,0.4,-0.0009127086670104312,0.6606060606060605,0.0011984579209601998,0.7454545454545454,0.7939393939393938,0.006526888799280399,-0.010092086168588477,-0.0024777297277609467,-0.0057916857909494635,-0.006120500562432962,-0.00794188597976897,0.04755555555555557
SC,8,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.7813333333333333,0.05172247487803626,0.05160892004446108,-0.0022002947063675116,0.08014013918367383,0.528,0.4,-0.003898823863659251,0.9240164263936982,0.0028163371032738998,0.24848484848484845,0.6848484848484848,0.003654388017191198,-0.0035063257533705094,0.0009851589290718055,-0.0009172344761656515,-0.0011461337668214517,-0.0022117801147680805,0.01866666666666672
SC,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7511111111111111,0.05186192328092269,0.05160892004446108,-0.004902316038460919,0.011035703092688955,0.5137777777777778,0.4,-0.01294190833200326,0.19999999999999998,0.00029793443992420007,0.9030303030303028,0.8909090909090909,0.005232623222369198,-0.007147089361050574,-0.006031782513191697,-0.0026970243781732073,-0.005291965417471826,-0.0049220568696118905,0.04888888888888898
SC,8,F3_VOL,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.7774810858923008,0.05182325650397052,0.05161888372308495,-0.003959263861302187,0.06685476080359869,0.5177777777777778,0.4,-0.010277739766333616,0.7696969696969697,0.0018016106309416001,-0.01818181818181818,0.32121212121212117,0.0028471257282047992,0.0002604922262556819,-0.003481816458263731,-0.0075648562317660595,-0.003595393487924703,-0.003652182002755189,0.02251891410769924
SC,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7528888888888889,0.05190445704422109,0.05160892004446108,-0.005726471305840253,0.0010736705490803752,0.5248888888888888,0.4,-0.014053398364478165,0.19999999999999998,0.0006532476122935001,0.9757575757575757,0.9515151515151514,0.0051128428876735,-0.007107824979107891,-0.006407014731080851,-0.004369413243491493,-0.005961417651226745,-0.005738619111299692,0.047111111111111104
SC,16,F1_DIRECTION,linear_qr,2250,0.0008888888888888889,0.9991111111111111,0.7882562277580071,0.07492733861188747,0.07341147769720362,-0.020648827162099037,0.12072906013815082,0.5373333333333333,0.0,-0.021335465907055262,0.6969696969696969,0.0085613491547985,0.2121212121212121,0.309090909090909,0.003848065874408498,-0.019747402910605727,0.00886083583996311,-0.023024723542327985,-0.011303763537656867,-0.021386063226466856,0.011743772241992967
SC,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7742222222222223,0.0744044569366824,0.07338762166467695,-0.013855678232108204,-0.00206499240931658,0.49244444444444446,0.2,-0.015279223660240815,0.47416632407045034,0.00013640255142050007,0.16363636363636364,0.6969696969696969,0.003094726540729297,-0.022443269293586532,-0.017292733336882637,-0.005354772858831902,-0.01503025849643369,-0.013899021076209217,0.02577777777777779
SC,16,F2_ACTIVITY,linear_qr,2250,0.004,0.996,0.7871485943775101,0.07508486763791243,0.07349139686881026,-0.02168241232299173,0.11718117427949086,0.5368888888888889,0.0,-0.017979786240365003,0.7454545454545454,0.0048766560369641,0.5272727272727272,0.43030303030303024,0.0046911082801511,-0.024828394569088585,0.00629653387298823,-0.034575098934809256,-0.01770231987696987,-0.02970174675194892,0.012851405622489986
SC,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7662222222222222,0.07430726983351964,0.07338762166467695,-0.012531379924597408,0.007342318038005008,0.5195555555555555,0.2,-0.017720416174666465,0.6242424242424242,0.0011097162671111,0.10303030303030303,0.6242424242424242,0.008034183615870098,-0.020631274966519397,-0.01496469445489379,-0.0045132476227784935,-0.01336973901473056,-0.012572261294648945,0.033777777777777795
SC,16,F3_VOL,linear_qr,2250,0.004,0.996,0.784471218206158,0.07517039315338374,0.07349139686881026,-0.02284616099447212,0.12130657844817128,0.5395555555555556,0.0,-0.014287687498381274,0.7939393939393938,0.0071080398142089,0.4424242424242424,0.17629260766721874,0.004345957256036599,-0.02769968874904727,0.006728654444531301,-0.030537732025635922,-0.017169588776717298,-0.029118710387341595,0.015528781793842095
SC,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.764,0.07398592351342757,0.07338762166467695,-0.00815262622195867,0.012265081654523773,0.5248888888888888,0.2,-0.016902914715670292,0.5393939393939393,0.0011904278356002001,0.12727272727272726,0.7333333333333332,0.0081590302130045,-0.012542126834326872,-0.013781172368743322,-0.0038074345291378986,-0.010043577910736031,-0.008174780681732385,0.03600000000000003
M,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8542222222222222,0.012324315417704955,0.012105162192960175,-0.01810411304296533,0.010192004474395088,0.508,0.4,-0.010426242901789617,0.020483662259967568,0.0,0.32121212121212117,0.8787878787878788,0.0006429292330941997,-0.019852730446673572,-0.007259151544840359,-0.016444249421667,-0.014518710471060311,-0.018148489934170287,0.05422222222222217
M,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.82,0.01194379239681627,0.012105162192960175,0.0133306595625583,0.004263648881796208,0.5093333333333333,0.8,0.014680418412316376,0.11607408613981622,0.0006430868388832,0.7696969696969697,0.9757575757575757,0.0016100476878522,0.028945905870416455,-0.006929576569023377,-0.0014920107534621696,0.00684143951597697,0.013726947558477143,0.019999999999999907
M,4,F2_ACTIVITY,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8557435440783615,0.012267510309956452,0.012107965995071312,-0.013176805662493907,0.007513333504873308,0.512,0.4,-0.0015233195203365746,-0.0820233426908302,0.0,0.309090909090909,0.9393939393939393,0.0010441068102553007,-0.0409953432857848,-0.009704884651209111,-0.008326862958313086,-0.019675696965102334,-0.024661103122048944,0.05574354407836146
M,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8222222222222222,0.012028567213766314,0.012105162192960175,0.006327464099440516,-0.028719417622515255,0.5031111111111111,0.6,0.011672756842911136,-0.32121212121212117,-0.0003296081701399,0.5272727272727272,0.9393939393939393,0.0015284956457999998,0.02196036913684729,-0.01238100236975992,-0.008511968649981938,0.00035579937236847786,0.006724200243432676,0.022222222222222143
M,4,F3_VOL,linear_qr,2250,0.005333333333333333,0.9946666666666667,0.8351206434316354,0.012170938747650762,0.012116728829664516,-0.0044739730292162605,0.01077558242210571,0.5008888888888889,0.6,0.0004581167175504719,0.0,0.0,0.6727272727272726,0.9393939393939393,0.0015858338862509997,-0.08269311180025185,-0.00935647465811007,-0.0005019919106878934,-0.030850526123016603,-0.04159755185546987,0.035120643431635346
M,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8244444444444444,0.01181486556561866,0.012105162192960175,0.023981225754276858,-0.06178002340650768,0.48844444444444446,0.8,0.0294351465997702,-0.7032724042588865,-0.0009504198402738,0.7696969696969697,0.9878787878787878,0.0017326099019714003,0.03464596466123415,-0.01715856326308507,0.013857792174832517,0.010448397857660533,0.024251878418033335,0.02444444444444438
M,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8595555555555555,0.01795835375695274,0.017290729519534895,-0.03861168706985829,-0.046230063038550026,0.4782222222222222,0.2,-0.02743009172425892,-0.362677131698819,-0.000670690836677,0.23636363636363633,-0.09090909090909088,0.0007232040858927997,-0.022432019561800853,-0.006472727805753475,-0.05372522156962578,-0.027543322979060036,-0.03807862056571332,0.05955555555555547
M,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8293333333333334,0.017388905764522834,0.017290729519534895,-0.005677970086630513,-0.036398315674412776,0.4777777777777778,0.4,-0.014775996059496865,-0.4356156145892926,-0.0002950287674446,0.8666666666666665,0.9030303030303028,0.0014037346732722004,0.03832774140151862,-0.01759763951574378,-0.046783996426896124,-0.008684631513707094,-0.004228127512688751,0.029333333333333322
M,8,F2_ACTIVITY,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8619768477292965,0.017916498222973736,0.01730040131035812,-0.035611712211944146,-0.014977660358635046,0.4902222222222222,0.2,-0.023282282605335824,-0.3314118617247829,-0.0003356267861678,0.22424242424242422,-0.04242424242424241,0.0003725884188845001,-0.0430995825491316,-0.006398785797775641,-0.05517172502969969,-0.034890031125535646,-0.049135653789415645,0.06197684772929646
M,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8235555555555556,0.017655210906619385,0.017290729519534895,-0.021079584101567406,-0.032150751957409206,0.49066666666666664,0.4,-0.017503979532615732,-0.3890595479552414,-0.0006494507335103,0.7575757575757575,0.7696969696969697,0.0012061287502788997,0.02002844404138704,-0.03228587807418504,-0.059478865251599844,-0.02391209976146595,-0.019725210605106402,0.023555555555555552
M,8,F3_VOL,linear_qr,2250,0.0035555555555555557,0.9964444444444445,0.8465655664585192,0.017835028139137014,0.01729320489640951,-0.031331569016452177,-0.04246586188544337,0.47733333333333333,0.2,-0.02977529107855803,-0.5835893219328621,-0.001336932191515,0.2606060606060606,0.16363636363636364,0.0010547178655808008,-0.07231218797101291,-0.021137375869856978,-0.06477490562867794,-0.05274148982318261,-0.06854354679984542,0.04656556645851917
