instrument,horizon,quantile,feature,mean_coefficient,positive_fold_share,fold_sign_consistency
CU,8,0.1,feat_time_after_long_gap,0.0002500541268748615,1.0,1.0
CU,8,0.1,feat_time_bars_since_segment_start,-0.0009854695258911255,0.0,1.0
CU,8,0.5,feat_15m_location_32,-0.0007156082045427107,0.0,1.0
CU,8,0.5,feat_15m_oi_log_change_4,0.00018036511659341714,1.0,1.0
CU,8,0.5,feat_15m_ret_1,-0.00015710396673716435,0.0,1.0
CU,8,0.5,feat_15m_ret_16,0.00014257605590503852,1.0,1.0
CU,8,0.5,feat_15m_ret_4,-0.00015163847817414755,0.0,1.0
CU,8,0.5,feat_15m_ret_8,0.0007584936486326698,1.0,1.0
CU,8,0.5,feat_15m_volume_ratio_32,-0.0001056890583922756,0.0,1.0
CU,8,0.5,feat_5m_1h_rv,5.343702909393329e-06,0.8,0.8
CU,8,0.5,feat_5m_rv_rate_ratio_1h_4h,-0.00021500831611665806,0.0,1.0
CU,8,0.5,feat_time_after_long_gap,0.0001385034556822819,1.0,1.0
CU,8,0.5,feat_time_bars_since_segment_start,-0.0004572382381670117,0.0,1.0
CU,8,0.9,feat_15m_location_32,1.0957855477683074e-05,0.4,0.6
CU,8,0.9,feat_15m_oi_log_change_4,-0.0001627962463520239,0.4,0.6
CU,8,0.9,feat_15m_ret_1,-0.00016971529025722654,0.0,1.0
CU,8,0.9,feat_15m_ret_16,-0.0005794101685641011,0.0,1.0
CU,8,0.9,feat_15m_ret_4,0.0006169174753259821,1.0,1.0
CU,8,0.9,feat_15m_ret_8,0.0003842981503633879,1.0,1.0
CU,8,0.9,feat_15m_volume_ratio_32,0.0001409877610878577,1.0,1.0
CU,8,0.9,feat_5m_1h_rv,-0.0003681492164093095,0.0,1.0
CU,8,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0005020524243597889,0.0,1.0
CU,8,0.9,feat_time_after_long_gap,0.0001805338040454238,0.8,0.8
CU,8,0.9,feat_time_bars_since_segment_start,-0.0008082899941533851,0.0,1.0
CU,16,0.1,feat_15m_location_32,-0.0005949094474330047,0.4,0.6
CU,16,0.1,feat_15m_oi_log_change_4,0.000525731087097815,1.0,1.0
CU,16,0.1,feat_15m_ret_1,0.00033311703968447767,1.0,1.0
CU,16,0.1,feat_15m_ret_16,0.0005161103586635667,0.8,0.8
CU,16,0.1,feat_15m_ret_4,-0.00034156096631005495,0.0,1.0
CU,16,0.1,feat_15m_ret_8,-0.00042832804926110416,0.0,1.0
CU,16,0.1,feat_15m_volume_ratio_32,-0.0002074199289720762,0.2,0.8
CU,16,0.1,feat_5m_1h_rv,-1.0499018401128039e-05,0.2,0.8
CU,16,0.1,feat_5m_rv_rate_ratio_1h_4h,-0.0002370833478527238,0.2,0.8
CU,16,0.1,feat_time_after_long_gap,0.0002554615030796399,1.0,1.0
CU,16,0.1,feat_time_bars_since_segment_start,-0.0010243114519283825,0.0,1.0
CU,16,0.5,feat_15m_location_32,-0.0017325780660159343,0.0,1.0
CU,16,0.5,feat_15m_oi_log_change_4,0.000296078652556007,1.0,1.0
CU,16,0.5,feat_15m_ret_1,-2.387352768377832e-05,0.2,0.8
CU,16,0.5,feat_15m_ret_16,0.0006081889667379921,1.0,1.0
CU,16,0.5,feat_15m_ret_4,0.0003041934430440837,1.0,1.0
CU,16,0.5,feat_15m_ret_8,0.0003300626984669943,0.8,0.8
CU,16,0.5,feat_15m_volume_ratio_32,-0.0003081274204472312,0.0,1.0
CU,16,0.5,feat_5m_1h_rv,0.0002799272413042499,1.0,1.0
CU,16,0.5,feat_5m_rv_rate_ratio_1h_4h,-0.0006243456270760133,0.0,1.0
CU,16,0.5,feat_time_after_long_gap,0.0003490377022404889,1.0,1.0
CU,16,0.5,feat_time_bars_since_segment_start,-0.0008611728947581141,0.0,1.0
CU,16,0.9,feat_15m_location_32,-0.00022219717996544005,0.4,0.6
CU,16,0.9,feat_15m_oi_log_change_4,-0.0004461931176803482,0.0,1.0
CU,16,0.9,feat_15m_ret_1,-5.280149891344403e-07,0.4,0.6
CU,16,0.9,feat_15m_ret_16,-0.000997042657036904,0.0,1.0
CU,16,0.9,feat_15m_ret_4,0.0007435219306358759,1.0,1.0
CU,16,0.9,feat_15m_ret_8,-0.0002236390139159393,0.0,1.0
CU,16,0.9,feat_15m_volume_ratio_32,-0.00039034011990073033,0.0,1.0
CU,16,0.9,feat_5m_1h_rv,-0.0003443393025259221,0.0,1.0
CU,16,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.00029277330940988007,0.0,1.0
CU,16,0.9,feat_time_after_long_gap,0.0007292814348446752,1.0,1.0
CU,16,0.9,feat_time_bars_since_segment_start,-0.0020208385532634763,0.0,1.0
I,4,0.1,feat_15m_location_32,-0.00042354725327055885,0.0,1.0
I,4,0.1,feat_15m_oi_log_change_4,0.000870335545992604,1.0,1.0
I,4,0.1,feat_15m_ret_1,1.5328613534884345e-05,0.6,0.6
I,4,0.1,feat_15m_ret_16,0.0005400407321083239,1.0,1.0
I,4,0.1,feat_15m_ret_4,-0.00036052372025472236,0.0,1.0
I,4,0.1,feat_15m_ret_8,0.00030933825080459507,0.8,0.8
I,4,0.1,feat_15m_volume_ratio_32,-0.00043138106284910184,0.0,1.0
I,4,0.1,feat_5m_1h_rv,-0.0010713171809183446,0.0,1.0
I,4,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0005610723915760874,1.0,1.0
I,4,0.1,feat_time_after_long_gap,0.0003955140774640502,1.0,1.0
I,4,0.1,feat_time_bars_since_segment_start,-0.0009934000866199024,0.0,1.0
I,4,0.5,feat_15m_location_32,-0.00018560163347585448,0.0,1.0
I,4,0.5,feat_15m_oi_log_change_4,0.0002719904230676917,1.0,1.0
I,4,0.5,feat_15m_ret_1,-0.00010646080215877061,0.0,1.0
I,4,0.5,feat_15m_ret_16,8.979990024472542e-05,0.8,0.8
I,4,0.5,feat_15m_ret_4,-0.00015930470956197158,0.0,1.0
I,4,0.5,feat_15m_ret_8,-0.00017523871720037586,0.0,1.0
I,4,0.5,feat_15m_volume_ratio_32,-7.574107999503844e-05,0.2,0.8
I,4,0.5,feat_5m_1h_rv,-0.0006845084086438294,0.0,1.0
I,4,0.5,feat_5m_rv_rate_ratio_1h_4h,0.0002858753381203464,1.0,1.0
I,4,0.5,feat_time_after_long_gap,-0.00015320508067579488,0.0,1.0
I,4,0.5,feat_time_bars_since_segment_start,0.000195300094083292,1.0,1.0
I,4,0.9,feat_15m_location_32,0.0004286917626126329,1.0,1.0
I,4,0.9,feat_15m_oi_log_change_4,-0.00023574455618667698,0.0,1.0
I,4,0.9,feat_15m_ret_1,-0.00026891973550415536,0.0,1.0
I,4,0.9,feat_15m_ret_16,-0.00021968633134047564,0.2,0.8
I,4,0.9,feat_15m_ret_4,-0.00019484455067873184,0.0,1.0
I,4,0.9,feat_15m_ret_8,-0.0006468322519077246,0.0,1.0
I,4,0.9,feat_15m_volume_ratio_32,0.0004750796056608783,1.0,1.0
I,4,0.9,feat_5m_1h_rv,-0.00017630186010565615,0.4,0.6
I,4,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.00032460827412041755,0.0,1.0
I,4,0.9,feat_time_after_long_gap,-0.00046275848067338767,0.0,1.0
I,4,0.9,feat_time_bars_since_segment_start,0.0009952005020724523,1.0,1.0
I,8,0.1,feat_15m_location_32,0.00018790791478365094,0.6,0.6
I,8,0.1,feat_15m_oi_log_change_4,0.0017462877606452404,1.0,1.0
I,8,0.1,feat_15m_ret_1,-0.0003936592187495609,0.0,1.0
I,8,0.1,feat_15m_ret_16,0.0002582891284062347,0.6,0.6
I,8,0.1,feat_15m_ret_4,0.0006044718333105242,1.0,1.0
I,8,0.1,feat_15m_ret_8,1.3501313625931603e-05,0.6,0.6
I,8,0.1,feat_15m_volume_ratio_32,-0.00018231027845930806,0.0,1.0
I,8,0.1,feat_5m_1h_rv,-0.002022037410897463,0.0,1.0
I,8,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0011228308737100757,1.0,1.0
I,8,0.1,feat_time_after_long_gap,3.5831593938336234e-06,0.6,0.6
I,8,0.1,feat_time_bars_since_segment_start,-0.00037100931356493725,0.0,1.0
I,8,0.5,feat_15m_location_32,2.9630272701069814e-05,0.6,0.6
I,8,0.5,feat_15m_oi_log_change_4,-0.00030103419951282845,0.2,0.8
I,8,0.5,feat_15m_ret_1,-0.00016449387067726858,0.0,1.0
I,8,0.5,feat_15m_ret_16,1.9863128796214026e-05,0.6,0.6
I,8,0.5,feat_15m_ret_4,-0.0006726081611828354,0.0,1.0
I,8,0.5,feat_15m_ret_8,-0.00021457783868835604,0.2,0.8
I,8,0.5,feat_15m_volume_ratio_32,-0.00016246557423333215,0.0,1.0
I,8,0.5,feat_5m_1h_rv,-0.0004382065847709848,0.0,1.0
I,8,0.5,feat_5m_rv_rate_ratio_1h_4h,0.0005783065708871083,1.0,1.0
I,8,0.5,feat_time_after_long_gap,-0.0002860811259948115,0.0,1.0
I,8,0.5,feat_time_bars_since_segment_start,0.0003014684595661172,1.0,1.0
I,8,0.9,feat_15m_location_32,0.0013427167573076934,1.0,1.0
I,8,0.9,feat_15m_oi_log_change_4,-0.0011918771568360741,0.0,1.0
I,8,0.9,feat_15m_ret_1,4.869449464733502e-05,0.4,0.6
I,8,0.9,feat_15m_ret_16,-0.0006668364073938891,0.0,1.0
I,8,0.9,feat_15m_ret_4,-0.0007249140235903519,0.0,1.0
I,8,0.9,feat_15m_ret_8,-0.0005253152843963219,0.0,1.0
I,8,0.9,feat_15m_volume_ratio_32,0.00037745225969624716,1.0,1.0
I,8,0.9,feat_5m_1h_rv,0.000367408969981004,0.6,0.6
I,8,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.00028029536776870846,0.4,0.6
I,8,0.9,feat_time_after_long_gap,-0.00046855770409888286,0.0,1.0
I,8,0.9,feat_time_bars_since_segment_start,0.0008185061070526522,1.0,1.0
I,16,0.1,feat_15m_location_32,0.0019013313192908145,1.0,1.0
I,16,0.1,feat_15m_oi_log_change_4,0.001263262937673831,1.0,1.0
I,16,0.1,feat_15m_ret_1,-0.00047327574323582477,0.0,1.0
I,16,0.1,feat_15m_ret_16,-0.0013374326363465156,0.0,1.0
I,16,0.1,feat_15m_ret_4,-0.0004319092713400361,0.0,1.0
I,16,0.1,feat_15m_ret_8,0.000440435258430127,1.0,1.0
I,16,0.1,feat_15m_volume_ratio_32,-0.00012992540184260395,0.2,0.8
I,16,0.1,feat_5m_1h_rv,-0.002177295216076178,0.0,1.0
I,16,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0005613223963736349,1.0,1.0
I,16,0.1,feat_time_after_long_gap,-0.00030852499280939347,0.0,1.0
I,16,0.1,feat_time_bars_since_segment_start,-0.0004539818822305689,0.2,0.8
I,16,0.5,feat_15m_location_32,0.0006950766138783232,1.0,1.0
I,16,0.5,feat_15m_oi_log_change_4,-0.0003328213863005833,0.2,0.8
I,16,0.5,feat_15m_ret_1,-0.00037734239672451643,0.0,1.0
I,16,0.5,feat_15m_ret_16,-0.0014473128612120657,0.0,1.0
I,16,0.5,feat_15m_ret_4,-0.00036989664000098963,0.0,1.0
I,16,0.5,feat_15m_ret_8,0.00024257952946875149,1.0,1.0
I,16,0.5,feat_15m_volume_ratio_32,-0.00014913263658842358,0.0,1.0
I,16,0.5,feat_5m_1h_rv,-0.0010271280168874166,0.0,1.0
I,16,0.5,feat_5m_rv_rate_ratio_1h_4h,0.0005632917192796846,1.0,1.0
I,16,0.5,feat_time_after_long_gap,-7.972693127543624e-06,0.6,0.6
I,16,0.5,feat_time_bars_since_segment_start,2.5992006676323185e-05,0.4,0.6
I,16,0.9,feat_15m_location_32,0.0022936513826320253,1.0,1.0
I,16,0.9,feat_15m_oi_log_change_4,-0.0005753848410014551,0.4,0.6
I,16,0.9,feat_15m_ret_1,-0.00012294756376592385,0.0,1.0
I,16,0.9,feat_15m_ret_16,-0.000990628082583747,0.0,1.0
I,16,0.9,feat_15m_ret_4,-0.0005426474583138087,0.2,0.8
I,16,0.9,feat_15m_ret_8,-0.0005283146341990228,0.0,1.0
I,16,0.9,feat_15m_volume_ratio_32,0.00019055938414761227,0.8,0.8
I,16,0.9,feat_5m_1h_rv,-0.0007475197490781612,0.0,1.0
I,16,0.9,feat_5m_rv_rate_ratio_1h_4h,0.0006007313498760569,0.8,0.8
I,16,0.9,feat_time_after_long_gap,-0.0008157003556375452,0.0,1.0
I,16,0.9,feat_time_bars_since_segment_start,0.0010261469478202204,1.0,1.0
M,4,0.1,feat_15m_location_32,0.00042369833335447664,0.8,0.8
M,4,0.1,feat_15m_oi_log_change_4,0.0023052066795687764,1.0,1.0
M,4,0.1,feat_15m_ret_1,-0.0001171357667405065,0.4,0.6
M,4,0.1,feat_15m_ret_16,-0.0010041434911191144,0.0,1.0
M,4,0.1,feat_15m_ret_4,-0.00012770084824678275,0.6,0.6
M,4,0.1,feat_15m_ret_8,-0.000563618647585457,0.0,1.0
M,4,0.1,feat_15m_volume_ratio_32,-0.00010681307350217842,0.0,1.0
M,4,0.1,feat_5m_1h_rv,-0.002349386904763628,0.0,1.0
M,4,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0008548948843774629,1.0,1.0
M,4,0.1,feat_time_after_long_gap,0.0002693084894643795,1.0,1.0
M,4,0.1,feat_time_bars_since_segment_start,-0.0006693516195344535,0.0,1.0
M,4,0.5,feat_15m_location_32,-1.0831846115767602e-05,0.4,0.6
M,4,0.5,feat_15m_oi_log_change_4,0.00014774193942473755,1.0,1.0
M,4,0.5,feat_15m_ret_1,-6.281976932069081e-05,0.0,1.0
M,4,0.5,feat_15m_ret_16,-0.00014093997713185937,0.2,0.8
M,4,0.5,feat_15m_ret_4,0.0001634858446659763,0.8,0.8
M,4,0.5,feat_15m_ret_8,-0.00026276223052400986,0.0,1.0
M,4,0.5,feat_15m_volume_ratio_32,2.5945402068447387e-05,0.6,0.6
M,4,0.5,feat_5m_1h_rv,7.316340379120615e-05,1.0,1.0
M,4,0.5,feat_5m_rv_rate_ratio_1h_4h,9.386780237806583e-05,1.0,1.0
M,4,0.5,feat_time_after_long_gap,-0.0002135688147825172,0.0,1.0
M,4,0.5,feat_time_bars_since_segment_start,0.00013314942551978325,1.0,1.0
M,4,0.9,feat_15m_location_32,0.000388472502596856,1.0,1.0
M,4,0.9,feat_15m_oi_log_change_4,-0.0006167956055654941,0.0,1.0
M,4,0.9,feat_15m_ret_1,-0.0001962374187435937,0.0,1.0
M,4,0.9,feat_15m_ret_16,-0.00025473234304596254,0.2,0.8
M,4,0.9,feat_15m_ret_4,0.00032819453589197323,1.0,1.0
M,4,0.9,feat_15m_ret_8,-3.4813331944410205e-05,0.4,0.6
M,4,0.9,feat_15m_volume_ratio_32,0.0004715774694946868,1.0,1.0
M,4,0.9,feat_5m_1h_rv,0.0017604429784639614,1.0,1.0
M,4,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0006058788948175614,0.0,1.0
M,4,0.9,feat_time_after_long_gap,-0.0007453586233714135,0.0,1.0
M,4,0.9,feat_time_bars_since_segment_start,0.0014394242614146748,1.0,1.0
M,8,0.1,feat_15m_location_32,7.865354149370546e-05,0.6,0.6
M,8,0.1,feat_15m_oi_log_change_4,0.003491384772038128,1.0,1.0
M,8,0.1,feat_15m_ret_1,-0.00011304552978816367,0.2,0.8
M,8,0.1,feat_15m_ret_16,-0.0009086079313657234,0.0,1.0
M,8,0.1,feat_15m_ret_4,5.1745355033332594e-05,0.8,0.8
M,8,0.1,feat_15m_ret_8,-0.0008025036125431128,0.0,1.0
M,8,0.1,feat_15m_volume_ratio_32,4.12003344875871e-05,0.6,0.6
M,8,0.1,feat_5m_1h_rv,-0.004468098642126607,0.0,1.0
M,8,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0010826419304924518,1.0,1.0
M,8,0.1,feat_time_after_long_gap,0.0004017472252952839,1.0,1.0
M,8,0.1,feat_time_bars_since_segment_start,-0.00024051496813018935,0.0,1.0
M,8,0.5,feat_15m_location_32,0.00011266348079057794,1.0,1.0
M,8,0.5,feat_15m_oi_log_change_4,0.0011574737611671339,1.0,1.0
M,8,0.5,feat_15m_ret_1,-1.6323976073783033e-05,0.0,1.0
M,8,0.5,feat_15m_ret_16,-0.0004712975440551635,0.0,1.0
M,8,0.5,feat_15m_ret_4,-0.0005457465811759105,0.0,1.0
M,8,0.5,feat_15m_ret_8,0.000259763265864248,0.8,0.8
M,8,0.5,feat_15m_volume_ratio_32,0.00013368750235117152,0.8,0.8
M,8,0.5,feat_5m_1h_rv,-0.0009940771672939453,0.0,1.0
M,8,0.5,feat_5m_rv_rate_ratio_1h_4h,5.384740843358844e-05,0.8,0.8
M,8,0.5,feat_time_after_long_gap,-4.688303465203015e-05,0.0,1.0
M,8,0.5,feat_time_bars_since_segment_start,-0.00010063148455734753,0.4,0.6
M,8,0.9,feat_15m_location_32,0.0009890315668020298,1.0,1.0
M,8,0.9,feat_15m_oi_log_change_4,-0.0008388531233305208,0.4,0.6
M,8,0.9,feat_15m_ret_1,-5.5196280225363725e-05,0.4,0.6
M,8,0.9,feat_15m_ret_16,-0.0009341454111947334,0.0,1.0
M,8,0.9,feat_15m_ret_4,0.0007911620513328914,1.0,1.0
M,8,0.9,feat_15m_ret_8,-9.523242569846208e-05,0.4,0.6
M,8,0.9,feat_15m_volume_ratio_32,0.0003690096668901733,1.0,1.0
M,8,0.9,feat_5m_1h_rv,0.0019973781411591956,1.0,1.0
M,8,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0006501733797757564,0.0,1.0
M,8,0.9,feat_time_after_long_gap,-0.0008465620038166494,0.0,1.0
M,8,0.9,feat_time_bars_since_segment_start,0.00113657898194282,1.0,1.0
M,16,0.1,feat_15m_location_32,-0.00016312081262301483,0.2,0.8
M,16,0.1,feat_15m_oi_log_change_4,0.005194473660505563,1.0,1.0
M,16,0.1,feat_15m_ret_1,0.00013628382941668552,1.0,1.0
M,16,0.1,feat_15m_ret_16,-0.0010310809338168897,0.0,1.0
M,16,0.1,feat_15m_ret_4,0.00020835521914996848,0.8,0.8
M,16,0.1,feat_15m_ret_8,-0.001282411319097844,0.0,1.0
M,16,0.1,feat_15m_volume_ratio_32,0.00037006497137925055,1.0,1.0
M,16,0.1,feat_5m_1h_rv,-0.007724680458931399,0.0,1.0
M,16,0.1,feat_5m_rv_rate_ratio_1h_4h,0.0015519401417533724,1.0,1.0
M,16,0.1,feat_time_after_long_gap,-0.00012292091340745026,0.4,0.6
M,16,0.1,feat_time_bars_since_segment_start,0.00020753009099584076,0.8,0.8
M,16,0.5,feat_15m_location_32,4.5863388605912285e-05,0.4,0.6
M,16,0.5,feat_15m_oi_log_change_4,0.0027682984420128423,1.0,1.0
M,16,0.5,feat_15m_ret_1,-1.63790739370394e-05,0.4,0.6
M,16,0.5,feat_15m_ret_16,-1.9557014183949604e-05,0.6,0.6
M,16,0.5,feat_15m_ret_4,0.00020257650678521735,0.6,0.6
M,16,0.5,feat_15m_ret_8,-8.33509612065438e-05,0.4,0.6
M,16,0.5,feat_15m_volume_ratio_32,0.00028998817762095053,1.0,1.0
M,16,0.5,feat_5m_1h_rv,-0.003202696066692997,0.0,1.0
M,16,0.5,feat_5m_rv_rate_ratio_1h_4h,0.0005433170767835179,1.0,1.0
M,16,0.5,feat_time_after_long_gap,8.082522165691781e-05,1.0,1.0
M,16,0.5,feat_time_bars_since_segment_start,7.466557387679734e-06,0.6,0.6
M,16,0.9,feat_15m_location_32,0.0020968153013807846,0.8,0.8
M,16,0.9,feat_15m_oi_log_change_4,0.0013739734765687334,1.0,1.0
M,16,0.9,feat_15m_ret_1,0.00046719549556200213,1.0,1.0
M,16,0.9,feat_15m_ret_16,-0.0005949131406579606,0.4,0.6
M,16,0.9,feat_15m_ret_4,-0.00036475609497083094,0.2,0.8
M,16,0.9,feat_15m_ret_8,-0.001201748716767318,0.0,1.0
M,16,0.9,feat_15m_volume_ratio_32,-0.0001248154065172083,0.2,0.8
M,16,0.9,feat_5m_1h_rv,0.006907284619328008,1.0,1.0
M,16,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0015224057687348628,0.0,1.0
M,16,0.9,feat_time_after_long_gap,4.338710796078463e-05,0.6,0.6
M,16,0.9,feat_time_bars_since_segment_start,-0.00027745943740576794,0.4,0.6
SC,4,0.1,feat_15m_location_32,-0.00035547916836750165,0.0,1.0
SC,4,0.1,feat_15m_oi_log_change_4,0.000179228308272996,0.4,0.6
SC,4,0.1,feat_15m_ret_1,3.8548987652589207e-05,0.6,0.6
SC,4,0.1,feat_15m_ret_16,-9.259681122404816e-05,0.4,0.6
SC,4,0.1,feat_15m_ret_4,-0.0004934164277671379,0.2,0.8
SC,4,0.1,feat_15m_ret_8,0.0010460754893431199,1.0,1.0
SC,4,0.1,feat_15m_volume_ratio_32,0.00037450067374830535,1.0,1.0
SC,4,0.1,feat_5m_1h_rv,-0.0001224633667385227,0.2,0.8
SC,4,0.1,feat_5m_rv_rate_ratio_1h_4h,-0.0002177639573591429,0.2,0.8
SC,4,0.1,feat_time_after_long_gap,0.00011336897482786882,0.4,0.6
SC,4,0.1,feat_time_bars_since_segment_start,-5.8967580173522966e-05,0.4,0.6
SC,4,0.5,feat_15m_location_32,0.00045901353603441247,1.0,1.0
SC,4,0.5,feat_15m_oi_log_change_4,3.883805861359785e-05,0.6,0.6
SC,4,0.5,feat_15m_ret_1,0.0001104498826959153,0.8,0.8
SC,4,0.5,feat_15m_ret_16,-0.0002689183014210341,0.0,1.0
SC,4,0.5,feat_15m_ret_4,-0.00046438654675439096,0.0,1.0
SC,4,0.5,feat_15m_ret_8,0.00019806278494139407,0.8,0.8
SC,4,0.5,feat_15m_volume_ratio_32,0.00032251228660127044,1.0,1.0
SC,4,0.5,feat_5m_1h_rv,-0.000563238451851937,0.0,1.0
SC,4,0.5,feat_5m_rv_rate_ratio_1h_4h,0.00018261088203345267,1.0,1.0
SC,4,0.5,feat_time_after_long_gap,2.372556661072686e-05,0.6,0.6
SC,4,0.5,feat_time_bars_since_segment_start,0.0001025465218875074,0.8,0.8
SC,4,0.9,feat_15m_location_32,0.0008262229063562554,0.8,0.8
SC,4,0.9,feat_15m_oi_log_change_4,-0.00020819635886433051,0.0,1.0
SC,4,0.9,feat_15m_ret_1,-0.00015185930817725838,0.2,0.8
SC,4,0.9,feat_15m_ret_16,0.0009532874409650734,1.0,1.0
SC,4,0.9,feat_15m_ret_4,0.0002346136425990119,0.8,0.8
SC,4,0.9,feat_15m_ret_8,-0.0013270315058914357,0.0,1.0
SC,4,0.9,feat_15m_volume_ratio_32,0.0007794001558582948,1.0,1.0
SC,4,0.9,feat_5m_1h_rv,-0.0004333869615942371,0.0,1.0
SC,4,0.9,feat_5m_rv_rate_ratio_1h_4h,-7.479798420191466e-05,0.4,0.6
SC,4,0.9,feat_time_after_long_gap,-5.1463622395936207e-05,0.4,0.6
SC,4,0.9,feat_time_bars_since_segment_start,0.000576322808210031,0.8,0.8
SC,8,0.1,feat_15m_location_32,0.0004359056355721015,1.0,1.0
SC,8,0.1,feat_15m_oi_log_change_4,-0.0003189319972566053,0.2,0.8
SC,8,0.1,feat_15m_ret_1,0.0004988875736614724,1.0,1.0
SC,8,0.1,feat_15m_ret_16,-0.0011651115137159423,0.0,1.0
SC,8,0.1,feat_15m_ret_4,-0.0012992975081754876,0.2,0.8
SC,8,0.1,feat_15m_ret_8,0.0005912182429866461,0.8,0.8
SC,8,0.1,feat_15m_volume_ratio_32,0.0009962525916013577,1.0,1.0
SC,8,0.1,feat_5m_1h_rv,-0.0015726970555153693,0.0,1.0
SC,8,0.1,feat_5m_rv_rate_ratio_1h_4h,0.001423771838169275,1.0,1.0
SC,8,0.1,feat_time_after_long_gap,-0.00015166345025441276,0.2,0.8
SC,8,0.1,feat_time_bars_since_segment_start,0.0007298717263531523,1.0,1.0
SC,8,0.5,feat_15m_location_32,0.0015907961040098693,1.0,1.0
SC,8,0.5,feat_15m_oi_log_change_4,0.00010820395787057815,0.6,0.6
SC,8,0.5,feat_15m_ret_1,-2.2234649651988283e-05,0.8,0.8
SC,8,0.5,feat_15m_ret_16,-0.0008925052678078049,0.0,1.0
SC,8,0.5,feat_15m_ret_4,-0.000489932439379616,0.2,0.8
SC,8,0.5,feat_15m_ret_8,0.0004334469415021332,1.0,1.0
SC,8,0.5,feat_15m_volume_ratio_32,3.677327096501019e-05,0.6,0.6
SC,8,0.5,feat_5m_1h_rv,-0.0007453166406146406,0.0,1.0
SC,8,0.5,feat_5m_rv_rate_ratio_1h_4h,0.0006573368568285156,1.0,1.0
SC,8,0.5,feat_time_after_long_gap,5.100750601528006e-05,0.4,0.6
SC,8,0.5,feat_time_bars_since_segment_start,5.972676658256491e-05,0.6,0.6
SC,8,0.9,feat_15m_location_32,0.0026832712153389707,1.0,1.0
SC,8,0.9,feat_15m_oi_log_change_4,-0.0004567468698492137,0.0,1.0
SC,8,0.9,feat_15m_ret_1,-0.0004337692132628846,0.0,1.0
SC,8,0.9,feat_15m_ret_16,0.002735658852803853,1.0,1.0
SC,8,0.9,feat_15m_ret_4,-0.0004388152801369831,0.2,0.8
SC,8,0.9,feat_15m_ret_8,-0.002730653397523553,0.0,1.0
SC,8,0.9,feat_15m_volume_ratio_32,0.0001143125293024236,0.6,0.6
SC,8,0.9,feat_5m_1h_rv,-0.001198952934640984,0.2,0.8
SC,8,0.9,feat_5m_rv_rate_ratio_1h_4h,0.0006714615757065208,0.8,0.8
SC,8,0.9,feat_time_after_long_gap,0.0005960546875791829,1.0,1.0
SC,8,0.9,feat_time_bars_since_segment_start,0.0006528810773192137,0.8,0.8
SC,16,0.1,feat_15m_location_32,0.004321965441966882,1.0,1.0
SC,16,0.1,feat_15m_oi_log_change_4,0.0010285224891117615,1.0,1.0
SC,16,0.1,feat_15m_ret_1,-8.77615889741997e-06,0.4,0.6
SC,16,0.1,feat_15m_ret_16,-0.005442785520515782,0.0,1.0
SC,16,0.1,feat_15m_ret_4,-0.001113048513847349,0.2,0.8
SC,16,0.1,feat_15m_ret_8,0.0022812072054257475,1.0,1.0
SC,16,0.1,feat_15m_volume_ratio_32,0.0007390642982133671,1.0,1.0
SC,16,0.1,feat_5m_1h_rv,-0.0004244583944841893,0.4,0.6
SC,16,0.1,feat_5m_rv_rate_ratio_1h_4h,-0.0013097347192352045,0.0,1.0
SC,16,0.1,feat_time_after_long_gap,-0.00030060747291706655,0.2,0.8
SC,16,0.1,feat_time_bars_since_segment_start,0.0003355159200781173,0.8,0.8
SC,16,0.5,feat_15m_location_32,0.003470619428010501,1.0,1.0
SC,16,0.5,feat_15m_oi_log_change_4,0.00014555022992677316,0.8,0.8
SC,16,0.5,feat_15m_ret_1,-0.0003402750547085777,0.0,1.0
SC,16,0.5,feat_15m_ret_16,-0.0009910893368557296,0.2,0.8
SC,16,0.5,feat_15m_ret_4,-0.001121719817833132,0.0,1.0
SC,16,0.5,feat_15m_ret_8,-0.0005414252760836652,0.0,1.0
SC,16,0.5,feat_15m_volume_ratio_32,5.333518728564331e-05,0.4,0.6
SC,16,0.5,feat_5m_1h_rv,-0.0015888788403346915,0.0,1.0
SC,16,0.5,feat_5m_rv_rate_ratio_1h_4h,0.00045314735829008986,0.8,0.8
SC,16,0.5,feat_time_after_long_gap,2.8045202110257417e-05,0.8,0.8
SC,16,0.5,feat_time_bars_since_segment_start,-0.00045956264805601266,0.2,0.8
SC,16,0.9,feat_15m_location_32,0.0015351752000073383,0.6,0.6
SC,16,0.9,feat_15m_oi_log_change_4,-0.0011661002292579418,0.0,1.0
SC,16,0.9,feat_15m_ret_1,5.223242544047983e-05,0.6,0.6
SC,16,0.9,feat_15m_ret_16,0.003361601535930378,0.8,0.8
