n_events,mean_signed_return,median_signed_return,win_rate,mean_mfe,mean_mae,instrument,horizon,strategy,opportunity,fold
416,-7.608092372320931e-05,3.570568623612047e-05,0.5144230769230769,0.000995930721190068,-0.0011100686830247185,AU,H5,FADE,ALL,1
204,-0.00020493463311843814,-3.7202515142165105e-05,0.4852941176470588,0.0012775899194569968,-0.001512537790668735,AU,H5,FADE,TOP30,1
416,1.6614083074167202e-05,-8.657996701022519e-06,0.4951923076923077,0.0014249509603781604,-0.0011361905588571724,AU,H5,FOLLOW,ALL,2
270,-1.48010279866419e-05,1.867478703321268e-05,0.5037037037037037,0.001669971200195798,-0.0013634884678275687,AU,H5,FOLLOW,TOP30,2
416,-1.6614083074167202e-05,8.657996701022519e-06,0.5,0.0011361905588571724,-0.0014249509603781604,AU,H5,FADE,ALL,2
270,1.48010279866419e-05,-1.867478703321268e-05,0.4962962962962963,0.0013634884678275687,-0.001669971200195798,AU,H5,FADE,TOP30,2
416,-7.55471738272131e-05,-8.744901551854811e-05,0.4543269230769231,0.000861428470829227,-0.0008373991700350816,AU,H5,FOLLOW,ALL,3
187,-0.00016071068086605193,-0.00017443010819873095,0.47058823529411764,0.0010163952899321289,-0.0011204940910826567,AU,H5,FOLLOW,TOP30,3
416,7.55471738272131e-05,8.744901551854811e-05,0.5360576923076923,0.0008373991700350816,-0.000861428470829227,AU,H5,FADE,ALL,3
187,0.00016071068086605193,0.00017443010819873095,0.5240641711229946,0.0011204940910826567,-0.0010163952899321289,AU,H5,FADE,TOP30,3
416,-4.9353351176453145e-05,-6.209240522037085e-05,0.4519230769230769,0.0007909260431075704,-0.000736097892820307,AU,H5,FOLLOW,ALL,4
193,-7.968175008429849e-06,0.0,0.49740932642487046,0.0010207174928998943,-0.0009003552426302505,AU,H5,FOLLOW,TOP30,4
416,4.9353351176453145e-05,6.209240522037085e-05,0.5408653846153846,0.000736097892820307,-0.0007909260431075704,AU,H5,FADE,ALL,4
193,7.968175008429849e-06,0.0,0.49222797927461137,0.0009003552426302505,-0.0010207174928998943,AU,H5,FADE,TOP30,4
416,-1.8191670145725437e-05,-8.987520057346376e-05,0.4639423076923077,0.000754617681259878,-0.0007017224746124089,AU,H5,FOLLOW,ALL,5
192,-3.597578533250564e-05,-8.987520057346376e-05,0.4635416666666667,0.0009130451078090887,-0.0008650490106128656,AU,H5,FOLLOW,TOP30,5
416,1.8191670145725437e-05,8.987520057346376e-05,0.5240384615384616,0.0007017224746124089,-0.000754617681259878,AU,H5,FADE,ALL,5
192,3.597578533250564e-05,8.987520057346376e-05,0.5208333333333334,0.0008650490106128656,-0.0009130451078090887,AU,H5,FADE,TOP30,5
415,3.276864823762892e-05,-1.9935404427462444e-05,0.4891566265060241,0.0007512675522556758,-0.0006542796572986488,AU,H5,FOLLOW,ALL,6
172,3.3591675039807774e-05,-2.0435102262184035e-05,0.48255813953488375,0.0008387145832144639,-0.0007634952580014035,AU,H5,FOLLOW,TOP30,6
415,-3.276864823762892e-05,1.9935404427462444e-05,0.5036144578313253,0.0006542796572986488,-0.0007512675522556758,AU,H5,FADE,ALL,6
172,-3.3591675039807774e-05,2.0435102262184035e-05,0.5058139534883721,0.0007634952580014035,-0.0008387145832144639,AU,H5,FADE,TOP30,6
416,-1.0763153193384165e-05,-0.0001652054068155273,0.43509615384615385,0.0011694276945147667,-0.0010707083213923187,AU,H15,FOLLOW,ALL,0
145,7.032907749629177e-05,0.0,0.4896551724137931,0.0011553689797393827,-0.001105430799046505,AU,H15,FOLLOW,TOP30,0
416,1.0763153193384165e-05,0.0001652054068155273,0.5480769230769231,0.0010707083213923187,-0.0011694276945147667,AU,H15,FADE,ALL,0
145,-7.032907749629177e-05,0.0,0.4896551724137931,0.001105430799046505,-0.0011553689797393827,AU,H15,FADE,TOP30,0
416,0.00031433264990200587,3.6227482611284056e-05,0.5072115384615384,0.002163154808445995,-0.0016349049072388567,AU,H15,FOLLOW,ALL,1
205,0.0006015895855741119,0.0,0.4878048780487805,0.003078994869484415,-0.0020977359765979287,AU,H15,FOLLOW,TOP30,1
416,-0.00031433264990200587,-3.6227482611284056e-05,0.4831730769230769,0.0016349049072388567,-0.002163154808445995,AU,H15,FADE,ALL,1
205,-0.0006015895855741119,0.0,0.4926829268292683,0.0020977359765979287,-0.003078994869484415,AU,H15,FADE,TOP30,1
416,1.1698669317118446e-05,-0.0002119783686939103,0.4639423076923077,0.002417239974193736,-0.0020523253806007473,AU,H15,FOLLOW,ALL,2
270,-2.6659552519051158e-05,-0.00028547956849472866,0.4703703703703704,0.002897679464369741,-0.0024761080032594954,AU,H15,FOLLOW,TOP30,2
416,-1.1698669317118446e-05,0.0002119783686939103,0.5288461538461539,0.0020523253806007473,-0.002417239974193736,AU,H15,FADE,ALL,2
270,2.6659552519051158e-05,0.00028547956849472866,0.5296296296296297,0.0024761080032594954,-0.002897679464369741,AU,H15,FADE,TOP30,2
416,-0.0001967620555663447,-0.0001434260856636449,0.4182692307692308,0.001350868370336285,-0.001377069366241549,AU,H15,FOLLOW,ALL,3
185,-0.00034686452607352725,-0.00043830012601131507,0.41621621621621624,0.0015631239797161418,-0.0017540593092776348,AU,H15,FOLLOW,TOP30,3
416,0.0001967620555663447,0.0001434260856636449,0.5649038461538461,0.001377069366241549,-0.001350868370336285,AU,H15,FADE,ALL,3
185,0.00034686452607352725,0.00043830012601131507,0.5783783783783784,0.0017540593092776348,-0.0015631239797161418,AU,H15,FADE,TOP30,3
416,-0.00020508027224652725,-0.00023241935908735467,0.39903846153846156,0.0012554509488292612,-0.0012958165000279281,AU,H15,FOLLOW,ALL,4
195,-0.0003676921120809594,-0.00036589825757871175,0.35384615384615387,0.0015451581150759967,-0.00165111939500698,AU,H15,FOLLOW,TOP30,4
416,0.00020508027224652725,0.00023241935908735467,0.5913461538461539,0.0012958165000279281,-0.0012554509488292612,AU,H15,FADE,ALL,4
195,0.0003676921120809594,0.00036589825757871175,0.6358974358974359,0.00165111939500698,-0.0015451581150759967,AU,H15,FADE,TOP30,4
416,0.0001165413999767485,0.0,0.49759615384615385,0.001343066859820672,-0.0011089894336868307,AU,H15,FOLLOW,ALL,5
192,5.503798331080804e-05,-8.992826968717837e-05,0.4739583333333333,0.0016096692676317627,-0.001366095581454975,AU,H15,FOLLOW,TOP30,5
416,-0.0001165413999767485,0.0,0.49278846153846156,0.0011089894336868307,-0.001343066859820672,AU,H15,FADE,ALL,5
192,-5.503798331080804e-05,8.992826968717837e-05,0.5260416666666666,0.001366095581454975,-0.0016096692676317627,AU,H15,FADE,TOP30,5
413,6.832734866886482e-05,-3.9985480881798985e-05,0.4939467312348668,0.0012941168781461002,-0.001130138330757017,AU,H15,FOLLOW,ALL,6
172,1.150828191202718e-05,-5.3135337247101067e-05,0.47674418604651164,0.001415783879942329,-0.0012733798280952528,AU,H15,FOLLOW,TOP30,6
413,-6.832734866886482e-05,3.9985480881798985e-05,0.5060532687651331,0.001130138330757017,-0.0012941168781461002,AU,H15,FADE,ALL,6
172,-1.150828191202718e-05,5.3135337247101067e-05,0.5232558139534884,0.0012733798280952528,-0.001415783879942329,AU,H15,FADE,TOP30,6
273,-2.4929939549791397e-05,-0.00010602205258691821,0.42857142857142855,0.0009056611024308253,-0.0008834763519021306,CU,H5,FOLLOW,ALL,0
