group,horizon,features,stratum,learner,instrument_count,median_auc,positive_share_auc,median_brier_skill,positive_share_brier_skill,median_logloss_skill,positive_share_logloss_skill,median_return_spread,positive_share_return_spread,median_calibration_slope,positive_share_calibration_slope
EX_I_7,H30,P1,TOP50,gbr,7,0.5110375130949371,1.0,-0.006299991141510919,0.0,-0.004987555701652768,0.0,2.633283308814974e-05,0.5714285714285714,0.03717862347867276,0.8571428571428571
EX_I_7,H30,P1,TOP50,logistic,7,0.5079607655336502,1.0,-0.0031844636675630866,0.0,-0.002745687033379074,0.0,-0.000303605320985477,0.14285714285714285,0.017738355554693372,0.5714285714285714
EX_I_7,H30,P2,ALL,gbr,7,0.5122684525895713,1.0,-0.006953429811132006,0.0,-0.005190499212073041,0.0,4.8038071028416875e-06,0.5714285714285714,0.05436948708796079,1.0
EX_I_7,H30,P2,ALL,logistic,7,0.5022783835098412,1.0,-0.0040372015679321915,0.14285714285714285,-0.0030586768502689488,0.14285714285714285,-8.648797678197467e-05,0.2857142857142857,0.02115301788662941,0.7142857142857143
EX_I_7,H30,P2,TOP20,gbr,7,0.5108919115757833,1.0,-0.022479774072103442,0.0,-0.018670102939138067,0.0,5.805591862193644e-06,0.5714285714285714,0.03795241281950275,0.7142857142857143
EX_I_7,H30,P2,TOP20,logistic,7,0.5075720109097924,1.0,-0.014929923563059555,0.0,-0.013405149469291056,0.0,-0.00016132045927457237,0.2857142857142857,0.024517753747037827,0.5714285714285714
EX_I_7,H30,P2,TOP30,gbr,7,0.5157986945912206,1.0,-0.012970127267634801,0.0,-0.010043856050666378,0.0,-0.0002537917935641069,0.2857142857142857,0.03952442218835511,0.7142857142857143
EX_I_7,H30,P2,TOP30,logistic,7,0.5086227915377708,1.0,-0.009165136162533338,0.14285714285714285,-0.008487979433974502,0.14285714285714285,-0.0002598630265011367,0.42857142857142855,0.024545652727452825,0.5714285714285714
EX_I_7,H30,P2,TOP50,gbr,7,0.5078151482315023,1.0,-0.012872067669746245,0.0,-0.010187883021907984,0.0,-0.0001852520191383124,0.42857142857142855,0.03804811402233656,0.8571428571428571
EX_I_7,H30,P2,TOP50,logistic,7,0.5012141924369982,1.0,-0.008681939257277005,0.14285714285714285,-0.007943763517267888,0.14285714285714285,-0.00016384548858528437,0.2857142857142857,0.02029479144282826,0.5714285714285714
EX_I_7,H30,P3,ALL,gbr,7,0.5086088022144066,1.0,-0.004945361405891635,0.0,-0.0037348025754662117,0.0,-9.340419486123471e-05,0.42857142857142855,0.05563712794876571,1.0
EX_I_7,H30,P3,ALL,logistic,7,0.5014341975954382,1.0,-0.004355311166459597,0.14285714285714285,-0.003224626889296367,0.14285714285714285,-7.930236370171673e-05,0.14285714285714285,0.014902692552756652,0.5714285714285714
EX_I_7,H30,P3,TOP20,gbr,7,0.5123285997684606,1.0,-0.02210219572419181,0.0,-0.017269658746011496,0.0,-4.197269057283845e-05,0.42857142857142855,0.028665671173606844,0.5714285714285714
EX_I_7,H30,P3,TOP20,logistic,7,0.5066817770322443,1.0,-0.01817091362520018,0.0,-0.016258134720379847,0.0,-0.00020374382579808344,0.2857142857142857,0.02331939503958027,0.5714285714285714
EX_I_7,H30,P3,TOP30,gbr,7,0.510566017529203,1.0,-0.01137390474272193,0.0,-0.009731052423910924,0.0,-3.798805559252378e-05,0.42857142857142855,0.0263759550081099,0.7142857142857143
EX_I_7,H30,P3,TOP30,logistic,7,0.5062332364080804,1.0,-0.010573268431604665,0.14285714285714285,-0.009656074216337407,0.0,-0.000121112325101918,0.42857142857142855,0.020916541076398166,0.5714285714285714
EX_I_7,H30,P3,TOP50,gbr,7,0.5064506155867168,1.0,-0.01320406590708334,0.0,-0.010413464343196788,0.0,-9.23365384981189e-05,0.42857142857142855,0.03489660842571706,0.7142857142857143
EX_I_7,H30,P3,TOP50,logistic,7,0.5012936088204906,1.0,-0.009826509475494793,0.0,-0.008693942817471267,0.0,-0.00022694845397971762,0.2857142857142857,0.016619213884470175,0.5714285714285714
EX_I_7,H5,P0,ALL,gbr,7,0.5177687855806049,1.0,-0.0009529399238403791,0.14285714285714285,-0.000725102594349325,0.14285714285714285,5.662376029574297e-06,0.5714285714285714,0.1169551488506965,1.0
EX_I_7,H5,P0,ALL,logistic,7,0.5152505051539091,1.0,-0.0007562762030628445,0.2857142857142857,-0.0008413191131855235,0.2857142857142857,2.689719047134454e-05,1.0,0.08070341377204354,1.0
EX_I_7,H5,P0,TOP20,gbr,7,0.5115365096783269,1.0,-0.006302214937953687,0.0,-0.004715693472644,0.0,1.3774073632986116e-05,0.7142857142857143,0.05201311256675542,0.8571428571428571
EX_I_7,H5,P0,TOP20,logistic,7,0.5089481599527133,1.0,-0.0019718595988493792,0.2857142857142857,-0.00229866734565376,0.2857142857142857,5.8832668546964e-05,0.7142857142857143,0.0737904046424474,0.5714285714285714
EX_I_7,H5,P0,TOP30,gbr,7,0.5100539103460635,1.0,-0.004738620770929236,0.0,-0.00374392222493114,0.0,-1.3025323373194517e-05,0.2857142857142857,0.04596656859777689,0.8571428571428571
EX_I_7,H5,P0,TOP30,logistic,7,0.5174619220818676,1.0,-0.0013570437740069163,0.2857142857142857,-0.0012470663308539187,0.2857142857142857,5.18419421568845e-05,0.7142857142857143,0.08012770098587911,0.5714285714285714
EX_I_7,H5,P0,TOP50,gbr,7,0.516544714608623,1.0,-0.002543711758688394,0.0,-0.0018626619127020128,0.0,1.7939939422299397e-05,0.7142857142857143,0.08200408268671103,1.0
EX_I_7,H5,P0,TOP50,logistic,7,0.5123298243311603,1.0,-0.0007853950200142901,0.2857142857142857,-0.0012169313956431616,0.2857142857142857,2.4326768495280694e-05,0.7142857142857143,0.09404074210503732,0.7142857142857143
EX_I_7,H5,P1,ALL,gbr,7,0.5241694397389753,1.0,5.146243350573343e-06,0.5714285714285714,-2.984718870924219e-05,0.42857142857142855,1.5744778439192198e-06,0.5714285714285714,0.13901120989764656,1.0
EX_I_7,H5,P1,ALL,logistic,7,0.5221809603206091,1.0,-0.0018179806964979672,0.42857142857142855,-0.0013768632279993476,0.42857142857142855,-9.773543142324888e-07,0.42857142857142855,0.11296389728635524,1.0
EX_I_7,H5,P1,TOP20,gbr,7,0.5161492311276794,1.0,-0.013670227058153905,0.0,-0.010637222634767074,0.0,-9.77258011888178e-06,0.42857142857142855,0.043343450464925506,0.8571428571428571
EX_I_7,H5,P1,TOP20,logistic,7,0.5151502795899348,1.0,-0.006121263424988532,0.14285714285714285,-0.004505269508867649,0.14285714285714285,2.8321736091437232e-05,0.5714285714285714,0.03615276684962915,0.5714285714285714
EX_I_7,H5,P1,TOP30,gbr,7,0.5209760562795501,1.0,-0.00488108899554196,0.0,-0.003883158106898099,0.0,1.337325057676438e-05,0.7142857142857143,0.07510139933478133,1.0
EX_I_7,H5,P1,TOP30,logistic,7,0.5160803348539815,1.0,-0.0042964338954707415,0.14285714285714285,-0.0032085701269517486,0.14285714285714285,-3.555093161556099e-05,0.2857142857142857,0.05861278392122371,0.7142857142857143
EX_I_7,H5,P1,TOP50,gbr,7,0.5153972258307427,1.0,-0.0028100635364454174,0.0,-0.002161494851547374,0.0,9.909780230138828e-06,0.5714285714285714,0.07200629934716006,1.0
EX_I_7,H5,P1,TOP50,logistic,7,0.5199639208179985,1.0,-0.0027873201315193885,0.2857142857142857,-0.002075915044104759,0.14285714285714285,-3.068569628974078e-06,0.42857142857142855,0.0600942659691024,0.8571428571428571
EX_I_7,H5,P2,ALL,gbr,7,0.5261623139309783,1.0,0.00042118669480961657,0.5714285714285714,0.00011964350116966394,0.5714285714285714,-1.9841406587463095e-05,0.42857142857142855,0.13895238714783148,1.0
EX_I_7,H5,P2,ALL,logistic,7,0.5230690442225432,1.0,-0.0009918532083337261,0.42857142857142855,-0.0008893478390312737,0.2857142857142857,2.9965707531491147e-05,0.5714285714285714,0.12023337441367073,1.0
EX_I_7,H5,P2,TOP20,gbr,7,0.5254891715127489,1.0,-0.013820934143149222,0.14285714285714285,-0.01063862467506893,0.14285714285714285,2.596350347856095e-05,0.7142857142857143,0.0504638908009064,0.8571428571428571
EX_I_7,H5,P2,TOP20,logistic,7,0.5216138406865034,1.0,-0.007349073806559803,0.0,-0.006834397526629177,0.0,4.475810652201328e-05,0.7142857142857143,0.06955169174765481,0.8571428571428571
EX_I_7,H5,P2,TOP30,gbr,7,0.5261348467287479,1.0,-0.005511310386020707,0.14285714285714285,-0.004614959731446433,0.14285714285714285,3.658867384837435e-05,0.5714285714285714,0.09041995529003526,0.8571428571428571
EX_I_7,H5,P2,TOP30,logistic,7,0.5213029055593301,1.0,-0.00495373927696674,0.14285714285714285,-0.00362379644494748,0.14285714285714285,5.382032427638921e-05,0.7142857142857143,0.053247638280264,0.7142857142857143
EX_I_7,H5,P2,TOP50,gbr,7,0.5285828994612187,1.0,-0.0024705029020444247,0.14285714285714285,-0.0018432025457311152,0.14285714285714285,1.8768353968657357e-05,0.5714285714285714,0.08961145676573162,1.0
EX_I_7,H5,P2,TOP50,logistic,7,0.5212359088216542,1.0,-0.0021684983575138705,0.2857142857142857,-0.0015951656273671677,0.2857142857142857,2.6818055241703203e-05,0.5714285714285714,0.06939124984295446,1.0
EX_I_7,H5,P3,ALL,gbr,7,0.528587345662886,1.0,0.0007505614053331389,0.7142857142857143,0.00036880712501585755,0.7142857142857143,1.5635022336493757e-05,0.7142857142857143,0.14384320006335952,1.0
EX_I_7,H5,P3,ALL,logistic,7,0.5266738193635228,1.0,-0.0008473439081984058,0.2857142857142857,-0.0006521713063356582,0.2857142857142857,2.149380172762821e-05,0.7142857142857143,0.12680150895841835,1.0
EX_I_7,H5,P3,TOP20,gbr,7,0.5257493531268616,1.0,-0.011325703114130503,0.0,-0.008567628400156346,0.0,4.013971628163378e-05,0.8571428571428571,0.058922511837050155,1.0
EX_I_7,H5,P3,TOP20,logistic,7,0.5238741617990645,1.0,-0.008756354351483031,0.0,-0.006866100137822073,0.0,4.3639753738202515e-05,0.8571428571428571,0.06000531016347226,0.8571428571428571
EX_I_7,H5,P3,TOP30,gbr,7,0.5222780587693063,1.0,-0.004281538402366003,0.0,-0.0037042006004268657,0.0,7.493965287570361e-05,0.7142857142857143,0.09469315136215445,1.0
EX_I_7,H5,P3,TOP30,logistic,7,0.5239175472970803,1.0,-0.005520530937538126,0.0,-0.004144693524031462,0.0,3.4208783077539216e-05,0.7142857142857143,0.04727045889533155,0.8571428571428571
EX_I_7,H5,P3,TOP50,gbr,7,0.5278476798224674,1.0,-0.0014492988325003342,0.14285714285714285,-0.0013097802574657536,0.14285714285714285,7.873396465393997e-05,0.7142857142857143,0.10653284118682249,1.0
EX_I_7,H5,P3,TOP50,logistic,7,0.5242402831512851,1.0,-0.002148221681235407,0.14285714285714285,-0.0016101837460351653,0.14285714285714285,3.06636538915843e-05,0.7142857142857143,0.07859823211276326,1.0
