instrument,horizon,features,stratum,learner,n,up_rate,auc,brier_skill,logloss_skill,calibration_slope,return_spread,mfe_up_top20,folds_evaluated
CU,H15,P1,ALL,logistic,12761,0.492046077893582,0.5079107916128159,-0.001425961630501682,-0.0010619710199168964,-0.03994463834711017,-0.00012208963389228,0.0014328047882709004,7
CU,H15,P1,ALL,gbr,12761,0.492046077893582,0.516280791591686,-0.002207894227331808,-0.0016697118500701436,0.07470375927537222,8.8208788656587e-05,0.001636165644183991,7
CU,H15,P1,TOP50,logistic,9649,0.4960099492175355,0.4933116837193683,-0.003259112422968169,-0.002387385081357163,-0.12121315356900556,-0.0001352029264080987,0.0016324514765171118,7
CU,H15,P1,TOP50,gbr,9649,0.4960099492175355,0.5077772633337742,-0.005352108561449853,-0.003967412818839389,0.037233669158302125,1.8661077432157992e-05,0.0017341428211201894,7
CU,H15,P1,TOP30,logistic,5988,0.4921509686038744,0.48872356049720667,-0.005224018044291956,-0.003904705786210716,-0.1041452597509218,-0.00010498545104158011,0.0022012744505577834,7
CU,H15,P1,TOP30,gbr,5988,0.4921509686038744,0.5139728762896227,-0.008637366087321574,-0.006478841858987172,0.024925997774501527,0.00017763503770037637,0.0020633105286615378,7
CU,H15,P1,TOP20,logistic,4305,0.4924506387921022,0.49538987953888,-0.00853112774608511,-0.006676533412321772,-0.036574076772859655,-3.755932409058126e-06,0.0024644534647269983,7
CU,H15,P1,TOP20,gbr,4305,0.4924506387921022,0.5018702776218643,-0.01769213175450446,-0.013260434729449377,-0.004012877838560277,0.00011128781025758143,0.0022195942106271044,7
CU,H15,P2,ALL,logistic,11970,0.49122807017543857,0.5194758051003653,0.00022149086839606813,0.00013745693025024597,0.14155987146015847,0.0001648495935805725,0.0012555695202263709,7
CU,H15,P2,ALL,gbr,11970,0.49122807017543857,0.5140232817264837,-0.0017357621663489642,-0.00129702501612039,0.08924283095961101,9.942536069353613e-05,0.0015741009621855152,7
CU,H15,P2,TOP50,logistic,8975,0.4961559888579387,0.5140953730411284,-0.001987486704482455,-0.0015374300813046915,0.0809570100189559,0.00020038622483446088,0.0014073499787225516,7
CU,H15,P2,TOP50,gbr,8975,0.4961559888579387,0.506980643971986,-0.00487514299263303,-0.0036015034469374374,0.04805022534137654,5.619339015223953e-05,0.0016033690389644752,7
