instrument,horizon,features,stratum,learner,n,up_rate,auc,brier_skill,logloss_skill,calibration_slope,return_spread,mfe_up_top20,folds_evaluated
CU,H15,P2,TOP30,logistic,5596,0.49249463902787705,0.5158071250434391,-0.0037133507638333896,-0.003201243117664676,0.06528558610216598,0.0003033834250512116,0.0018607948437027399,7
CU,H15,P2,TOP30,gbr,5596,0.49249463902787705,0.5141573315071853,-0.0069989517794473155,-0.005265505893614186,0.04929795464125911,0.0001236403929586714,0.00199553479542387,7
CU,H15,P2,TOP20,logistic,4037,0.4914540500371563,0.5192018368084471,-0.0065042634699252755,-0.005435685319275629,0.061772645324215815,0.0004342454033221774,0.002176414526023372,7
CU,H15,P2,TOP20,gbr,4037,0.4914540500371563,0.5046833508791226,-0.01610973266982141,-0.012124046900866992,0.02191082427837308,-1.1708660023354713e-05,0.002130585301126998,7
CU,H15,P3,ALL,logistic,11963,0.4915990972164173,0.5188587686249718,2.578411737208519e-05,-1.182652968001463e-05,0.1326205310504263,0.00018447331132912263,0.00122663053633732,7
CU,H15,P3,ALL,gbr,11963,0.4915990972164173,0.5156877852705202,-0.001459206498737764,-0.0010956296676596367,0.09419757231560581,9.020505593381423e-05,0.0015211476171239139,7
CU,H15,P3,TOP50,logistic,8974,0.49699130822375753,0.5137272481626669,-0.002355537307952904,-0.0018308118815741903,0.07428835221835359,0.00017670887289736106,0.0013914316168196369,7
CU,H15,P3,TOP50,gbr,8974,0.49699130822375753,0.5073487863368772,-0.005099529253135504,-0.00376448398565965,0.04458215277734857,8.846788959111111e-05,0.0016470621319604696,7
CU,H15,P3,TOP30,logistic,5591,0.49329279198712217,0.5143100058437964,-0.004970130129050343,-0.004293303295900053,0.05249886677363223,0.00032550271693594624,0.0018143084153051784,7
CU,H15,P3,TOP30,gbr,5591,0.49329279198712217,0.5165041171503263,-0.006039605954133664,-0.004552234444321401,0.05841606888809314,0.0001898508807668837,0.001974126917835789,7
CU,H15,P3,TOP20,logistic,4034,0.492563212692117,0.5188775895297941,-0.007583521944086069,-0.0064698631109347815,0.05656283692321602,0.00040216463642379116,0.0021226293648484297,7
CU,H15,P3,TOP20,gbr,4034,0.492563212692117,0.5105112886915907,-0.01242509127743352,-0.009340912877790153,0.03868761042842007,0.00020202130633079906,0.002109915351300826,7
CU,H30,P0,ALL,logistic,14342,0.49428252684423374,0.508553302044944,0.0002434717798998065,0.00017719145123218372,0.21458918041803934,-6.833714397146696e-05,0.0019600734966476957,7
CU,H30,P0,ALL,gbr,14342,0.49428252684423374,0.5076094127496035,-0.0015973240511446551,-0.001187984438055123,0.05511582254601259,9.365631794765132e-05,0.0022123653204798263,7
CU,H30,P0,TOP50,logistic,10786,0.4990728722417949,0.5029456736336095,-0.0003171936487311733,-0.00022703757929631863,0.10900107349874036,-0.00012578572446861696,0.0021131878848455374,7
CU,H30,P0,TOP50,gbr,10786,0.4990728722417949,0.4997555042404422,-0.0035780210527069922,-0.002604282114505141,0.0020054320362079877,7.775754748369279e-05,0.0021803281025989207,7
CU,H30,P0,TOP30,logistic,6708,0.49672033392963627,0.511821894041977,0.0003907797934662449,0.00028353157815075303,0.21904427183566508,-0.00018335750424602827,0.0029934475295852474,7
CU,H30,P0,TOP30,gbr,6708,0.49672033392963627,0.4959593582693741,-0.007010210959489838,-0.0051115328663253745,-0.02904017820021589,8.441023872227783e-05,0.0024263943794700224,7
CU,H30,P0,TOP20,logistic,4820,0.49896265560165975,0.5099904873817918,-0.0009721167290173138,-0.0007149269259840718,0.10148459796364588,-0.0002622647614847787,0.003101002922797578,7
CU,H30,P0,TOP20,gbr,4820,0.49896265560165975,0.4982849739371479,-0.011496048781646895,-0.008418731125222845,-0.0028847261818981647,-0.00027491936142661237,0.0027095184603602883,7
CU,H30,P1,ALL,logistic,10387,0.49783383074997595,0.5082675933978191,-0.00028406755933585437,-0.0002134949250101048,0.049444969797193275,-0.00027522364023821087,0.0019832507021914935,7
CU,H30,P1,ALL,gbr,10387,0.49783383074997595,0.5175380810632207,-0.000983119993792636,-0.0007701987509094455,0.10339528723041191,0.0002095105696284213,0.0021403434912144574,7
CU,H30,P1,TOP50,logistic,7686,0.5045537340619308,0.5079607655336502,-0.0017897913931272935,-0.0013295817239313834,-0.01318878861034495,-0.00023928603313704146,0.0021123508098184573,7
CU,H30,P1,TOP50,gbr,7686,0.5045537340619308,0.513513663588179,-0.003999591668571334,-0.002986918622300383,0.06409667215791003,0.00017058579502987405,0.002202539785088479,7
CU,H30,P1,TOP30,logistic,4797,0.5069835313737753,0.5042509319016357,-0.0013185029438036455,-0.0009700426367775794,0.02068487622411608,-0.00038713882896489844,0.0029573646962282834,7
CU,H30,P1,TOP30,gbr,4797,0.5069835313737753,0.5198690643429398,-0.006009799801958371,-0.004540131090641886,0.06931317600399008,0.0005004001720248859,0.0027136065500312167,7
CU,H30,P1,TOP20,logistic,3486,0.5060240963855421,0.5002854219504294,-0.0041215771590761285,-0.0030858761743621788,-0.020835548922974914,-0.0005133706507000772,0.0029956985030484946,7
CU,H30,P1,TOP20,gbr,3486,0.5060240963855421,0.5136656869484146,-0.016780072702106352,-0.012859399288816409,0.03440855336085239,0.0005196478054518501,0.0028562605607041647,7
CU,H30,P2,ALL,logistic,9596,0.49822842851187993,0.523320481752906,0.0008790683356399986,0.0006111311619232396,0.15991802983441158,0.0002999645908410148,0.0016597884577723237,7
CU,H30,P2,ALL,gbr,9596,0.49822842851187993,0.5152475085809332,-0.0015952204018077065,-0.0011952767738416803,0.09097385812167413,0.0001936775100270414,0.0020951049550808815,7
CU,H30,P2,TOP50,logistic,7038,0.507104290991759,0.5265050629354453,0.00016957246306581464,4.560108919582362e-05,0.1267822816860802,0.00040392215542568976,0.0018619386402173373,7
CU,H30,P2,TOP50,gbr,7038,0.507104290991759,0.5141423928432765,-0.003322934891967666,-0.0024723003005278077,0.07605357045758854,0.00034371034605127845,0.002229938912725053,7
CU,H30,P2,TOP30,logistic,4415,0.5093997734994338,0.532441626872639,0.001169944761470476,0.0005934197110684103,0.13310988698925197,0.0006252481940129224,0.0024431768250194074,7
CU,H30,P2,TOP30,gbr,4415,0.5093997734994338,0.5203715245146402,-0.005539731077305987,-0.004221224811691515,0.07870603879641914,0.00045363914794032073,0.00255982695705349,7
CU,H30,P2,TOP20,logistic,3218,0.5080795525170914,0.5299912487612072,-0.006574157573408623,-0.006077785317546436,0.07696487949892081,0.0006709956366702031,0.002880065751581425,7
CU,H30,P2,TOP20,gbr,3218,0.5080795525170914,0.5108919115757833,-0.020617195424952328,-0.01609882801036311,0.03795241281950275,0.00014804154663330252,0.0027429362716219186,7
CU,H30,P3,ALL,logistic,9590,0.4985401459854015,0.5210371910821014,0.00030276979321375297,0.0001945929716786754,0.13507576640538282,0.00026715832793802524,0.001667058975604014,7
CU,H30,P3,ALL,gbr,9590,0.4985401459854015,0.5136027020729843,-0.001714253680937361,-0.0012762145850868656,0.08761976330292115,0.00016545365372379363,0.0020588502748892686,7
CU,H30,P3,TOP50,logistic,7032,0.5075369738339022,0.525657741806733,-0.0007629084833877808,-0.0006457101838424073,0.11072804615665208,0.00019502593717431212,0.0018549283360636988,7
CU,H30,P3,TOP50,gbr,7032,0.5075369738339022,0.5139586746882769,-0.003053594520162628,-0.0022594174353927077,0.07644559113764414,0.0003302184528994241,0.0021657243891876313,7
CU,H30,P3,TOP30,logistic,4409,0.5100929916080744,0.5340711097936531,0.00012026388388541864,-0.00028564063880631707,0.11995362358962805,0.00050897511180429,0.0025458105394478817,7
CU,H30,P3,TOP30,gbr,4409,0.5100929916080744,0.5211293496698121,-0.005757485737343249,-0.004379482704712334,0.07657263016671019,0.0001690545325573704,0.0025081075672704414,7
CU,H30,P3,TOP20,logistic,3212,0.5090286425902865,0.5298458925028943,-0.008231777730775214,-0.00737850065629253,0.0716020573031976,0.0006204416679319265,0.0028940704504359653,7
CU,H30,P3,TOP20,gbr,3212,0.5090286425902865,0.5123285997684606,-0.02210219572419181,-0.017269658746011496,0.028665671173606844,0.0003469480926025264,0.00268087529606291,7
AL,H5,P0,ALL,logistic,18305,0.43616498224528816,0.5051177044040605,-0.004931570064693913,-0.003735971338006072,0.026912338958435304,2.6486829131724433e-05,0.0007411568041777049,7
AL,H5,P0,ALL,gbr,18305,0.43616498224528816,0.5212378601306867,-0.0009529399238403791,-0.0007717082075582304,0.13045016006032203,-1.1722538584865326e-05,0.0008922655928141203,7
AL,H5,P0,TOP50,logistic,13913,0.44490764033637603,0.4997752239968021,-0.00672064382006643,-0.005120090456739446,-0.0059039131253426575,4.112312777754379e-05,0.0007447830869071935,7
AL,H5,P0,TOP50,gbr,13913,0.44490764033637603,0.5212604148864447,-0.0017168427783598172,-0.0013734496399935292,0.11587443021985841,2.905698434279132e-05,0.0009155117538364954,7
AL,H5,P0,TOP30,logistic,8891,0.4474187380497132,0.4917892598176599,-0.012347718138900676,-0.009300692513976694,-0.053940713784842075,5.18419421568845e-05,0.0007923742426167251,7
AL,H5,P0,TOP30,gbr,8891,0.4474187380497132,0.5214201976124128,-0.005866113676780582,-0.00462065488515595,0.08095993249045598,-1.4335847242304667e-05,0.0012087712282621212,7
AL,H5,P0,TOP20,logistic,6600,0.45575757575757575,0.49773164286475857,-0.01857219217979167,-0.01416404740998245,-0.022812723533162195,8.864839909053563e-05,0.0008867950570952254,7
AL,H5,P0,TOP20,gbr,6600,0.45575757575757575,0.5202788851111216,-0.010574470220756638,-0.008389261672807402,0.05900078860150679,4.945168577211815e-06,0.0010867051418293212,7
AL,H5,P1,ALL,logistic,14350,0.4326829268292683,0.5110987060499508,-0.008719567317156951,-0.007214606258526546,0.023728801431554265,-2.3703230446541796e-05,0.0008337115786067884,7
AL,H5,P1,ALL,gbr,14350,0.4326829268292683,0.5331442806760512,-0.0001981441418070773,-0.00034609925169482025,0.12954765192039003,1.5744778439192198e-06,0.000951240576717072,7
AL,H5,P1,TOP50,logistic,10568,0.44199470098410293,0.5066384008037499,-0.010122411965326483,-0.008117849051765935,0.005834476814219459,-2.522141922513474e-05,0.0008635839216015722,7
AL,H5,P1,TOP50,gbr,10568,0.44199470098410293,0.528798284777861,-0.0028100635364454174,-0.0023327239382411324,0.10518469663975338,9.909780230138828e-06,0.001043652454718183,7
AL,H5,P1,TOP30,logistic,6919,0.44500650383003326,0.4953100472285374,-0.019006924793339763,-0.015317129988619005,-0.02530454626491219,-3.555093161556099e-05,0.0009804119468988088,7
AL,H5,P1,TOP30,gbr,6919,0.44500650383003326,0.5330846307648587,-0.006364370505508532,-0.005112750893625506,0.09053066969361745,4.1040613215882274e-05,0.0012401219807064042,7
AL,H5,P1,TOP20,logistic,5103,0.4514991181657848,0.5003419965215752,-0.03611862644049468,-0.032162019340313375,-0.003792819928438562,-1.1515091147072073e-05,0.0011026242503012883,7
AL,H5,P1,TOP20,gbr,5103,0.4514991181657848,0.5212039394029614,-0.01870032632497609,-0.014890059981269355,0.05068303124037233,-2.7413894525538708e-05,0.001251021823142285,7
AL,H5,P2,ALL,logistic,13559,0.4311527398775721,0.5095719473221209,-0.010160846779779131,-0.008466753158142382,0.030629629773362654,-3.617287544803904e-05,0.0007223813327212734,7
AL,H5,P2,ALL,gbr,13559,0.4311527398775721,0.5341642434127258,0.00042118669480961657,0.00011964350116966394,0.13895238714783148,-1.9841406587463095e-05,0.0009438294222199072,7
AL,H5,P2,TOP50,logistic,9860,0.44087221095334683,0.5043896078328527,-0.01440642472850251,-0.011809409126514403,0.006021874175334821,-1.1483111597848367e-05,0.0007590670525217897,7
AL,H5,P2,TOP50,gbr,9860,0.44087221095334683,0.5285828994612187,-0.002845372069062213,-0.0023987762571695548,0.10849173381351292,-1.6807861338172055e-05,0.0010344234200038536,7
AL,H5,P2,TOP30,logistic,6593,0.4436523585621113,0.4986869110533233,-0.028177585338704292,-0.02457887628446742,-0.004585859513758273,-1.9531134983121577e-05,0.000899571034701419,7
AL,H5,P2,TOP30,gbr,6593,0.4436523585621113,0.5359144926320499,-0.005511310386020707,-0.004614959731446433,0.09863440655665041,3.658867384837435e-05,0.0011637937272487274,7
AL,H5,P2,TOP20,logistic,4803,0.44805330002082033,0.5090624776509951,-0.0438227882542388,-0.04179962321663644,0.009598050891950443,2.248623552658034e-05,0.0009845663628732023,7
AL,H5,P2,TOP20,gbr,4803,0.44805330002082033,0.5254891715127489,-0.018757742197099025,-0.015473051355712641,0.06069735796276391,1.0919090064076588e-05,0.00119541153287894,7
AL,H5,P3,ALL,logistic,13538,0.4313044762889644,0.5103224349636847,-0.010678250158776326,-0.008953480865295571,0.029305305958500102,-3.656028058174972e-05,0.0007103566405158517,7
AL,H5,P3,ALL,gbr,13538,0.4313044762889644,0.5357283785473481,0.0007505614053331389,0.0003392130840560448,0.14384320006335952,-1.2735188862503404e-05,0.0009433213349398156,7
AL,H5,P3,TOP50,logistic,9844,0.44108086143843966,0.5036684034832776,-0.015749148938394297,-0.013134980750221237,0.0056724190393696436,-1.6008621326794715e-05,0.0007488961415939485,7
AL,H5,P3,TOP50,gbr,9844,0.44108086143843966,0.5310466224668355,-0.0013953827559478604,-0.0013097802574657536,0.11929974125972381,4.262326380891203e-06,0.0010335827411834752,7
AL,H5,P3,TOP30,logistic,6585,0.444039483675019,0.4971427674631594,-0.02915008581398637,-0.02549292591726915,-0.005646827083554212,-3.329011566298973e-05,0.0008817274549338556,7
AL,H5,P3,TOP30,gbr,6585,0.444039483675019,0.5362116810795642,-0.004281538402366003,-0.0037042006004268657,0.1031016377053315,7.493965287570361e-05,0.0011669081416282314,7
AL,H5,P3,TOP20,logistic,4800,0.44875,0.5088262376032637,-0.04581242532066887,-0.04390324543966284,0.010118029459481832,3.616943467821265e-05,0.0009514019869266125,7
AL,H5,P3,TOP20,gbr,4800,0.44875,0.5269195421901351,-0.015574853130859267,-0.012887675325772285,0.06771439252384985,1.955014683990471e-05,0.0012061074344195788,7
AL,H15,P0,ALL,logistic,16716,0.4633883704235463,0.5017367758552549,-0.002856294181072583,-0.0021251917300304513,0.026848875099234712,4.603005740877685e-05,0.0013620827823928267,7
AL,H15,P0,ALL,gbr,16716,0.4633883704235463,0.5088072068555684,-0.0026602924602168176,-0.001950754955731382,0.06645281738188472,-8.437715756474013e-05,0.0015793169405624908,7
AL,H15,P0,TOP50,logistic,12587,0.46969095098117103,0.5014931859532824,-0.0038121355580928995,-0.002936130555669214,0.02445520311765246,1.7988797389695896e-05,0.0014438254829785857,7
AL,H15,P0,TOP50,gbr,12587,0.46969095098117103,0.5135298105041229,-0.003752286179818487,-0.0027612040783004943,0.0727019943081454,-6.820469987007956e-06,0.0017251797901053597,7
AL,H15,P0,TOP30,logistic,8130,0.4744157441574416,0.5002963722807183,-0.007139114865432061,-0.0055575431666612385,0.01877369136002733,5.256404524573127e-05,0.0016867214853047354,7
AL,H15,P0,TOP30,gbr,8130,0.4744157441574416,0.5178546020465675,-0.005008572001692357,-0.0037359601563193845,0.07714237592721483,1.1796911905463305e-05,0.0019183186966514544,7
AL,H15,P0,TOP20,logistic,5942,0.4764389094580949,0.5046729730684104,-0.011387200699956246,-0.008929680980231058,0.02007675714397634,0.00010695965914743583,0.0018966852186581944,7
AL,H15,P0,TOP20,gbr,5942,0.4764389094580949,0.5228115138441197,-0.0070042723558365605,-0.005284389220368668,0.07547817600726507,1.2319996733334495e-05,0.0020008753702794105,7
AL,H15,P1,ALL,logistic,12761,0.4617193009952198,0.5123656273445136,-0.00645991577137961,-0.005384031657293287,0.03166802210056156,-1.7947863263893765e-05,0.0013944832442482147,7
AL,H15,P1,ALL,gbr,12761,0.4617193009952198,0.5203422116365062,-0.0048787402662744395,-0.0038137237335367224,0.07693779217790431,-0.00011730340807688068,0.001577583488807581,7
AL,H15,P1,TOP50,logistic,9185,0.4680457267283615,0.5080322395035752,-0.010585798300654314,-0.008877802653450617,0.012302263507553887,-3.0835133793609654e-06,0.0014925992163944024,7
AL,H15,P1,TOP50,gbr,9185,0.4680457267283615,0.5204533329677046,-0.010886329171373443,-0.008634508695545717,0.05528024398897083,-0.00010124780512069627,0.001611491873895851,7
AL,H15,P1,TOP30,logistic,6211,0.46916760586056994,0.5066231879441991,-0.020591569612574245,-0.018849722271057523,0.005179830389324597,-7.870778010479458e-05,0.0017949604394739492,7
AL,H15,P1,TOP30,gbr,6211,0.46916760586056994,0.5212662912499851,-0.016306610640728136,-0.012940264367734766,0.05142530842508041,-0.00017874829436504967,0.0019149220344526039,7
AL,H15,P1,TOP20,logistic,4466,0.4695476936856247,0.505314130439815,-0.03605446778229737,-0.03515204759581647,0.0037356260991179228,-7.54701058390829e-05,0.001976122840797217,7
AL,H15,P1,TOP20,gbr,4466,0.4695476936856247,0.511464044496218,-0.0335639868239932,-0.026714950090437783,0.02504247516190444,-7.443185457034261e-05,0.0021960340595628325,7
AL,H15,P2,ALL,logistic,11970,0.4608187134502924,0.5092612655906147,-0.008980428589414835,-0.0076521373092712786,0.030311093254581506,-2.273451124861346e-05,0.0012101980639215965,7
AL,H15,P2,ALL,gbr,11970,0.4608187134502924,0.5193156432772521,-0.004400785126195128,-0.0034097120843508133,0.08332385064910577,-8.704712232523913e-05,0.0015508857400928565,7
AL,H15,P2,TOP50,logistic,8479,0.4669182686637575,0.5049599936964506,-0.0159926175438605,-0.013697397319593962,0.011146899498724558,-5.93453854190813e-05,0.0012661523547762435,7
AL,H15,P2,TOP50,gbr,8479,0.4669182686637575,0.5138863338154134,-0.012342941368525207,-0.009588361059612138,0.04677014600029437,-8.178530482177877e-05,0.0016340630224272624,7
AL,H15,P2,TOP30,logistic,5871,0.4668710611480157,0.5118153165806654,-0.022968902237918254,-0.021438020961843218,0.02062480497579631,-1.5294343903184487e-05,0.001540155159707418,7
AL,H15,P2,TOP30,gbr,5871,0.4668710611480157,0.5202845093964215,-0.01658668121407403,-0.013295943616774553,0.05593856131743677,-8.219821286287965e-05,0.0018882361160078207,7
AL,H15,P2,TOP20,logistic,4193,0.4669687574528977,0.519005034128328,-0.03670680752994149,-0.037107628383861835,0.023180566868704525,-1.0232412440720995e-05,0.001638723884252779,7
AL,H15,P2,TOP20,gbr,4193,0.4669687574528977,0.5230481041468147,-0.025779157836618216,-0.020792127815162154,0.05016715835120836,2.9369380242036028e-05,0.002073515532951218,7
AL,H15,P3,ALL,logistic,11956,0.4608564737370358,0.5092014885073426,-0.009433034652416739,-0.008096167679113142,0.026357606112362653,-3.230560247556928e-05,0.0012107686863542058,7
AL,H15,P3,ALL,gbr,11956,0.4608564737370358,0.5178578789136385,-0.004935932233553819,-0.0038386322857193456,0.0779859511794999,-9.367931473477948e-05,0.0015617207565098482,7
AL,H15,P3,TOP50,logistic,8465,0.4668635558180744,0.5045088760674292,-0.01761453839991356,-0.015828778840099034,0.009439542350436854,-7.774896377833577e-05,0.001257635047814089,7
AL,H15,P3,TOP50,gbr,8465,0.4668635558180744,0.5140432419254857,-0.01137056151473903,-0.008824048258508022,0.049209936177154724,-9.129243315391818e-05,0.0016613999762893096,7
AL,H15,P3,TOP30,logistic,5863,0.4666552959235886,0.5131172774570474,-0.026246451666955606,-0.02694809476818838,0.018445814265505463,-9.639012816155838e-07,0.0015409308902773963,7
AL,H15,P3,TOP30,gbr,5863,0.4666552959235886,0.5225590709665113,-0.014591822693753365,-0.011710529116368606,0.061411966259292156,-4.641506044396563e-05,0.0019147662411236966,7
AL,H15,P3,TOP20,logistic,4195,0.46769964243146606,0.5194759544648819,-0.0443139324365025,-0.049242384751959856,0.018108237897122795,9.148456621412945e-05,0.0016890324994516415,7
AL,H15,P3,TOP20,gbr,4195,0.46769964243146606,0.5226868723388811,-0.025202030947909515,-0.02023836440786142,0.04965252359391527,2.650584453952857e-05,0.0020978975490387754,7
AL,H30,P0,ALL,logistic,14342,0.4742016455166643,0.49205842155906576,-0.002865727874428403,-0.0021175997344948794,-0.07863147080464065,-1.5090830292778236e-05,0.0017628103966143096,7
AL,H30,P0,ALL,gbr,14342,0.4742016455166643,0.4964038573155375,-0.004047695470777102,-0.002942124145628666,-0.02070372800930374,-0.00011824938848238107,0.0018690933287619006,7
AL,H30,P0,TOP50,logistic,10628,0.47807677832141515,0.48390852753626334,-0.0032011492012178344,-0.0023494108160793115,-0.10895143363779815,-0.0002609929980335853,0.0015589746262145226,7
AL,H30,P0,TOP50,gbr,10628,0.47807677832141515,0.49408789792135044,-0.006806089863287124,-0.0049745416156923294,-0.015568541010937131,-0.0001529435579752526,0.00212570439527979,7
AL,H30,P0,TOP30,logistic,6975,0.4801433691756272,0.4839954777356134,-0.005242374291992702,-0.0038179958646191725,-0.16039200254133218,0.00010245504891372522,0.0016216205996262777,7
AL,H30,P0,TOP30,gbr,6975,0.4801433691756272,0.4983264261940199,-0.01145216568484786,-0.00845816747343453,0.008482991635130622,-3.966885008847574e-05,0.0024997425753524745,7
AL,H30,P0,TOP20,logistic,4997,0.4780868521112668,0.48682877105444944,-0.0111149860429538,-0.008132971669992717,-0.11781475501866992,4.300230017288342e-05,0.0026597034086722057,7
AL,H30,P0,TOP20,gbr,4997,0.4780868521112668,0.4952798421702743,-0.020575352647687728,-0.01529200564545774,-0.005940881635614753,-0.00011566220132412896,0.0023683963309891246,7
AL,H30,P1,ALL,logistic,10387,0.4762684124386252,0.4998100453037492,-0.006943991089445545,-0.005390682499056165,-0.025461859252669583,-9.47457995661207e-05,0.0017797549147460117,7
AL,H30,P1,ALL,gbr,10387,0.4762684124386252,0.5091676365057849,-0.0070000785278940825,-0.005267592511539743,0.03940248207222571,-7.472395606208151e-05,0.002269720810025251,7
AL,H30,P1,TOP50,logistic,7150,0.481958041958042,0.49308060868769504,-0.008485292976772252,-0.006437098237820349,-0.05364870577662917,-0.0002997849956328013,0.0017457348740418253,7
AL,H30,P1,TOP50,gbr,7150,0.481958041958042,0.504068557278041,-0.012901895604204183,-0.009654439757623257,-0.006155652923796769,-0.00020168906778999208,0.002340132650196109,7
AL,H30,P1,TOP30,logistic,5109,0.48130749657467214,0.4922078310710751,-0.01686953239929556,-0.013521287542449523,-0.0473325542876339,-0.00029917388756254133,0.001998576083941026,7
AL,H30,P1,TOP30,gbr,5109,0.48130749657467214,0.5070507262501247,-0.017723539956701062,-0.013387165240189125,0.00476201796325245,-0.00022628767568690005,0.0027278906443397154,7
AL,H30,P1,TOP20,logistic,3559,0.4762573756673223,0.47503180903186604,-0.03429231997528803,-0.027802081739082052,-0.07164145452376765,-0.0003205609645079894,0.0025630553781812123,7
AL,H30,P1,TOP20,gbr,3559,0.4762573756673223,0.4958618190335118,-0.034827089593698624,-0.026449403965355334,-0.023081465571304235,-0.0004146668125632949,0.0027992867568565833,7
AL,H30,P2,ALL,logistic,9596,0.4768653605669029,0.4995253035062547,-0.008388921957629636,-0.006456973531232091,-0.019375954924852463,-8.648797678197467e-05,0.0015939200256209023,7
AL,H30,P2,ALL,gbr,9596,0.4768653605669029,0.5025958230016995,-0.009005551473333595,-0.006735953645121029,0.017737161232266176,-0.0001762129553744607,0.002211929603374005,7
AL,H30,P2,TOP50,logistic,6448,0.48418114143920593,0.4909093728175079,-0.01516701106845475,-0.011886451331290182,-0.04417088763628065,-0.000201618082336247,0.0016686422144687998,7
AL,H30,P2,TOP50,gbr,6448,0.48418114143920593,0.4977454243024596,-0.016680429934303742,-0.012485133050374353,-0.023457288952936833,-0.0002937789060042676,0.0023190259338759346,7
AL,H30,P2,TOP30,logistic,4706,0.4830004249893753,0.4907942900530522,-0.02151007048303688,-0.017216113653315768,-0.04003327726276015,-0.0002617947233170266,0.0019198153658458335,7
AL,H30,P2,TOP30,gbr,4706,0.4830004249893753,0.5010731059169735,-0.023053475709308602,-0.017443662429779794,-0.004347628209371133,-0.0004664989288335454,0.002638670955691756,7
AL,H30,P2,TOP20,logistic,3374,0.47688203912270305,0.4805145278770091,-0.03909390498753296,-0.03147007169825189,-0.0590363078163682,-0.00031041546801655046,0.0021251820878951306,7
AL,H30,P2,TOP20,gbr,3374,0.47688203912270305,0.4865010378941401,-0.03873695418782552,-0.02944952262699374,-0.02924735995007609,-0.0006820912196320495,0.00261812906662463,7
AL,H30,P3,ALL,logistic,9585,0.47699530516431926,0.5014341975954382,-0.008207190504534667,-0.006304366299538122,-0.016111366868907927,-7.930236370171673e-05,0.0015787547767555019,7
AL,H30,P3,ALL,gbr,9585,0.47699530516431926,0.5062072208059569,-0.0077204904664598395,-0.005771902350507174,0.028959966488253358,-9.340419486123471e-05,0.002259387952322009,7
AL,H30,P3,TOP50,logistic,6439,0.48423668271470727,0.4938166340540179,-0.015121494956994441,-0.011756547116106963,-0.038133253766900334,-0.00022694845397971762,0.0016009783341767825,7
AL,H30,P3,TOP50,gbr,6439,0.48423668271470727,0.49797795782818494,-0.015505584044834375,-0.011602998370170425,-0.015957327323709285,-0.00030163279890316473,0.0023813674468615652,7
AL,H30,P3,TOP30,logistic,4710,0.48280254777070064,0.49204598134404337,-0.021524548067319627,-0.01693633949501394,-0.040848011186087246,-0.0002626196475724254,0.0018838621218357139,7
AL,H30,P3,TOP30,gbr,4710,0.48280254777070064,0.4972274393334806,-0.022654453905668337,-0.017015297232142235,-0.004491992137521669,-0.0005067201222297135,0.0027019639844355174,7
AL,H30,P3,TOP20,logistic,3367,0.4772794772794773,0.4796677886519206,-0.03926132747550004,-0.030876700788931455,-0.061199967788691724,-0.00020374382579808344,0.0021713146137592072,7
AL,H30,P3,TOP20,gbr,3367,0.4772794772794773,0.47866772500989985,-0.042200846678175585,-0.03188626014523366,-0.049870094391469395,-0.0007987286498659608,0.002583780635039776,7
SN,H5,P0,ALL,logistic,18305,0.5034143676591095,0.5271991187181659,0.0014139115458270402,0.0010210023834643644,0.2592574021672993,5.1836136526843836e-05,0.001878728441234636,7
SN,H5,P0,ALL,gbr,18305,0.5034143676591095,0.519643553612008,0.0006156458785268049,0.00042111602870176235,0.1516470398055514,4.485042509524415e-05,0.0014245448384774726,7
SN,H5,P0,TOP50,logistic,14243,0.5017201432282524,0.5226155740170957,0.0014757890038596955,0.0010697776050012653,0.44969740506219463,6.337318439869597e-05,0.0017169127702107868,7
SN,H5,P0,TOP50,gbr,14243,0.5017201432282524,0.5207555878457019,-0.00047222963222437464,-0.00040342761108935754,0.11533148071082866,4.283505638422485e-05,0.0017573764794921616,7
SN,H5,P0,TOP30,logistic,10703,0.5014481920956742,0.5186074514447638,0.0007691302643725306,0.0005638423435098128,0.25293270138229645,7.094469115298888e-05,0.0023101327855777867,7
SN,H5,P0,TOP30,gbr,10703,0.5014481920956742,0.5144282246802814,-0.003866189393877173,-0.002922331525083699,0.07172211967188756,0.00010262957220341926,0.0022948203623709674,7
SN,H5,P0,TOP20,logistic,8489,0.49558251855342206,0.5089481599527133,0.00038685327941789804,0.0002812133767939873,0.2685623215575441,-8.065137005204499e-06,0.0025111671572818394,6
SN,H5,P0,TOP20,gbr,8489,0.49558251855342206,0.5115365096783269,-0.005593436837775467,-0.0042005035812588964,0.05510676446334772,3.403676601953044e-05,0.0022593609324445063,6
SN,H5,P1,ALL,logistic,14350,0.5041114982578397,0.5225336510510373,-0.0023726254567217886,-0.0019349387966860476,0.06590569944834644,-7.872995813264402e-05,0.0018382519421482903,7
SN,H5,P1,ALL,gbr,14350,0.5041114982578397,0.5201526040372403,-0.0028200680841903303,-0.0021917154646382553,0.07016620632205471,-5.8938979974062114e-05,0.001459631610811962,7
SN,H5,P1,TOP50,logistic,11015,0.5025873808443032,0.5202647431021441,-0.003258129892717898,-0.0025980449551230578,0.04771637508809944,-4.697821137306054e-05,0.0020210875865230016,7
SN,H5,P1,TOP50,gbr,11015,0.5025873808443032,0.512373653819576,-0.0069021236544601905,-0.0053366350741501645,0.025166550833215378,-9.678558964289559e-05,0.0019526516141619038,7
