contact_id,symbol,cluster
AG|AG|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2026-08-07 21:00:00|15649.0009765625|1,AG,-1
CF|CF|CANONICAL_EQL|5m|2026-01-28 10:10:00|14670.0009765625|1,CF,-1
AL|AL|CANONICAL_EQH|15m|2026-03-24 00:15:00|23830.0|1,AL,6
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-25 21:00:00|2840.0|2,M,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-21 13:30:00|657.0|1,SC,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-22 21:00:00|8948.0009765625|1,P,-1
SC|SC|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-12-04 21:00:00|448.7999877929687|1,SC,-1
NI|NI|CANONICAL_EQL|1h|2025-04-23 22:00:00|125240.0|1,NI,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-14 21:00:00|4346.0|1,TA,-1
TA|TA|CONFIRMED_SWING_LOW|5m|2025-11-24 09:30:00|4630.0|4,TA,-1
TA|TA|CANONICAL_EQH|5m|2025-06-26 14:00:00|4772.0|1,TA,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-10-10 21:30:00|908.3400268554688|1,AU,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-21 09:00:00|13485.0009765625|1,CF,-1
SC|SC|CANONICAL_EQL|5m|2025-04-17 02:20:00|476.2999877929687|1,SC,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-21 21:00:00|3154.0|1,RB,-1
RU|RU|CONFIRMED_SWING_HIGH|5m|2026-07-31 22:50:00|16555.001953125|1,RU,-1
I|I|CANONICAL_EQH|5m|2025-12-23 14:05:00|777.0|2,I,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-19 09:00:00|9076.0009765625|2,P,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-10 21:00:00|13490.0009765625|5,CF,-1
AG|AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-10-30 21:00:00|11122.0009765625|1,AG,-1
RB|RB|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-06-13 21:00:00|2984.0|1,RB,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-10 13:30:00|13645.0009765625|3,CF,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-19 21:00:00|20145.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-27 21:00:00|16390.001953125|1,CF,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-14 10:30:00|878.8400268554688|1,AU,-1
I|I|CONFIRMED_SWING_LOW|5m|2025-06-23 10:40:00|702.0|2,I,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-18 10:30:00|6516.0|1,TA,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-03 10:30:00|88760.0|1,CU,-1
TA|TA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-06 21:00:00|5072.0|1,TA,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-18 10:30:00|8658.0009765625|1,P,-1
M|M|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2026-06-22 09:00:00|2924.0|1,M,-1
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-05-06 09:00:00|14765.0009765625|1,RU,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-01 10:30:00|15315.0009765625|3,CF,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-05 21:00:00|2949.0|2,M,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-10 21:00:00|2308.0|1,MA,-1
AL|AL|CANONICAL_EQH|5m|2025-07-16 14:50:00|20470.0|1,AL,2
SN|SN|CANONICAL_EQL|5m|2025-06-19 15:00:00|263040.0|1,SN,5
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-11 21:00:00|3135.0|1,M,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-22 21:00:00|13620.0009765625|1,CF,-1
CF|CF|CONFIRMED_SWING_HIGH|5m|2025-02-13 14:00:00|13790.0009765625|3,CF,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-02 21:00:00|14115.0009765625|3,CF,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-16 10:30:00|78460.0|1,CU,-1
AU|AU|CANONICAL_EQL|5m|2026-03-12 22:10:00|1144.6400146484375|1,AU,-1
RB|RB|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-02 21:00:00|3180.0|1,RB,-1
SC|SC|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-08-05 21:00:00|502.1000061035156|1,SC,-1
RB|RB|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-09 21:00:00|3115.0|1,RB,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-15 09:00:00|125350.0|1,NI,-1
RB|RB|CONFIRMED_SWING_LOW|5m|2025-04-16 09:50:00|3112.0|1,RB,-1
NI|NI|CONFIRMED_SWING_HIGH|5m|2025-12-08 11:05:00|118480.0|1,NI,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-17 10:30:00|793.0|1,I,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-21 13:30:00|23730.0|1,AL,-1
CF|CF|CONFIRMED_SWING_LOW|15m|2025-11-07 10:15:00|13460.0009765625|1,CF,1
CU|CU|CANONICAL_EQL|5m|2025-09-26 00:40:00|82410.0|1,CU,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-22 13:30:00|815.0|4,I,-1
AU|AU|CONFIRMED_SWING_LOW|5m|2025-12-12 01:30:00|955.5800170898438|1,AU,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-10 10:30:00|2391.0|3,MA,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-25 10:30:00|77130.0|1,CU,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-15 13:30:00|2742.0|2,M,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-03 21:00:00|15155.0009765625|1,CF,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-02 09:00:00|558.4000244140625|1,SC,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-15 09:00:00|8700.0009765625|2,P,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-26 10:30:00|9371.0009765625|1,AG,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-17 13:30:00|756.5|1,I,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-06 13:30:00|807.0|1,I,6
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-07 21:00:00|815.5|1,I,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-01 10:30:00|20580.0|1,AL,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-15 10:30:00|24215.0|1,AL,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-26 09:00:00|23725.0|1,AL,-1
TA|TA|PREV_TRADING_WEEK_HIGH|TRADING_WEEK|2025-06-03 09:00:00|4830.0|1,TA,6
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-29 09:00:00|783.0|1,I,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-19 21:00:00|3021.0|1,RB,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-10 13:30:00|15450.0009765625|1,AG,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-03 13:30:00|605.2999877929688|1,SC,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-09 10:30:00|133420.0|1,NI,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-13 09:00:00|3041.0|5,RB,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-02 10:30:00|4748.0|1,TA,-1
P|P|CANONICAL_EQL|5m|2025-05-29 22:05:00|8146.0|2,P,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-03 13:30:00|3060.0|1,RB,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-05 10:30:00|1105.93994140625|1,AU,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-13 21:00:00|3155.0|1,RB,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-19 09:00:00|4932.0|1,TA,-1
SC|SC|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-08-25 21:00:00|582.7999877929688|1,SC,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-23 13:30:00|786.0|2,I,-1
AG|AG|CONFIRMED_SWING_LOW|5m|2026-01-09 02:30:00|17805.0|1,AG,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-28 21:00:00|3108.0|1,RB,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-05 09:00:00|18030.0|1,RU,-1
CU|CU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-09 21:00:00|104850.0|1,CU,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-19 09:00:00|9494.0009765625|1,P,-1
CU|CU|CONFIRMED_SWING_HIGH|5m|2025-01-20 09:10:00|76650.0|1,CU,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-20 09:00:00|8514.0009765625|3,P,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-11 10:30:00|9024.0009765625|1,P,-1
SC|SC|CONFIRMED_SWING_LOW|5m|2026-05-12 21:25:00|632.0999755859375|1,SC,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-29 13:30:00|21200.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-08 10:30:00|13440.0009765625|1,CF,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-18 21:00:00|120720.0|1,NI,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-24 10:30:00|86060.0|1,CU,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-30 10:30:00|9848.0009765625|1,P,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-21 10:30:00|8148.0|1,P,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-04-17 21:45:00|796.6599731445312|1,AU,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-20 21:00:00|18497.0|1,AG,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-05 13:30:00|127850.0|1,NI,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-25 21:00:00|467.7000122070313|1,SC,-1
SN|SN|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-07 10:30:00|435590.03125|1,SN,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-19 21:00:00|22240.0|1,AL,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-30 10:30:00|8235.0|1,AG,-1
AL|AL|CANONICAL_EQL|5m|2025-05-14 00:15:00|20140.0|1,AL,-1
I|I|CANONICAL_EQH|5m|2026-01-06 09:20:00|795.0|1,I,-1
CU|CU|CANONICAL_EQH|15m|2026-08-22 00:30:00|108150.0|1,CU,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-20 21:00:00|2895.0|2,M,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-22 09:00:00|745.0|3,I,6
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-08-11 21:00:00|16280.0009765625|1,CF,6
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-16 09:00:00|2948.0|1,M,-1
AL|AL|CONFIRMED_SWING_HIGH|15m|2026-02-27 22:15:00|24000.0|1,AL,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-06 10:30:00|8614.0009765625|1,P,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-27 10:30:00|746.0|1,I,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-12 21:00:00|766.0|4,I,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-09 09:00:00|19610.0|1,AL,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-23 10:30:00|773.0|1,I,-1
SC|SC|CONFIRMED_SWING_LOW|5m|2026-01-06 22:35:00|425.5|2,SC,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-10 10:30:00|761.0|1,I,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-24 21:00:00|786.0|10,I,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-06-24 11:25:00|787.9600219726562|1,AU,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-22 21:00:00|947.1199951171876|1,AU,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-18 09:00:00|79690.0|1,CU,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-08 13:30:00|3111.0|1,RB,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-06 09:00:00|2901.0|1,M,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-30 10:30:00|4674.0|1,TA,-1
AU|AU|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-04-01 21:00:00|1021.2000122070312|1,AU,-1
AL|AL|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-08-13 21:00:00|20855.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-18 13:30:00|15205.0009765625|2,CF,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-12 13:30:00|786.2999877929688|1,AU,-1
MA|MA|CONFIRMED_SWING_LOW|5m|2025-02-10 13:35:00|2576.0|1,MA,6
RB|RB|CANONICAL_EQL|5m|2026-06-25 09:50:00|3109.0|1,RB,5
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-06 13:30:00|2577.0|2,MA,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-25 21:00:00|123250.0|1,NI,-1
SC|SC|CANONICAL_EQL|5m|2025-09-09 22:00:00|484.5|1,SC,-1
TA|TA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-02-24 21:00:00|5126.0|1,TA,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-30 10:30:00|20495.0|1,AL,-1
CF|CF|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-11-12 21:00:00|13435.0009765625|2,CF,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-22 10:30:00|140410.0|1,NI,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-04 10:30:00|913.8800048828124|2,AU,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-24 13:30:00|22180.0|2,AL,-1
TA|TA|CANONICAL_EQH|5m|2025-11-26 22:00:00|4690.0|1,TA,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-12 10:30:00|762.0|2,I,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-19 13:30:00|15220.0009765625|1,CF,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-20 09:00:00|104170.0|1,CU,-1
AU|AU|CANONICAL_EQH|5m|2025-12-08 09:05:00|960.2000122070312|1,AU,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-20 13:30:00|15575.0009765625|2,RU,-1
I|I|CONFIRMED_SWING_LOW|1h|2025-10-29 23:00:00|760.0|1,I,-1
SN|SN|CONFIRMED_SWING_HIGH|5m|2026-05-12 21:50:00|439929.96875|1,SN,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-01 13:30:00|13755.0009765625|1,CF,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-12 13:30:00|126150.0|2,NI,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-11 09:00:00|4740.0|1,TA,-1
RU|RU|CANONICAL_EQL|5m|2026-07-06 13:40:00|16885.0|1,RU,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-28 10:30:00|2357.0|5,MA,-1
AG|AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-01-20 21:00:00|23568.0|1,AG,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-07 10:30:00|817.0|1,I,-1
RB|RB|CANONICAL_EQL|5m|2025-12-15 21:20:00|3068.0|4,RB,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-18 13:30:00|3116.0|1,RB,-1
SC|SC|CANONICAL_EQH|15m|2025-02-19 02:00:00|563.5|1,SC,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-13 13:30:00|596.7999877929688|1,SC,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-21 10:30:00|3358.0|1,RB,-1
AL|AL|CONFIRMED_SWING_HIGH|5m|2025-06-20 21:55:00|20595.0|4,AL,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-29 21:00:00|9577.0009765625|1,P,-1
AG|AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-05-21 21:00:00|18201.0|1,AG,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-03 09:00:00|2954.0|1,M,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-31 13:30:00|8866.0009765625|1,P,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-12 13:30:00|1129.43994140625|1,AU,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-15 10:30:00|773.9000244140625|1,AU,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-27 10:30:00|2794.0|1,MA,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-16 13:30:00|8800.0009765625|1,AG,-1
CU|CU|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-06-29 21:00:00|102020.0|1,CU,-1
CU|CU|CONFIRMED_SWING_LOW|15m|2026-05-29 23:15:00|103520.0|2,CU,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-25 10:30:00|8576.0009765625|1,P,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-03-07 21:00:00|13625.0009765625|2,CF,-1
CF|CF|CANONICAL_EQL|5m|2025-07-04 10:15:00|13775.0009765625|2,CF,-1
AU|AU|CONFIRMED_SWING_LOW|15m|2025-06-24 00:30:00|776.5399780273438|1,AU,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-30 21:00:00|9334.0009765625|1,P,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-08 13:30:00|713.0|1,I,-1
M|M|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-06-06 21:00:00|3016.0|1,M,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-06 09:00:00|17430.0|1,RU,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-19 21:00:00|9212.0009765625|1,AG,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-28 09:00:00|3157.0|4,RB,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-28 09:00:00|722.5|1,I,-1
SC|SC|CONFIRMED_SWING_HIGH|5m|2026-06-08 23:55:00|617.0|1,SC,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-19 10:30:00|2745.0|1,M,-1
CU|CU|CONFIRMED_SWING_HIGH|5m|2025-11-13 11:25:00|87670.0|1,CU,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-18 21:00:00|13520.0009765625|1,CF,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-31 09:00:00|2645.0|1,MA,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-12 13:30:00|3009.0|3,RB,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-04 10:30:00|16725.001953125|2,RU,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-11 13:30:00|815.5|2,I,-1
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-06-03 21:00:00|13630.0009765625|1,RU,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-07 10:30:00|763.0|3,I,-1
I|I|CANONICAL_EQH|5m|2025-02-06 22:20:00|824.0|1,I,-1
SC|SC|CONFIRMED_SWING_HIGH|5m|2025-07-15 01:15:00|530.0|1,SC,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-21 10:30:00|12955.0009765625|1,CF,7
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-05 21:00:00|2728.0|4,M,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-21 09:00:00|14090.0009765625|1,CF,6
SC|SC|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-03-27 21:00:00|755.9000244140625|1,SC,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-22 10:30:00|992.1199951171876|1,AU,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-13 10:30:00|14276.0009765625|1,AG,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-21 21:00:00|3066.0|1,RB,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-03 21:00:00|493.7000122070313|1,SC,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-15 13:30:00|13250.0009765625|2,CF,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-03-10 21:00:00|13700.0009765625|1,CF,0
TA|TA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-02-26 21:00:00|5060.0|1,TA,0
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-06 10:30:00|713.5|1,I,-1
CU|CU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-12-04 21:00:00|91450.0|1,CU,-1
TA|TA|CANONICAL_EQL|15m|2025-05-12 09:30:00|4544.0|3,TA,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-16 21:00:00|444.6000061035156|1,SC,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-02 10:30:00|777.9400024414062|1,AU,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-03 10:30:00|4776.0|1,TA,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-14 13:30:00|794.0|2,I,2
CF|CF|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-04-27 21:00:00|16130.0009765625|1,CF,-1
AG|AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-03-04 21:00:00|7905.0|1,AG,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-27 09:00:00|784.0|1,I,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-09-19 21:00:00|13785.0009765625|4,CF,-1
M|M|CANONICAL_EQH|15m|2026-05-27 11:30:00|2981.0|1,M,-1
TA|TA|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2026-05-22 21:00:00|6062.0|1,TA,-1
CF|CF|CANONICAL_EQL|5m|2025-06-05 10:00:00|13260.0009765625|1,CF,-1
RB|RB|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-07-20 21:00:00|3122.0|1,RB,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-27 10:30:00|3124.0|2,RB,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-07 10:30:00|3031.0|1,M,-1
MA|MA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-05-19 21:00:00|2305.0|2,MA,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-06 09:00:00|8172.0|1,AG,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-12 21:00:00|9388.0009765625|2,P,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-10 09:00:00|6928.0|1,TA,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-28 21:00:00|16325.0009765625|3,CF,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-09 21:00:00|430.2999877929687|1,SC,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-06 13:30:00|2581.0|1,MA,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-26 13:30:00|14695.0009765625|2,CF,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-01-23 01:15:00|647.6199951171875|1,AU,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-17 10:30:00|2387.0|1,MA,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-14 21:00:00|771.5|1,I,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-18 09:00:00|3081.0|1,RB,-1
