horizon,feature_set,model,feature,importance_kind,fold_count,mean_value,median_value,mean_abs_value,positive_share,sign_consistency
2,stats_15m,elastic,feat_15m__body_pct,coefficient,9,0.00011627006249798472,-0.0008597030820887143,0.013834337010166954,0.4444444444444444,0.5555555555555556
2,stats_15m,elastic,feat_15m__oi_log_change_1,coefficient,9,0.013833120226050235,0.016544561091245677,0.013833120226050235,1.0,1.0
2,stats_15m,elastic,feat_15m__log_ret_3,coefficient,9,0.00040455277082579135,-0.006043359137126727,0.013527748844132718,0.3333333333333333,0.6666666666666667
2,stats_15m,elastic,feat_time__decision_gap_log1p_minutes,coefficient,9,-0.002532987970758075,-0.0036330682579805347,0.011734797602900525,0.4444444444444444,0.5555555555555556
2,stats_15m,elastic,feat_15m__upper_wick_pct,coefficient,9,-0.0016611418730430154,0.003379539815601983,0.009762839610349799,0.7777777777777778,0.7777777777777778
2,stats_15m,elastic,feat_15m__bar_close_location,coefficient,9,0.008231158885776508,0.008532112302806934,0.00971835822069505,0.8888888888888888,0.8888888888888888
2,stats_15m,elastic,feat_15m__volume_ratio_20,coefficient,9,0.0005752332323918151,0.005488798522156341,0.008935575461379195,0.5555555555555556,0.5555555555555556
2,stats_15m,elastic,feat_15m__oi_log_change_5,coefficient,9,-0.006803144366416005,-0.006657842101195422,0.006803144366416005,0.0,1.0
2,stats_15m,elastic,feat_time__dow_cos,coefficient,9,-0.005262463451417617,-0.005018497000541788,0.006081748245332398,0.2222222222222222,0.7777777777777778
2,stats_15m,elastic,feat_15m__log_ret_1,coefficient,9,0.0,0.0,0.0,0.0,1.0
2,stats_15m,rf,feat_15m__realized_vol_20,importance,9,0.09125250586405903,0.08605208218833199,0.09125250586405903,1.0,1.0
2,stats_15m,rf,feat_15m__volume_ratio_20,importance,9,0.07399817545983005,0.07724419129494062,0.07399817545983005,1.0,1.0
2,stats_15m,rf,feat_time__tod_sin,importance,9,0.0655054552638449,0.06772606302743565,0.0655054552638449,1.0,1.0
2,stats_15m,rf,feat_15m__atr14_pct,importance,9,0.06487426572431938,0.06682412500852393,0.06487426572431938,1.0,1.0
2,stats_15m,rf,feat_15m__close_location_50,importance,9,0.06409309416871552,0.06812924675729573,0.06409309416871552,1.0,1.0
2,stats_15m,rf,feat_15m__range_pct,importance,9,0.059164961722725055,0.06401127380062532,0.059164961722725055,1.0,1.0
2,stats_15m,rf,feat_15m__close_location_20,importance,9,0.05166072728546733,0.05388004470501916,0.05166072728546733,1.0,1.0
2,stats_15m,rf,feat_15m__log_ret_20,importance,9,0.04993553718299447,0.04821511680524643,0.04993553718299447,1.0,1.0
2,stats_15m,rf,feat_15m__lower_wick_pct,importance,9,0.046530038027532875,0.047318255217651456,0.046530038027532875,1.0,1.0
2,stats_15m,rf,feat_15m__close_vs_sma_50,importance,9,0.045157760861502874,0.04677221150753555,0.045157760861502874,1.0,1.0
2,stats_15m,rf,feat_15m__oi_log_change_5,importance,9,0.043631528742176275,0.04196176139318298,0.043631528742176275,1.0,1.0
2,stats_15m,rf,feat_15m__oi_log_change_1,importance,9,0.043434836868270744,0.0422262170101285,0.043434836868270744,1.0,1.0
2,stats_15m,rf,feat_15m__upper_wick_pct,importance,9,0.03728163676455709,0.033067295146830204,0.03728163676455709,1.0,1.0
2,stats_15m,rf,feat_time__tod_cos,importance,9,0.0369725660714605,0.036707056921829045,0.0369725660714605,1.0,1.0
2,stats_15m,rf,feat_15m__close_vs_sma_20,importance,9,0.03188185995297768,0.03215790243235469,0.03188185995297768,1.0,1.0
2,stats_15m,rf,feat_15m__log_ret_10,importance,9,0.030705353051620057,0.03198280492742902,0.030705353051620057,1.0,1.0
2,stats_15m,rf,feat_15m__log_ret_3,importance,9,0.028413081237663253,0.02498644689450653,0.028413081237663253,1.0,1.0
2,stats_15m,rf,feat_15m__body_pct,importance,9,0.026328325436650483,0.025184948936647116,0.026328325436650483,1.0,1.0
2,stats_15m,rf,feat_15m__bar_close_location,importance,9,0.02384479200149843,0.022600511559430523,0.02384479200149843,1.0,1.0
2,stats_15m,rf,feat_15m__log_ret_5,importance,9,0.023413553293637424,0.020799886218448253,0.023413553293637424,1.0,1.0
2,stats_15m,rf,feat_15m__log_ret_1,importance,9,0.022944131096260895,0.020757930537370052,0.022944131096260895,1.0,1.0
2,stats_15m,rf,feat_time__dow_sin,importance,9,0.014528558082168139,0.014394579506188956,0.014528558082168139,1.0,1.0
2,stats_15m,rf,feat_time__decision_gap_log1p_minutes,importance,9,0.012539491032651744,0.012138587290622404,0.012539491032651744,1.0,1.0
2,stats_15m,rf,feat_time__dow_cos,importance,9,0.009403987009683078,0.009008377835412919,0.009403987009683078,1.0,1.0
2,stats_15m,rf,feat_15m__gap_log_ret_1,importance,9,0.0025037777977327397,0.0024268266665750356,0.0025037777977327397,1.0,1.0
2,stats_15m,ridge,feat_15m__close_location_20,coefficient,9,0.055406705390120256,0.058573049352292565,0.055406705390120256,1.0,1.0
2,stats_15m,ridge,feat_15m__log_ret_10,coefficient,9,-0.04662372179032975,-0.03887579848018199,0.04662372179032975,0.0,1.0
2,stats_15m,ridge,feat_15m__close_vs_sma_20,coefficient,9,0.0036465125629688644,-0.02374268801619015,0.04496957290368828,0.4444444444444444,0.5555555555555556
2,stats_15m,ridge,feat_15m__close_location_50,coefficient,9,0.04382336993937493,0.043086098720011956,0.04382336993937493,1.0,1.0
2,stats_15m,ridge,feat_15m__range_pct,coefficient,9,-0.029179991592966976,-0.03662413093000951,0.034273493607379905,0.2222222222222222,0.7777777777777778
2,stats_15m,ridge,feat_15m__log_ret_20,coefficient,9,0.012236795588238782,0.023131897446768298,0.028548440566155117,0.7777777777777778,0.7777777777777778
2,stats_15m,ridge,feat_15m__lower_wick_pct,coefficient,9,-0.02577948520279276,-0.021495395130680835,0.026294912556596158,0.1111111111111111,0.8888888888888888
2,stats_15m,ridge,feat_15m__realized_vol_20,coefficient,9,-0.005285191367793679,0.012310263872030708,0.024777725682311073,0.7777777777777778,0.7777777777777778
2,stats_15m,ridge,feat_15m__atr14_pct,coefficient,9,0.012859381686144835,0.0010814851894065955,0.024588741221378007,0.5555555555555556,0.5555555555555556
2,stats_15m,ridge,feat_15m__body_pct,coefficient,9,0.009374900640098617,0.017050134909636354,0.023971802767789048,0.7777777777777778,0.7777777777777778
2,stats_15m,ridge,feat_15m__gap_log_ret_1,coefficient,9,0.02385625925405048,0.02528359660751533,0.02385625925405048,1.0,1.0
2,stats_15m,ridge,feat_15m__close_vs_sma_50,coefficient,9,-0.02349753357744221,-0.021686018821473727,0.02349753357744221,0.0,1.0
2,stats_15m,ridge,feat_time__dow_sin,coefficient,9,-0.021515771146667473,-0.01813103055795012,0.021515771146667473,0.0,1.0
2,stats_15m,ridge,feat_time__tod_sin,coefficient,9,0.021276738915684837,0.014479508818728849,0.021276738915684837,1.0,1.0
2,stats_15m,ridge,feat_time__tod_cos,coefficient,9,0.017618419011494624,0.020021803608514882,0.017618419011494624,1.0,1.0
2,stats_15m,ridge,feat_15m__log_ret_1,coefficient,9,-0.012643859319409402,-0.015366478438094229,0.016205997162500367,0.1111111111111111,0.8888888888888888
2,stats_15m,ridge,feat_15m__log_ret_5,coefficient,9,-0.01612054421413235,-0.010492839285726361,0.01612054421413235,0.0,1.0
2,stats_15m,ridge,feat_15m__oi_log_change_1,coefficient,9,0.01399015741830972,0.016683561271305783,0.01399015741830972,1.0,1.0
2,stats_15m,ridge,feat_15m__log_ret_3,coefficient,9,0.00047276990001693435,-0.005995291461223213,0.013747753317909292,0.3333333333333333,0.6666666666666667
2,stats_15m,ridge,feat_time__decision_gap_log1p_minutes,coefficient,9,-0.0025096358907553485,-0.003717076927936007,0.011823933426942317,0.4444444444444444,0.5555555555555556
2,stats_15m,ridge,feat_15m__bar_close_location,coefficient,9,0.008511769865422883,0.008770252428582861,0.010043564258643492,0.8888888888888888,0.8888888888888888
2,stats_15m,ridge,feat_15m__upper_wick_pct,coefficient,9,-0.0013814840482486881,0.0038507477872365466,0.010037909754518603,0.7777777777777778,0.7777777777777778
2,stats_15m,ridge,feat_15m__volume_ratio_20,coefficient,9,0.0007419933166813048,0.005864918390222644,0.009222479279142612,0.7777777777777778,0.7777777777777778
2,stats_15m,ridge,feat_15m__oi_log_change_5,coefficient,9,-0.006972776215874925,-0.0068322711282774624,0.006972776215874925,0.0,1.0
2,stats_15m,ridge,feat_time__dow_cos,coefficient,9,-0.0053066453822738615,-0.0050820947073525165,0.00617065955176534,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,elastic,feat_15m__close_vs_sma_50,coefficient,9,-0.2292334522329876,-0.23336979461598015,0.23902984703077282,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__atr14_pct,coefficient,9,-0.1359246262428813,-0.1464080962657233,0.1410999845172421,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__close_vs_sma_20,coefficient,9,0.12729396544170504,0.13812349859404754,0.12729396544170504,1.0,1.0
2,stats_15m_1h,elastic,feat_15m__atr14_pct,coefficient,9,0.1006091538570254,0.10501595335676465,0.1006091538570254,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__close_vs_sma_20,coefficient,9,0.08575754355217652,0.08958420285129386,0.08583062685065314,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__realized_vol_20,coefficient,9,0.08542304727517915,0.07739427047694934,0.08542304727517915,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__log_ret_10,coefficient,9,0.07167509055148942,0.0775261949056996,0.08078822100274914,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__close_location_20,coefficient,9,0.06773571857289526,0.06398161975054126,0.06773571857289526,1.0,1.0
2,stats_15m_1h,elastic,feat_15m__log_ret_20,coefficient,9,0.05372610203866837,0.07228774694679618,0.06449944684526002,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__log_ret_10,coefficient,9,-0.061129905899774434,-0.05119902691982664,0.061129905899774434,0.0,1.0
2,stats_15m_1h,elastic,feat_1h__log_ret_5,coefficient,9,-0.04636553673044206,-0.04511039498213488,0.054110953989661474,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__close_location_50,coefficient,9,0.04882961164543086,0.04768757934175393,0.04882961164543086,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__close_location_50,coefficient,9,0.04146970945898873,0.040174699634758414,0.04146970945898873,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__log_ret_5,coefficient,9,-0.0391337678336237,-0.030233954015732502,0.0391337678336237,0.0,1.0
2,stats_15m_1h,elastic,feat_1h__log_ret_3,coefficient,9,-0.035236094913013084,-0.03584624447899877,0.03849695955453388,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__bar_close_location,coefficient,9,-0.036909622919201496,-0.03699208018381724,0.036909622919201496,0.0,1.0
2,stats_15m_1h,elastic,feat_1h__close_location_20,coefficient,9,-0.032794196004369586,-0.035877311795061914,0.03424583485231278,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__range_pct,coefficient,9,-0.024048746051255204,-0.028917296417659652,0.033988354117223715,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__body_pct,coefficient,9,0.032944778062876906,0.03483565201673182,0.032944778062876906,1.0,1.0
2,stats_15m_1h,elastic,feat_time__tod_sin,coefficient,9,0.029991145107902677,0.025072631376467338,0.029991145107902677,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__close_vs_sma_50,coefficient,9,-0.02684426905457942,-0.03324247147626481,0.028611982491589156,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__realized_vol_20,coefficient,9,-0.02732537616889417,-0.011001324133655187,0.02732537616889417,0.0,1.0
2,stats_15m_1h,elastic,feat_15m__range_pct,coefficient,9,-0.019663248256505925,-0.025050944950958547,0.027120558728579595,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,elastic,feat_time__dow_sin,coefficient,9,-0.026386805888033507,-0.02205989629226881,0.026386805888033507,0.0,1.0
2,stats_15m_1h,elastic,feat_15m__lower_wick_pct,coefficient,9,-0.02588541562368999,-0.020418151669581715,0.02588541562368999,0.0,1.0
2,stats_15m_1h,elastic,feat_1h__oi_log_change_5,coefficient,9,-0.025545865429398757,-0.024012111721174345,0.025545865429398757,0.0,1.0
2,stats_15m_1h,elastic,feat_time__tod_cos,coefficient,9,0.023465684558713562,0.027288918289924486,0.023465684558713562,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__oi_log_change_1,coefficient,9,0.018847723479723497,0.01829992179216991,0.018847723479723497,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__upper_wick_pct,coefficient,9,-0.01772149975460015,-0.020318917467053634,0.01772149975460015,0.0,1.0
2,stats_15m_1h,elastic,feat_15m__log_ret_3,coefficient,9,0.0032343099463749496,-0.001585772407881513,0.017508886702552507,0.4444444444444444,0.5555555555555556
2,stats_15m_1h,elastic,feat_1h__log_ret_1,coefficient,9,0.00276957379833743,-0.009765914566445509,0.01747069661002687,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,elastic,feat_15m__upper_wick_pct,coefficient,9,0.005285641055985772,0.011575178984479581,0.016553718552202976,0.7777777777777778,0.7777777777777778
2,stats_15m_1h,elastic,feat_15m__oi_log_change_1,coefficient,9,0.015776578811558174,0.01723075450219543,0.015776578811558174,1.0,1.0
2,stats_15m_1h,elastic,feat_1h__log_ret_20,coefficient,9,0.009110959477899565,0.004966834799660043,0.014463348522396708,0.6666666666666666,0.6666666666666666
2,stats_15m_1h,elastic,feat_1h__lower_wick_pct,coefficient,9,0.008533865442150658,0.008306680984893466,0.012708885583991797,0.6666666666666666,0.6666666666666666
2,stats_15m_1h,elastic,feat_15m__gap_log_ret_1,coefficient,9,0.01201490607644385,0.01129514215354228,0.01201490607644385,1.0,1.0
2,stats_15m_1h,elastic,feat_15m__oi_log_change_5,coefficient,9,-0.011711820773026162,-0.01067342113622891,0.011711820773026162,0.0,1.0
2,stats_15m_1h,elastic,feat_time__decision_gap_log1p_minutes,coefficient,9,-0.0011625486163677884,-0.0018820740022522855,0.011573373805320253,0.4444444444444444,0.5555555555555556
2,stats_15m_1h,elastic,feat_15m__bar_close_location,coefficient,9,0.010354002099115248,0.010850242265712306,0.011312701742305474,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,elastic,feat_15m__body_pct,coefficient,9,-0.004775417833168036,0.0,0.01077820943923304,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,elastic,feat_15m__volume_ratio_20,coefficient,9,-0.008598854576084121,-0.0054397451714563215,0.01035668271498713,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,elastic,feat_1h__volume_ratio_20,coefficient,9,0.0067703694393725904,0.004497930559973542,0.006958400300128059,0.6666666666666666,0.6666666666666666
2,stats_15m_1h,elastic,feat_time__dow_cos,coefficient,9,-0.003938683199239728,-0.0035275367491054577,0.006617863621522232,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,elastic,feat_15m__log_ret_1,coefficient,9,0.0037306811460269033,0.0,0.0037306811460269033,0.4444444444444444,0.5555555555555556
2,stats_15m_1h,elastic,feat_1h__gap_log_ret_1,coefficient,9,-0.0003468491252275727,-0.0,0.0003468491252275727,0.0,1.0
2,stats_15m_1h,rf,feat_15m__realized_vol_20,importance,9,0.061215384602159154,0.057278251226276104,0.061215384602159154,1.0,1.0
2,stats_15m_1h,rf,feat_1h__close_location_20,importance,9,0.04899503757400683,0.05622726273023025,0.04899503757400683,1.0,1.0
2,stats_15m_1h,rf,feat_time__tod_sin,importance,9,0.047947558411346465,0.04866745524383501,0.047947558411346465,1.0,1.0
2,stats_15m_1h,rf,feat_1h__log_ret_20,importance,9,0.04544309575104538,0.048507433408582094,0.04544309575104538,1.0,1.0
2,stats_15m_1h,rf,feat_1h__close_location_50,importance,9,0.04429990249160603,0.04835866594233995,0.04429990249160603,1.0,1.0
2,stats_15m_1h,rf,feat_15m__volume_ratio_20,importance,9,0.03791499489762362,0.0383901357561781,0.03791499489762362,1.0,1.0
2,stats_15m_1h,rf,feat_1h__volume_ratio_20,importance,9,0.03680264383133883,0.03729878351857514,0.03680264383133883,1.0,1.0
2,stats_15m_1h,rf,feat_1h__oi_log_change_5,importance,9,0.03281492443100867,0.030576255401797092,0.03281492443100867,1.0,1.0
2,stats_15m_1h,rf,feat_1h__realized_vol_20,importance,9,0.030579365481524106,0.02999898141627121,0.030579365481524106,1.0,1.0
2,stats_15m_1h,rf,feat_15m__atr14_pct,importance,9,0.0293562684909573,0.028812158837359464,0.0293562684909573,1.0,1.0
2,stats_15m_1h,rf,feat_1h__range_pct,importance,9,0.02904282544790511,0.02946986687051737,0.02904282544790511,1.0,1.0
2,stats_15m_1h,rf,feat_1h__close_vs_sma_50,importance,9,0.027114531932062633,0.026958845608220823,0.027114531932062633,1.0,1.0
2,stats_15m_1h,rf,feat_15m__log_ret_20,importance,9,0.025854301623054892,0.023771796150178028,0.025854301623054892,1.0,1.0
2,stats_15m_1h,rf,feat_1h__bar_close_location,importance,9,0.025789538043859594,0.02623238158289891,0.025789538043859594,1.0,1.0
2,stats_15m_1h,rf,feat_15m__range_pct,importance,9,0.025404076670855653,0.026659356459628913,0.025404076670855653,1.0,1.0
2,stats_15m_1h,rf,feat_1h__upper_wick_pct,importance,9,0.02369169761886597,0.024194413882877616,0.02369169761886597,1.0,1.0
2,stats_15m_1h,rf,feat_15m__close_location_50,importance,9,0.02346788700275111,0.023056956554007735,0.02346788700275111,1.0,1.0
2,stats_15m_1h,rf,feat_15m__lower_wick_pct,importance,9,0.023375718062823802,0.022471618397263703,0.023375718062823802,1.0,1.0
2,stats_15m_1h,rf,feat_15m__oi_log_change_5,importance,9,0.02286546784636441,0.022726666491671148,0.02286546784636441,1.0,1.0
2,stats_15m_1h,rf,feat_15m__close_location_20,importance,9,0.02222702076566578,0.024115331370104593,0.02222702076566578,1.0,1.0
2,stats_15m_1h,rf,feat_15m__oi_log_change_1,importance,9,0.021217694620873292,0.020985479690832434,0.021217694620873292,1.0,1.0
2,stats_15m_1h,rf,feat_1h__lower_wick_pct,importance,9,0.021195978316527475,0.020410511976283418,0.021195978316527475,1.0,1.0
2,stats_15m_1h,rf,feat_time__tod_cos,importance,9,0.019738610173439756,0.019599058053662546,0.019738610173439756,1.0,1.0
2,stats_15m_1h,rf,feat_1h__log_ret_10,importance,9,0.018975543937750045,0.01870005280022663,0.018975543937750045,1.0,1.0
2,stats_15m_1h,rf,feat_1h__oi_log_change_1,importance,9,0.018523463654424806,0.017349033825376402,0.018523463654424806,1.0,1.0
2,stats_15m_1h,rf,feat_1h__atr14_pct,importance,9,0.018337163220970024,0.017186742443465217,0.018337163220970024,1.0,1.0
2,stats_15m_1h,rf,feat_1h__body_pct,importance,9,0.01785563519953439,0.016828793299034507,0.01785563519953439,1.0,1.0
2,stats_15m_1h,rf,feat_15m__upper_wick_pct,importance,9,0.01742523236781203,0.01641825594210508,0.01742523236781203,1.0,1.0
2,stats_15m_1h,rf,feat_15m__log_ret_3,importance,9,0.015217853034006499,0.014259806217489243,0.015217853034006499,1.0,1.0
2,stats_15m_1h,rf,feat_1h__log_ret_3,importance,9,0.015145589013715901,0.015778986581479613,0.015145589013715901,1.0,1.0
2,stats_15m_1h,rf,feat_15m__close_vs_sma_20,importance,9,0.013567228904116387,0.014252642895404795,0.013567228904116387,1.0,1.0
2,stats_15m_1h,rf,feat_1h__log_ret_5,importance,9,0.012952067418545352,0.013232966288878874,0.012952067418545352,1.0,1.0
2,stats_15m_1h,rf,feat_15m__bar_close_location,importance,9,0.012904091053825296,0.012476226025817518,0.012904091053825296,1.0,1.0
2,stats_15m_1h,rf,feat_15m__close_vs_sma_50,importance,9,0.012756313174275898,0.012447548650489061,0.012756313174275898,1.0,1.0
2,stats_15m_1h,rf,feat_1h__log_ret_1,importance,9,0.01257851743635306,0.011968936918259957,0.01257851743635306,1.0,1.0
2,stats_15m_1h,rf,feat_1h__close_vs_sma_20,importance,9,0.012442826838962064,0.012747312525791392,0.012442826838962064,1.0,1.0
2,stats_15m_1h,rf,feat_1h__gap_log_ret_1,importance,9,0.01214728678043078,0.010653661733535966,0.01214728678043078,1.0,1.0
2,stats_15m_1h,rf,feat_15m__log_ret_10,importance,9,0.011885192368423426,0.011272046870642944,0.011885192368423426,1.0,1.0
2,stats_15m_1h,rf,feat_15m__body_pct,importance,9,0.010947991628180527,0.010329442392110479,0.010947991628180527,1.0,1.0
2,stats_15m_1h,rf,feat_15m__log_ret_1,importance,9,0.010624367873803102,0.010589993194172503,0.010624367873803102,1.0,1.0
2,stats_15m_1h,rf,feat_15m__log_ret_5,importance,9,0.008959281029865342,0.008049560311506143,0.008959281029865342,1.0,1.0
2,stats_15m_1h,rf,feat_time__decision_gap_log1p_minutes,importance,9,0.008514337790412711,0.008273845788633181,0.008514337790412711,1.0,1.0
2,stats_15m_1h,rf,feat_time__dow_sin,importance,9,0.008001595976204253,0.007913991606714063,0.008001595976204253,1.0,1.0
2,stats_15m_1h,rf,feat_time__dow_cos,importance,9,0.0032952229260374017,0.0034976925899107445,0.0032952229260374017,1.0,1.0
2,stats_15m_1h,rf,feat_15m__gap_log_ret_1,importance,9,0.0005886742846848229,0.0005483455994320728,0.0005886742846848229,1.0,1.0
2,stats_15m_1h,ridge,feat_15m__close_vs_sma_50,coefficient,9,-0.22734915401892902,-0.24689362386381308,0.23835055150123058,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_1h__atr14_pct,coefficient,9,-0.13561694919249614,-0.14772570079975733,0.14088842054718065,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__close_vs_sma_20,coefficient,9,0.12761595245255225,0.14271682756222007,0.12761595245255225,1.0,1.0
2,stats_15m_1h,ridge,feat_15m__atr14_pct,coefficient,9,0.10145316282955884,0.10848782375215986,0.10145316282955884,1.0,1.0
2,stats_15m_1h,ridge,feat_1h__close_vs_sma_20,coefficient,9,0.08533511012830772,0.096260978255007,0.08660480500240836,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,ridge,feat_1h__realized_vol_20,coefficient,9,0.08536916333919813,0.07710124834510639,0.08536916333919813,1.0,1.0
2,stats_15m_1h,ridge,feat_1h__log_ret_10,coefficient,9,0.07107188074766875,0.08042546171263794,0.08026179790118881,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__close_location_20,coefficient,9,0.06779496383501031,0.06364121664869656,0.06779496383501031,1.0,1.0
2,stats_15m_1h,ridge,feat_15m__log_ret_20,coefficient,9,0.05422798939977697,0.07436152807814118,0.06547311000571249,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__log_ret_10,coefficient,9,-0.06147876205871745,-0.052518023949228436,0.06147876205871745,0.0,1.0
2,stats_15m_1h,ridge,feat_1h__body_pct,coefficient,9,0.05548313811901642,0.0644022364239205,0.05548313811901642,1.0,1.0
2,stats_15m_1h,ridge,feat_1h__log_ret_5,coefficient,9,-0.047124136442063355,-0.04785716545986866,0.05509386510256992,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__close_location_50,coefficient,9,0.04933499265622369,0.045790602210862216,0.04933499265622369,1.0,1.0
2,stats_15m_1h,ridge,feat_1h__log_ret_1,coefficient,9,-0.02597812764916008,-0.04390796252380869,0.04668860907506978,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,ridge,feat_1h__close_location_50,coefficient,9,0.042236301040277785,0.04062390809093659,0.04240330079740138,0.8888888888888888,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__log_ret_5,coefficient,9,-0.039599661931222316,-0.030926443576584684,0.039599661931222316,0.0,1.0
2,stats_15m_1h,ridge,feat_1h__log_ret_3,coefficient,9,-0.035302456575617404,-0.03787313886173154,0.039168271404076645,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_1h__bar_close_location,coefficient,9,-0.03732396986531667,-0.037463449206970256,0.03732396986531667,0.0,1.0
2,stats_15m_1h,ridge,feat_1h__close_location_20,coefficient,9,-0.03395192216862985,-0.03747832706291682,0.03552903961606087,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_1h__range_pct,coefficient,9,-0.025228723908001197,-0.03031361143376587,0.03521703573865221,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_time__tod_sin,coefficient,9,0.030201208102730057,0.025413060432130704,0.030201208102730057,1.0,1.0
2,stats_15m_1h,ridge,feat_1h__close_vs_sma_50,coefficient,9,-0.02788844025624264,-0.03506707955809362,0.029850903226077405,0.1111111111111111,0.8888888888888888
2,stats_15m_1h,ridge,feat_15m__realized_vol_20,coefficient,9,-0.027744998022900227,-0.011478133152759624,0.027744998022900227,0.0,1.0
2,stats_15m_1h,ridge,feat_15m__range_pct,coefficient,9,-0.01996887600258238,-0.025713493090383465,0.027595079265238156,0.2222222222222222,0.7777777777777778
2,stats_15m_1h,ridge,feat_time__dow_sin,coefficient,9,-0.026491212201361438,-0.022197796897480065,0.026491212201361438,0.0,1.0
2,stats_15m_1h,ridge,feat_15m__lower_wick_pct,coefficient,9,-0.026052942177661697,-0.020639682703243123,0.026052942177661697,0.0,1.0
2,stats_15m_1h,ridge,feat_1h__oi_log_change_5,coefficient,9,-0.025803171026056566,-0.024281034982140036,0.025803171026056566,0.0,1.0
