horizon,approx_minutes,target_kind,feature_set,feature_count,model,fold_count,oos_rows,oos_start,oos_end,oos_r2_vs_hist_mean,mae,rmse,pearson_ic,spearman_ic,sign_accuracy_raw,direction_auc_raw,top_decile_mean_raw_return,bottom_decile_mean_raw_return,top_minus_bottom_decile_raw,decile_monotonicity_spearman,top_decile_positive_rate,bottom_decile_negative_rate,strong_oracle_direction_agreement,prediction_std
2,30,normalized,stats_15m,25,ridge,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.006358056618233743,0.8157000720821889,1.5232140992624825,0.007192069156527985,-0.010014547779303402,0.49374517374517374,0.49012225802601744,9.679987524773051e-05,0.0005817459617796183,-0.0004849460865318878,-0.19999999999999998,0.5216049382716049,0.43672839506172845,0.6139403895799108,0.14350385127047055
2,30,normalized,stats_15m,25,elastic,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.006341375877360944,0.8156748010731497,1.52320147530384,0.007266597063457308,-0.00988387082990401,0.49467181467181465,0.4901764888411505,6.528140122316121e-05,0.0006266881384034831,-0.000561406737180322,-0.12727272727272726,0.5216049382716049,0.43518518518518523,0.6155831964327623,0.1434636789327576
2,30,normalized,stats_15m,25,rf,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.003354121150513034,0.8082732086778862,1.5209390360019617,0.00554133140745111,-0.010852185137439812,0.4898841698841699,0.48841541950113376,0.001109323931729195,-0.0002471716071228743,0.0013564955388520694,-0.09090909090909088,0.5262345679012346,0.4722222222222222,0.5740436517249472,0.11276945081059365
2,30,normalized,stats_15m,25,hgb,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.026732532184521984,0.8311167450424789,1.5385561429600259,-0.006255467270962271,-0.015198763502432293,0.4972972972972973,0.4884179496359947,0.0003341883701598266,-4.1707084839222174e-05,0.00037589545499904875,-0.17575757575757575,0.5185185185185185,0.4506172839506173,0.5353203473363061,0.24534644415109622
2,30,normalized,stats_15m_1h,45,ridge,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.01815157193318795,0.8279515924052775,1.5321133795140711,-0.005709587957741031,-0.020127657655973033,0.4908108108108108,0.48552858336316984,-0.00026952922355863077,0.0008473394441005959,-0.0011168686676592268,-0.32121212121212117,0.5216049382716049,0.41820987654320985,0.5975123210513964,0.20172481388456037
2,30,normalized,stats_15m_1h,45,elastic,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.018150938696695595,0.8279103683106341,1.532112903067204,-0.005660444472378099,-0.02010367179940154,0.4905019305019305,0.48555264351354577,-0.0003147680538174029,0.0008210955692396882,-0.0011358636230570911,-0.29696969696969694,0.5169753086419753,0.41820987654320985,0.5968082609716029,0.20177538852822266
2,30,normalized,stats_15m_1h,45,rf,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.0014927525558687815,0.8067252984017526,1.5195275989487937,0.012820142805286257,-0.006135537875976915,0.4935907335907336,0.4916648764769066,0.00046024264306112863,-8.967578778501546e-05,0.0005499184308461441,0.32121212121212117,0.5092592592592593,0.4629629629629629,0.5559727763435813,0.1011195075537242
2,30,normalized,stats_15m_1h,45,hgb,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.03573696330763809,0.8379720170664321,1.545287974468803,-0.010681200773364647,0.00043787420182481477,0.49544401544401545,0.4934854755937462,-0.00015425059700229386,-0.00039488080129636814,0.00024063020429407428,0.17575757575757575,0.48919753086419754,0.46759259259259256,0.4902605022295236,0.2767344196488534
2,30,normalized,stats_15m_1h_4h,65,ridge,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.03492337081931374,0.8470715860572187,1.5446809276384983,-0.008577368174164001,-0.015573988648700798,0.49312741312741315,0.48598897243107764,-0.0002992898988830192,0.00021780146817947175,-0.000517091367062491,-0.7333333333333332,0.4876543209876543,0.45524691358024694,0.5651255573808965,0.2754818328762141
2,30,normalized,stats_15m_1h_4h,65,elastic,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.035617744905433346,0.8477022027744727,1.5451990367986004,-0.008385955830793393,-0.014818251460235451,0.4935907335907336,0.4861113736722759,-0.00031696142867932337,0.0002504388515149292,-0.0005674002801942526,-0.3939393939393939,0.4876543209876543,0.45524691358024694,0.565360244074161,0.27839947494504497
