horizon,approx_minutes,target_kind,feature_set,feature_count,model,fold_count,oos_rows,oos_start,oos_end,oos_r2_vs_hist_mean,mae,rmse,pearson_ic,spearman_ic,sign_accuracy_raw,direction_auc_raw,top_decile_mean_raw_return,bottom_decile_mean_raw_return,top_minus_bottom_decile_raw,decile_monotonicity_spearman,top_decile_positive_rate,bottom_decile_negative_rate,strong_oracle_direction_agreement,prediction_std
2,30,normalized,stats_15m_1h_4h,65,rf,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.003944163406801593,0.8080946369079175,1.5213861794302863,-0.008750112724095293,-0.025244521695935142,0.484015444015444,0.4825172454946891,-0.00023910780341672574,-0.0002601129359844774,2.1005132567751637e-05,-0.19999999999999998,0.4722222222222222,0.470679012345679,0.5120863647031213,0.09913222337693237
2,30,normalized,stats_15m_1h_4h,65,hgb,9,6475,2025-12-12 02:15:00,2026-09-05 02:00:00,-0.07762430171648727,0.873072233305439,1.5762255952969413,-0.043394598350404795,-0.02847865496828423,0.4875675675675676,0.47950576441102755,-0.0002643362258289396,0.000562909042433456,-0.0008272452682623955,-0.4787878787878787,0.4984567901234568,0.4444444444444444,0.4461394038957991,0.3666675140526674
4,60,normalized,stats_15m,25,ridge,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.008705906073201097,0.8990672065163953,1.6160752923407928,0.010789720395969598,0.018634918038698784,0.502086230876217,0.5003884626775835,-3.845391910753478e-05,0.0007762271107838221,-0.0008146810298913569,0.19999999999999998,0.5069551777434312,0.4521604938271605,0.6246478873239436,0.18632052498593332
4,60,normalized,stats_15m,25,elastic,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.008785957020341462,0.8991079563359536,1.6161394169733816,0.010594052639128746,0.018511455197342645,0.5030134445989801,0.5003444190734602,-6.655983108663774e-05,0.0007412267626359073,-0.0008077865937225451,0.29696969696969694,0.5069551777434312,0.4537037037037037,0.6248826291079812,0.18655043148519354
4,60,normalized,stats_15m,25,rf,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.0073845973731594405,0.8939124406885104,1.6150164931108248,-0.00443529115730434,-0.011354624931246836,0.4966774841600989,0.49109115401885944,0.0007927251855932544,0.0011646571444392676,-0.00037193195884601315,0.19999999999999998,0.49768160741885625,0.4537037037037037,0.565962441314554,0.1542635816119347
4,60,normalized,stats_15m,25,hgb,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.039136615413522646,0.9234268608659806,1.6402710985193403,-0.011625146033289308,-0.002718522586077685,0.4957502704373358,0.4927997783488903,-0.0005213535126958067,-0.0002824492739467593,-0.0002389042387490474,0.5393939393939393,0.49613601236476046,0.4645061728395061,0.5363849765258216,0.3117292289693455
4,60,normalized,stats_15m_1h,45,ridge,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.03529397236689813,0.9213298654087355,1.6372354947255117,-0.02683707836144375,-0.008861682007730203,0.49358677175088855,0.48828592993149833,-0.0017743960717559555,0.001210876308467215,-0.0029852723802231704,-0.1515151515151515,0.4853168469860896,0.44753086419753085,0.6025821596244132,0.26798072127769046
4,60,normalized,stats_15m_1h,45,elastic,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.035512371787275177,0.9214935871699168,1.6374081763197383,-0.026976272346289767,-0.008813595746293815,0.49358677175088855,0.4883987618110424,-0.001713347484869848,0.001106460498024389,-0.002819807982894237,-0.1515151515151515,0.4884080370942813,0.4521604938271605,0.6023474178403756,0.26867373060810074
4,60,normalized,stats_15m_1h,45,rf,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.006496073308807748,0.8901541103508599,1.6143041050224058,-0.006716951047463655,-0.010033122741659546,0.48987791685983617,0.49019881722381986,0.0008939000091635592,0.0005837714516319051,0.0003101285575316541,-0.16363636363636364,0.5239567233384853,0.4598765432098766,0.5507042253521127,0.139730279190917
4,60,normalized,stats_15m_1h,45,hgb,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.06360772742959875,0.9393970435434078,1.6594724647919872,-0.042098664501199846,-0.023290141864618794,0.4870962756915469,0.4794286751569232,-0.0003375949383869151,0.0011170325640468646,-0.0014546275024337797,0.23636363636363633,0.4559505409582689,0.43672839506172845,0.49694835680751176,0.3520061431249786
4,60,normalized,stats_15m_1h_4h,65,ridge,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.06982540929943037,0.9590569264820988,1.6643159028638397,-0.013141227583266272,0.0030251298641509245,0.5053314789058878,0.49618406596031306,-0.0008767011857355877,0.0002590039661344743,-0.001135705151870062,0.06666666666666665,0.4945904173106646,0.45833333333333337,0.5685446009389671,0.40963403353320693
4,60,normalized,stats_15m_1h_4h,65,elastic,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.07258852153060702,0.9606484575048095,1.6664637889003278,-0.013600420961228576,0.003934806512162684,0.5067222994900324,0.4967973325435421,-0.001021979467405253,0.0001976954688697074,-0.0012196749362749604,0.10303030303030303,0.4945904173106646,0.4614197530864198,0.5683098591549296,0.4168843124345684
4,60,normalized,stats_15m_1h_4h,65,rf,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.008747850180088612,0.895703896383136,1.6161088918913398,-0.0019260515292745077,-0.0244715103548945,0.48307834955957346,0.4864065769234444,0.0010710484286061694,-0.00025873618872451927,0.0013297846173306888,-0.11515151515151514,0.5115919629057187,0.4814814814814815,0.5105633802816901,0.16750511284390462
4,60,normalized,stats_15m_1h_4h,65,hgb,9,6471,2025-12-12 09:15:00,2026-09-05 01:30:00,-0.10406850060754613,0.9751456143078577,1.690741911520451,-0.05372676310973972,-0.03306154386518842,0.48987791685983617,0.47987479578480735,0.0001602114299660452,-6.815497810021027e-05,0.00022836640806625546,-0.3939393939393939,0.4884080370942813,0.48456790123456794,0.4469483568075117,0.4480252818349467
8,120,normalized,stats_15m,25,ridge,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.020595711602777955,0.9960647230664017,1.6162699704580967,-0.005530394892075854,0.022693132916328723,0.5006962710815411,0.49503009953213417,-0.002189936977598317,0.0017950062427791015,-0.003984943220377419,-0.06666666666666665,0.49149922720247297,0.4636785162287481,0.6081747709654687,0.24635774533985236
8,120,normalized,stats_15m,25,elastic,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.02091475104918339,0.9962225663469916,1.616522574686464,-0.005923561220710701,0.02272942988644093,0.5006962710815411,0.49503306943949993,-0.0021537548227023202,0.0018195391732945371,-0.003973293995996857,-0.04242424242424241,0.4899536321483771,0.4621329211746522,0.6086445853887714,0.24725812994053034
8,120,normalized,stats_15m,25,rf,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.004901926063010764,0.9845770797677369,1.603795068568561,0.023256793982180494,-0.019084320165384916,0.4976017329413585,0.48670391633062005,0.0018777410389628371,0.0022932662153141276,-0.0004155251763512905,0.2121212121212121,0.4853168469860896,0.4605873261205564,0.5344139065069298,0.21137706453611976
8,120,normalized,stats_15m,25,hgb,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.0631594193750844,1.033274868553994,1.6496287998674926,-0.019140925117489535,-0.010905283209367256,0.4993037289184589,0.49399729029484085,-0.0019092501482806186,-0.000707678017641753,-0.0012015721306388658,0.18787878787878787,0.4652241112828439,0.4698608964451314,0.5048155978388537,0.39488959451743205
8,120,normalized,stats_15m_1h,45,ridge,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.07318554837527746,1.0321046521124067,1.657388962614353,-0.04993429670320282,-0.004015910839200831,0.4974470060343494,0.4827662981809988,-0.0036331508943308194,0.00202365692509276,-0.005656807819423579,-0.19999999999999998,0.47449768160741884,0.4219474497681608,0.5898520084566596,0.36858219969210515
8,120,normalized,stats_15m_1h,45,elastic,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.07414317947272764,1.0325972288482876,1.6581282631499936,-0.04987061427488967,-0.003566967263965818,0.4974470060343494,0.483030524133084,-0.0037027740594064644,0.001950630008786656,-0.00565340406819312,-0.19999999999999998,0.4775888717156105,0.4250386398763524,0.588912379610054,0.37127337630557267
8,120,normalized,stats_15m_1h,45,rf,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.014171069675545933,0.9852048578363084,1.6111747358473645,-0.02172128531411876,-0.011829723134746818,0.5016246325235959,0.4876973503444518,-0.0013325883447233597,0.0010713419768415033,-0.0024039303215648627,0.12727272727272726,0.4435857805255023,0.43740340030911906,0.5482734319943622,0.1922241519380883
8,120,normalized,stats_15m_1h,45,hgb,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.07941543368191972,1.0430663700101193,1.6621926061871934,-0.026404206233909815,-0.030783677377376327,0.48769921089277424,0.48497945398923703,-0.0012901596068415808,-0.0017742363281172341,0.0004840767212756533,-0.07878787878787878,0.482225656877898,0.45131375579598143,0.4888419074465586,0.43096934387462366
8,120,normalized,stats_15m_1h_4h,65,ridge,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.14097960779000052,1.0856101884575948,1.7089366968842954,-0.028475776141097843,0.017351899877633012,0.5153953272474083,0.49796063167438775,-0.0016079806161000045,0.00022150937311978235,-0.001829489989219787,0.28484848484848485,0.45440494590417313,0.44204018547140644,0.5745830396993188,0.5667706366905263
8,120,normalized,stats_15m_1h_4h,65,elastic,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.1455893214557895,1.0877975950429914,1.712385386093679,-0.029003082126417296,0.01779339837929156,0.5163236886894631,0.4983881067281239,-0.0014202109191723189,0.00012270390721141962,-0.0015429148263837384,0.3939393939393939,0.4652241112828439,0.44513137557959814,0.5745830396993188,0.5752971013335823
8,120,normalized,stats_15m_1h_4h,65,rf,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.026314265602155773,0.9991623241244403,1.6207917492784383,-0.013559794344362684,-0.035255188538647515,0.49899427510444067,0.48597255269094686,0.0013471314664597986,-0.0014516881771376527,0.0027988196435974515,0.16363636363636364,0.4992272024729521,0.4760432766615147,0.5123326286116984,0.26905719109181864
8,120,normalized,stats_15m_1h_4h,65,hgb,9,6463,2025-12-12 10:30:00,2026-09-05 00:30:00,-0.12918245651522575,1.0876846056287508,1.700078971331878,-0.04116966382745092,-0.04139553540907637,0.487389757078756,0.48354326426925526,-0.0019016106690333883,-0.001580281133984531,-0.0003213295350488574,-0.16363636363636364,0.4806800618238022,0.4667697063369397,0.44373972280949026,0.529795478626755
16,240,normalized,stats_15m,25,ridge,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.03873663874918787,1.1042861751070965,1.645179227893374,-0.013969801722524188,0.028654288772861792,0.5002326663564448,0.49922223858601433,-0.001181441074595708,0.0006707739056549761,-0.001852214980250684,-0.2727272727272727,0.5085271317829457,0.462015503875969,0.5983066792097836,0.33690172463239654
16,240,normalized,stats_15m,25,elastic,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.03965921485079704,1.104622299986303,1.645909666251956,-0.014443783285025595,0.02870031567985876,0.5006979990693345,0.4993847214160648,-0.001353350391140196,0.0007687287834412369,-0.002122079174581433,-0.11515151515151514,0.5085271317829457,0.4604651162790697,0.5985418626528692,0.33934802974825623
16,240,normalized,stats_15m,25,rf,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.0069474258284454304,1.0868369664741633,1.6198093078246683,0.009922289127002099,-0.03174928161141329,0.4899953466728711,0.48239679500692567,0.001042605700443577,0.0012336874052219216,-0.00019108170477834447,-0.4666666666666666,0.46511627906976744,0.45891472868217054,0.5505644402634055,0.2493536241725696
16,240,normalized,stats_15m,25,hgb,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.06298699182683665,1.1370279888909234,1.6642726153055154,-0.008764489603410724,-0.02986427917186524,0.4879789049170157,0.48206769026999297,0.0004436448582008721,0.0010435500345520523,-0.0005999051763511802,-0.41818181818181815,0.49612403100775193,0.44341085271317826,0.5289275634995296,0.4397455144977109
16,240,normalized,stats_15m_1h,45,ridge,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.15026384051954733,1.175417719481252,1.7312477660159973,-0.06572385639458331,-0.013491346184033514,0.4837909105010082,0.4787043534425087,-0.005737818466403079,0.004430675002472388,-0.010168493468875467,-0.3696969696969697,0.4697674418604651,0.40775193798449616,0.5757290686735654,0.5427147291737958
16,240,normalized,stats_15m_1h,45,elastic,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.15260471156921396,1.176709683183151,1.7330084785931625,-0.06599410756578036,-0.0137435373498113,0.48472157592678766,0.4787054122761169,-0.005644512054743577,0.004523161151214885,-0.01016767320595846,-0.32121212121212117,0.4697674418604651,0.40930232558139534,0.5769049858889934,0.5468905274649882
16,240,normalized,stats_15m_1h,45,rf,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.018577895899593022,1.0892502045882841,1.6291370323981804,-0.032186103360676475,-0.02675659970917155,0.49976733364355513,0.48892469671636446,0.00012884683741119074,-0.0001936873052254779,0.0003225341426366686,-0.3696969696969697,0.49612403100775193,0.5069767441860464,0.5500940733772343,0.23114530581270368
16,240,normalized,stats_15m_1h,45,hgb,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.11283717591531928,1.1584134688626497,1.7028496519876604,-0.06310183178487029,-0.05836462904010744,0.4862726849697534,0.4713946474998532,-0.001966762050729045,-8.879373465867567e-05,-0.0018779683160703694,-0.6242424242424242,0.4930232558139535,0.49147286821705427,0.5025870178739417,0.4815459996691764
16,240,normalized,stats_15m_1h_4h,65,ridge,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.3519395881909748,1.2779075025766222,1.876891359242992,-0.04782939424718231,-0.012264293253534533,0.49263223204591283,0.48146781290217633,-0.0053512699263128845,0.001617499015262823,-0.006968768941575707,-0.2727272727272727,0.47751937984496123,0.42170542635658914,0.5597365945437441,0.895265060628955
16,240,normalized,stats_15m_1h_4h,65,elastic,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.3630507644236882,1.2828101008371966,1.8845883735564735,-0.04777465259482506,-0.012800163587645682,0.49185667752442996,0.4812603777725798,-0.005104296699940399,0.001886932482725094,-0.006991229182665494,-0.41818181818181815,0.4806201550387597,0.41860465116279066,0.5587958607714016,0.9097365362713828
16,240,normalized,stats_15m_1h_4h,65,rf,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.062254819008410234,1.1291265413262441,1.6636993509658844,-0.04425189266852134,-0.06939889449643402,0.4755700325732899,0.46287339526547355,-0.00289243366093581,0.0031027279626594435,-0.005995161623595253,-0.8181818181818182,0.44651162790697674,0.43255813953488376,0.5028222013170273,0.3854702854565098
16,240,normalized,stats_15m_1h_4h,65,hgb,9,6447,2025-12-12 14:30:00,2026-09-04 22:30:00,-0.16803515924300827,1.2066005217208253,1.7445702012134534,-0.08226606230429405,-0.07564198251898761,0.4850317977353808,0.4647806914953522,-0.008025954499213395,-0.0005168968319433469,-0.007509057667270048,-0.32121212121212117,0.4015503875968992,0.5007751937984496,0.4524929444967074,0.5763513201415635
