horizon,feature_set,model,decile,rows,mean_raw_return,median_raw_return,positive_rate,mean_prediction
2,stats_15m_1h,elastic,2,647,-1.6555214022065678e-05,0.00028561228326957937,0.5208655332302936,-0.1150404565019188
2,stats_15m_1h,elastic,3,648,-0.0005544374023487811,-6.176233886117806e-05,0.48148148148148145,-0.06303712353460326
2,stats_15m_1h,elastic,4,647,0.00015897702056204217,0.000362985821611198,0.5193199381761978,-0.024916051159423542
2,stats_15m_1h,elastic,5,648,9.040079730443435e-05,0.0002488986127622829,0.5262345679012346,0.008567981622592473
2,stats_15m_1h,elastic,6,647,-8.766788837409829e-06,-0.0001631010958572242,0.4806800618238022,0.04237461913746986
2,stats_15m_1h,elastic,7,647,-0.0003955919559572606,-0.00015913008918344603,0.4806800618238022,0.07810527377839142
2,stats_15m_1h,elastic,8,648,0.0003745442818313342,0.0003687569757954799,0.5401234567901234,0.11909951118936869
2,stats_15m_1h,elastic,9,647,-0.00023517102486992372,-9.676795053036349e-05,0.4868624420401855,0.17523616964273217
2,stats_15m_1h,elastic,10,648,-0.0003147680538174029,0.00030777276119550457,0.5169753086419753,0.4022669540714919
2,stats_15m_1h,rf,1,648,-8.967578778501546e-05,0.00056687867832345,0.5370370370370371,-0.16072960395321856
2,stats_15m_1h,rf,2,647,-5.806679330216738e-05,0.00018653236390600358,0.5224111282843895,-0.059201166337637376
2,stats_15m_1h,rf,3,648,0.00021431042868722873,0.00030941102624472156,0.5169753086419753,-0.025326500810395256
2,stats_15m_1h,rf,4,647,-0.00012110284329905073,0.0001345080370578904,0.5115919629057187,-0.004988036893654992
2,stats_15m_1h,rf,5,648,-3.422414928057472e-05,0.00013799839726111389,0.5092592592592593,0.013644271448034503
2,stats_15m_1h,rf,6,647,-0.00011056002769034699,0.00010961306598724541,0.508500772797527,0.03323361976933704
2,stats_15m_1h,rf,7,647,-0.0005589868515854635,0.0,0.4945904173106646,0.05472031617292425
2,stats_15m_1h,rf,8,648,-8.30934675414411e-05,0.00031089940002277034,0.5154320987654321,0.08243729046791247
2,stats_15m_1h,rf,9,647,0.00030080567832278105,0.00013982102931052123,0.5100463678516228,0.1171318439472758
2,stats_15m_1h,rf,10,648,0.00046024264306112863,0.000135760584936192,0.5092592592592593,0.20486808729993705
2,stats_15m_1h,hgb,1,648,-0.00039488080129636814,0.00037838206475747946,0.5324074074074074,-0.49801436589250736
2,stats_15m_1h,hgb,2,647,0.00020227937535774337,0.000492108695649594,0.527047913446677,-0.20382476160097754
2,stats_15m_1h,hgb,3,648,9.267602800028883e-05,0.00012223061249681696,0.5077160493827161,-0.10355840756027539
2,stats_15m_1h,hgb,4,647,-0.00011828989857651244,0.00023820867192206116,0.5162287480680062,-0.041347455524936606
2,stats_15m_1h,hgb,5,648,-0.0002145108802767688,6.269941238792198e-05,0.5046296296296297,0.0036143523216837672
2,stats_15m_1h,hgb,6,647,0.00022419289465734358,0.00014761237018472175,0.5131375579598145,0.04373685832670964
2,stats_15m_1h,hgb,7,647,-0.00021065791258741408,-0.00014740566064428372,0.4760432766615147,0.0895275800369583
2,stats_15m_1h,hgb,8,648,-0.00014912192607812,0.00030639064575493566,0.529320987654321,0.1495309326069428
2,stats_15m_1h,hgb,9,647,0.000644202729527966,0.0005270323807704166,0.5394126738794436,0.24451931400587174
2,stats_15m_1h,hgb,10,648,-0.00015425059700229386,0.0,0.48919753086419754,0.5203706629877694
2,stats_15m_1h_4h,ridge,1,648,0.00021780146817947175,0.0005980725723282295,0.5447530864197531,-0.4289970276397287
2,stats_15m_1h_4h,ridge,2,647,0.0003969912548330958,0.0003595699582086074,0.527047913446677,-0.16703563736831056
2,stats_15m_1h_4h,ridge,3,648,0.0001434701606988025,0.00015228683342478108,0.5200617283950617,-0.09845590723757731
2,stats_15m_1h_4h,ridge,4,647,1.3239890117923906e-05,0.00014014434890842847,0.5054095826893354,-0.048704576155367094
2,stats_15m_1h_4h,ridge,5,648,-0.0005793497452887802,2.765104383391108e-05,0.5,-0.0045307601965427725
2,stats_15m_1h_4h,ridge,6,647,9.722600816540444e-05,0.00023860653895122096,0.5208655332302936,0.03785345119034432
2,stats_15m_1h_4h,ridge,7,647,7.895439436428247e-05,0.0002397794040980227,0.5146831530139103,0.08316669601303658
2,stats_15m_1h_4h,ridge,8,648,-8.35029930443948e-05,0.0,0.49691358024691357,0.1394475592862874
2,stats_15m_1h_4h,ridge,9,647,-6.424034838804326e-05,0.00013735320397941831,0.517774343122102,0.2187437546804627
2,stats_15m_1h_4h,ridge,10,648,-0.0002992898988830192,0.0,0.4876543209876543,0.5683179638206128
2,stats_15m_1h_4h,elastic,1,648,0.0002504388515149292,0.0005980725723282295,0.5447530864197531,-0.43010044333037134
2,stats_15m_1h_4h,elastic,2,647,0.0003038627108075819,0.0003595699582086074,0.5285935085007728,-0.16724314806648682
2,stats_15m_1h_4h,elastic,3,648,0.000234002813613981,0.00020033068064637474,0.5246913580246914,-0.09831886065796787
2,stats_15m_1h_4h,elastic,4,647,-0.00013357199667363113,0.0,0.49768160741885625,-0.048643898275045595
2,stats_15m_1h_4h,elastic,5,648,-0.0004533449136420273,0.0,0.4984567901234568,-0.004448708708608158
2,stats_15m_1h_4h,elastic,6,647,-0.0002147370053504143,0.00023860653895122096,0.5224111282843895,0.03797827419330771
2,stats_15m_1h_4h,elastic,7,647,0.00036035954196391497,0.00017588602630874751,0.5131375579598145,0.08320311183664704
2,stats_15m_1h_4h,elastic,8,648,-9.049224222893457e-05,1.730792530071605e-05,0.5,0.13950904765645944
2,stats_15m_1h_4h,elastic,9,647,-1.8603148436737268e-05,0.00013735320397941831,0.517774343122102,0.21953869458368575
2,stats_15m_1h_4h,elastic,10,648,-0.00031696142867932337,0.0,0.4876543209876543,0.5777432905064775
2,stats_15m_1h_4h,rf,1,648,-0.0002601129359844774,0.000506349007251222,0.529320987654321,-0.17629742753677136
2,stats_15m_1h_4h,rf,2,647,0.00014196897869380712,0.0003025627084289282,0.5332302936630603,-0.06972304965356618
2,stats_15m_1h_4h,rf,3,648,0.0006512965153591815,0.0005157408478728315,0.5462962962962963,-0.032791199225733626
2,stats_15m_1h_4h,rf,4,647,0.0003863155407441358,0.0003106651365505089,0.5285935085007728,-0.008239742281187
2,stats_15m_1h_4h,rf,5,648,-0.00012769438255748604,0.0,0.4984567901234568,0.00980703708241531
2,stats_15m_1h_4h,rf,6,647,-0.0002338709556700535,-5.485914914831547e-05,0.49304482225656876,0.02740103731369895
2,stats_15m_1h_4h,rf,7,647,-0.0007755818630475977,0.0,0.4945904173106646,0.04879460271419374
2,stats_15m_1h_4h,rf,8,648,0.0003034484264393599,0.00013645313585125925,0.5169753086419753,0.07221017917808734
2,stats_15m_1h_4h,rf,9,647,7.320327478783322e-05,0.00031313606017576936,0.5224111282843895,0.10506206716778739
2,stats_15m_1h_4h,rf,10,648,-0.00023910780341672574,0.0,0.4722222222222222,0.18755168105050482
2,stats_15m_1h_4h,hgb,1,648,0.000562909042433456,0.0006195285596469083,0.5555555555555556,-0.7256529536456136
2,stats_15m_1h_4h,hgb,2,647,0.0005027571149054446,0.0007362654352825282,0.5564142194744977,-0.3142932806745689
2,stats_15m_1h_4h,hgb,3,648,-0.0005524810835556099,0.0,0.49691358024691357,-0.16764880980032337
2,stats_15m_1h_4h,hgb,4,647,-2.2995822695010263e-05,0.0,0.49613601236476046,-0.08320408510213502
2,stats_15m_1h_4h,hgb,5,648,-8.118063743386617e-05,0.0003079623811152552,0.5277777777777778,-0.019999247641141294
2,stats_15m_1h_4h,hgb,6,647,0.0001668847193836578,0.00011933174238495245,0.5162287480680062,0.030805112276770262
2,stats_15m_1h_4h,hgb,7,647,-0.00018143790853765088,-6.63239927286988e-05,0.4853168469860896,0.07834208267964071
2,stats_15m_1h_4h,hgb,8,648,-0.00018847946811531856,0.00010303889252344983,0.5108024691358025,0.1420617206500032
2,stats_15m_1h_4h,hgb,9,647,-2.0459018373038888e-05,0.0,0.49149922720247297,0.23979162300834184
2,stats_15m_1h_4h,hgb,10,648,-0.0002643362258289396,0.0,0.4984567901234568,0.6249827776524004
4,stats_15m,ridge,1,648,0.0007762271107838221,0.0010649138144446081,0.5478395061728395,-0.2646128922389382
4,stats_15m,ridge,2,647,-0.0009037840496227018,-0.00037414148329221455,0.47295208655332305,-0.12540919427707478
4,stats_15m,ridge,3,647,-0.0005215374897615822,-0.00039631428240909436,0.4806800618238022,-0.06920737556761951
4,stats_15m,ridge,4,647,-0.000152990485034104,0.0003309176376205034,0.5162287480680062,-0.022495362638260432
4,stats_15m,ridge,5,647,7.890755853805338e-05,-0.0001954556566202748,0.4868624420401855,0.020510074236602477
4,stats_15m,ridge,6,647,-0.00031962460311671164,-5.597067138281465e-05,0.49149922720247297,0.06292738990423019
4,stats_15m,ridge,7,647,0.00036546045836571687,0.0008282488532891779,0.5502318392581144,0.10617412330346396
4,stats_15m,ridge,8,647,0.0012449168890702525,0.0005260735309070585,0.5316846986089645,0.15408839455858553
4,stats_15m,ridge,9,647,-0.00032399782846319813,-0.0003079607887604277,0.4760432766615147,0.21557379177470087
4,stats_15m,ridge,10,647,-3.845391910753478e-05,0.00023145469377713448,0.5069551777434312,0.3722911294180677
4,stats_15m,elastic,1,648,0.0007412267626359073,0.0010399858449404455,0.5462962962962963,-0.2646726263861462
4,stats_15m,elastic,2,647,-0.0008847585382748702,-0.00037414148329221455,0.47295208655332305,-0.12521636694679722
4,stats_15m,elastic,3,647,-0.0004594245258720602,-0.0003305238833594307,0.4868624420401855,-0.06908410658376243
4,stats_15m,elastic,4,647,-0.00022829682389952883,0.00018723669893981886,0.5100463678516228,-0.02239009142758705
4,stats_15m,elastic,5,647,0.0001735441634004038,-0.0001954556566202748,0.4884080370942813,0.02058843333669774
4,stats_15m,elastic,6,647,-0.0004531462306611723,-5.943006568772939e-05,0.4884080370942813,0.06291898823963929
4,stats_15m,elastic,7,647,0.0005805580261018954,0.0008601012803216174,0.5564142194744977,0.10608677325430652
4,stats_15m,elastic,8,647,0.000946454833289458,0.00044245341134405267,0.5285935085007728,0.15416209842837064
4,stats_15m,elastic,9,647,-0.00014442009761639408,-0.00030135913195558113,0.4760432766615147,0.21565776179977036
4,stats_15m,elastic,10,647,-6.655983108663774e-05,0.00023145469377713448,0.5069551777434312,0.3729133631233986
4,stats_15m,rf,1,648,0.0011646571444392676,0.001074907960695905,0.5462962962962963,-0.27007004740465257
4,stats_15m,rf,2,647,-0.0005383884482245484,-6.39897616600226e-05,0.49304482225656876,-0.09556393613080888
4,stats_15m,rf,3,647,-0.0008286724097226472,0.00014231836642546327,0.5038639876352395,-0.040881721654080015
4,stats_15m,rf,4,647,-2.284756493870891e-05,0.00013437248071821497,0.500772797527048,-0.006556494064995631
4,stats_15m,rf,5,647,0.00017496183467332095,0.00019204916517646297,0.5162287480680062,0.026421298132634524
4,stats_15m,rf,6,647,-0.000843180582694761,-0.00010922396384619469,0.4853168469860896,0.05839518358489185
4,stats_15m,rf,7,647,-0.00021309067139018242,0.00022048285835103015,0.5224111282843895,0.08834619356928745
4,stats_15m,rf,8,647,0.000453853242862518,0.00024635092814123655,0.5115919629057187,0.12245288975656231
4,stats_15m,rf,9,647,6.450555551561919e-05,-0.00010013016930361787,0.48377125193199383,0.16711902256187558
4,stats_15m,rf,10,647,0.0007927251855932544,0.0,0.49768160741885625,0.28030592546567246
4,stats_15m,hgb,1,648,-0.0002824492739467593,0.0009334016173362153,0.5354938271604939,-0.5718529935185114
4,stats_15m,hgb,2,647,-0.0007465883291278601,-0.0002871912713593356,0.4868624420401855,-0.22374152362054137
4,stats_15m,hgb,3,647,-0.000579595973954012,0.00010567473326963402,0.500772797527048,-0.10330981231972282
4,stats_15m,hgb,4,647,0.00018969588349888574,0.000425079708844847,0.5301391035548686,-0.03770349367782453
4,stats_15m,hgb,5,647,-0.0003485837433028003,0.00020948989287882764,0.5131375579598145,0.013173192010624366
4,stats_15m,hgb,6,647,0.000400635309074972,6.168460662603065e-05,0.5054095826893354,0.062494767759804254
4,stats_15m,hgb,7,647,0.0004596371309642897,0.0,0.4945904173106646,0.11305921922376093
4,stats_15m,hgb,8,647,0.00048327597685277973,0.0,0.49304482225656876,0.17394676781219087
4,stats_15m,hgb,9,647,0.0011520864592724513,0.00013909173122077207,0.5054095826893354,0.26611244232533615
4,stats_15m,hgb,10,647,-0.0005213535126958067,0.0,0.49613601236476046,0.5586631514046811
4,stats_15m_1h,ridge,1,648,0.001210876308467215,0.0011030851026856375,0.5524691358024691,-0.35778613256079933
4,stats_15m_1h,ridge,2,647,0.00015443733026238135,0.0002931691607042193,0.5069551777434312,-0.15229254825695968
4,stats_15m_1h,ridge,3,647,-0.00031371824461133135,0.00010775281514657434,0.500772797527048,-0.0848128767478123
4,stats_15m_1h,ridge,4,647,-0.00025813310746087263,0.0,0.4992272024729521,-0.03137774363476522
4,stats_15m_1h,ridge,5,647,-0.00039639184477921615,5.361786548556323e-05,0.5023183925811437,0.019377411550367374
4,stats_15m_1h,ridge,6,647,0.00011724771657085647,7.121746255182245e-05,0.5054095826893354,0.0722744159388905
4,stats_15m_1h,ridge,7,647,0.0002803827585942006,-0.00014330753822178023,0.4884080370942813,0.12757168703066726
4,stats_15m_1h,ridge,8,647,0.0008035819197751391,0.0002916585671073877,0.5224111282843895,0.18924416607524086
4,stats_15m_1h,ridge,9,647,0.0003805650849393887,0.0,0.49768160741885625,0.2681525293706098
4,stats_15m_1h,ridge,10,647,-0.0017743960717559555,0.0,0.4853168469860896,0.5724491889727579
4,stats_15m_1h,elastic,1,648,0.001106460498024389,0.0010069195312025886,0.5478395061728395,-0.35881752079821333
4,stats_15m_1h,elastic,2,647,0.00028005873243617944,0.0004283266770224421,0.5131375579598145,-0.1525921217015095
4,stats_15m_1h,elastic,3,647,-0.00043040993017790283,0.0,0.4992272024729521,-0.08485669238138234
4,stats_15m_1h,elastic,4,647,-0.00021388563175344023,0.0,0.49768160741885625,-0.031435748305882076
4,stats_15m_1h,elastic,5,647,-0.0004132237859809966,4.841794369939497e-05,0.500772797527048,0.019433664546627476
4,stats_15m_1h,elastic,6,647,0.00019143300906674876,7.121746255182245e-05,0.5054095826893354,0.07231031123392427
4,stats_15m_1h,elastic,7,647,0.0004991907875962283,0.0,0.49768160741885625,0.1275712302742188
4,stats_15m_1h,elastic,8,647,0.0005312694076741407,0.0002032038480253983,0.5146831530139103,0.1895659625571716
4,stats_15m_1h,elastic,9,647,0.00036706763254649744,0.0,0.49613601236476046,0.2685601714573764
4,stats_15m_1h,elastic,10,647,-0.001713347484869848,0.0,0.4884080370942813,0.5740151300016746
4,stats_15m_1h,rf,1,648,0.0005837714516319051,0.0008445960003913224,0.5401234567901234,-0.19622398959781676
4,stats_15m_1h,rf,2,647,0.00031644544802544687,0.0003586157470743461,0.5146831530139103,-0.06301961763852028
4,stats_15m_1h,rf,3,647,6.6562497600939885e-06,0.0004283266770224421,0.5193199381761978,-0.0278091785616227
4,stats_15m_1h,rf,4,647,-0.00033451491501082454,-0.00027573529586461405,0.4760432766615147,-0.00019481570689686395
4,stats_15m_1h,rf,5,647,-0.00043063053275283354,-0.0003399163838433053,0.4806800618238022,0.025261603673592252
4,stats_15m_1h,rf,6,647,0.0003420744856379319,0.0004954992255975654,0.5455950540958269,0.052781036357655665
4,stats_15m_1h,rf,7,647,-0.00041811112953745355,0.0,0.4992272024729521,0.08325160277648427
4,stats_15m_1h,rf,8,647,-0.0007600450006458154,0.0,0.4884080370942813,0.11942023873701427
4,stats_15m_1h,rf,9,647,5.8750338949201725e-06,-0.00017346053816261282,0.47295208655332305,0.16905972302218378
4,stats_15m_1h,rf,10,647,0.0008939000091635592,0.00042953020794607276,0.5239567233384853,0.2867472622624879
4,stats_15m_1h,hgb,1,648,0.0011170325640468646,0.0012804392562412096,0.5632716049382716,-0.6316635851667911
4,stats_15m_1h,hgb,2,647,-0.0006484415045509177,0.00044245341134405267,0.5285935085007728,-0.25786307710129946
4,stats_15m_1h,hgb,3,647,-0.0003670387548310302,5.0765286707936885e-05,0.500772797527048,-0.13684530669254832
4,stats_15m_1h,hgb,4,647,-0.0004907020147985069,-6.12801421891226e-05,0.49768160741885625,-0.056183269332401156
4,stats_15m_1h,hgb,5,647,-9.91964982234735e-05,0.0,0.4992272024729521,0.00481117517296224
4,stats_15m_1h,hgb,6,647,-0.00030651331799282127,-0.00010013016930361787,0.4884080370942813,0.06516367358070535
4,stats_15m_1h,hgb,7,647,0.0005342312148494267,0.0003825032149584864,0.5224111282843895,0.132773895431205
4,stats_15m_1h,hgb,8,647,0.00023114411778761464,-5.732794452226978e-05,0.48377125193199383,0.21239394162593128
4,stats_15m_1h,hgb,9,647,0.0005716760265287987,0.0006327779160729559,0.5208655332302936,0.33657487947145603
4,stats_15m_1h,hgb,10,647,-0.0003375949383869151,-0.0005511729789195958,0.4559505409582689,0.6669419962575773
4,stats_15m_1h_4h,ridge,1,648,0.0002590039661344743,0.0008388466442462304,0.5416666666666666,-0.6083420412344502
4,stats_15m_1h_4h,ridge,2,647,3.3287607560052624e-05,-5.732794452226978e-05,0.49149922720247297,-0.25598294612339445
4,stats_15m_1h_4h,ridge,3,647,2.5128335859012562e-05,0.0002463236212174377,0.5146831530139103,-0.14980422641639474
4,stats_15m_1h_4h,ridge,4,647,-0.00037011675067388826,-0.0005983724448525046,0.4559505409582689,-0.06988310344866804
4,stats_15m_1h_4h,ridge,5,647,-0.00020067700713112812,0.0,0.4945904173106646,0.0010069229347379849
4,stats_15m_1h_4h,ridge,6,647,-0.00010857066679033279,0.0002916585671073877,0.517774343122102,0.06695984165349306
4,stats_15m_1h_4h,ridge,7,647,0.00033068853360982255,0.0004115861559364381,0.5316846986089645,0.14154130089508296
4,stats_15m_1h_4h,ridge,8,647,0.0006599703031324046,0.0005787595415724017,0.5394126738794436,0.22955614631606414
4,stats_15m_1h_4h,ridge,9,647,0.00045390992322141637,-0.0003044788867416081,0.47913446676970634,0.34891209121296873
4,stats_15m_1h_4h,ridge,10,647,-0.0008767011857355877,0.0,0.4945904173106646,0.8634610983683636
4,stats_15m_1h_4h,elastic,1,648,0.0001976954688697074,0.0008245824566162248,0.5385802469135802,-0.6123713969734215
4,stats_15m_1h_4h,elastic,2,647,-0.0001016443965090701,-5.732794452226978e-05,0.49149922720247297,-0.2568243781725693
4,stats_15m_1h_4h,elastic,3,647,0.0002517728898126713,0.0003757044502553389,0.5224111282843895,-0.15059183827602282
4,stats_15m_1h_4h,elastic,4,647,-0.0005090464338609036,-0.0007006072215582428,0.44513137557959814,-0.07076874964429518
4,stats_15m_1h_4h,elastic,5,647,-0.000200941531051245,0.0,0.49613601236476046,0.0003928473003937767
4,stats_15m_1h_4h,elastic,6,647,-9.352956859114129e-06,0.0003343922452159771,0.5208655332302936,0.06656836454427416
4,stats_15m_1h_4h,elastic,7,647,0.00022107574447203818,0.0003540270614798848,0.5301391035548686,0.14165429153962422
4,stats_15m_1h_4h,elastic,8,647,0.0008512030915371097,0.0006391818689972956,0.5425038639876353,0.23046766750211528
4,stats_15m_1h_4h,elastic,9,647,0.0005272354082904518,-0.0002886002906033653,0.47913446676970634,0.3508844714654681
4,stats_15m_1h_4h,elastic,10,647,-0.001021979467405253,0.0,0.4945904173106646,0.8859764774782665
4,stats_15m_1h_4h,rf,1,648,-0.00025873618872451927,0.00044629089409272673,0.5185185185185185,-0.31146128664136924
4,stats_15m_1h_4h,rf,2,647,0.0005716735154263588,0.0004896303388833612,0.5224111282843895,-0.07849132200572449
4,stats_15m_1h_4h,rf,3,647,0.0008546864180560056,0.0010404023827324444,0.5641421947449768,-0.029916002012192463
4,stats_15m_1h_4h,rf,4,647,5.476890480787257e-05,0.00037360233135446546,0.5193199381761978,0.003720910104244616
4,stats_15m_1h_4h,rf,5,647,5.7414442025398485e-05,-0.00010688328355619911,0.49149922720247297,0.032911915055818
4,stats_15m_1h_4h,rf,6,647,-0.0005282180890989195,-0.0008844079465653748,0.437403400309119,0.06203369541790664
4,stats_15m_1h_4h,rf,7,647,-2.043119389497656e-05,-4.881739853052754e-05,0.4899536321483771,0.09248165843019951
4,stats_15m_1h_4h,rf,8,647,-7.930117588688834e-05,0.00026620524581532685,0.5146831530139103,0.12905822143298196
4,stats_15m_1h_4h,rf,9,647,-0.0015161817855075981,-0.00010013016930361787,0.49149922720247297,0.18086200911349876
4,stats_15m_1h_4h,rf,10,647,0.0010710484286061694,0.0002032038480253983,0.5115919629057187,0.2969044830856956
4,stats_15m_1h_4h,hgb,1,648,-6.815497810021027e-05,0.0003465039961451616,0.5154320987654321,-0.9191308647569173
4,stats_15m_1h_4h,hgb,2,647,0.0005157755445259099,0.0012233130002542076,0.5564142194744977,-0.41421752097196707
4,stats_15m_1h_4h,hgb,3,647,0.0007589049486215094,0.00023145469377713448,0.5131375579598145,-0.2197699702214525
4,stats_15m_1h_4h,hgb,4,647,0.00011629892446456676,0.0004283266770224421,0.5316846986089645,-0.09743430634793482
4,stats_15m_1h_4h,hgb,5,647,-0.00022397691591072,-0.0002871912713593356,0.4714064914992272,-0.01862020906566644
4,stats_15m_1h_4h,hgb,6,647,-0.0004481783112593138,0.00011386927819186157,0.5054095826893354,0.05299922822007518
4,stats_15m_1h_4h,hgb,7,647,0.0002749247167541123,0.0003923876840615075,0.5224111282843895,0.13138539018221038
4,stats_15m_1h_4h,hgb,8,647,-0.0004589643936033364,-0.00013884068054237117,0.48377125193199383,0.2214969619088237
4,stats_15m_1h_4h,hgb,9,647,-0.0004204122510262047,-0.00033904051858926044,0.47295208655332305,0.3616306587822739
4,stats_15m_1h_4h,hgb,10,647,0.0001602114299660452,0.0,0.4884080370942813,0.7301867772815385
8,stats_15m,ridge,1,647,0.0017950062427791015,0.0012697817211549322,0.5363214837712519,-0.3320933217123425
8,stats_15m,ridge,2,646,-0.0005206906682598161,0.0004053583322819721,0.5170278637770898,-0.15839150272554406
8,stats_15m,ridge,3,646,-0.0010676708455168657,0.0,0.4984520123839009,-0.08540364065057197
8,stats_15m,ridge,4,646,-0.0007556239404927704,3.3938571199202594e-05,0.5,-0.021392543551215136
