horizon,feature_set,model,fold,train_rows,test_rows,purge_rows,train_end_time,test_start_time,test_end_time,oos_r2_vs_hist_mean,mae,rmse,pearson_ic,spearman_ic,sign_accuracy_raw
2,stats_15m,rf,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.0030066193218771797,0.822564656485755,1.348460969872814,0.0028607488838509536,0.007137082196958093,0.4826666666666667
2,stats_15m,rf,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.0021211713712975255,0.7360567912299248,1.2195489555302088,0.04736558487345916,-0.05666368032599507,0.4589473684210526
2,stats_15m,hgb,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.03612481636602349,0.8594258397419335,1.291498126274702,0.0858705779980587,0.03759751507606029,0.524
2,stats_15m,hgb,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.017642051095615674,0.9525139270862882,2.63928315681892,-0.015370784484598738,-0.023105209507743068,0.4746666666666667
2,stats_15m,hgb,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.010143940810197982,0.8520869806186416,1.494746546926461,0.04114071402277451,0.033862474662976996,0.5093333333333333
2,stats_15m,hgb,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.04265476668799573,0.7951387364951549,1.3361852822415827,-0.01446057401958479,-0.041045710807765166,0.48533333333333334
2,stats_15m,hgb,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.045082633072708544,0.8323722953274174,1.3230522706957852,-0.03574621279170015,-0.013850720719554786,0.5133333333333333
2,stats_15m,hgb,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.034741440362094034,0.8171983520560103,1.312514809270358,-0.03108775447669498,0.013787004065785003,0.508
2,stats_15m,hgb,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.06657002306490378,0.7660780357815603,1.2343954857780348,-0.14399950541268888,-0.0654886020569022,0.484
2,stats_15m,hgb,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.02380868765233002,0.830922846134864,1.3623725554862618,-0.05229571783878874,-0.05726682724207345,0.47733333333333333
2,stats_15m,hgb,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.014741647485639664,0.7414277141445209,1.2118124133841832,0.12745332143264684,-0.010099327436516647,0.5010526315789474
2,stats_15m_1h,ridge,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.06458441961292571,0.8731641640528205,1.309114989316387,-0.0053692733645221485,-0.058283587318895116,0.49066666666666664
2,stats_15m_1h,ridge,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.02669138274432048,0.9839225394530139,2.6509920318038422,-0.012211032065908425,-0.013865930254042083,0.49866666666666665
2,stats_15m_1h,ridge,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.0024268474338251522,0.8345667879315343,1.4890259690732979,0.01146858548912975,-0.00643799904666852,0.48133333333333334
2,stats_15m_1h,ridge,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.012014236160570846,0.7762410361509857,1.3164056214614113,-0.0091199767521322,-0.03893564097865329,0.5
2,stats_15m_1h,ridge,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-2.2497156902057114e-05,0.8117446383121226,1.2942154268017962,0.019200383251525174,-0.007024425431826593,0.5
2,stats_15m_1h,ridge,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.0033795118133597146,0.8079545905141313,1.2924712920908925,-0.037748448124973584,-0.029336727709738147,0.4693333333333333
2,stats_15m_1h,ridge,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.023151768553936858,0.7646203322571029,1.2090093731037987,-0.08631537586712441,-0.10123133760662513,0.48
2,stats_15m_1h,ridge,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,0.003485117175939023,0.8239253178574759,1.3440900796465782,0.05803907500712378,0.026958949329342546,0.5
2,stats_15m_1h,ridge,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,-0.017226123831511453,0.7450147493205918,1.231314763715563,-0.05929826664032118,-0.04870354510508159,0.5010526315789474
2,stats_15m_1h,elastic,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.06583608011613307,0.8736889525239985,1.3098843440768282,-0.006587785411146356,-0.059836515451716706,0.49466666666666664
2,stats_15m_1h,elastic,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.026491321132823265,0.9833657125524427,2.650733732383967,-0.012044235995761581,-0.014083909695191167,0.5013333333333333
2,stats_15m_1h,elastic,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.0026434990577566264,0.8348761828174223,1.4891868698244792,0.011610178316816464,-0.007225940008611144,0.4786666666666667
2,stats_15m_1h,elastic,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.012039539972315882,0.7762020651826852,1.3164220786764491,-0.009119853130238966,-0.03854876734696702,0.5013333333333333
2,stats_15m_1h,elastic,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-1.3074950826252874e-05,0.8117322677855573,1.2942093297423718,0.019277423670039207,-0.007597084268386933,0.49733333333333335
2,stats_15m_1h,elastic,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.0032860516407937634,0.8078602400850282,1.292411096820026,-0.03769659306377535,-0.02868432477213292,0.47333333333333333
2,stats_15m_1h,elastic,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.022903296937125228,0.7643818737790091,1.2088625606936683,-0.08612902601784464,-0.10102178695971357,0.476
2,stats_15m_1h,elastic,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,0.003566095257025892,0.8237804191236949,1.3440354672927737,0.05867555270916925,0.027364653323265577,0.496
2,stats_15m_1h,elastic,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,-0.016688516838739398,0.7448502093136374,1.2309893439798278,-0.057377399498754,-0.04767414632810448,0.49894736842105264
2,stats_15m_1h,rf,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.004310865218021265,0.8278306863358085,1.2715159816329318,0.09421797947245557,0.050558043636535765,0.5146666666666667
2,stats_15m_1h,rf,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.0005890227694875794,0.8994882511985667,2.617075976903055,0.0031239656304657736,-0.0013134662280227633,0.49066666666666664
2,stats_15m_1h,rf,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,0.0035888604369631594,0.8214341644653884,1.4845513160744879,0.03374698675554318,0.011605581603562542,0.4786666666666667
2,stats_15m_1h,rf,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.006250423851904996,0.7674579174541374,1.3126515491444184,-0.010030991967995938,-0.03175494096948698,0.48133333333333334
2,stats_15m_1h,rf,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.007207547457853014,0.8092876267350704,1.298856502192494,-0.024570676789761346,-0.02412733349764777,0.5026666666666667
2,stats_15m_1h,rf,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,0.008537551969254209,0.8016309552997634,1.2847730733517326,0.07007076758529353,0.03279068585010817,0.5093333333333333
2,stats_15m_1h,rf,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.017287241791998254,0.7522861745538719,1.2055394787498352,-0.09999759209006595,-0.052135430105584406,0.492
2,stats_15m_1h,rf,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,0.0018288780040767172,0.8208789673624108,1.3452065759830347,0.04507103449715059,-0.00024475075479988407,0.464
2,stats_15m_1h,rf,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.003458095643610992,0.7333163149422826,1.2187317265125757,0.06413276611906447,0.025052958443781876,0.5178947368421053
2,stats_15m_1h,hgb,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.09157985041908456,0.895226197918413,1.3256091641984347,0.03903409778286455,-0.006340935949317447,0.484
2,stats_15m_1h,hgb,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.02134717726328006,0.9612771885399513,2.6440834656713874,-0.02012322747630219,0.017387963848304055,0.484
2,stats_15m_1h,hgb,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.02475521125380875,0.8501205131479822,1.5055181480322615,0.029215583059415857,0.04157020753153487,0.5093333333333333
2,stats_15m_1h,hgb,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.06830875509174539,0.8076894902069435,1.3525234731821385,-0.06079738461270915,-0.06711557775079885,0.4533333333333333
2,stats_15m_1h,hgb,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.08227995276805733,0.8485706887045217,1.3463919119930987,-0.08467589849444451,-0.009730578059952899,0.5053333333333333
2,stats_15m_1h,hgb,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.008613161699233318,0.8106267353728561,1.2958376875278805,0.051070833705757,0.07869023111998585,0.5266666666666666
2,stats_15m_1h,hgb,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.07871173939571396,0.7707053540479283,1.2414017141794484,-0.10005690958437466,-0.018924383376879815,0.5013333333333333
2,stats_15m_1h,hgb,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.008112021164297989,0.8267180613417185,1.3518885129223635,0.039333175859881525,-0.008950846334660313,0.4866666666666667
2,stats_15m_1h,hgb,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.03523688434954819,0.7319329232524471,1.1991421810368603,0.19031370538920045,0.08885290163864747,0.5157894736842106
2,stats_15m_1h_4h,ridge,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.12489087197549709,0.9194583866424166,1.345683535806416,-0.006272453394374988,-0.03202362805968053,0.49333333333333335
2,stats_15m_1h_4h,ridge,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.05197528176200472,1.0482578727772425,2.6834359367065836,-0.020357957721452158,-0.022900542328154024,0.48533333333333334
2,stats_15m_1h_4h,ridge,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.022052561860585795,0.8630972408020522,1.5035315399186704,-0.0154540358206757,-0.029634385338529565,0.49866666666666665
2,stats_15m_1h_4h,ridge,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.013576410954770468,0.7822102313823176,1.3174212507964378,0.02344265140073601,-0.01512810726818833,0.488
2,stats_15m_1h_4h,ridge,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.004344438535607065,0.8218092037059758,1.2970091102752164,0.009085452495764175,-0.033714181444886665,0.48933333333333334
2,stats_15m_1h_4h,ridge,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.003247036620327437,0.805827250750546,1.2923859674286986,-0.04764492619172586,-0.016876872669995855,0.504
2,stats_15m_1h_4h,ridge,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.01960500349928207,0.7663103421461415,1.2069120328348921,-0.036817565399589004,-0.04938557208809429,0.496
2,stats_15m_1h_4h,ridge,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.003830441653418948,0.8299202056768745,1.3490146373281438,0.007499883321126127,-0.012221992817279563,0.48933333333333334
2,stats_15m_1h_4h,ridge,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,-0.019749828077712417,0.7518325669638224,1.2328412430434559,-0.04930424363484507,-0.06165755485182083,0.49473684210526314
2,stats_15m_1h_4h,elastic,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.1248808314177543,0.9195592687304567,1.3456775301378967,-0.00559377357180798,-0.028820562674265998,0.49066666666666664
2,stats_15m_1h_4h,elastic,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.054303584205617206,1.0538586877579212,2.6864038758476747,-0.020631442117768233,-0.022404477670161214,0.4826666666666667
2,stats_15m_1h_4h,elastic,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.02175169287812717,0.8634513667916185,1.503310220919113,-0.013082775181772801,-0.02794562143538475,0.5013333333333333
2,stats_15m_1h_4h,elastic,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.013668620880603832,0.782306022041299,1.317481175510426,0.023502549317243358,-0.015185024710803153,0.4866666666666667
2,stats_15m_1h_4h,elastic,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.004266524613869116,0.821710290440501,1.2969588003305428,0.00917963103782722,-0.03365059377176457,0.488
2,stats_15m_1h_4h,elastic,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.00315657542180392,0.8057799034139519,1.2923276999158952,-0.04759994580146248,-0.016783546281860053,0.504
2,stats_15m_1h_4h,elastic,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.019429576148939587,0.7661092383700191,1.206808201210324,-0.037553534749527544,-0.050113922008661264,0.5026666666666667
2,stats_15m_1h_4h,elastic,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.0035746273600445466,0.8297304202658967,1.3488427361779765,0.008652082178532663,-0.01150157880521417,0.48933333333333334
2,stats_15m_1h_4h,elastic,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,-0.019117316049438227,0.7515639254862376,1.2324588414733555,-0.04720513683254326,-0.06059014216449579,0.49894736842105264
2,stats_15m_1h_4h,rf,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.013485229739351956,0.8344384880223533,1.277310418297319,0.07993197052994323,0.040012752812518704,0.48933333333333334
2,stats_15m_1h_4h,rf,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.0012181372869326523,0.904368546311147,2.6178985832562764,-0.001745270954483821,-0.0008766539745599742,0.4866666666666667
2,stats_15m_1h_4h,rf,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.0029713741865715626,0.8209012590519796,1.4894303399245694,-0.00775352100511182,-0.013117619857938377,0.49066666666666664
2,stats_15m_1h_4h,rf,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.006425295717064516,0.7662454387996032,1.3127656041784275,-0.02150835439905984,-0.0215555969423019,0.4826666666666667
2,stats_15m_1h_4h,rf,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.012815648326317097,0.8123969407919864,1.3024674793885374,-0.07153301377789024,-0.0639971885459132,0.4653333333333333
2,stats_15m_1h_4h,rf,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,0.0034596593870440673,0.802191382044889,1.2880589303764172,0.017845798960445202,-0.0016911247842218383,0.484
2,stats_15m_1h_4h,rf,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.0128155525641247,0.7509265427326656,1.2028869658618804,-0.09489138899074137,-0.05827093765132433,0.49333333333333335
2,stats_15m_1h_4h,rf,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.0017150072580909281,0.8213828195682996,1.347592456398128,0.016939882563980085,-0.015196235733676827,0.47333333333333333
2,stats_15m_1h_4h,rf,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.006609476378274248,0.7321562336559412,1.2168031930285943,0.08124921339432797,0.021543361960878686,0.49473684210526314
2,stats_15m_1h_4h,hgb,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.262401492402321,1.0068348676273087,1.4255632539337968,0.01045829378358647,-0.022094815144311553,0.46
2,stats_15m_1h_4h,hgb,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.03293661154581318,0.9799740424277813,2.659042625818707,-0.047604303769177216,-0.011299460028880264,0.5013333333333333
2,stats_15m_1h_4h,hgb,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.1931713322126012,0.9654784096262603,1.6245284907932014,-0.072316503933048,0.0008656513228692057,0.476
2,stats_15m_1h_4h,hgb,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.06097635140074131,0.8076966000014569,1.3478739167584133,-0.041229873563576276,-0.05400141327918848,0.4653333333333333
2,stats_15m_1h_4h,hgb,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.11810634303871437,0.8793334386681098,1.368495087332793,-0.0956292648988737,-0.09004562326787238,0.464
2,stats_15m_1h_4h,hgb,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.01122845157159369,0.8176488370565114,1.2975166251404824,0.03771593359155696,0.05349873561369829,0.5093333333333333
2,stats_15m_1h_4h,hgb,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.06766901273001547,0.778495780548545,1.235031280229588,-0.07172211530995895,-0.047936013521380084,0.48933333333333334
2,stats_15m_1h_4h,hgb,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,-0.04580494974226479,0.8369243869977127,1.3769298900306943,-0.07848330907418363,0.003737679642988002,0.5173333333333333
2,stats_15m_1h_4h,hgb,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,0.03253827135941645,0.7344272388156917,1.2008181162188845,0.18162650080945464,0.04905519463798373,0.5157894736842106
4,stats_15m,ridge,0,3500,750,4,2025-12-12 01:30:00,2025-12-12 09:15:00,2026-01-14 01:15:00,-0.050274916739744935,0.953732089179363,1.3815152758939877,-0.0066534231006993285,-0.003626346105542478,0.5533333333333333
4,stats_15m,ridge,1,4250,750,4,2026-01-14 00:15:00,2026-01-14 01:30:00,2026-02-11 10:45:00,-0.0023091044469765176,1.0592760198806321,2.8555230782938206,0.01742443052955153,0.04355203491492727,0.5333333333333333
4,stats_15m,ridge,2,5000,750,4,2026-02-11 09:30:00,2026-02-11 11:00:00,2026-03-20 09:15:00,-0.004669947868105373,0.900397185882498,1.543953150747557,0.0053428424598761445,0.029914023170985356,0.504
4,stats_15m,ridge,3,5750,750,4,2026-03-20 01:45:00,2026-03-20 09:30:00,2026-04-21 01:30:00,-0.03176951262430028,0.8644612508912745,1.396803900526634,-0.0756357957043468,-0.09141547533888526,0.452
4,stats_15m,ridge,4,6500,750,4,2026-04-21 00:30:00,2026-04-21 01:45:00,2026-05-23 00:15:00,0.004984563794137031,0.8757321023704913,1.363924935791814,0.04076337239920439,0.04056217728786844,0.5106666666666667
4,stats_15m,ridge,5,7250,750,4,2026-05-22 23:15:00,2026-05-23 00:30:00,2026-06-23 23:00:00,0.011274629926154245,0.8447900829808098,1.2827267700462972,0.043396637997336424,0.027215565021204053,0.5146666666666667
4,stats_15m,ridge,6,8000,750,4,2026-06-23 22:00:00,2026-06-23 23:15:00,2026-07-22 01:30:00,-0.030233726401887928,0.843969000350971,1.2672513953181872,-0.08433409297090304,-0.07835969186334334,0.488
4,stats_15m,ridge,7,8750,750,4,2026-07-22 00:30:00,2026-07-22 01:45:00,2026-08-19 10:45:00,0.013272908542516948,0.9178392473918745,1.4222469503475728,0.12420100093454575,0.04661597952110003,0.48533333333333334
4,stats_15m,ridge,8,9500,471,4,2026-08-19 09:30:00,2026-08-19 11:00:00,2026-09-05 01:30:00,-0.021767754776502724,0.7913294249929044,1.2630852279431701,-0.041154366373257804,-0.04016489768402069,0.46284501061571126
4,stats_15m,elastic,0,3500,750,4,2025-12-12 01:30:00,2025-12-12 09:15:00,2026-01-14 01:15:00,-0.05133311853714573,0.9543129369284821,1.3822110717619354,-0.007739705235516272,-0.005205044068132931,0.5533333333333333
4,stats_15m,elastic,1,4250,750,4,2026-01-14 00:15:00,2026-01-14 01:30:00,2026-02-11 10:45:00,-0.0023333356353580914,1.0592291803111347,2.855557594741464,0.017125945440502492,0.04273428372875686,0.5373333333333333
4,stats_15m,elastic,2,5000,750,4,2026-02-11 09:30:00,2026-02-11 11:00:00,2026-03-20 09:15:00,-0.004779625213727989,0.9004828298607792,1.544037423230492,0.005035530887375108,0.029717926820975158,0.504
4,stats_15m,elastic,3,5750,750,4,2026-03-20 01:45:00,2026-03-20 09:30:00,2026-04-21 01:30:00,-0.031600371165700025,0.8643343846687902,1.3966894044450788,-0.07531572246161859,-0.0911096116753164,0.45466666666666666
4,stats_15m,elastic,4,6500,750,4,2026-04-21 00:30:00,2026-04-21 01:45:00,2026-05-23 00:15:00,0.005015807077101364,0.8756913039519856,1.3639035221404878,0.04087931033251717,0.04078152701271666,0.512
4,stats_15m,elastic,5,7250,750,4,2026-05-22 23:15:00,2026-05-23 00:30:00,2026-06-23 23:00:00,0.011287500586411037,0.8447821473951441,1.282718421118128,0.043463600142064886,0.02724262995840085,0.5133333333333333
4,stats_15m,elastic,6,8000,750,4,2026-06-23 22:00:00,2026-06-23 23:15:00,2026-07-22 01:30:00,-0.030141954691944806,0.8438981264367384,1.2671949516129768,-0.08429404095912288,-0.07823511919655052,0.48933333333333334
4,stats_15m,elastic,7,8750,750,4,2026-07-22 00:30:00,2026-07-22 01:45:00,2026-08-19 10:45:00,0.01327006284811083,0.9178478209209311,1.4222490012070799,0.12424796962114326,0.04657410922146427,0.48533333333333334
4,stats_15m,elastic,8,9500,471,4,2026-08-19 09:30:00,2026-08-19 11:00:00,2026-09-05 01:30:00,-0.02171148672908174,0.7912813961665974,1.2630504488470107,-0.0412338052852368,-0.040591382953281525,0.46284501061571126
4,stats_15m,rf,0,3500,750,4,2025-12-12 01:30:00,2025-12-12 09:15:00,2026-01-14 01:15:00,-0.040422608731791154,0.9545360334751942,1.3750202216824654,0.08325171758765089,0.05083439581821539,0.504
4,stats_15m,rf,1,4250,750,4,2026-01-14 00:15:00,2026-01-14 01:30:00,2026-02-11 10:45:00,0.0027593669393922715,1.0342728770983451,2.8482940307472715,0.020899743017109933,0.06435169619887217,0.5293333333333333
4,stats_15m,rf,2,5000,750,4,2026-02-11 09:30:00,2026-02-11 11:00:00,2026-03-20 09:15:00,-0.0035184265048326946,0.9026675029457347,1.5430680815888367,0.012037053780193364,0.03686507557784156,0.5173333333333333
4,stats_15m,rf,3,5750,750,4,2026-03-20 01:45:00,2026-03-20 09:30:00,2026-04-21 01:30:00,-0.03421079804822624,0.8581259414126107,1.3984554235810691,-0.09473702461234008,-0.09059072718254016,0.464
4,stats_15m,rf,4,6500,750,4,2026-04-21 00:30:00,2026-04-21 01:45:00,2026-05-23 00:15:00,-0.0058938725447967855,0.874647161687074,1.3713605173107488,0.003528803792894645,0.02916286094135535,0.5106666666666667
4,stats_15m,rf,5,7250,750,4,2026-05-22 23:15:00,2026-05-23 00:30:00,2026-06-23 23:00:00,0.005380363677424338,0.8439997959125165,1.2865445633939039,0.046710036327111217,0.027346438143686924,0.49333333333333335
4,stats_15m,rf,6,8000,750,4,2026-06-23 22:00:00,2026-06-23 23:15:00,2026-07-22 01:30:00,-0.037208552935124484,0.8392874872734222,1.2715338939300447,-0.14203741569319753,-0.0908011576255329,0.48533333333333334
4,stats_15m,rf,7,8750,750,4,2026-07-22 00:30:00,2026-07-22 01:45:00,2026-08-19 10:45:00,0.008982682005769793,0.9161967760739412,1.4253355163366297,0.0995826280648006,0.04500996055174939,0.4866666666666667
4,stats_15m,rf,8,9500,471,4,2026-08-19 09:30:00,2026-08-19 11:00:00,2026-09-05 01:30:00,0.0007489698357791008,0.7785715961490907,1.2490903749232838,0.04768202786085062,-0.09997418808018015,0.4692144373673036
4,stats_15m,hgb,0,3500,750,4,2025-12-12 01:30:00,2025-12-12 09:15:00,2026-01-14 01:15:00,-0.0901381767744569,0.9879892551113502,1.4074888695621233,0.07511132372783895,0.0542069174652945,0.5213333333333333
4,stats_15m,hgb,1,4250,750,4,2026-01-14 00:15:00,2026-01-14 01:30:00,2026-02-11 10:45:00,-0.025374372963213876,1.1200474169842949,2.8881920374147025,-0.03143421758845741,0.004893038312740223,0.488
4,stats_15m,hgb,2,5000,750,4,2026-02-11 09:30:00,2026-02-11 11:00:00,2026-03-20 09:15:00,-0.037799913391167506,0.9382212341004652,1.569203352618111,0.019755247749027025,0.05410788679878817,0.516
4,stats_15m,hgb,3,5750,750,4,2026-03-20 01:45:00,2026-03-20 09:30:00,2026-04-21 01:30:00,-0.10326832907510797,0.8823463378863804,1.4443906528896036,-0.10118943369353989,-0.04705113565147348,0.48533333333333334
4,stats_15m,hgb,4,6500,750,4,2026-04-21 00:30:00,2026-04-21 01:45:00,2026-05-23 00:15:00,-0.041059900031960694,0.9006587688297735,1.3951259584570554,-0.03935847712979387,-0.017796383764567644,0.488
4,stats_15m,hgb,5,7250,750,4,2026-05-22 23:15:00,2026-05-23 00:30:00,2026-06-23 23:00:00,-0.02422641020147931,0.8702008824331778,1.3055523909720494,0.03383778083182924,0.006827631742119589,0.47733333333333333
4,stats_15m,hgb,6,8000,750,4,2026-06-23 22:00:00,2026-06-23 23:15:00,2026-07-22 01:30:00,-0.07987449294720705,0.8610282209662324,1.2974228370867933,-0.15977173046675758,-0.11163394858752777,0.4746666666666667
4,stats_15m,hgb,7,8750,750,4,2026-07-22 00:30:00,2026-07-22 01:45:00,2026-08-19 10:45:00,0.01392257327500579,0.9108049414828743,1.4217786669533188,0.12150074474884129,0.09753484344219968,0.5106666666666667
