horizon,feature_set,model,fold,train_rows,test_rows,purge_rows,train_end_time,test_start_time,test_end_time,oos_r2_vs_hist_mean,mae,rmse,pearson_ic,spearman_ic,sign_accuracy_raw
2,stats_15m,elastic,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,-0.007237215286524545,0.9267390786522445,2.625755874185947,0.002108518129228968,-0.005038772710048929,0.49733333333333335
2,stats_15m,elastic,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,-0.0011772410970756209,0.8265998709310349,1.4880975838598474,-0.0056928222231420475,-0.005656586096377672,0.484
2,stats_15m,elastic,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.010827394050801686,0.7748455157343263,1.3156334860975765,-0.02887463723881981,-0.06868338164987123,0.476
2,stats_15m,elastic,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,0.0005117219244563653,0.8081525216689854,1.2938696911108543,0.017693764168681205,0.013739047624194754,0.536
2,stats_15m,elastic,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.0007738625484856598,0.8069341908827469,1.2907920091945566,-0.015224903114582014,-0.024920293191632335,0.492
2,stats_15m,elastic,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.01622471122215896,0.7575336957639441,1.2049097366552712,-0.06990801496052895,-0.07352718901510534,0.48933333333333334
2,stats_15m,elastic,7,8750,750,2,2026-07-22 00:30:00,2026-07-22 01:15:00,2026-08-19 10:00:00,0.004814669697636331,0.820750015696011,1.3431931362836305,0.07205283152936721,0.02748153179981537,0.47733333333333333
2,stats_15m,elastic,8,9500,475,2,2026-08-19 09:30:00,2026-08-19 10:30:00,2026-09-05 02:00:00,-0.011388736967554713,0.7447235641318914,1.2277767096826693,-0.04483900247731721,-0.07960482328784116,0.4673684210526316
2,stats_15m,rf,0,3500,750,2,2025-12-12 01:30:00,2025-12-12 02:15:00,2026-01-14 00:45:00,-0.005507611828405645,0.8314408418168705,1.2722733314987618,0.09634332150102663,0.05649080083860549,0.508
2,stats_15m,rf,1,4250,750,2,2026-01-14 00:15:00,2026-01-14 01:00:00,2026-02-11 10:00:00,0.0005609655080764941,0.8997943447931096,2.615571627031397,0.020649502267355624,0.03555307834607762,0.504
2,stats_15m,rf,2,5000,750,2,2026-02-11 09:30:00,2026-02-11 10:30:00,2026-03-20 02:15:00,0.004046138830978485,0.8230795194729968,1.4842106278192493,0.03702616601439139,0.009452859538970626,0.47733333333333333
2,stats_15m,rf,3,5750,750,2,2026-03-20 01:45:00,2026-03-20 09:00:00,2026-04-21 01:00:00,-0.006082034443440021,0.7684452425867494,1.312541712735572,0.004634649067744503,-0.0376218464561678,0.4653333333333333
2,stats_15m,rf,4,6500,750,2,2026-04-21 00:30:00,2026-04-21 01:15:00,2026-05-22 23:45:00,-0.0039044760901336684,0.8079531381891091,1.296724995690229,0.011360689303106582,0.0060025284313414695,0.5146666666666667
2,stats_15m,rf,5,7250,750,2,2026-05-22 23:15:00,2026-05-23 00:00:00,2026-06-23 22:30:00,-0.005201568005426482,0.8045170809398576,1.293644271586947,-0.026203344970319477,-0.02475679423430086,0.48933333333333334
2,stats_15m,rf,6,8000,750,2,2026-06-23 22:00:00,2026-06-23 22:45:00,2026-07-22 01:00:00,-0.029134179351629763,0.7541279095223505,1.2125387854256502,-0.16468488350710198,-0.05388105497671753,0.49733333333333335
