roc_auc,pr_auc,log_loss,brier,accuracy,balanced_accuracy,abs_direction_accuracy,wf,model,n,n_pos,nonlinear
0.49876744754826857,0.4027410878320336,0.6833516884164601,0.24459923499131633,0.5881777149382783,0.5025418994103968,0.5881777149382783,WF1,M_ID,18389,7379,
0.5242146226145115,0.41918560005938954,0.6815508006421714,0.24371765417064165,0.5799662841916363,0.5072376884151812,0.5799662841916363,WF1,M_GLOBAL2,18389,7379,
0.5984644914336399,0.4782358826373987,0.6656318692506739,0.2363630503292106,0.5905160693893088,0.5525175095537709,0.5905160693893088,WF1,M_GLOBAL4,18389,7379,
0.5289300379762931,0.4215088310420578,0.6893644655149637,0.2472149111670505,0.5656642558051008,0.5136629047328385,0.5656642558051008,WF1,M_SCOPE12,18389,7379,
0.5931187739859747,0.47567119304844135,0.6739256361039951,0.23985077403578176,0.5850236554461906,0.5551040283082351,0.5850236554461906,WF1,M_GLOBAL_SCOPE,18389,7379,
0.6048286377166515,0.490612746338905,0.6691325796173284,0.23736288991452956,0.6022622219805318,0.5706620550574395,0.6022622219805318,WF1,M_CORE,18389,7379,
0.5450568844324524,0.4355831924136538,0.7786487729627997,0.27137362675461435,0.5527217358203274,0.5313464616367803,0.5527217358203274,WF1,M_TYPE20,18389,7379,
0.5649506005394448,0.45105016742826076,0.78904414736952,0.2744422885277916,0.5539181032138779,0.5409043005539322,0.5539181032138779,WF1,M_GLOBAL_TYPE,18389,7379,
0.5518772804331313,0.44053781113758284,0.8678617517191279,0.293487000938004,0.5479906465821959,0.5355520163696987,0.5479906465821959,WF1,M_IDENTITY_MAP,18389,7379,
0.555090427101285,0.4434074591206851,0.8774680109826059,0.2944402751357648,0.5513078470824949,0.53838926506586,0.5513078470824949,WF1,M_MAP_CORE,18389,7379,
0.6338227552254175,0.514410298542157,0.6531848915152684,0.2303664039936357,0.6175430964163359,0.5860153867192399,0.6175430964163359,WF1,N_GLOBAL4,18389,7379,HGB
0.6092247508978951,0.47845348698628765,0.6714217620896334,0.23811055280529453,0.5966066670292023,0.5630116715587931,0.5966066670292023,WF1,N_IDENTITY_MAP,18389,7379,HGB
0.6208875273731983,0.496109133149515,0.6623228086503842,0.23435666242538458,0.60775463592365,0.5758744991401699,0.60775463592365,WF1,N_MAP_CORE,18389,7379,HGB
0.5222492129432836,0.4329074331266727,0.6784415333190833,0.2426692780999692,0.5851318944844125,0.500447597032943,0.5851318944844125,WF2,M_ID,16263,6744,
0.5807774707811075,0.48187200739685154,0.6715453176246748,0.23926042249557172,0.5863616798868597,0.502989455627049,0.5863616798868597,WF2,M_GLOBAL2,16263,6744,
0.6326311602305783,0.529402217645525,0.6529485434949492,0.23054355493514705,0.610588452315071,0.5579206122312408,0.610588452315071,WF2,M_GLOBAL4,16263,6744,
0.550288493999078,0.45542558993111837,0.676868665005697,0.24180762109300555,0.5819344524380495,0.5100574978531418,0.5819344524380495,WF2,M_SCOPE12,16263,6744,
0.6250841327895498,0.5180497604128039,0.6565951915327486,0.23214522463902035,0.604501014572957,0.5592693616326067,0.604501014572957,WF2,M_GLOBAL_SCOPE,16263,6744,
0.6303062851010222,0.5274125927863507,0.6555838501359429,0.23148399493237604,0.6156920617352272,0.5718766858491297,0.6156920617352272,WF2,M_CORE,16263,6744,
0.5840017692030561,0.49536381896918863,0.6729869317739213,0.23941540118908655,0.6050544180040582,0.5501889552978703,0.6050544180040582,WF2,M_TYPE20,16263,6744,
0.6306643596119245,0.525482171616347,0.6576535914330047,0.23225671201285394,0.6179056754596323,0.5713901612396111,0.6179056754596323,WF2,M_GLOBAL_TYPE,16263,6744,
0.6210379391058676,0.5132525897658444,0.6645384805740439,0.23510085266479364,0.6070835639180963,0.5617132236743969,0.6070835639180963,WF2,M_IDENTITY_MAP,16263,6744,
0.6238959304341931,0.5182732835278958,0.6639001066398034,0.23476318584550232,0.6075139888089528,0.5628806070197122,0.6075139888089528,WF2,M_MAP_CORE,16263,6744,
0.6588777399312632,0.5564480213773628,0.6412770901083555,0.22511984655193293,0.6297116153231261,0.5881538103788677,0.6297116153231261,WF2,N_GLOBAL4,16263,6744,HGB
0.6480295013394575,0.5426675248002242,0.6478118774136725,0.22788916122919384,0.6191354608620796,0.572764893513217,0.6191354608620796,WF2,N_IDENTITY_MAP,16263,6744,HGB
0.6453728149619472,0.5363748137281119,0.6494853313660509,0.22863562542075733,0.6215950316669742,0.5783889469609199,0.6215950316669742,WF2,N_MAP_CORE,16263,6744,HGB
0.5152667598500553,0.3892508535207865,0.6663830516147429,0.23673397760448625,0.6197599024202349,0.5005985310736362,0.6197599024202349,WF3,M_ID,15577,5913,
0.5537562873587549,0.42409888325893563,0.6621911756964304,0.23465963725298247,0.6199524940617577,0.5069241008278986,0.6199524940617577,WF3,M_GLOBAL2,15577,5913,
0.6324853308962293,0.5033088412476393,0.6377968540674118,0.2237010752198704,0.6297104705655775,0.5641511754182893,0.6297104705655775,WF3,M_GLOBAL4,15577,5913,
0.5669204885015955,0.4327034612845887,0.6600565896046949,0.23372515724220128,0.6177055915773255,0.5157472716978977,0.6177055915773255,WF3,M_SCOPE12,15577,5913,
0.6355556857547014,0.5079581473503654,0.6369545851729048,0.22335906925864066,0.6298388649932593,0.5723286267742084,0.6298388649932593,WF3,M_GLOBAL_SCOPE,15577,5913,
0.6415059092212354,0.5233776234921472,0.6340721042911488,0.22192836233759536,0.6394042498555562,0.5819412699652691,0.6394042498555562,WF3,M_CORE,15577,5913,
0.5864874601422615,0.44698392832033595,0.6597774065227207,0.23373256166661682,0.608589587211915,0.5437486717587132,0.608589587211915,WF3,M_TYPE20,15577,5913,
0.6329091956156767,0.505976440786752,0.6412661550514637,0.22529703753274483,0.6242537073890994,0.575573149240141,0.6242537073890994,WF3,M_GLOBAL_TYPE,15577,5913,
0.6304568142032989,0.5020149856787841,0.6432233515728603,0.22615279480747325,0.626885793156577,0.5787446971847865,0.626885793156577,WF3,M_IDENTITY_MAP,15577,5913,
0.6332782156949051,0.5065574115249204,0.6427547971777801,0.22578074319241404,0.6302240482763048,0.5823212624725181,0.6302240482763048,WF3,M_MAP_CORE,15577,5913,
0.6593083499372244,0.5449852982973475,0.6253659191910752,0.2180602291344809,0.644347435321307,0.5908154617505709,0.644347435321307,WF3,N_GLOBAL4,15577,5913,HGB
0.6516788724865965,0.5312951985255744,0.6295515841259548,0.22000190808057354,0.6361301919496694,0.5823877882861088,0.6361301919496694,WF3,N_IDENTITY_MAP,15577,5913,HGB
0.6584832478498941,0.5349584876907081,0.6275537978122574,0.21889403799504717,0.6430634910444887,0.588992988705994,0.6430634910444887,WF3,N_MAP_CORE,15577,5913,HGB
