GLOBAL2-ID,GLOBAL4-GLOBAL2,SCOPE12-ID,GLOBAL_SCOPE-GLOBAL4,CORE-GLOBAL_SCOPE,TYPE20-ID,GLOBAL_TYPE-GLOBAL4,IDENTITY_MAP-GLOBAL4,MAP_CORE-IDENTITY_MAP
0.04082165347092213,0.06827753393535785,0.03661853337845302,-0.0032741300100738537,0.007627413169561059,0.05975423114538749,-0.011685608931133832,-0.020069649606049882,0.002964179829361776
