n,close_inside_zone_pct,close_beyond_near_pct,close_beyond_far_pct,touch_to_close_p10,touch_to_close_p25,touch_to_close_median,touch_to_close_p75,touch_to_close_p90,touch_to_close_p95,MFE_ge_0_5R_pct,MFE_ge_1_0R_pct,MFE_ge_1_5R_pct,MFE_ge_2_5R_pct,MAE_ge_0_5R_pct,MAE_ge_1_0R_pct,bar_order_ambiguous_pct,room_to_far_edge_median_R,native_base_rate
79896,0.4272,0.5027,0.0701,-0.75,-0.2778,0.0256,0.3846,0.75,1.0,0.8538,0.436,0.1315,0.0119,0.3312,0.1417,0.2204,1.4063,0.2901
