symbol,fold,stop_atr,target_r,quant_bin,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate_w,positive_R_rate_event,p10_R,p90_R,target_hit_rate_w,target_hit_rate_event,stop_hit_rate_w,stop_hit_rate_event,timeout_rate_w,timeout_rate_event,both_hit_rate_w,both_hit_rate_event,gap_stop_rate_w,gap_stop_rate_event
CU,0,1.0,2.5,MID,83,64.0,83,0.130102,0.040078,-1.0,0.4375,0.385542,-1.0,2.5,0.1875,0.192771,0.515625,0.578313,0.296875,0.228916,0.0,0.0,0.0,0.0
CU,0,1.0,2.5,HIGH,58,30.0,58,0.380698,0.659434,0.904818,0.533333,0.637931,-1.0,2.5,0.133333,0.172414,0.4,0.327586,0.466667,0.5,0.0,0.0,0.0,0.0
CU,0,1.0,3.0,LOW,52,43.0,52,0.225747,0.161369,0.0,0.511628,0.480769,-1.0,2.594862,0.093023,0.096154,0.418605,0.461538,0.488372,0.442308,0.0,0.0,0.0,0.0
CU,0,1.0,3.0,MID,83,64.0,83,0.162711,0.069443,-1.0,0.4375,0.385542,-1.0,3.0,0.109375,0.108434,0.515625,0.578313,0.375,0.313253,0.0,0.0,0.0,0.0
CU,0,1.0,3.0,HIGH,58,30.0,58,0.447365,0.745641,0.904818,0.533333,0.637931,-1.0,3.0,0.133333,0.172414,0.4,0.327586,0.466667,0.5,0.0,0.0,0.0,0.0
CU,0,1.25,1.5,LOW,52,43.0,52,0.328001,0.279192,0.399554,0.604651,0.576923,-1.0,1.5,0.325581,0.326923,0.27907,0.288462,0.395349,0.384615,0.0,0.0,0.0,0.0
CU,0,1.25,1.5,MID,83,64.0,83,0.034691,-0.081684,-1.0,0.453125,0.39759,-1.0,1.5,0.296875,0.277108,0.46875,0.542169,0.234375,0.180723,0.0,0.0,0.0,0.0
CU,0,1.25,1.5,HIGH,58,30.0,58,0.378963,0.662624,1.058123,0.633333,0.758621,-1.0,1.5,0.266667,0.327586,0.3,0.206897,0.433333,0.465517,0.0,0.0,0.0,0.0
CU,0,1.25,2.0,LOW,52,43.0,52,0.391111,0.360226,0.354897,0.604651,0.576923,-1.0,2.0,0.209302,0.230769,0.27907,0.288462,0.511628,0.480769,0.0,0.0,0.0,0.0
CU,0,1.25,2.0,MID,83,64.0,83,0.055682,-0.041402,-1.0,0.453125,0.39759,-1.0,2.0,0.1875,0.192771,0.46875,0.542169,0.34375,0.26506,0.0,0.0,0.0,0.0
CU,0,1.25,2.0,HIGH,58,30.0,58,0.384007,0.666103,0.769558,0.633333,0.758621,-1.0,2.0,0.133333,0.172414,0.3,0.206897,0.566667,0.62069,0.0,0.0,0.0,0.0
CU,0,1.25,2.5,LOW,52,43.0,52,0.382846,0.350621,0.354897,0.604651,0.576923,-1.0,2.066601,0.093023,0.115385,0.27907,0.288462,0.627907,0.596154,0.0,0.0,0.0,0.0
CU,0,1.25,2.5,MID,83,64.0,83,0.087644,-0.010971,-1.0,0.453125,0.39759,-1.0,2.208342,0.09375,0.096386,0.46875,0.542169,0.4375,0.361446,0.0,0.0,0.0,0.0
CU,0,1.25,2.5,HIGH,58,30.0,58,0.451546,0.753211,0.769558,0.633333,0.758621,-1.0,2.5,0.133333,0.172414,0.3,0.206897,0.566667,0.62069,0.0,0.0,0.0,0.0
CU,0,1.25,3.0,LOW,52,43.0,52,0.344473,0.267928,0.354897,0.604651,0.576923,-1.0,1.844476,0.046512,0.038462,0.27907,0.288462,0.674419,0.673077,0.0,0.0,0.0,0.0
CU,0,1.25,3.0,MID,83,64.0,83,0.120989,0.026789,-1.0,0.453125,0.39759,-1.0,2.138307,0.078125,0.084337,0.46875,0.542169,0.453125,0.373494,0.0,0.0,0.0,0.0
CU,0,1.25,3.0,HIGH,58,30.0,58,0.498624,0.828835,0.769558,0.633333,0.758621,-1.0,2.71925,0.1,0.155172,0.3,0.206897,0.6,0.637931,0.0,0.0,0.0,0.0
CU,1,0.75,1.5,LOW,24,19.0,24,0.01028,0.112305,-1.0,0.421053,0.458333,-1.0,1.5,0.368421,0.416667,0.578947,0.541667,0.052632,0.041667,0.0,0.0,0.0,0.0
CU,1,0.75,1.5,MID,51,46.0,51,0.195652,0.27451,1.5,0.478261,0.509804,-1.0,1.5,0.478261,0.509804,0.521739,0.490196,0.0,0.0,0.0,0.0,0.0,0.0
CU,1,0.75,1.5,HIGH,95,71.0,95,0.231837,0.025482,-1.0,0.492958,0.410526,-1.0,1.5,0.492958,0.410526,0.507042,0.589474,0.0,0.0,0.0,0.0,0.014085,0.021053
CU,1,0.75,2.0,LOW,24,19.0,24,-0.079742,0.103538,-1.0,0.368421,0.416667,-1.0,2.0,0.210526,0.291667,0.631579,0.583333,0.157895,0.125,0.0,0.0,0.0,0.0
CU,1,0.75,2.0,MID,51,46.0,51,0.220014,0.296483,-1.0,0.413043,0.431373,-1.0,2.0,0.391304,0.411765,0.565217,0.529412,0.043478,0.058824,0.0,0.0,0.0,0.0
CU,1,0.75,2.0,HIGH,95,71.0,95,0.028873,-0.136733,-1.0,0.338028,0.284211,-1.0,2.0,0.323944,0.273684,0.633803,0.694737,0.042254,0.031579,0.0,0.0,0.014085,0.021053
CU,1,0.75,2.5,LOW,24,19.0,24,-0.117288,0.023256,-1.0,0.315789,0.333333,-1.0,2.5,0.157895,0.208333,0.631579,0.583333,0.210526,0.208333,0.0,0.0,0.0,0.0
CU,1,0.75,2.5,MID,51,46.0,51,0.293863,0.361279,-1.0,0.413043,0.431373,-1.0,2.5,0.282609,0.294118,0.565217,0.529412,0.152174,0.176471,0.0,0.0,0.0,0.0
CU,1,0.75,2.5,HIGH,95,71.0,95,0.041279,-0.118236,-1.0,0.323944,0.273684,-1.0,2.5,0.225352,0.189474,0.647887,0.705263,0.126761,0.105263,0.0,0.0,0.014085,0.021053
CU,1,0.75,3.0,LOW,24,19.0,24,-0.03834,0.127423,-1.0,0.315789,0.333333,-1.0,3.0,0.157895,0.208333,0.631579,0.583333,0.210526,0.208333,0.0,0.0,0.0,0.0
CU,1,0.75,3.0,MID,51,46.0,51,0.34821,0.351475,-1.0,0.391304,0.392157,-1.0,3.0,0.26087,0.254902,0.586957,0.568627,0.152174,0.176471,0.0,0.0,0.0,0.0
CU,1,0.75,3.0,HIGH,95,71.0,95,0.03617,-0.122584,-1.0,0.323944,0.273684,-1.0,3.0,0.140845,0.115789,0.647887,0.705263,0.211268,0.178947,0.0,0.0,0.014085,0.021053
CU,1,1.0,1.5,LOW,24,19.0,24,0.191516,0.255784,0.405654,0.526316,0.541667,-1.0,1.5,0.315789,0.375,0.421053,0.416667,0.263158,0.208333,0.0,0.0,0.0,0.0
CU,1,1.0,1.5,MID,51,46.0,51,0.153714,0.207272,0.0,0.478261,0.490196,-1.0,1.5,0.413043,0.431373,0.5,0.470588,0.086957,0.098039,0.0,0.0,0.0,0.0
CU,1,1.0,1.5,HIGH,95,71.0,95,-0.042259,-0.181536,-1.0,0.380282,0.326316,-1.0,1.5,0.338028,0.284211,0.577465,0.642105,0.084507,0.073684,0.0,0.0,0.0,0.0
CU,1,1.0,2.0,LOW,24,19.0,24,0.181325,0.220214,-0.080016,0.473684,0.458333,-1.0,2.0,0.210526,0.25,0.421053,0.416667,0.368421,0.333333,0.0,0.0,0.0,0.0
CU,1,1.0,2.0,MID,51,46.0,51,0.255296,0.302437,0.0,0.478261,0.490196,-1.0,2.0,0.304348,0.313725,0.5,0.470588,0.195652,0.215686,0.0,0.0,0.0,0.0
CU,1,1.0,2.0,HIGH,95,71.0,95,-0.037272,-0.168258,-1.0,0.366197,0.315789,-1.0,2.0,0.197183,0.168421,0.591549,0.652632,0.211268,0.178947,0.0,0.0,0.0,0.0
CU,1,1.0,2.5,LOW,24,19.0,24,0.269502,0.318161,-0.080016,0.473684,0.458333,-1.0,2.5,0.157895,0.166667,0.421053,0.416667,0.421053,0.416667,0.0,0.0,0.0,0.0
CU,1,1.0,2.5,MID,51,46.0,51,0.185359,0.167424,-1.0,0.434783,0.431373,-1.0,2.5,0.217391,0.196078,0.543478,0.529412,0.23913,0.27451,0.0,0.0,0.0,0.0
CU,1,1.0,2.5,HIGH,95,71.0,95,-0.078267,-0.199294,-1.0,0.352113,0.305263,-1.0,2.215004,0.084507,0.073684,0.605634,0.663158,0.309859,0.263158,0.0,0.0,0.0,0.0
CU,1,1.0,3.0,LOW,24,19.0,24,0.226041,0.252763,-0.080016,0.473684,0.458333,-1.0,2.041278,0.052632,0.041667,0.421053,0.416667,0.526316,0.541667,0.0,0.0,0.0,0.0
CU,1,1.0,3.0,MID,51,46.0,51,-0.058552,-0.052574,-1.0,0.391304,0.392157,-1.0,1.772045,0.043478,0.039216,0.565217,0.54902,0.391304,0.411765,0.0,0.0,0.0,0.0
CU,1,1.0,3.0,HIGH,95,71.0,95,-0.05211,-0.174482,-1.0,0.352113,0.305263,-1.0,2.17862,0.056338,0.052632,0.605634,0.663158,0.338028,0.284211,0.0,0.0,0.0,0.0
CU,1,1.25,1.5,LOW,24,19.0,24,0.062172,0.085552,-0.064013,0.473684,0.458333,-1.0,1.5,0.210526,0.25,0.368421,0.375,0.421053,0.375,0.0,0.0,0.0,0.0
CU,1,1.25,1.5,MID,51,46.0,51,0.128637,0.165918,0.072384,0.5,0.509804,-1.0,1.5,0.304348,0.313725,0.434783,0.411765,0.26087,0.27451,0.0,0.0,0.0,0.0
CU,1,1.25,1.5,HIGH,95,71.0,95,-0.012103,-0.112519,-1.0,0.43662,0.410526,-1.0,1.5,0.239437,0.2,0.492958,0.536842,0.267606,0.263158,0.0,0.0,0.0,0.0
CU,1,1.25,2.0,LOW,24,19.0,24,0.153766,0.188909,-0.064013,0.473684,0.458333,-1.0,2.0,0.157895,0.166667,0.368421,0.375,0.473684,0.458333,0.0,0.0,0.0,0.0
CU,1,1.25,2.0,MID,51,46.0,51,0.094426,0.077515,-0.483362,0.456522,0.45098,-1.0,2.0,0.217391,0.196078,0.478261,0.470588,0.304348,0.333333,0.0,0.0,0.0,0.0
CU,1,1.25,2.0,HIGH,95,71.0,95,-0.043032,-0.133847,-1.0,0.422535,0.4,-1.0,1.772003,0.084507,0.073684,0.492958,0.536842,0.422535,0.389474,0.0,0.0,0.0,0.0
CU,1,1.25,2.5,LOW,24,19.0,24,0.124261,0.140757,-0.064013,0.473684,0.458333,-1.0,1.633022,0.052632,0.041667,0.368421,0.375,0.578947,0.583333,0.0,0.0,0.0,0.0
CU,1,1.25,2.5,MID,51,46.0,51,-0.114299,-0.110746,-0.491006,0.413043,0.411765,-1.0,1.417636,0.021739,0.019608,0.5,0.490196,0.478261,0.490196,0.0,0.0,0.0,0.0
CU,1,1.25,2.5,HIGH,95,71.0,95,-0.019083,-0.110685,-1.0,0.422535,0.4,-1.0,1.742896,0.042254,0.042105,0.492958,0.536842,0.464789,0.421053,0.0,0.0,0.0,0.0
CU,1,1.25,3.0,LOW,24,19.0,24,0.089041,0.112875,-0.064013,0.473684,0.458333,-1.0,1.633022,0.0,0.0,0.368421,0.375,0.631579,0.625,0.0,0.0,0.0,0.0
CU,1,1.25,3.0,MID,51,46.0,51,-0.10343,-0.100943,-0.491006,0.413043,0.411765,-1.0,1.417636,0.021739,0.019608,0.5,0.490196,0.478261,0.490196,0.0,0.0,0.0,0.0
CU,1,1.25,3.0,HIGH,95,71.0,95,0.002044,-0.089632,-1.0,0.422535,0.4,-1.0,1.742896,0.042254,0.042105,0.492958,0.536842,0.464789,0.421053,0.0,0.0,0.0,0.0
CU,2,0.75,1.5,LOW,24,18.0,24,0.261269,0.058571,-0.460398,0.555556,0.5,-1.0,1.5,0.444444,0.333333,0.444444,0.5,0.111111,0.166667,0.0,0.0,0.0,0.0
CU,2,0.75,1.5,MID,27,23.0,27,0.304348,0.388889,1.5,0.521739,0.555556,-1.0,1.5,0.521739,0.555556,0.478261,0.444444,0.0,0.0,0.0,0.0,0.0,0.0
CU,2,0.75,1.5,HIGH,124,99.0,124,-0.166667,-0.133065,-1.0,0.333333,0.346774,-1.0,1.5,0.333333,0.346774,0.666667,0.653226,0.0,0.0,0.0,0.0,0.0,0.0
CU,2,0.75,2.0,LOW,24,18.0,24,0.483491,0.225237,-0.460398,0.555556,0.5,-1.0,2.0,0.444444,0.333333,0.444444,0.5,0.111111,0.166667,0.0,0.0,0.0,0.0
CU,2,0.75,2.0,MID,27,23.0,27,0.249216,0.286369,-1.0,0.434783,0.444444,-1.0,2.0,0.391304,0.407407,0.565217,0.555556,0.043478,0.037037,0.0,0.0,0.0,0.0
CU,2,0.75,2.0,HIGH,124,99.0,124,-0.121212,-0.080645,-1.0,0.292929,0.306452,-1.0,2.0,0.292929,0.306452,0.707071,0.693548,0.0,0.0,0.0,0.0,0.0,0.0
CU,2,0.75,2.5,LOW,24,18.0,24,0.508753,0.244183,-0.460398,0.555556,0.5,-1.0,2.5,0.277778,0.208333,0.444444,0.5,0.277778,0.291667,0.0,0.0,0.0,0.0
CU,2,0.75,2.5,MID,27,23.0,27,0.071224,0.066564,-1.0,0.347826,0.333333,-1.0,2.5,0.217391,0.222222,0.608696,0.592593,0.173913,0.185185,0.0,0.0,0.0,0.0
CU,2,0.75,2.5,HIGH,124,99.0,124,-0.08131,-0.050942,-1.0,0.272727,0.282258,-1.0,2.5,0.232323,0.241935,0.717172,0.709677,0.050505,0.048387,0.0,0.0,0.0,0.0
CU,2,0.75,3.0,LOW,24,18.0,24,0.554455,0.27846,-0.460398,0.555556,0.5,-1.0,3.0,0.222222,0.166667,0.444444,0.5,0.333333,0.333333,0.0,0.0,0.0,0.0
CU,2,0.75,3.0,MID,27,23.0,27,-0.075831,-0.040187,-1.0,0.304348,0.296296,-1.0,2.546041,0.086957,0.111111,0.652174,0.62963,0.26087,0.259259,0.0,0.0,0.0,0.0
CU,2,0.75,3.0,HIGH,124,99.0,124,-0.080658,-0.047536,-1.0,0.262626,0.266129,-1.0,3.0,0.141414,0.16129,0.717172,0.709677,0.141414,0.129032,0.0,0.0,0.0,0.0
CU,2,1.0,1.5,LOW,24,18.0,24,0.654353,0.600957,0.983866,0.777778,0.791667,-1.0,1.5,0.555556,0.5,0.222222,0.208333,0.222222,0.291667,0.0,0.0,0.0,0.0
CU,2,1.0,1.5,MID,27,23.0,27,0.141971,0.203026,0.216361,0.478261,0.518519,-1.0,1.5,0.391304,0.407407,0.478261,0.444444,0.130435,0.148148,0.0,0.0,0.0,0.0
CU,2,1.0,1.5,HIGH,124,99.0,124,-0.002405,-0.005843,-1.0,0.40404,0.403226,-1.0,1.5,0.373737,0.370968,0.555556,0.564516,0.070707,0.064516,0.0,0.0,0.0,0.0
CU,2,1.0,2.0,LOW,24,18.0,24,0.551096,0.423113,0.295184,0.777778,0.791667,-1.0,2.0,0.222222,0.166667,0.222222,0.208333,0.555556,0.625,0.0,0.0,0.0,0.0
CU,2,1.0,2.0,MID,27,23.0,27,0.024782,0.056691,-0.255697,0.391304,0.407407,-1.0,2.0,0.217391,0.222222,0.521739,0.481481,0.26087,0.296296,0.0,0.0,0.0,0.0
CU,2,1.0,2.0,HIGH,124,99.0,124,0.06985,0.079463,-1.0,0.393939,0.395161,-1.0,2.0,0.272727,0.282258,0.555556,0.564516,0.171717,0.153226,0.0,0.0,0.0,0.0
CU,2,1.0,2.5,LOW,24,18.0,24,0.64073,0.490338,0.295184,0.777778,0.791667,-1.0,2.5,0.166667,0.125,0.222222,0.208333,0.611111,0.666667,0.0,0.0,0.0,0.0
CU,2,1.0,2.5,MID,27,23.0,27,-0.101814,-0.032632,-1.0,0.347826,0.37037,-1.0,1.976198,0.086957,0.111111,0.565217,0.518519,0.347826,0.37037,0.0,0.0,0.0,0.0
CU,2,1.0,2.5,HIGH,124,99.0,124,0.135059,0.140295,-1.0,0.383838,0.379032,-1.0,2.5,0.20202,0.209677,0.555556,0.564516,0.242424,0.225806,0.0,0.0,0.0,0.0
CU,2,1.0,3.0,LOW,24,18.0,24,0.692162,0.528912,0.295184,0.777778,0.791667,-1.0,2.827731,0.111111,0.083333,0.222222,0.208333,0.666667,0.708333,0.0,0.0,0.0,0.0
CU,2,1.0,3.0,MID,27,23.0,27,-0.096675,-0.009735,-1.0,0.347826,0.37037,-1.0,1.852219,0.043478,0.074074,0.565217,0.518519,0.391304,0.407407,0.0,0.0,0.0,0.0
CU,2,1.0,3.0,HIGH,124,99.0,124,0.16094,0.185151,-1.0,0.383838,0.379032,-1.0,3.0,0.161616,0.177419,0.555556,0.564516,0.282828,0.258065,0.0,0.0,0.0,0.0
CU,2,1.25,1.5,LOW,24,18.0,24,0.482082,0.361061,0.236147,0.777778,0.791667,-0.963321,1.5,0.277778,0.208333,0.111111,0.125,0.611111,0.666667,0.0,0.0,0.0,0.0
CU,2,1.25,1.5,MID,27,23.0,27,-0.035021,-0.01248,-0.204558,0.391304,0.407407,-1.0,1.5,0.217391,0.222222,0.434783,0.407407,0.347826,0.37037,0.0,0.0,0.0,0.0
CU,2,1.25,1.5,HIGH,124,99.0,124,-0.000523,0.008055,-1.0,0.424242,0.427419,-1.0,1.5,0.313131,0.322581,0.515152,0.524194,0.171717,0.153226,0.0,0.0,0.0,0.0
CU,2,1.25,2.0,LOW,24,18.0,24,0.536767,0.402074,0.236147,0.777778,0.791667,-0.963321,2.0,0.166667,0.125,0.111111,0.125,0.722222,0.75,0.0,0.0,0.0,0.0
CU,2,1.25,2.0,MID,27,23.0,27,-0.058295,-0.013787,-0.204558,0.391304,0.407407,-1.0,1.580958,0.086957,0.111111,0.434783,0.407407,0.478261,0.481481,0.0,0.0,0.0,0.0
CU,2,1.25,2.0,HIGH,124,99.0,124,0.066084,0.078733,-1.0,0.414141,0.41129,-1.0,2.0,0.212121,0.225806,0.515152,0.524194,0.272727,0.25,0.0,0.0,0.0,0.0
CU,2,1.25,2.5,LOW,24,18.0,24,0.589023,0.441267,0.236147,0.777778,0.791667,-0.963321,2.332185,0.111111,0.083333,0.111111,0.125,0.777778,0.791667,0.0,0.0,0.0,0.0
CU,2,1.25,2.5,MID,27,23.0,27,-0.049836,0.011937,-0.204558,0.391304,0.407407,-1.0,1.481775,0.043478,0.074074,0.434783,0.407407,0.521739,0.518519,0.0,0.0,0.0,0.0
CU,2,1.25,2.5,HIGH,124,99.0,124,0.082915,0.120396,-1.0,0.414141,0.41129,-1.0,2.5,0.151515,0.177419,0.515152,0.524194,0.333333,0.298387,0.0,0.0,0.0,0.0
CU,2,1.25,3.0,LOW,24,18.0,24,0.644579,0.482933,0.236147,0.777778,0.791667,-0.963321,2.682185,0.111111,0.083333,0.111111,0.125,0.777778,0.791667,0.0,0.0,0.0,0.0
CU,2,1.25,3.0,MID,27,23.0,27,-0.028097,0.048974,-0.204558,0.391304,0.407407,-1.0,1.481775,0.043478,0.074074,0.434783,0.407407,0.521739,0.518519,0.0,0.0,0.0,0.0
CU,2,1.25,3.0,HIGH,124,99.0,124,0.110382,0.154316,-1.0,0.414141,0.41129,-1.0,2.616421,0.090909,0.104839,0.515152,0.524194,0.393939,0.370968,0.0,0.0,0.0,0.0
CU,3,0.75,1.5,LOW,11,10.0,11,0.0,0.136364,-1.0,0.4,0.454545,-1.0,1.5,0.4,0.454545,0.6,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
CU,3,0.75,1.5,MID,35,26.0,35,0.110767,0.253713,0.379941,0.461538,0.514286,-1.0,1.5,0.423077,0.485714,0.538462,0.485714,0.038462,0.028571,0.0,0.0,0.0,0.0
CU,3,0.75,1.5,HIGH,141,114.0,141,0.125345,0.136533,-1.0,0.45614,0.460993,-1.0,1.5,0.438596,0.439716,0.54386,0.539007,0.017544,0.021277,0.0,0.0,0.0,0.0
CU,3,0.75,2.0,LOW,11,10.0,11,0.2,0.363636,-1.0,0.4,0.454545,-1.0,2.0,0.4,0.454545,0.6,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
CU,3,0.75,2.0,MID,35,26.0,35,0.206921,0.410855,-1.0,0.423077,0.485714,-1.0,2.0,0.384615,0.457143,0.576923,0.514286,0.038462,0.028571,0.0,0.0,0.0,0.0
CU,3,0.75,2.0,HIGH,141,114.0,141,0.130252,0.161777,-1.0,0.403509,0.411348,-1.0,2.0,0.333333,0.347518,0.596491,0.588652,0.070175,0.06383,0.0,0.0,0.0,0.0
CU,3,0.75,2.5,LOW,11,10.0,11,0.4,0.590909,-1.0,0.4,0.454545,-1.0,2.5,0.4,0.454545,0.6,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
CU,3,0.75,2.5,MID,35,26.0,35,0.27702,0.416814,-1.0,0.423077,0.485714,-1.0,2.5,0.307692,0.314286,0.576923,0.514286,0.115385,0.171429,0.0,0.0,0.0,0.0
CU,3,0.75,2.5,HIGH,141,114.0,141,0.193004,0.25152,-1.0,0.385965,0.397163,-1.0,2.5,0.27193,0.297872,0.614035,0.602837,0.114035,0.099291,0.0,0.0,0.0,0.0
CU,3,0.75,3.0,LOW,11,10.0,11,0.332638,0.415768,-1.0,0.4,0.454545,-1.0,3.0,0.2,0.181818,0.6,0.545455,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,0.75,3.0,MID,35,26.0,35,0.13944,0.243184,-1.0,0.346154,0.4,-1.0,3.0,0.230769,0.228571,0.615385,0.571429,0.153846,0.2,0.0,0.0,0.0,0.0
CU,3,0.75,3.0,HIGH,141,114.0,141,0.220633,0.290619,-1.0,0.368421,0.382979,-1.0,3.0,0.210526,0.22695,0.614035,0.602837,0.175439,0.170213,0.0,0.0,0.0,0.0
CU,3,1.0,1.5,LOW,11,10.0,11,0.0,0.136364,-1.0,0.4,0.454545,-1.0,1.5,0.4,0.454545,0.6,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
CU,3,1.0,1.5,MID,35,26.0,35,0.01096,0.17957,-1.0,0.423077,0.485714,-1.0,1.5,0.384615,0.457143,0.576923,0.514286,0.038462,0.028571,0.0,0.0,0.0,0.0
CU,3,1.0,1.5,HIGH,141,114.0,141,0.039042,0.110193,-0.802784,0.429825,0.460993,-1.0,1.5,0.350877,0.382979,0.517544,0.496454,0.131579,0.120567,0.0,0.0,0.0,0.0
CU,3,1.0,2.0,LOW,11,10.0,11,0.09353,0.170055,-1.0,0.4,0.454545,-1.0,2.0,0.3,0.272727,0.6,0.545455,0.1,0.181818,0.0,0.0,0.0,0.0
CU,3,1.0,2.0,MID,35,26.0,35,-0.106958,-0.017612,-1.0,0.346154,0.4,-1.0,2.0,0.230769,0.228571,0.615385,0.571429,0.153846,0.2,0.0,0.0,0.0,0.0
CU,3,1.0,2.0,HIGH,141,114.0,141,0.092349,0.195974,-1.0,0.403509,0.439716,-1.0,2.0,0.263158,0.304965,0.535088,0.510638,0.201754,0.184397,0.0,0.0,0.0,0.0
CU,3,1.0,2.5,LOW,11,10.0,11,0.149479,0.220917,-1.0,0.4,0.454545,-1.0,2.5,0.2,0.181818,0.6,0.545455,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,1.0,2.5,MID,35,26.0,35,-0.126189,-0.003326,-1.0,0.307692,0.371429,-1.0,2.5,0.192308,0.2,0.653846,0.6,0.153846,0.2,0.0,0.0,0.0,0.0
CU,3,1.0,2.5,HIGH,141,114.0,141,0.109885,0.233971,-1.0,0.394737,0.432624,-1.0,2.5,0.175439,0.205674,0.535088,0.510638,0.289474,0.283688,0.0,0.0,0.0,0.0
CU,3,1.0,3.0,LOW,11,10.0,11,-0.150521,-0.05181,-1.0,0.3,0.363636,-1.0,2.279742,0.1,0.090909,0.7,0.636364,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,1.0,3.0,MID,35,26.0,35,-0.168069,-0.005866,-1.0,0.307692,0.371429,-1.0,2.891907,0.115385,0.142857,0.653846,0.6,0.230769,0.257143,0.0,0.0,0.0,0.0
CU,3,1.0,3.0,HIGH,141,114.0,141,0.098686,0.201831,-1.0,0.394737,0.432624,-1.0,3.0,0.105263,0.113475,0.535088,0.510638,0.359649,0.375887,0.0,0.0,0.0,0.0
CU,3,1.25,1.5,LOW,11,10.0,11,0.0,0.136364,-1.0,0.4,0.454545,-1.0,1.5,0.4,0.454545,0.6,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
CU,3,1.25,1.5,MID,35,26.0,35,0.019347,0.106703,0.227965,0.461538,0.514286,-1.0,1.5,0.307692,0.314286,0.5,0.457143,0.192308,0.228571,0.0,0.0,0.0,0.0
CU,3,1.25,1.5,HIGH,141,114.0,141,0.064377,0.124274,-0.125683,0.464912,0.489362,-1.0,1.5,0.280702,0.319149,0.429825,0.425532,0.289474,0.255319,0.0,0.0,0.0,0.0
CU,3,1.25,2.0,LOW,11,10.0,11,-0.000417,0.067643,-1.0,0.4,0.454545,-1.0,2.0,0.2,0.181818,0.6,0.545455,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,1.25,2.0,MID,35,26.0,35,-0.005506,0.131098,-0.346235,0.384615,0.457143,-1.0,2.0,0.230769,0.257143,0.5,0.457143,0.269231,0.285714,0.0,0.0,0.0,0.0
CU,3,1.25,2.0,HIGH,141,114.0,141,0.08766,0.171374,-0.131707,0.447368,0.475177,-1.0,2.0,0.175439,0.205674,0.429825,0.425532,0.394737,0.368794,0.0,0.0,0.0,0.0
CU,3,1.25,2.5,LOW,11,10.0,11,-0.250417,-0.15963,-1.0,0.3,0.363636,-1.0,1.873793,0.1,0.090909,0.7,0.636364,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,1.25,2.5,MID,35,26.0,35,-0.111135,0.056686,-0.346235,0.384615,0.457143,-1.0,1.758982,0.038462,0.085714,0.5,0.457143,0.461538,0.457143,0.0,0.0,0.0,0.0
CU,3,1.25,2.5,HIGH,141,114.0,141,0.078019,0.146721,-0.131707,0.447368,0.475177,-1.0,2.20054,0.087719,0.092199,0.429825,0.425532,0.482456,0.48227,0.0,0.0,0.0,0.0
CU,3,1.25,3.0,LOW,11,10.0,11,-0.200417,-0.114176,-1.0,0.3,0.363636,-1.0,2.123793,0.1,0.090909,0.7,0.636364,0.2,0.272727,0.0,0.0,0.0,0.0
CU,3,1.25,3.0,MID,35,26.0,35,-0.091905,0.099543,-0.346235,0.384615,0.457143,-1.0,1.758982,0.038462,0.085714,0.5,0.457143,0.461538,0.457143,0.0,0.0,0.0,0.0
CU,3,1.25,3.0,HIGH,141,114.0,141,0.066309,0.128059,-0.131707,0.447368,0.475177,-1.0,1.790577,0.026316,0.028369,0.429825,0.425532,0.54386,0.546099,0.0,0.0,0.0,0.0
CU,4,0.75,1.5,LOW,30,25.0,30,-0.25,-0.25,-1.0,0.3,0.3,-1.0,1.5,0.3,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
CU,4,0.75,1.5,MID,84,62.0,84,0.26268,0.315598,0.837053,0.516129,0.547619,-1.0,1.5,0.483871,0.5,0.467742,0.440476,0.048387,0.059524,0.0,0.0,0.0,0.0
CU,4,0.75,1.5,HIGH,84,67.0,84,-0.039844,-0.098062,-1.0,0.38806,0.369048,-1.0,1.5,0.373134,0.345238,0.58209,0.607143,0.029851,0.035714,0.014925,0.011905,0.0,0.0
CU,4,0.75,2.0,LOW,30,25.0,30,-0.236056,-0.26338,-1.0,0.28,0.266667,-1.0,2.0,0.2,0.2,0.72,0.733333,0.08,0.066667,0.0,0.0,0.0,0.0
CU,4,0.75,2.0,MID,84,62.0,84,0.418419,0.487438,0.143075,0.5,0.535714,-1.0,2.0,0.435484,0.452381,0.483871,0.452381,0.080645,0.095238,0.0,0.0,0.0,0.0
CU,4,0.75,2.0,HIGH,84,67.0,84,-0.03125,-0.114114,-1.0,0.328358,0.309524,-1.0,2.0,0.298507,0.261905,0.626866,0.654762,0.059701,0.071429,0.014925,0.011905,0.0,0.0
