quarter,n_fit_rows,n_pred_rows,n_pred_rows_dropped_straddling,fit_max_time,pred_min_time,fit_has_both_classes,gid_overlap_size,router_long_share
2025Q2,7732,10371,672,2025-03-31 23:45:00,2025-04-01 00:15:00,True,0,0.6817086105486453
2025Q3,18775,11372,1227,2025-06-30 23:45:00,2025-07-01 01:00:00,True,0,0.5571579317622231
2025Q4,31374,9434,819,2025-09-30 15:00:00,2025-10-09 10:45:00,True,0,0.6513673945304219
2026Q1,41627,406,87,2025-12-31 15:00:00,2026-01-05 09:30:00,True,0,0.729064039408867
