architecture,population,table,decile,n,weight_sum,mean_predicted,mean_actual,actual_win_rate,avg_win,avg_loss,payoff_ratio
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_win,5,2060,1030.0,1.1971989165671906,1.0987431501978568,1.0,1.0987431501978568,,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_win,6,2059,1029.5,1.4190914244957311,1.3631200995070112,1.0,1.3631200995070112,,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_win,7,2060,1030.0,1.759621950244245,1.703759771265431,1.0,1.703759771265431,,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_win,8,2060,1030.0,2.3261668438419374,2.4166717306907928,1.0,2.4166717306907928,,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_win,9,2060,1030.0,3.7701007170643575,3.7240385313440916,1.0,3.7240385313440916,,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_loss,0,2212,1106.0,0.5793907398085172,0.4871483452767188,0.9018987341772152,0.5401364109033092,0.0,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_loss,1,2267,1133.5,0.6725672373769135,0.5197612706955179,0.8769298632554036,0.5927056341381988,0.0,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_loss,2,2147,1073.5,0.7264353523951326,0.5971562170829264,0.8942710759198882,0.6677574989984599,0.0,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_loss,3,2209,1104.5,0.8013816526992383,0.6159706534231036,0.8895427795382526,0.6924575946115195,0.0,
A1_SHARE_TO_WIN,ROOT_CANDIDATE_TD5,mu_loss,4,2209,1104.5,0.9205966848127629,0.8039479030822834,0.9189678587596197,0.8748378905954501,0.0,
