gid,teacher_direction,tr_A,tr_B,tr_C,delta_BA,delta_CB,delta_CA
CU::CU_LONG_10093,LONG,-1.3407352499784362,-1.3407352499784362,-1.3407352499784362,0.0,0.0,0.0
CU::CU_LONG_10134,LONG,0.7649603301582774,0.7649603301582774,0.7649603301582774,0.0,0.0,0.0
CU::CU_LONG_10362,LONG,5.373460413361284,-0.7228912360176845,5.373460413361284,-6.096351649378969,6.096351649378969,0.0
CU::CU_LONG_10869,LONG,1.215638977352495,1.215638977352495,1.215638977352495,0.0,0.0,0.0
CU::CU_LONG_10976,LONG,0.8187692326921915,-1.8090278131630246,0.609133816829976,-2.6277970458552162,2.4181616299930004,-0.20963541586221546
CU::CU_LONG_11150,LONG,2.4220835962864116,-0.49305498271040094,2.030922674261277,-2.9151385789968125,2.523977656971678,-0.39116092202513464
CU::CU_LONG_11226,LONG,-1.2959263927582574,-1.2959263927582574,-1.2959263927582574,0.0,0.0,0.0
CU::CU_LONG_11356,LONG,6.30916722886272,4.8324313063586315,6.30916722886272,-1.4767359225040888,1.4767359225040888,0.0
CU::CU_LONG_11490,LONG,1.9622824616922612,-1.9574651204341382,2.188823547436022,-3.9197475821263996,4.14628866787016,0.22654108574376086
CU::CU_LONG_11772,LONG,1.781472971780774,1.781472971780774,1.781472971780774,0.0,0.0,0.0
CU::CU_LONG_11777,LONG,1.0375246534550286,2.677371813624824,1.0375246534550286,1.6398471601697953,-1.6398471601697953,0.0
CU::CU_LONG_11803,LONG,3.5624269263414643,-0.053926138561001986,3.5624269263414643,-3.616353064902466,3.616353064902466,0.0
CU::CU_LONG_11835,LONG,3.0268305810880998,1.5837790401958096,3.0268305810880998,-1.4430515408922902,1.4430515408922902,0.0
CU::CU_LONG_11941,LONG,2.186616365061582,0.1564762230233449,0.8434336851549675,-2.0301401420382374,0.6869574621316226,-1.3431826799066147
CU::CU_LONG_12101,LONG,3.7121629295554315,0.630509115827726,3.7121629295554315,-3.0816538137277054,3.0816538137277054,0.0
CU::CU_LONG_12188,LONG,5.921868059196565,5.473398699049065,5.921868059196565,-0.4484693601474996,0.4484693601474996,0.0
CU::CU_LONG_12236,LONG,-0.7195438915577593,-1.4697983299710555,0.07457291535064972,-0.7502544384132962,1.5443712453217053,0.794116806908409
CU::CU_LONG_9919,LONG,2.8210496922605097,2.8210496922605097,2.8210496922605097,0.0,0.0,0.0
CU::CU_LONG_9925,LONG,1.552980555531982,1.552980555531982,1.552980555531982,0.0,0.0,0.0
CU::CU_LONG_9976,LONG,-0.25152957170144996,-0.25152957170144996,-0.25152957170144996,0.0,0.0,0.0
CU::CU_LONG_9980,LONG,-0.07137824095022681,-0.07137824095022681,-0.07137824095022681,0.0,0.0,0.0
CU::CU_SHORT_10001,SHORT,6.512596938176755,6.512596938176755,6.512596938176755,0.0,0.0,0.0
CU::CU_SHORT_10042,SHORT,0.04093397548431323,3.2167018886419414,0.04093397548431323,3.175767913157628,-3.175767913157628,0.0
CU::CU_SHORT_10121,SHORT,-3.6709101330271348,-3.6709101330271348,-3.6709101330271348,0.0,0.0,0.0
CU::CU_SHORT_10194,SHORT,-0.5400582564126283,0.9317640296533645,-0.39591727297900225,1.4718222860659926,-1.3276813026323668,0.14414098343362602
CU::CU_SHORT_10402,SHORT,4.667476642833677,6.206355831506683,5.678375587591052,1.5388791886730067,-0.5279802439156311,1.0108989447573755
CU::CU_SHORT_10536,SHORT,-0.6812989387950075,2.5852838305448076,-0.8865746415004955,3.266582769339815,-3.471858472045303,-0.205275702705488
CU::CU_SHORT_10650,SHORT,-1.9975338688442827,-1.145188381043825,-2.274215811375159,0.8523454878004577,-1.129027430331334,-0.2766819425308762
CU::CU_SHORT_11193,SHORT,-0.4289834866547197,1.1298891088763674,-0.4289834866547197,1.5588725955310871,-1.5588725955310871,0.0
CU::CU_SHORT_11289,SHORT,-0.15053466120763537,-0.15053466120763537,-0.15053466120763537,0.0,0.0,0.0
CU::CU_SHORT_11294,SHORT,-0.32670929528822307,-0.6340420894018378,-0.32670929528822307,-0.30733279411361475,0.30733279411361475,0.0
CU::CU_SHORT_11432,SHORT,2.030374122293632,2.030374122293632,2.030374122293632,0.0,0.0,0.0
CU::CU_SHORT_11790,SHORT,-1.8131838248869794,-2.6761618638229705,-1.8131838248869794,-0.8629780389359911,0.8629780389359911,0.0
CU::CU_SHORT_11994,SHORT,1.7487422216402648,3.857497250232878,1.7487422216402648,2.108755028592613,-2.108755028592613,0.0
CU::CU_SHORT_12215,SHORT,-0.7371579997282599,-0.7371579997282599,-0.7371579997282599,0.0,0.0,0.0
CU::CU_SHORT_9910,SHORT,-2.6187890452942177,-2.6187890452942177,-2.6187890452942177,0.0,0.0,0.0
CU::CU_SHORT_9936,SHORT,-1.3982353490142683,-1.3982353490142683,-1.3982353490142683,0.0,0.0,0.0
CU::CU_SHORT_9951,SHORT,-6.75245089408347,-5.463384026825652,-6.75245089408347,1.2890668672578176,-1.2890668672578176,0.0
I::I_LONG_7824,LONG,-2.1215164660773462,-2.1215164660773462,-2.1215164660773462,0.0,0.0,0.0
I::I_LONG_7868,LONG,4.379651097607059,4.379651097607059,4.379651097607059,0.0,0.0,0.0
I::I_LONG_8032,LONG,-0.22695983832627833,-0.22695983832627833,0.22695983832627833,0.0,0.45391967665255667,0.45391967665255667
I::I_LONG_8042,LONG,-2.6937985701435174,-2.669826768339391,0.37134257758135714,0.023971801804126613,3.041169345920748,3.0651411477248747
I::I_LONG_8109,LONG,4.064748564869637,1.0748692662974109,3.8836912236337784,-2.9898792985722262,2.8088219573363675,-0.1810573412358587
I::I_LONG_8754,LONG,-0.8575527456931671,-1.4761546339705969,-0.8575527456931671,-0.6186018882774298,0.6186018882774298,0.0
I::I_LONG_8766,LONG,2.323345259157581,0.28723627994044904,2.323345259157581,-2.036108979217132,2.036108979217132,0.0
I::I_LONG_8777,LONG,1.8906694536460324,1.8906694536460324,1.8906694536460324,0.0,0.0,0.0
I::I_LONG_8785,LONG,1.1371464482509084,1.1371464482509084,1.1371464482509084,0.0,0.0,0.0
I::I_LONG_8844,LONG,1.9864777840593666,1.9864777840593666,1.9864777840593666,0.0,0.0,0.0
I::I_LONG_8863,LONG,1.2483268909074616,1.2483268909074616,1.2483268909074616,0.0,0.0,0.0
I::I_LONG_8905,LONG,-2.3568206227270436,-2.3568206227270436,-2.3568206227270436,0.0,0.0,0.0
I::I_LONG_8910,LONG,0.6106833330825228,-1.6926300862378598,1.6926300862378598,-2.3033134193203826,3.3852601724757196,1.081946753155337
I::I_LONG_8953,LONG,-2.5837028812636333,-3.3256406772198055,-2.5837028812636333,-0.7419377959561722,0.7419377959561722,0.0
I::I_SHORT_7364,SHORT,-3.433465566968399,-2.630402859063049,-4.283360278734841,0.8030627079053501,-1.6529574196717918,-0.8498947117664417
I::I_SHORT_7588,SHORT,-2.556075455300446,2.4100594245027165,-2.583091222185373,4.966134879803162,-4.99315064668809,-0.027015766884926684
I::I_SHORT_7740,SHORT,-3.9450481861465794,4.79227665543969,-1.4480720500698616,8.73732484158627,-6.240348705509552,2.496976136076718
I::I_SHORT_7809,SHORT,0.6693850565162976,0.6693850565162976,0.6693850565162976,0.0,0.0,0.0
I::I_SHORT_7877,SHORT,-5.765856006337779,0.18256929308926773,-4.486926298738121,5.948425299427046,-4.669495591827388,1.2789297075996577
I::I_SHORT_8015,SHORT,1.2313216215764387,1.2313216215764387,1.2313216215764387,0.0,0.0,0.0
I::I_SHORT_8034,SHORT,0.6863657907810051,0.6863657907810051,0.6863657907810051,0.0,0.0,0.0
I::I_SHORT_8078,SHORT,-0.24959917885856275,1.0537059103187765,-2.756693719268981,1.3033050891773392,-3.8103996295877574,-2.507094540410418
I::I_SHORT_8414,SHORT,-0.9054794778021285,0.557831351983941,-1.1120590525084308,1.4633108297860695,-1.6698904044923717,-0.2065795747063024
I::I_SHORT_8641,SHORT,-5.925602945824603,7.060092226865475,-7.522156968653835,12.985695172690079,-14.58224919551931,-1.596554022829232
I::I_SHORT_8739,SHORT,3.3005713171545614,-3.3005713171545614,3.3005713171545614,-6.601142634309123,6.601142634309123,0.0
I::I_SHORT_8869,SHORT,-1.034231235739663,-0.6126616961176086,-1.034231235739663,0.42156953962205446,-0.42156953962205446,0.0
I::I_SHORT_8926,SHORT,0.8221319660616595,-0.8221319660616595,-0.8221319660616595,-1.644263932123319,0.0,-1.644263932123319
I::I_SHORT_8937,SHORT,2.7832039548718845,3.359543578777301,3.359543578777301,0.5763396239054166,0.0,0.5763396239054166
I::I_SHORT_8976,SHORT,-1.6209899692426168,-1.2839276145383165,-1.6209899692426168,0.33706235470430035,-0.33706235470430035,0.0
I::I_SHORT_8997,SHORT,-1.6631273026446332,2.722552756307719,-1.6631273026446332,4.385680058952352,-4.385680058952352,0.0
M::M_LONG_7835,LONG,-1.0998105097229858,0.15789426244660115,0.15789426244660115,1.2577047721695869,0.0,1.2577047721695869
M::M_LONG_7863,LONG,1.7979589609163849,-0.7094901298152214,1.7979589609163849,-2.5074490907316065,2.5074490907316065,0.0
M::M_LONG_8176,LONG,-1.7415733167049599,-3.604128462874003,-1.7415733167049599,-1.862555146169043,1.862555146169043,0.0
M::M_LONG_8253,LONG,2.8003967542303,4.147214473470901,2.892285379461289,1.3468177192406006,-1.2549290940096118,0.09188862523098873
M::M_LONG_8395,LONG,-0.07944674606057028,-2.2849565809230348,0.9351579337974167,-2.2055098348624647,3.2201145147204517,1.014604679857987
M::M_LONG_8420,LONG,3.181390755864142,3.181390755864142,3.181390755864142,0.0,0.0,0.0
M::M_LONG_8466,LONG,4.506795047345882,3.3055890487959365,4.506795047345882,-1.2012059985499457,1.2012059985499457,0.0
M::M_LONG_8520,LONG,10.429931432757819,-10.429931432757819,10.429931432757819,-20.859862865515638,20.859862865515638,0.0
M::M_LONG_8630,LONG,-1.4292096896250783,-1.4292096896250783,-1.4292096896250783,0.0,0.0,0.0
M::M_LONG_8672,LONG,-1.4183238260421265,-1.4183238260421265,-1.4183238260421265,0.0,0.0,0.0
M::M_LONG_8707,LONG,1.4369297343710774,-1.817163221947084,1.817163221947084,-3.2540929563181615,3.634326443894168,0.3802334875760065
M::M_LONG_8752,LONG,5.351610380750155,0.9082312374107676,5.351610380750155,-4.443379143339388,4.443379143339388,0.0
M::M_LONG_8868,LONG,4.9270444409285385,2.809774095958669,4.9270444409285385,-2.1172703449698695,2.1172703449698695,0.0
M::M_LONG_8906,LONG,16.63539676665316,16.63539676665316,16.63539676665316,0.0,0.0,0.0
M::M_LONG_9042,LONG,-4.310792487913154,-4.310792487913154,-4.310792487913154,0.0,0.0,0.0
M::M_LONG_9081,LONG,1.4550857715761878,1.4550857715761878,1.4550857715761878,0.0,0.0,0.0
M::M_LONG_9096,LONG,1.99559295396173,1.99559295396173,1.99559295396173,0.0,0.0,0.0
M::M_LONG_9106,LONG,12.973691229901997,12.973691229901997,12.973691229901997,0.0,0.0,0.0
M::M_SHORT_7425,SHORT,0.6977852819841848,3.788333843664431,0.8352586865094901,3.0905485616802464,-2.9530751571549407,0.13747340452530532
M::M_SHORT_7837,SHORT,-0.5152902080699023,-0.5152902080699023,-0.5152902080699023,0.0,0.0,0.0
M::M_SHORT_7854,SHORT,0.7129144361228882,0.7129144361228882,0.7129144361228882,0.0,0.0,0.0
M::M_SHORT_8119,SHORT,0.8880609665716768,2.199417547795263,0.8880609665716768,1.3113565812235861,-1.3113565812235861,0.0
M::M_SHORT_8361,SHORT,-1.7373289658820315,-1.4981843388873495,-1.7373289658820315,0.23914462699468197,-0.23914462699468197,0.0
M::M_SHORT_8433,SHORT,-1.6778760169198303,-1.5165429015785459,-1.6778760169198303,0.16133311534128447,-0.16133311534128447,0.0
M::M_SHORT_8582,SHORT,-2.7063573160834506,-2.7063573160834506,-1.456004018744998,0.0,1.2503532973384526,1.2503532973384526
M::M_SHORT_8616,SHORT,3.236383713254718,3.236383713254718,3.236383713254718,0.0,0.0,0.0
M::M_SHORT_8644,SHORT,1.7710223005612369,1.7710223005612369,1.7710223005612369,0.0,0.0,0.0
M::M_SHORT_8686,SHORT,0.912804407612394,0.912804407612394,0.912804407612394,0.0,0.0,0.0
M::M_SHORT_8700,SHORT,-1.8534612030077844,-1.8534612030077844,-1.8534612030077844,0.0,0.0,0.0
M::M_SHORT_8858,SHORT,-0.38875493787494536,-0.38875493787494536,-0.38875493787494536,0.0,0.0,0.0
M::M_SHORT_9038,SHORT,1.5341038584634596,1.5341038584634596,1.5341038584634596,0.0,0.0,0.0
MA::MA_LONG_7441,LONG,1.3403209711259132,-1.2296262877764608,1.1019572573417686,-2.569947258902374,2.3315835451182294,-0.23836371378414456
MA::MA_LONG_7648,LONG,-1.2862956651749295,-1.2862956651749295,-1.2862956651749295,0.0,0.0,0.0
MA::MA_LONG_7814,LONG,5.161612407842719,4.679128614960913,5.161612407842719,-0.48248379288180576,0.48248379288180576,0.0
MA::MA_LONG_8214,LONG,4.724459040785625,0.932731011634523,4.211719092804488,-3.791728029151102,3.278988081169965,-0.512739947981137
MA::MA_LONG_8350,LONG,0.553179529161959,-0.45751074009358644,0.553179529161959,-1.0106902692555455,1.0106902692555455,0.0
MA::MA_LONG_8380,LONG,11.785226641709224,11.785226641709224,11.785226641709224,0.0,0.0,0.0
MA::MA_LONG_8448,LONG,11.908288634167203,10.496982938096625,11.908288634167203,-1.4113056960705777,1.4113056960705777,0.0
MA::MA_LONG_8814,LONG,1.4972233876154226,1.1053502904205106,1.4972233876154226,-0.39187309719491203,0.39187309719491203,0.0
MA::MA_LONG_8837,LONG,12.755007282849315,14.541217090476952,13.830121771967598,1.7862098076276371,-0.7110953185093543,1.075114489118283
MA::MA_LONG_9052,LONG,2.2667954558507173,2.2667954558507173,1.3762134394205443,0.0,-0.890582016430173,-0.890582016430173
MA::MA_LONG_9063,LONG,1.6001436081073102,1.6001436081073102,1.6001436081073102,0.0,0.0,0.0
MA::MA_SHORT_7512,SHORT,-2.264664837209885,-2.264664837209885,-2.264664837209885,0.0,0.0,0.0
MA::MA_SHORT_7557,SHORT,-0.7790390085279688,-0.7790390085279688,-0.7790390085279688,0.0,0.0,0.0
MA::MA_SHORT_7583,SHORT,1.573252468443934,5.287463878426843,1.573252468443934,3.714211409982909,-3.714211409982909,0.0
MA::MA_SHORT_7724,SHORT,-2.6467641231779244,-2.476346317720866,-2.476346317720866,0.17041780545705842,0.0,0.17041780545705842
MA::MA_SHORT_7801,SHORT,0.7461992917307779,-1.046551265239658,0.7461992917307779,-1.7927505569704358,1.7927505569704358,0.0
MA::MA_SHORT_7903,SHORT,-4.910885126872004,-2.401798413769112,-4.910885126872004,2.5090867131028918,-2.5090867131028918,0.0
MA::MA_SHORT_8005,SHORT,2.169040178290037,2.169040178290037,2.169040178290037,0.0,0.0,0.0
MA::MA_SHORT_8017,SHORT,0.7842066531149569,0.41964091928674935,0.7842066531149569,-0.3645657338282075,0.3645657338282075,0.0
MA::MA_SHORT_8064,SHORT,2.135508391531108,0.48572682692992086,2.135508391531108,-1.6497815646011873,1.6497815646011873,0.0
MA::MA_SHORT_8074,SHORT,2.474463047342983,2.474463047342983,2.474463047342983,0.0,0.0,0.0
MA::MA_SHORT_8131,SHORT,1.0001144584629826,1.0001144584629826,1.0001144584629826,0.0,0.0,0.0
MA::MA_SHORT_8139,SHORT,3.0615849775106954,2.4302986814483747,2.4302986814483747,-0.6312862960623207,0.0,-0.6312862960623207
MA::MA_SHORT_8170,SHORT,-1.1971469599939402,6.000021998254963,1.8186550223521623,7.197168958248904,-4.181366975902801,3.0158019823461024
MA::MA_SHORT_8314,SHORT,-2.063928653147639,-1.5572002057215388,-2.063928653147639,0.5067284474261,-0.5067284474261,0.0
MA::MA_SHORT_8371,SHORT,0.0,0.0,0.0,0.0,0.0,0.0
MA::MA_SHORT_8431,SHORT,1.2939265632891166,-0.07719862085407915,1.2939265632891166,-1.3711251841431957,1.3711251841431957,0.0
MA::MA_SHORT_8481,SHORT,0.8365726677015385,1.8530207533104943,0.2814208558981968,1.016448085608956,-1.5715998974122976,-0.5551518118033416
MA::MA_SHORT_8756,SHORT,-0.5842150551547386,1.3942874321974807,-1.8186269106255233,1.9785024873522192,-3.2129143428230043,-1.2344118554707846
MA::MA_SHORT_9068,SHORT,-0.8787025791690836,-0.8787025791690836,2.1044969850356057,0.0,2.983199564204689,2.983199564204689
NI::NI_LONG_10025,LONG,-2.180081098141589,-2.180081098141589,-2.180081098141589,0.0,0.0,0.0
NI::NI_LONG_10197,LONG,-0.09887269478594897,-1.1786887892098101,-0.17378862934718672,-1.079816094423861,1.0049001598626235,-0.07491593456123775
NI::NI_LONG_10590,LONG,-2.6228735292545045,-4.341552897748857,-1.360482789627953,-1.7186793684943522,2.9810701081209037,1.2623907396265515
NI::NI_LONG_10678,LONG,0.942492510327757,-1.242611137240763,-0.019175554213782718,-2.1851036475685204,1.2234355830269803,-0.9616680645415397
NI::NI_LONG_10938,LONG,-2.5542547365088613,-2.5542547365088613,-2.5542547365088613,0.0,0.0,0.0
NI::NI_LONG_11012,LONG,-0.8446023696385602,-0.8446023696385602,-0.8446023696385602,0.0,0.0,0.0
NI::NI_LONG_11022,LONG,7.827251953014363,1.7033494732372312,7.8865096409611875,-6.123902479777132,6.1831601677239565,0.05925768794682451
NI::NI_LONG_11398,LONG,2.9846540396822725,-1.925707700930308,2.398390488111603,-4.910361740612581,4.324098189041911,-0.5862635515706693
NI::NI_LONG_11421,LONG,1.493264409381766,1.493264409381766,1.493264409381766,0.0,0.0,0.0
NI::NI_LONG_11447,LONG,4.6639015570059215,3.9439875983449273,4.6639015570059215,-0.7199139586609942,0.7199139586609942,0.0
NI::NI_LONG_11571,LONG,1.078661958824692,0.2784130881460423,1.3604053971584504,-0.8002488706786497,1.0819923090124082,0.2817434383337585
NI::NI_LONG_11690,LONG,0.394449489718661,-2.707604148209312,0.394449489718661,-3.102053637927973,3.102053637927973,0.0
NI::NI_LONG_9864,LONG,2.838509756988344,1.20130378147832,2.838509756988344,-1.6372059755100241,1.6372059755100241,0.0
NI::NI_LONG_9917,LONG,-0.24755569878428804,-1.1479280447564542,-0.24755569878428804,-0.9003723459721661,0.9003723459721661,0.0
NI::NI_LONG_9995,LONG,-1.2734395593805232,-1.2734395593805232,-1.2734395593805232,0.0,0.0,0.0
NI::NI_SHORT_10047,SHORT,1.6193166554078016,1.6193166554078016,1.6193166554078016,0.0,0.0,0.0
NI::NI_SHORT_10071,SHORT,-3.4151655621979073,-0.8602439124973121,-3.0887739931940477,2.5549216497005953,-2.2285300806967356,0.3263915690038597
NI::NI_SHORT_10421,SHORT,-0.7450603837061631,5.483673885169492,-3.1083875039970628,6.228734268875655,-8.592061389166554,-2.3633271202909
NI::NI_SHORT_10496,SHORT,-1.7497289099484237,0.15391187554825234,-1.7497289099484237,1.903640785496676,-1.903640785496676,0.0
NI::NI_SHORT_10534,SHORT,4.233423695555384,5.842249562576192,4.233423695555384,1.6088258670208075,-1.6088258670208075,0.0
NI::NI_SHORT_10697,SHORT,-5.106955360554809,2.1588645214288174,-4.268210229767812,7.265819881983626,-6.4270747511966295,0.8387451307869975
NI::NI_SHORT_10767,SHORT,-4.134578052440353,3.7634325129786435,-4.970051560531503,7.898010565418996,-8.733484073510146,-0.83547350809115
NI::NI_SHORT_10910,SHORT,-0.720737693950771,1.869549427602183,1.869549427602183,2.590287121552954,0.0,2.590287121552954
NI::NI_SHORT_10968,SHORT,-2.025727920653705,-2.025727920653705,-2.025727920653705,0.0,0.0,0.0
NI::NI_SHORT_10987,SHORT,1.669380464875123,1.669380464875123,1.669380464875123,0.0,0.0,0.0
NI::NI_SHORT_11323,SHORT,1.4950674124876606,1.4950674124876606,1.4950674124876606,0.0,0.0,0.0
NI::NI_SHORT_11374,SHORT,-2.8240727570020745,-2.8240727570020745,-2.8240727570020745,0.0,0.0,0.0
NI::NI_SHORT_11384,SHORT,-0.7864518756818135,-0.7427569216084127,-0.7864518756818135,0.04369495407340085,-0.04369495407340085,0.0
NI::NI_SHORT_11510,SHORT,1.495675071892869,2.213243695153622,1.915362009176227,0.717568623260753,-0.29788168597739517,0.4196869372833578
NI::NI_SHORT_11737,SHORT,-1.4982814468169858,0.4837978652958462,-1.5868364617543436,1.982079312112832,-2.0706343270501897,-0.08855501493735773
NI::NI_SHORT_9821,SHORT,3.855530688680391,3.855530688680391,3.0426264818125386,0.0,-0.8129042068678523,-0.8129042068678523
NI::NI_SHORT_9854,SHORT,0.782535094567621,0.782535094567621,0.782535094567621,0.0,0.0,0.0
NI::NI_SHORT_9901,SHORT,1.15034198981455,1.15034198981455,1.15034198981455,0.0,0.0,0.0
NI::NI_SHORT_9952,SHORT,-3.1965082730802226,-3.1965082730802226,-3.1965082730802226,0.0,0.0,0.0
NI::NI_SHORT_9977,SHORT,3.2946327337026347,3.2946327337026347,3.2946327337026347,0.0,0.0,0.0
P::P_LONG_7441,LONG,2.0418988756794296,2.0418988756794296,2.0418988756794296,0.0,0.0,0.0
P::P_LONG_7489,LONG,4.138405196129446,1.3172165193852312,3.9867039994629345,-2.8211886767442147,2.669487480077703,-0.15170119666651116
P::P_LONG_7949,LONG,-2.8366195142570336,-2.8366195142570336,-2.8366195142570336,0.0,0.0,0.0
P::P_LONG_7961,LONG,1.2967664514274557,-0.024501214811968517,1.2967664514274557,-1.3212676662394243,1.3212676662394243,0.0
P::P_LONG_8091,LONG,2.584782278963749,2.584782278963749,3.071745271268414,0.0,0.4869629923046648,0.4869629923046648
P::P_LONG_8238,LONG,3.5494165087468277,1.1945264299385325,3.6492607687937886,-2.354890078808295,2.454734338855256,0.0998442600469609
P::P_LONG_8724,LONG,12.495258760870959,9.242720135776295,12.495258760870959,-3.2525386250946635,3.2525386250946635,0.0
P::P_LONG_8896,LONG,0.9806471594480666,0.6209335665175999,0.7111883440874398,-0.3597135929304667,0.0902547775698399,-0.26945881536062677
P::P_LONG_8918,LONG,3.0780294221639295,-0.014608443397259308,3.0780294221639295,-3.092637865561189,3.092637865561189,0.0
P::P_LONG_9044,LONG,1.334325657462754,1.334325657462754,1.334325657462754,0.0,0.0,0.0
P::P_LONG_9057,LONG,0.7958821043745941,0.7958821043745941,0.7958821043745941,0.0,0.0,0.0
P::P_LONG_9082,LONG,-1.0763282807860777,-1.0763282807860777,-1.0763282807860777,0.0,0.0,0.0
P::P_LONG_9111,LONG,0.5310822252978321,0.5310822252978321,0.5310822252978321,0.0,0.0,0.0
P::P_LONG_9139,LONG,4.052066888828279,4.052066888828279,4.052066888828279,0.0,0.0,0.0
P::P_LONG_9184,LONG,1.4969673481351293,0.8320424901697792,1.4969673481351293,-0.6649248579653502,0.6649248579653502,0.0
P::P_SHORT_7765,SHORT,1.6282488640562036,2.06329373000952,1.6282488640562036,0.4350448659533166,-0.4350448659533166,0.0
P::P_SHORT_7898,SHORT,0.6474873561990284,0.6474873561990284,0.6474873561990284,0.0,0.0,0.0
P::P_SHORT_7957,SHORT,-0.16760578592881178,-0.16760578592881178,-0.16760578592881178,0.0,0.0,0.0
P::P_SHORT_8042,SHORT,-0.2211069469429754,2.783042347396907,0.30750118344424504,3.004149294339882,-2.475541163952662,0.5286081303872204
P::P_SHORT_8145,SHORT,0.18747663540194426,3.4448005435894156,0.1790951958332373,3.2573239081874714,-3.265705347756178,-0.008381439568706961
P::P_SHORT_8572,SHORT,-0.4986550675450677,0.1385197911452197,-0.5553226507237687,0.6371748586902874,-0.6938424418689885,-0.05666758317870102
P::P_SHORT_9047,SHORT,-5.0989403884923625,-5.0989403884923625,-5.0989403884923625,0.0,0.0,0.0
P::P_SHORT_9054,SHORT,-1.4076143526736922,-1.4076143526736922,-1.4076143526736922,0.0,0.0,0.0
P::P_SHORT_9062,SHORT,-1.962997720761282,-1.962997720761282,-1.962997720761282,0.0,0.0,0.0
P::P_SHORT_9099,SHORT,-1.7724516743262848,-1.7724516743262848,-1.7724516743262848,0.0,0.0,0.0
P::P_SHORT_9126,SHORT,-2.609541432759099,-2.047871147209819,-2.609541432759099,0.5616702855492797,-0.5616702855492797,0.0
P::P_SHORT_9178,SHORT,-0.20204864394195754,-0.20204864394195754,-0.20204864394195754,0.0,0.0,0.0
RB::RB_LONG_7330,LONG,0.9830159099169452,-1.5490420392324904,0.9830159099169452,-2.5320579491494355,2.5320579491494355,0.0
RB::RB_LONG_7356,LONG,0.909393276750103,0.909393276750103,0.909393276750103,0.0,0.0,0.0
RB::RB_LONG_7374,LONG,3.2556661292776545,3.2556661292776545,3.2556661292776545,0.0,0.0,0.0
RB::RB_LONG_7436,LONG,1.9126211745826298,1.9126211745826298,1.9126211745826298,0.0,0.0,0.0
RB::RB_LONG_7671,LONG,0.2042077809292404,-0.1087747255975366,0.2042077809292404,-0.312982506526777,0.312982506526777,0.0
RB::RB_LONG_7790,LONG,0.6436244770576174,-1.2453437288845628,0.6436244770576174,-1.8889682059421802,1.8889682059421802,0.0
RB::RB_LONG_8188,LONG,-0.07614032847720985,-2.9960174259229864,0.17777716455992496,-2.9198770974457764,3.1737945904829115,0.2539174930371348
RB::RB_LONG_8376,LONG,3.520849554308316,0.20635632160077313,3.311851977360139,-3.3144932327075427,3.105495655759366,-0.2089975769481769
RB::RB_LONG_8754,LONG,-5.752287508241026,-5.752287508241026,-5.752287508241026,0.0,0.0,0.0
RB::RB_LONG_8785,LONG,-1.2038860526806086,0.6333197878515779,-1.2038860526806086,1.8372058405321865,-1.8372058405321865,0.0
RB::RB_LONG_8838,LONG,1.9623854161344865,-1.1855211566243324,1.8682773865264128,-3.147906572758819,3.0537985431507453,-0.09410802960807363
RB::RB_LONG_8954,LONG,1.8499093549179255,0.11569089147251935,1.8499093549179255,-1.734218463445406,1.734218463445406,0.0
RB::RB_LONG_9014,LONG,3.5959940084634923,1.866983306858163,3.5959940084634923,-1.7290107016053293,1.7290107016053293,0.0
RB::RB_SHORT_7340,SHORT,-0.17943184457520536,0.17943184457520536,-0.17943184457520536,0.3588636891504107,-0.3588636891504107,0.0
RB::RB_SHORT_7363,SHORT,-1.8673169826773544,0.2066644417085417,-0.27719772264595177,2.073981424385896,-0.4838621643544935,1.5901192600314027
RB::RB_SHORT_7382,SHORT,-3.029695383039889,-3.029695383039889,-3.029695383039889,0.0,0.0,0.0
RB::RB_SHORT_7407,SHORT,4.246140122305261,4.246140122305261,4.246140122305261,0.0,0.0,0.0
RB::RB_SHORT_7442,SHORT,-0.13140570224022577,0.4276071752675307,-0.4892142299544863,0.5590128775077565,-0.916821405222017,-0.3578085277142605
RB::RB_SHORT_7588,SHORT,4.115144509315359,4.972933157979924,4.550261065289302,0.857788648664565,-0.4226720926906218,0.43511655597394316
RB::RB_SHORT_7748,SHORT,-2.8798673537834216,1.598161982760257,-2.5879245308376393,4.4780293365436785,-4.186086513597896,0.29194282294578233
RB::RB_SHORT_7939,SHORT,2.748772583800414,3.5583776142649257,2.368224199349886,0.8096050304645117,-1.1901534149150397,-0.38054838445052797
RB::RB_SHORT_8031,SHORT,5.406414287670135,5.406414287670135,3.3899449730647007,0.0,-2.016469314605434,-2.016469314605434
RB::RB_SHORT_8121,SHORT,0.8811761920564395,2.321205783859767,0.440105353906165,1.4400295918033272,-1.8811004299536018,-0.4410708381502745
RB::RB_SHORT_8305,SHORT,-5.109456435740807,1.8149599836095986,-4.952896081544143,6.924416419350406,-6.767856065153742,0.1565603541966638
RB::RB_SHORT_8460,SHORT,3.4422349026242633,7.368158557477233,2.394836092514642,3.9259236548529692,-4.973322464962591,-1.0473988101096214
RB::RB_SHORT_8984,SHORT,-2.460220586568071,-2.460220586568071,-2.460220586568071,0.0,0.0,0.0
RB::RB_SHORT_9001,SHORT,-1.0439042773325822,-0.6037885947381926,-1.0439042773325822,0.4401156825943896,-0.4401156825943896,0.0
