direction_system,metric,contrast_orientation,h_bar,observed_bar_minutes,point,pointwise_lo,pointwise_hi,simul_lower,simul_upper,inferential_support,n_valid_correct,n_valid_wrong,overall_rows,overall_gids,overall_mass,overall_fraction,correct_rows,correct_gids,correct_mass,correct_fraction,wrong_rows,wrong_gids,wrong_mass,wrong_fraction,LONG_rows,LONG_gids,LONG_mass,LONG_fraction,SHORT_rows,SHORT_gids,SHORT_mass,SHORT_fraction,flag
E9,PS,correct_minus_wrong,1,15,0.5402663312191703,0.4758263707877053,0.6097467232306912,0.43707576319116587,0.6434568992471749,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,2,30,1.033271156717246,0.9319858880239574,1.145033827236965,0.8728149609023509,1.1937273525321408,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,3,45,1.440697408413041,1.3150354185568318,1.577761899113079,1.2385486269700579,1.6428461898560243,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,4,60,1.7567087879452836,1.6081837842142643,1.9216085775229395,1.5166816329143313,1.996735942976236,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,5,75,2.0530465668890523,1.877512568610518,2.2454862678583516,1.775904009681831,2.3301891240962735,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,6,90,2.3233960873823696,2.121688554922327,2.5398780925211004,2.0147156455439204,2.632076529220819,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,7,105,2.535540713386993,2.3121178145170598,2.771514666170874,2.191996081025198,2.879085345748788,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,8,120,2.7369537561062085,2.484897984257712,2.9862964567055297,2.3605831933001666,3.1133243189122504,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,9,135,2.8810952298425603,2.5885864915007235,3.172480228280719,2.441369543934834,3.3208209157502866,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,10,150,3.0114997538716892,2.704471429643538,3.3243323645710228,2.538355129814258,3.4846443779291203,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,11,165,3.1541292383339044,2.8250254971425877,3.4899347572318207,2.6509471202853288,3.65731135638248,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,12,180,3.272967514117812,2.9358740651874404,3.6303883967066466,2.741418196602244,3.8045168316333795,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,13,195,3.4470136600591093,3.0837857526664343,3.8281962910960132,2.88456451971114,4.0094628004070785,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,14,210,3.6200646562851917,3.2316660636768844,4.0284041956614285,3.0166971242128877,4.223432188357496,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,15,225,3.7370276817627093,3.334752423511576,4.162009005655519,3.1105836779892124,4.363471685536206,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,16,240,3.8180868157244676,3.4090163166470884,4.253303874842649,3.1681410346141003,4.468032596834835,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,17,255,3.9149881638042503,3.4764196660227706,4.371158268575196,3.2360823982469316,4.593893929361569,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,18,270,4.024443414633822,3.573093221685324,4.500066549115233,3.3204112996857025,4.728475529581942,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,19,285,4.088557460123815,3.629905402182021,4.586865725926977,3.364146870436499,4.812968049811132,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,20,300,4.154225558880225,3.6704441275730333,4.663145489170667,3.4089624212000933,4.899488696560357,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,21,315,4.211867646414856,3.7151983648583613,4.730698695825566,3.4424912013101,4.981244091519611,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,22,330,4.240743780797377,3.7222098600549316,4.781985452580754,3.4432217433658,5.038265818228955,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,23,345,4.304153587285606,3.768050875605402,4.84484774819717,3.487937417461426,5.120369757109787,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,24,360,4.346430089875563,3.8053221467167773,4.907026783588576,3.511276317623328,5.181583862127797,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,25,375,4.420833130449048,3.8683003354035574,4.985111816024562,3.565516390835074,5.276149870063022,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,26,390,4.482782406237426,3.906180224831433,5.0657658367684455,3.5997960069019213,5.365768805572931,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,27,405,4.540842703679219,3.9522176671377576,5.149327625059754,3.640095086767132,5.441590320591307,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,28,420,4.587597991792042,3.986960330395331,5.202814108270231,3.669902917068881,5.505293066515203,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,29,435,4.627019493835519,4.0221207478540375,5.250299949695708,3.688279973355317,5.565759014315721,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
E9,PS,correct_minus_wrong,30,450,4.634750096749441,4.018869877942606,5.286303454431817,3.669927770279281,5.599572423219601,True,2000,2000,13773,638,637.9999999999778,0.9999999999999653,8728,530,388.9752250662395,0.9999999999999674,5045,447,249.02477493374542,0.9999999999999906,7086,481,318.50864703343024,0.9999999999999645,6687,496,319.4913529665446,0.9999999999999566,
