direction_system,landmark,stratum,metric,weighted_mean,p25,median,p75,n_rows,n_gids,weight_mass
E9,td1,correct_LONG,MFE,2.616996067448906,0.9629161882588063,1.89659340106965,3.6454735542970527,4502,265,194.24193604984688
E9,td1,correct_LONG,MAE,1.4904088262532864,0.4074762590132627,0.9853189839251985,2.1001643749250176,4502,265,194.24193604984688
E9,td1,correct_LONG,PS,1.1265872411956197,-0.8044011578459184,0.7054876316792069,2.7944899974285287,4502,265,194.24193604984688
E9,td1,correct_LONG,R,0.7729244775949797,-0.8170757830034394,0.37938478460112846,2.0748714454939865,4502,265,194.24193604984688
E9,td1,wrong_LONG,MFE,1.254739968451589,0.23938388871388278,0.6759019810814094,1.5612661902715175,2584,216,124.26671098359466
E9,td1,wrong_LONG,MAE,2.987795442235856,1.2191998229435697,2.4632398673859988,4.12110221124951,2584,216,124.26671098359466
E9,td1,wrong_LONG,PS,-1.7330554737842667,-3.6061282921860087,-1.597519162414427,0.0,2584,216,124.26671098359466
E9,td1,wrong_LONG,R,-1.1759417618592862,-2.73437715496961,-0.9627579812485967,0.1650038742198604,2584,216,124.26671098359466
E9,td1,correct_SHORT,MFE,2.5634664904267295,0.9883999228867244,1.9927158712065771,3.4674824986247446,4226,265,194.7332890164053
E9,td1,correct_SHORT,MAE,1.3375678383414458,0.3613688292780182,0.828737417156935,1.696079589517186,4226,265,194.7332890164053
E9,td1,correct_SHORT,PS,1.2258986520852841,-0.3581421428119451,0.924526117094268,2.7471111888943187,4226,265,194.7332890164053
E9,td1,correct_SHORT,R,0.7817254473751991,-0.5219323432669493,0.5533504688565132,1.9808408581410888,4226,265,194.7332890164053
E9,td1,wrong_SHORT,MFE,1.1148020975913862,0.27775665859067356,0.6080005834368905,1.2735066906920423,2461,231,124.75806395015312
E9,td1,wrong_SHORT,MAE,2.8258449842016753,1.0656042435062774,2.2059927703380624,4.053417112767891,2461,231,124.75806395015312
E9,td1,wrong_SHORT,PS,-1.71104288661029,-3.572375849515622,-1.4171552712617663,0.10521991729058044,2461,231,124.75806395015312
E9,td1,wrong_SHORT,R,-1.3406446697397072,-2.6631253950459035,-1.0723500800099781,0.1376694675103924,2461,231,124.75806395015312
E9,td3,overall,MFE,5.315825638945357,1.8213085906010293,4.114590592692867,7.286806788468699,13773,638,638.0
E9,td3,overall,MAE,5.549013547038447,1.7246810891682374,4.448756484025335,7.667238188786029,13773,638,638.0
E9,td3,overall,PS,-0.2331879080930893,-5.613018620176413,-0.415602030228189,5.385525333973095,13773,638,638.0
E9,td3,overall,R,-0.2728759929277315,-4.623973264838122,-0.32498978648049676,4.52189376235394,13773,638,638.0
E9,td3,LONG,MFE,5.402974294450148,1.9197504881495495,4.294557181272327,7.406925707579868,7086,481,318.50864703344155
E9,td3,LONG,MAE,5.603531658444826,1.6970022908418008,4.315097880948348,7.85932572401288,7086,481,318.50864703344155
E9,td3,LONG,PS,-0.20055736399467725,-5.730402201557775,-0.1967411443735165,5.4985170645973485,7086,481,318.50864703344155
E9,td3,LONG,R,-0.5371952733914258,-4.693698404914024,-0.38230757265078735,4.5958397347618325,7086,481,318.50864703344155
E9,td3,SHORT,MFE,5.228945039211192,1.6946037245598728,3.9925961099583485,7.18218593670434,6687,496,319.49135296655845
E9,td3,SHORT,MAE,5.494663124901414,1.746047805845271,4.594782188187795,7.541715784316442,6687,496,319.49135296655845
E9,td3,SHORT,PS,-0.2657180856902217,-5.578311739037521,-0.8034546477121034,5.125233256343104,6687,496,319.49135296655845
E9,td3,SHORT,R,-0.00936971764473152,-4.552764518276586,-0.10124595811271425,4.469651837820098,6687,496,319.49135296655845
E9,td3,correct_LONG,MFE,6.293029962170294,2.9055744655772218,5.197289718840959,8.466441300083154,4502,265,194.24193604984688
E9,td3,correct_LONG,MAE,4.528024351233733,1.0307183251635965,2.94160687226959,6.215640079497311,4502,265,194.24193604984688
E9,td3,correct_LONG,PS,1.7650056109365613,-3.29945509183128,2.257598797263667,7.047799117821552,4502,265,194.24193604984688
E9,td3,correct_LONG,R,0.7016967213691889,-3.6129580098505136,1.0713491198040015,5.567044899141765,4502,265,194.24193604984688
E9,td3,wrong_LONG,MFE,4.011723695462908,0.920190698657355,2.642723927688911,5.919837610278292,2584,216,124.26671098359466
E9,td3,wrong_LONG,MAE,7.284662670401998,3.796859890371402,5.791113416064699,9.556248151085741,2584,216,124.26671098359466
E9,td3,wrong_LONG,PS,-3.272938974939091,-8.188357313447455,-3.0943190952468766,2.069892758021508,2584,216,124.26671098359466
E9,td3,wrong_LONG,R,-2.4737137320696134,-6.91954363355603,-2.206931232056473,1.5321266983421484,2584,216,124.26671098359466
E9,td3,correct_SHORT,MFE,6.522448329181252,2.936884295010532,5.330156995059976,8.4496712367011,4226,265,194.7332890164053
E9,td3,correct_SHORT,MAE,4.0473770096432995,1.1393399970023192,3.190046986517815,5.814514272214156,4226,265,194.7332890164053
E9,td3,correct_SHORT,PS,2.4750713195379506,-2.6657798906119177,2.0331094986871325,6.895614645501266,4226,265,194.7332890164053
E9,td3,correct_SHORT,R,1.8501864549907963,-2.484225770553007,1.607496177662001,5.774256639700177,4226,265,194.7332890164053
E9,td3,wrong_SHORT,MFE,3.2099320629433663,0.6582623974041871,2.0076208915236227,4.339213210837805,2461,231,124.75806395015312
E9,td3,wrong_SHORT,MAE,7.753713774201291,4.273067223253395,6.469543270092888,10.104669812579349,2461,231,124.75806395015312
E9,td3,wrong_SHORT,PS,-4.543781711257924,-9.132382643003869,-4.4544671280556685,-0.03274591876467368,2461,231,124.75806395015312
E9,td3,wrong_SHORT,R,-2.911927501426613,-7.1967616757774495,-2.8639012892049807,2.028363264894518,2461,231,124.75806395015312
E9,td5,overall,MFE,7.172030793795707,2.5978199667055093,5.5619035856758545,9.86035919207285,13773,638,638.0
E9,td5,overall,MAE,7.42944732731447,2.450521270017261,5.898958148491293,10.788905111216613,13773,638,638.0
E9,td5,overall,PS,-0.25741653351876315,-7.830840082816925,-0.13306701856764502,7.099819239896626,13773,638,638.0
E9,td5,overall,R,-0.09770061487108905,-6.22752297233581,0.02861091435356948,5.68686010009349,13773,638,638.0
E9,td5,LONG,MFE,7.249092762238297,2.7087254721502734,5.748375083713105,9.696396894428874,7086,481,318.50864703344155
E9,td5,LONG,MAE,7.740757523499134,2.4507759732255674,5.9675628226721535,11.427444639539683,7086,481,318.50864703344155
E9,td5,LONG,PS,-0.4916647612608382,-8.592260108256493,-0.07358866405314485,6.990764356237966,7086,481,318.50864703344155
E9,td5,LONG,R,-0.5508548208373146,-6.996819039225875,-0.5034338108137185,5.543427019295664,7086,481,318.50864703344155
E9,td5,SHORT,MFE,7.095205856036119,2.475822423937658,5.378796481734023,9.930691446489359,6687,496,319.49135296655845
E9,td5,SHORT,MAE,7.119094673091396,2.445654061862742,5.841781255462645,10.167599612254696,6687,496,319.49135296655845
E9,td5,SHORT,PS,-0.023888817055277206,-7.1805209095338665,-0.1988420794066277,7.1774725559930905,6687,496,319.49135296655845
E9,td5,SHORT,R,0.35405975892194935,-5.436460652214418,0.5418391088024251,5.965276403138843,6687,496,319.49135296655845
E9,td5,correct_LONG,MFE,8.242882830897127,3.6233221950867893,6.558034844897958,10.821525659578535,4502,265,194.24193604984688
E9,td5,correct_LONG,MAE,6.468106742379014,1.6042909003238333,4.507306328486349,9.813149736890308,4502,265,194.24193604984688
E9,td5,correct_LONG,PS,1.7747760885181105,-5.890270410342394,2.3421402143428645,8.657481953228732,4502,265,194.24193604984688
E9,td5,correct_LONG,R,0.6823649432116579,-5.435873271242759,0.27997378490758956,6.167901875455672,4502,265,194.24193604984688
E9,td5,wrong_LONG,MFE,5.695694386796581,1.2442857694090574,4.202244791734029,7.636601812741591,2584,216,124.26671098359466
E9,td5,wrong_LONG,MAE,9.730044515031059,4.484589608984934,7.925872053476216,13.20726213174876,2584,216,124.26671098359466
E9,td5,wrong_LONG,PS,-4.034350128234477,-11.54880518245543,-3.952982580046739,3.2064611754927044,2584,216,124.26671098359466
E9,td5,wrong_LONG,R,-2.4785069864718543,-9.52858719033547,-1.839602659798995,4.080321009927536,2584,216,124.26671098359466
E9,td5,correct_SHORT,MFE,8.424475314588403,3.7210371626356804,6.926522184734595,11.419892693967467,4226,265,194.7332890164053
E9,td5,correct_SHORT,MAE,5.515460494733195,1.5073520893579544,4.329180312875034,7.967473447841693,4226,265,194.7332890164053
E9,td5,correct_SHORT,PS,2.9090148198552077,-3.8397844667412047,2.9046113827856646,8.7858294993994,4226,265,194.7332890164053
E9,td5,correct_SHORT,R,2.1778738055420805,-3.425923674664841,2.0998576508010838,7.315068217849761,4226,265,194.7332890164053
E9,td5,wrong_SHORT,MFE,5.020365918183552,0.9017524849818914,3.2851691264270366,6.651968830731482,2461,231,124.75806395015312
E9,td5,wrong_SHORT,MAE,9.622187042780501,5.006399677696259,7.999347969103751,12.527075645670205,2461,231,124.75806395015312
E9,td5,wrong_SHORT,PS,-4.601821124596949,-11.07762368805197,-4.840231916011155,2.336718799598813,2461,231,124.75806395015312
E9,td5,wrong_SHORT,R,-2.4927085910146145,-9.221106260350346,-2.181936418169865,3.3965386062571628,2461,231,124.75806395015312
A9,m15,overall,MFE,0.5174676737023198,0.1680338842574083,0.37691047738500677,0.6962408294251112,13773,638,638.0
A9,m15,overall,MAE,0.5064380631765973,0.17065259506369715,0.37310871806824336,0.7193735555617765,13773,638,638.0
A9,m15,overall,PS,0.011029610525722442,-0.48533181938281905,0.0,0.48076243538160346,13773,638,638.0
A9,m15,overall,R,-0.00848372255763705,-0.38647383849484684,0.0,0.37507338402170376,13773,638,638.0
A9,m15,LONG,MFE,0.5227019530924283,0.1738055449581042,0.38292109574565775,0.7068067272875481,8662,535,395.7938926084947
A9,m15,LONG,MAE,0.5055020815008404,0.16905373914647745,0.3689772615057804,0.7138318607335015,8662,535,395.7938926084947
A9,m15,LONG,PS,0.017199871591587954,-0.48199704703784135,0.0,0.479370070278702,8662,535,395.7938926084947
A9,m15,LONG,R,0.0028574760561194865,-0.36032540006338704,0.0,0.3744935325000305,8662,535,395.7938926084947
A9,m15,SHORT,MFE,0.5089142320194364,0.1582147122082853,0.36632186865601474,0.6865492502344638,5111,427,242.2061073915053
A9,m15,SHORT,MAE,0.5079675697396144,0.17173462885879465,0.3813313205922206,0.7269911884000981,5111,427,242.2061073915053
A9,m15,SHORT,PS,0.0009466622798220102,-0.5051760170246115,0.0,0.4843219399018506,5111,427,242.2061073915053
A9,m15,SHORT,R,-0.027016604302559546,-0.43671136250056464,0.0,0.3777506015395591,5111,427,242.2061073915053
A9,m15,correct_LONG,MFE,0.63165993154774,0.22587707560649156,0.47269171820303585,0.8380002056846854,5318,282,228.95225940685575
A9,m15,correct_LONG,MAE,0.3910807091906445,0.12785237711586306,0.2974414552999487,0.5490431410696247,5318,282,228.95225940685575
A9,m15,correct_LONG,PS,0.2405792223570955,-0.25596679004372863,0.18285261922643897,0.6520391954382668,5318,282,228.95225940685575
A9,m15,correct_LONG,R,0.19984539622280365,-0.20407126323225086,0.1356980383362581,0.5131136079771804,5318,282,228.95225940685575
A9,m15,wrong_LONG,MFE,0.373181867074102,0.12087142121457524,0.2738526041349556,0.5382608182121886,3344,253,166.8416332016389
A9,m15,wrong_LONG,MAE,0.6625194350962202,0.24613659887219808,0.5120765009608947,0.9145439652800446,3344,253,166.8416332016389
A9,m15,wrong_LONG,PS,-0.28933756802211824,-0.7427754398541915,-0.23335782501569616,0.21815177127898017,3344,253,166.8416332016389
A9,m15,wrong_LONG,R,-0.2674637173567524,-0.6016360511852396,-0.2055506787425744,0.15665828677316215,3344,253,166.8416332016389
A9,m15,correct_SHORT,MFE,0.6019168867496391,0.21116571342693616,0.4679361718934312,0.8114910630687916,3466,232,152.15836679836107
A9,m15,correct_SHORT,MAE,0.40061730221953207,0.1258213621888006,0.31492691435370207,0.5491373084773061,3466,232,152.15836679836107
A9,m15,correct_SHORT,PS,0.20129958453010705,-0.29067006085039826,0.15844304983373098,0.5872370494650462,3466,232,152.15836679836107
A9,m15,correct_SHORT,R,0.1671704288783489,-0.22576048435125506,0.13447297433984448,0.5154465045626534,3466,232,152.15836679836107
A9,m15,wrong_SHORT,MFE,0.35176279258912935,0.10282586090746465,0.269690387910816,0.5095192407966619,1645,195,90.04774059314423
A9,m15,wrong_SHORT,MAE,0.6893629192911886,0.28580754948792897,0.5714889441185005,0.9600854901526352,1645,195,90.04774059314423
A9,m15,wrong_SHORT,PS,-0.33760012670205936,-0.8526887279348443,-0.33807851004105915,0.17281027515138575,1645,195,90.04774059314423
A9,m15,wrong_SHORT,R,-0.3551445687311945,-0.7503235163499861,-0.31599745357812986,0.04036255178301191,1645,195,90.04774059314423
A9,h1,overall,MFE,1.132316369842448,0.34783483021710326,0.80038403042341,1.4900684303045124,13773,638,638.0
A9,h1,overall,MAE,1.0981896843041694,0.3551824733885353,0.8147102574746714,1.4683641540374806,13773,638,638.0
A9,h1,overall,PS,0.03412668553827864,-1.0618097298788896,0.03357723471106132,1.0721451799146893,13773,638,638.0
A9,h1,overall,R,-0.0006207528724228868,-0.7992272726520736,0.0,0.7412443174056131,13773,638,638.0
A9,h1,LONG,MFE,1.135898879294734,0.3478134135746129,0.7910371319570283,1.5111778458526304,8662,535,395.7938926084947
A9,h1,LONG,MAE,1.090413139616173,0.3553622039679757,0.8193971680800836,1.4443898338327916,8662,535,395.7938926084947
A9,h1,LONG,PS,0.04548573967856104,-1.0315474322965636,0.0,1.0598412115184443,8662,535,395.7938926084947
A9,h1,LONG,R,0.006317245176882432,-0.7826559542309101,0.0,0.7226091923700835,8662,535,395.7938926084947
A9,h1,SHORT,MFE,1.1264621187804182,0.3478390541230399,0.8190454012404484,1.4654515600515448,5111,427,242.2061073915053
A9,h1,SHORT,MAE,1.1108974930636366,0.3547369549323867,0.8069223553551869,1.5214479055347856,5111,427,242.2061073915053
A9,h1,SHORT,PS,0.015564625716781853,-1.112694353333353,0.10986387484419056,1.0759082299440286,5111,427,242.2061073915053
A9,h1,SHORT,R,-0.01195827563111201,-0.8353043248697021,0.039730893104641125,0.7873587453614488,5111,427,242.2061073915053
A9,h1,correct_LONG,MFE,1.5077765297944994,0.5901686199680621,1.151105188265186,1.9408826321907815,5318,282,228.95225940685575
A9,h1,correct_LONG,MAE,0.7497255415228802,0.25585083898499067,0.5506639309513744,1.0319516118827288,5318,282,228.95225940685575
A9,h1,correct_LONG,PS,0.7580509882716189,-0.38670659871134666,0.5701591764939082,1.5772158589564007,5318,282,228.95225940685575
A9,h1,correct_LONG,R,0.5547728574704671,-0.3001860402877571,0.35480947545797964,1.1550400043881266,5318,282,228.95225940685575
A9,h1,wrong_LONG,MFE,0.6255812405196786,0.18570886693018224,0.4837568743762357,0.8918626308843403,3344,253,166.8416332016389
A9,h1,wrong_LONG,MAE,1.5579295133086117,0.6842676931863664,1.2290786171230863,2.0762628633832056,3344,253,166.8416332016389
A9,h1,wrong_LONG,PS,-0.9323482727889331,-1.7976273726472431,-0.8369978311495667,0.1493041628917099,3344,253,166.8416332016389
A9,h1,wrong_LONG,R,-0.7463135533194801,-1.3633213396724317,-0.5678356321986864,0.09446573489326082,3344,253,166.8416332016389
A9,h1,correct_SHORT,MFE,1.4378105882870078,0.5818957688020702,1.108972207414055,1.9259048408915587,3466,232,152.15836679836107
A9,h1,correct_SHORT,MAE,0.7323810944304451,0.22120461109240228,0.5249126282550004,1.0138393789329798,3466,232,152.15836679836107
A9,h1,correct_SHORT,PS,0.705429493856563,-0.3294707419356705,0.6291925237662797,1.5602548213252028,3466,232,152.15836679836107
