direction_system,landmark,stratum,metric,weighted_mean,p25,median,p75,n_rows,n_gids,weight_mass
E9,m15,overall,MFE,0.5131396544014217,0.16433895201763632,0.36356246609136683,0.6913132759299097,13773,638,638.0
E9,m15,overall,MAE,0.5107660824774954,0.17328844548650504,0.3818780202708684,0.7210310105258506,13773,638,638.0
E9,m15,overall,PS,0.002373571923926269,-0.5014397257049175,0.0,0.46412396027777697,13773,638,638.0
E9,m15,overall,R,-0.014687014118955195,-0.38957226034118714,0.0,0.37274732257744025,13773,638,638.0
E9,m15,LONG,MFE,0.5301673554254014,0.16767439938519468,0.37380712042075886,0.7195624972322331,7086,481,318.50864703344155
E9,m15,LONG,MAE,0.517463374377116,0.16894356523967408,0.378853498549672,0.7255977559635701,7086,481,318.50864703344155
E9,m15,LONG,PS,0.012703981048285452,-0.4997034459698698,0.0,0.4773843299583463,7086,481,318.50864703344155
E9,m15,LONG,R,-0.0026620264305865517,-0.37399432655992315,0.0,0.37913228654922854,7086,481,318.50864703344155
E9,m15,SHORT,MFE,0.49616432794929904,0.15887802873574863,0.35672322698792747,0.670522068502053,6687,496,319.49135296655845
E9,m15,SHORT,MAE,0.5040893904107796,0.1803124933812362,0.387685945219528,0.7090616768277078,6687,496,319.49135296655845
E9,m15,SHORT,PS,-0.007925062461480602,-0.5028566754215351,0.0,0.45659383474634935,6687,496,319.49135296655845
E9,m15,SHORT,R,-0.02667501480708958,-0.4048213521416133,-1.4369857890854793e-05,0.3643420360429012,6687,496,319.49135296655845
E9,m15,correct_LONG,MFE,0.6374829194373622,0.2216200923785205,0.46595488357989806,0.8529301671388217,4502,265,194.24193604984688
E9,m15,correct_LONG,MAE,0.40099730158219843,0.13694046601646806,0.2995073424497762,0.5692977206087911,4502,265,194.24193604984688
E9,m15,correct_LONG,PS,0.2364856178551638,-0.2634856013806205,0.16205896300243536,0.6427738789243678,4502,265,194.24193604984688
E9,m15,correct_LONG,R,0.19885543100391076,-0.21597783460405043,0.12948824724452176,0.52154393558483,4502,265,194.24193604984688
E9,m15,wrong_LONG,MFE,0.3624218445241233,0.10426248185635673,0.2600008390430426,0.5265508574012913,2584,216,124.26671098359466
E9,m15,wrong_LONG,MAE,0.699512092692303,0.2561753808164946,0.5560590279570297,0.9944821900950902,2584,216,124.26671098359466
E9,m15,wrong_LONG,PS,-0.3370902481681796,-0.8235085410094733,-0.27667962261754664,0.20378447287219154,2584,216,124.26671098359466
E9,m15,wrong_LONG,R,-0.31765500218486503,-0.6584168230553589,-0.24827827149201753,0.10256935918963213,2584,216,124.26671098359466
E9,m15,correct_SHORT,MFE,0.5915601207435628,0.21402064187277692,0.45138689933882664,0.7911987434161354,4226,265,194.7332890164053
E9,m15,correct_SHORT,MAE,0.40148541827670003,0.13121863692161578,0.31675137644040074,0.5482123053692801,4226,265,194.7332890164053
E9,m15,correct_SHORT,PS,0.1900747024668628,-0.28060262262165386,0.12809571537209957,0.5849786542050432,4226,265,194.7332890164053
E9,m15,correct_SHORT,R,0.1570687819560052,-0.21922614849111854,0.12159142013045253,0.505201936954556,4226,265,194.7332890164053
E9,m15,wrong_SHORT,MFE,0.34726223776796394,0.10231313227091833,0.27086868411181386,0.48472283204018224,2461,231,124.75806395015312
E9,m15,wrong_SHORT,MAE,0.6642426368398047,0.2856390140564809,0.5539752725786293,0.9194622995901761,2461,231,124.75806395015312
E9,m15,wrong_SHORT,PS,-0.3169803990718408,-0.789982593221959,-0.3135061351797749,0.1721313729023938,2461,231,124.75806395015312
E9,m15,wrong_SHORT,R,-0.31347839045369813,-0.7058662309357602,-0.25575737504971946,0.07548082884325233,2461,231,124.75806395015312
E9,h1,overall,MFE,1.1388001982165699,0.34389872149453826,0.7943761745861748,1.4930817588773713,13773,638,638.0
E9,h1,overall,MAE,1.091705855930048,0.36117283614550477,0.8197016161248288,1.4652186622803247,13773,638,638.0
E9,h1,overall,PS,0.047094342286521824,-1.0693795277226694,0.0,1.059759318596981,13773,638,638.0
E9,h1,overall,R,0.012724057801702496,-0.79376110983411,0.0,0.75038122176368,13773,638,638.0
E9,h1,LONG,MFE,1.1563850344316824,0.34307829145870067,0.7833487333471333,1.4945806054170567,7086,481,318.50864703344155
E9,h1,LONG,MAE,1.0868746438207821,0.3672169421226013,0.8308004783101619,1.4395398572292086,7086,481,318.50864703344155
E9,h1,LONG,PS,0.06951039061090036,-0.9886709855821999,0.0,1.033973055484575,7086,481,318.50864703344155
E9,h1,LONG,R,0.021215504593371536,-0.7721057122376586,0.0,0.6988149421507406,7086,481,318.50864703344155
E9,h1,SHORT,MFE,1.1212694502348977,0.34431152302734197,0.8019049111312799,1.4901800684164352,6687,496,319.49135296655845
E9,h1,SHORT,MAE,1.096522207978909,0.3574276310088249,0.8138886896883788,1.5230718633376545,6687,496,319.49135296655845
E9,h1,SHORT,PS,0.024747242255988743,-1.1266759169982463,0.0302191047820681,1.087711670920976,6687,496,319.49135296655845
E9,h1,SHORT,R,0.0042587293855870685,-0.8306689082063575,0.0,0.8092146441615276,6687,496,319.49135296655845
E9,h1,correct_LONG,MFE,1.5155094274928984,0.57180853678408,1.127079023446931,1.940991882296167,4502,265,194.24193604984688
E9,h1,correct_LONG,MAE,0.784428069538386,0.2665208612381014,0.6016869191648203,1.1044505805214881,4502,265,194.24193604984688
E9,h1,correct_LONG,PS,0.7310813579545126,-0.4215577861798755,0.5086418068474474,1.5461862087165472,4502,265,194.24193604984688
E9,h1,correct_LONG,R,0.5207978145523441,-0.3569233661153771,0.28557111242430094,1.1217765233191044,4502,265,194.24193604984688
E9,h1,wrong_LONG,MFE,0.5950358457487542,0.17139116328720957,0.47365747938953484,0.8295560527058329,2584,216,124.26671098359466
E9,h1,wrong_LONG,MAE,1.559630442016907,0.7474404030854704,1.2303722622300053,2.0759707371690226,2584,216,124.26671098359466
E9,h1,wrong_LONG,PS,-0.9645945962681528,-1.821037782185141,-0.8162698307964278,0.03561713477507926,2584,216,124.26671098359466
E9,h1,wrong_LONG,R,-0.7596841775064986,-1.3577056568678303,-0.5773001231945021,0.03366573920543776,2584,216,124.26671098359466
E9,h1,correct_SHORT,MFE,1.46298699802299,0.5897134303124788,1.1422859146101783,1.9630755871592085,4226,265,194.7332890164053
E9,h1,correct_SHORT,MAE,0.7285234092187102,0.22111770919554666,0.5238549867123777,1.027073762912272,4226,265,194.7332890164053
E9,h1,correct_SHORT,PS,0.7344635888042799,-0.36968097619801565,0.6603243604336605,1.5876024113548028,4226,265,194.7332890164053
E9,h1,correct_SHORT,R,0.5827089195313626,-0.2518230720363326,0.4376654696061392,1.2649175012629432,4226,265,194.7332890164053
E9,h1,wrong_SHORT,MFE,0.5878868384144441,0.17018793162107068,0.4224219074353324,0.8446184464984241,2461,231,124.75806395015312
E9,h1,wrong_SHORT,MAE,1.6709268930763959,0.7675575051557273,1.3706559966629615,2.245038523604047,2461,231,124.75806395015312
E9,h1,wrong_SHORT,PS,-1.0830400546619519,-1.8935341085178068,-1.0207649889632875,0.0,2461,231,124.75806395015312
E9,h1,wrong_SHORT,R,-0.898636879063887,-1.4603053408595703,-0.7135253434753194,0.0017127545629146829,2461,231,124.75806395015312
E9,h4,overall,MFE,2.466681233927379,0.7812994329063158,1.84233538586531,3.4524956369539663,13773,638,638.0
E9,h4,overall,MAE,2.3627922337790332,0.8254203425329242,1.7574090254561148,3.303914701224428,13773,638,638.0
E9,h4,overall,PS,0.10388900014834522,-2.408690563631732,0.07054515330815572,2.5375418137133474,13773,638,638.0
E9,h4,overall,R,0.06926316219897101,-1.888467739638103,-0.06247579739678368,2.0358436938657998,13773,638,638.0
E9,h4,LONG,MFE,2.518106324223974,0.7943231554891291,1.8401995596014717,3.6011660331275137,7086,481,318.50864703344155
E9,h4,LONG,MAE,2.23962126780152,0.8115416505062578,1.73251982668,3.1323452465954134,7086,481,318.50864703344155
E9,h4,LONG,PS,0.27848505642245336,-2.2611057205766314,0.10782685555479037,2.617142704466508,7086,481,318.50864703344155
E9,h4,LONG,R,0.23043157328223315,-1.7156778193896698,0.0807521874860802,2.1329718385343788,7086,481,318.50864703344155
E9,h4,SHORT,MFE,2.4154143192461053,0.7469515382177966,1.8453649544387447,3.320764268901572,6687,496,319.49135296655845
E9,h4,SHORT,MAE,2.4855843449364396,0.8434178262100351,1.7995745915510524,3.4932953842399956,6687,496,319.49135296655845
E9,h4,SHORT,PS,-0.07017002569033408,-2.5508277010822527,0.03585189538800622,2.436753498030452,6687,496,319.49135296655845
E9,h4,SHORT,R,-0.09140951980639297,-2.071769287900352,-0.1656143415708968,1.8640572374460747,6687,496,319.49135296655845
E9,h4,correct_LONG,MFE,3.187409882614147,1.4229326327777758,2.6217912789771662,4.258400912104056,4502,265,194.24193604984688
E9,h4,correct_LONG,MAE,1.5276997963620074,0.5095585271418615,1.1536052094745675,2.106025290910725,4502,265,194.24193604984688
E9,h4,correct_LONG,PS,1.6597100862521397,-0.4694336169583783,1.4466871878032137,3.6499613804587585,4502,265,194.24193604984688
E9,h4,correct_LONG,R,1.2085764645024102,-0.6338405967709185,0.974012513765004,2.7548152843883207,4502,265,194.24193604984688
E9,h4,wrong_LONG,MFE,1.4719144844486207,0.3641675775190237,0.8064808003344394,1.8606259645927152,2584,216,124.26671098359466
E9,h4,wrong_LONG,MAE,3.3524293869938178,1.7501121676516445,2.9961027267485987,4.374141607276435,2584,216,124.26671098359466
E9,h4,wrong_LONG,PS,-1.8805149025451973,-3.7404522345994584,-2.209507570318084,-0.15696598093973385,2584,216,124.26671098359466
E9,h4,wrong_LONG,R,-1.2985117447151093,-3.090598932167997,-1.430003383851557,0.4495760097818909,2584,216,124.26671098359466
E9,h4,correct_SHORT,MFE,3.215785040441014,1.5553438160502635,2.715413696875904,4.260030443649006,4226,265,194.7332890164053
E9,h4,correct_SHORT,MAE,1.6869930988545554,0.5171216385136949,1.198111708667232,2.2525979130186458,4226,265,194.7332890164053
E9,h4,correct_SHORT,PS,1.5287919415864584,-0.6162850342710493,1.5350714395636582,3.5264211958132603,4226,265,194.7332890164053
E9,h4,correct_SHORT,R,1.1524372198382125,-0.6730217193364322,1.0511108744568527,2.853950420623642,4226,265,194.7332890164053
E9,h4,wrong_SHORT,MFE,1.1661257519516506,0.3088305330943753,0.7317549719291552,1.6740980344178353,2461,231,124.75806395015312
E9,h4,wrong_SHORT,MAE,3.7320953519633653,1.9022062919514755,3.1143610171621994,4.983457807585216,2461,231,124.75806395015312
E9,h4,wrong_SHORT,PS,-2.5659696000117145,-4.513440967657674,-2.3456801191285575,-0.5461727709901906,2461,231,124.75806395015312
E9,h4,wrong_SHORT,R,-2.032914212762388,-3.596342561846621,-1.6649014802539754,-0.1453552790644115,2461,231,124.75806395015312
E9,td1,overall,MFE,2.0415761820414717,0.5328384231265302,1.2813155732435535,2.8448451886753525,13773,638,638.0
E9,td1,overall,MAE,1.9965506932769408,0.5459881644717492,1.3152778286795763,2.815657680586262,13773,638,638.0
E9,td1,overall,PS,0.04502548876453121,-1.9283720561279376,0.0,1.832117721917607,13773,638,638.0
E9,td1,overall,R,-0.01727952049022968,-1.4918768853107107,-0.06999875801680316,1.3278822079097157,13773,638,638.0
E9,td1,LONG,MFE,2.0855094452914704,0.5602120445987236,1.2955288225157775,2.927248702255377,7086,481,318.50864703344155
E9,td1,LONG,MAE,2.074616858192438,0.6163247268921398,1.413228551932356,2.9980841402219456,7086,481,318.50864703344155
E9,td1,LONG,PS,0.010892587099032335,-2.0702134912814554,-0.08835476558343461,1.8383595493950176,7086,481,318.50864703344155
E9,td1,LONG,R,0.01257087344770882,-1.5855655878348833,-0.13166469308391493,1.4699751548618378,7086,481,318.50864703344155
E9,td1,SHORT,MFE,1.9977780507068006,0.5164359321818759,1.2719141154673783,2.7633781806108217,6687,496,319.49135296655845
E9,td1,SHORT,MAE,1.9187246477973081,0.47887905067931286,1.2096910705101978,2.568044527055637,6687,496,319.49135296655845
E9,td1,SHORT,PS,0.07905340290949238,-1.728876012212819,0.12364914039907099,1.8319310139299845,6687,496,319.49135296655845
E9,td1,SHORT,R,-0.04703809923831634,-1.4019359555909827,0.0,1.234831277138081,6687,496,319.49135296655845
