semantic_key,symbol,gid,direction_system,direction,evaluation_horizon,direction_correct,first_ahead_sr_touch_step,first_ahead_sr_cross_step,first_touch_accepted_breakout,r_touch_close,mfe_at_first_ahead_sr,tp_signal_step,tp_signal_time,tp_executable,tp_fill_step,tp_fill_time,tp_fill_open,tp_reason,baseline_gross_return_atr,tp_gross_return_atr,paired_delta_gross_atr,frozen_ahead_sr_bottom,frozen_ahead_sr_top,frozen_ahead_sr_strength,ahead_liq_available,ahead_liq_touched_by_signal,ahead_liq_crossed_by_signal
AG::AG_LONG_12107::2026-05-25 11:15:00::2026-05-25 11:15:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,0,23,False,0.3687757987584733,0.5950700389057183,0,2026-05-25 11:30:00,True,1,2026-05-25 13:30:00,18993.0,tp_executed,-5.975844193517988,0.24305677645444831,6.218900969972436,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-25 14:00:00::2026-05-25 14:00:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,20,-1,False,1.9547307185716576,2.173795368066757,20,2026-05-26 01:15:00,True,21,2026-05-26 01:15:00,19195.0,tp_executed,-5.990575607346761,1.9631562820137767,7.9537318893605375,19185.0,19287.0,48.0,False,False,False
AG::AG_LONG_12107::2026-05-25 14:15:00::2026-05-25 14:15:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,19,-1,False,2.043780955848925,2.263360727964925,19,2026-05-26 01:15:00,True,20,2026-05-26 01:15:00,19195.0,tp_executed,-5.92020847128139,2.05222633169954,7.9724348029809295,19185.0,19287.0,48.0,False,False,False
AG::AG_LONG_12107::2026-05-20 11:00:00::2026-05-20 11:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,0,-1,False,0.032141517802102795,0.6106888382399531,0,2026-05-20 11:15:00,True,1,2026-05-20 11:15:00,17935.0,tp_executed,-5.994393070092172,0.024106138351577096,6.018499208443749,17928.0,17928.0,21.0,False,False,False
AG::AG_LONG_12107::2026-05-20 13:45:00::2026-05-20 13:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,0,-1,False,0.016054471035097478,0.4575524245002781,0,2026-05-20 14:00:00,True,1,2026-05-20 14:00:00,18170.0,tp_executed,-4.109944584984954,0.016054471035097478,4.125999056020052,18136.0,18136.0,21.0,True,False,False
AG::AG_LONG_12107::2026-05-20 22:45:00::2026-05-20 22:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,89,120,False,4.0977433032921216,5.100297975553883,89,2026-05-25 09:15:00,True,90,2026-05-25 09:15:00,19159.0,tp_executed,-3.1429293297094913,4.081829737065744,7.224759066775236,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:15:00::2026-05-21 09:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,73,104,False,2.9588579137017597,3.9802718784316817,73,2026-05-25 09:15:00,True,74,2026-05-25 09:15:00,19159.0,tp_executed,-4.418020720458792,2.9426449936266814,7.3606657140854725,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:30:00::2026-05-21 09:30:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,72,103,False,2.7979034129193403,3.8197463985072733,72,2026-05-25 09:15:00,True,73,2026-05-25 09:15:00,19159.0,tp_executed,-4.582073705215731,2.781683682989373,7.363757388205105,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:45:00::2026-05-21 09:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,71,102,False,3.0729293963294313,4.094536530729189,71,2026-05-25 09:15:00,True,72,2026-05-25 09:15:00,19159.0,tp_executed,-4.305344352113266,3.0567134100691176,7.362057762182384,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:00:00::2026-05-21 10:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,70,101,False,3.59640955901559,4.619316115304448,70,2026-05-25 09:15:00,True,71,2026-05-25 09:15:00,19159.0,tp_executed,-3.7912489030706102,3.580172947011005,7.3714218500816155,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:15:00::2026-05-21 10:30:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,69,100,False,4.155907026946291,5.180651225371404,69,2026-05-25 09:15:00,True,70,2026-05-25 09:15:00,19159.0,tp_executed,-3.2450232950128575,4.1396412460189085,7.384664541031766,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:45:00::2026-05-21 10:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,25,26,False,1.739725321908,2.055303403556428,25,2026-05-22 01:15:00,True,26,2026-05-22 01:15:00,18688.0,tp_executed,-1.8206427787409303,1.715450084858121,3.536092863599051,18667.0,18778.0,76.0,False,False,False
AG::AG_LONG_12107::2026-05-21 15:00:00::2026-05-21 21:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,148,171,False,1.7543672426306824,2.0711279947723336,148,2026-05-27 21:15:00,True,149,2026-05-27 21:15:00,18051.0,tp_executed,3.866105590241689,1.7462451720629477,-2.1198604181787415,17928.0,18136.0,59.0,True,False,False
AG::AG_LONG_12107::2026-05-21 21:30:00::2026-05-21 21:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,146,169,False,2.2228171503412684,2.538053037116939,146,2026-05-27 21:15:00,True,147,2026-05-27 21:15:00,18051.0,tp_executed,4.32438972884574,2.214734178885482,-2.1096555499602583,17928.0,18136.0,59.0,True,False,False
AG::AG_LONG_12107::2026-05-21 21:45:00::2026-05-21 21:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,145,168,False,2.1764934843479833,2.4920445843092147,145,2026-05-27 21:15:00,True,146,2026-05-27 21:15:00,18051.0,tp_executed,4.280167484089528,2.1684024305028236,-2.1117650535867045,17928.0,18136.0,59.0,True,False,False
AG::AG_LONG_12107::2026-05-21 22:00:00::2026-05-21 22:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,13,55,False,2.156415294674628,2.6955191183432845,13,2026-05-22 01:30:00,True,14,2026-05-22 01:30:00,18783.0,tp_executed,-5.8335861516384515,2.156415294674628,7.990001446313079,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-21 22:15:00::2026-05-21 22:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,12,54,False,2.392480818451902,2.9321987135235434,12,2026-05-22 01:30:00,True,13,2026-05-22 01:30:00,18783.0,tp_executed,-5.606621715968094,2.392480818451902,7.999102534419997,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-22 01:45:00::2026-05-22 01:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,40,71,False,2.6756487632693617,3.709795217784514,40,2026-05-25 09:15:00,True,41,2026-05-25 09:15:00,19159.0,tp_executed,-8.576849563240746,2.65923374018182,11.236083303422566,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:00:00::2026-05-22 02:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,39,70,False,2.7694363397182054,3.804893250117297,39,2026-05-25 09:15:00,True,40,2026-05-25 09:15:00,19159.0,tp_executed,-8.497320994862386,2.7530005157436164,11.250321510606003,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:15:00::2026-05-22 02:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,38,69,False,2.90697712196597,3.9445950181917837,38,2026-05-25 09:15:00,True,39,2026-05-25 09:15:00,19159.0,tp_executed,-8.383293796491097,2.8905069966290524,11.273800793120149,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:30:00::2026-05-22 09:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,37,68,False,3.6866032803577053,4.725780043948468,37,2026-05-25 09:15:00,True,38,2026-05-25 09:15:00,19159.0,tp_executed,-7.620629599665592,3.67010841109436,11.290738010759952,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 09:15:00::2026-05-22 09:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,2,36,False,0.6725248768080553,1.2548330018491765,2,2026-05-22 10:00:00,True,3,2026-05-22 10:00:00,18757.0,tp_executed,-7.225541664242643,0.7053309683596678,7.930872632602311,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-22 10:15:00::2026-05-22 10:30:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,4,32,False,1.1685030167627477,1.719838947207143,4,2026-05-22 13:45:00,True,5,2026-05-22 13:45:00,18817.0,tp_executed,-7.282571618556562,1.1685030167627477,8.45107463531931,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-25 11:15:00::2026-05-25 11:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,0,23,False,0.3687757987584733,0.5950700389057183,0,2026-05-25 11:30:00,True,1,2026-05-25 13:30:00,18993.0,tp_executed,-5.079048501082609,0.24305677645444831,5.322105277537058,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-25 14:00:00::2026-05-25 14:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,20,-1,False,1.9547307185716576,2.173795368066757,20,2026-05-26 01:15:00,True,21,2026-05-26 01:15:00,19195.0,tp_executed,-5.089040319040005,1.9631562820137767,7.052196601053781,19185.0,19287.0,48.0,False,False,False
AG::AG_LONG_12107::2026-05-25 14:15:00::2026-05-25 14:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,19,-1,False,2.043780955848925,2.263360727964925,19,2026-05-26 01:15:00,True,20,2026-05-26 01:15:00,19195.0,tp_executed,-5.016553255265542,2.05222633169954,7.068779586965082,19185.0,19287.0,48.0,False,False,False
AG::AG_LONG_12107::2026-05-20 11:00:00::2026-05-20 11:00:00,AG,AG::AG_LONG_12107,E9,SHORT,td1,0,0,-1,False,0.032141517802102795,0.6106888382399531,0,2026-05-20 11:15:00,True,1,2026-05-20 11:15:00,17935.0,tp_executed,-4.387317179987032,0.024106138351577096,4.411423318338609,17928.0,17928.0,21.0,False,False,False
AG::AG_LONG_12107::2026-05-20 13:45:00::2026-05-20 13:45:00,AG,AG::AG_LONG_12107,E9,SHORT,td1,0,0,-1,False,0.016054471035097478,0.4575524245002781,0,2026-05-20 14:00:00,True,1,2026-05-20 14:00:00,18170.0,tp_executed,-2.5044974814752066,0.016054471035097478,2.520551952510304,18136.0,18136.0,21.0,True,False,False
AG::AG_LONG_12107::2026-05-21 10:45:00::2026-05-21 10:45:00,AG,AG::AG_LONG_12107,E9,SHORT,td1,0,7,8,False,0.5987891805636837,1.4403307316261582,7,2026-05-21 14:45:00,True,8,2026-05-21 14:45:00,18401.0,tp_executed,1.3108628006934697,0.6068809262469768,-0.703981874446493,18349.0,18349.0,21.0,True,False,False
AG::AG_LONG_12107::2026-05-21 22:00:00::2026-05-21 22:00:00,AG,AG::AG_LONG_12107,E9,LONG,td1,1,13,-1,False,2.156415294674628,2.6955191183432845,13,2026-05-22 01:30:00,True,14,2026-05-22 01:30:00,18783.0,tp_executed,1.3356900705820456,2.156415294674628,0.8207252240925822,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-21 22:15:00::2026-05-21 22:15:00,AG,AG::AG_LONG_12107,E9,LONG,td1,1,12,-1,False,2.392480818451902,2.9321987135235434,12,2026-05-22 01:30:00,True,13,2026-05-22 01:30:00,18783.0,tp_executed,1.5708207393876126,2.392480818451902,0.8216600790642896,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-22 09:15:00::2026-05-22 09:15:00,AG,AG::AG_LONG_12107,E9,LONG,td1,1,2,-1,False,0.6725248768080553,1.2548330018491765,2,2026-05-22 10:00:00,True,3,2026-05-22 10:00:00,18757.0,tp_executed,0.08201522887903114,0.7053309683596678,0.6233157394806367,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-22 10:15:00::2026-05-22 10:30:00,AG,AG::AG_LONG_12107,E9,LONG,td1,1,4,-1,False,1.1685030167627477,1.719838947207143,4,2026-05-22 13:45:00,True,5,2026-05-22 13:45:00,18817.0,tp_executed,0.049373366905468216,1.1685030167627477,1.1191296498572796,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-25 11:15:00::2026-05-25 11:15:00,AG,AG::AG_LONG_12107,E9,LONG,td1,1,0,-1,False,0.3687757987584733,0.5950700389057183,0,2026-05-25 11:30:00,True,1,2026-05-25 13:30:00,18993.0,tp_executed,0.25981931276165166,0.24305677645444831,-0.01676253630720334,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-20 11:00:00::2026-05-20 11:00:00,AG,AG::AG_LONG_12107,E9,SHORT,td3,0,0,-1,False,0.032141517802102795,0.6106888382399531,0,2026-05-20 11:15:00,True,1,2026-05-20 11:15:00,17935.0,tp_executed,-5.970286931740595,0.024106138351577096,5.994393070092172,17928.0,17928.0,21.0,False,False,False
AG::AG_LONG_12107::2026-05-20 13:45:00::2026-05-20 13:45:00,AG,AG::AG_LONG_12107,E9,SHORT,td3,0,0,-1,False,0.016054471035097478,0.4575524245002781,0,2026-05-20 14:00:00,True,1,2026-05-20 14:00:00,18170.0,tp_executed,-4.085862878432308,0.016054471035097478,4.1019173494674055,18136.0,18136.0,21.0,True,False,False
AG::AG_LONG_12107::2026-05-20 22:45:00::2026-05-20 22:45:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,89,-1,False,4.0977433032921216,5.100297975553883,89,2026-05-25 09:15:00,True,90,2026-05-25 09:15:00,19159.0,tp_executed,2.7769173065028165,4.081829737065744,1.3049124305629278,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:15:00::2026-05-21 09:15:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,73,-1,False,2.9588579137017597,3.9802718784316817,73,2026-05-25 09:15:00,True,74,2026-05-25 09:15:00,19159.0,tp_executed,1.6131855474702743,2.9426449936266814,1.329459446156407,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:30:00::2026-05-21 09:30:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,72,-1,False,2.7979034129193403,3.8197463985072733,72,2026-05-25 09:15:00,True,73,2026-05-25 09:15:00,19159.0,tp_executed,1.4516658287320634,2.781683682989373,1.3300178542573098,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 09:45:00::2026-05-21 09:45:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,71,-1,False,3.0729293963294313,4.094536530729189,71,2026-05-25 09:15:00,True,72,2026-05-25 09:15:00,19159.0,tp_executed,1.7270025367234008,3.0567134100691176,1.3297108733457168,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:00:00::2026-05-21 10:00:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,70,-1,False,3.59640955901559,4.619316115304448,70,2026-05-25 09:15:00,True,71,2026-05-25 09:15:00,19159.0,tp_executed,2.24877076263503,3.580172947011005,1.3314021843759747,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:15:00::2026-05-21 10:30:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,69,-1,False,4.155907026946291,5.180651225371404,69,2026-05-25 09:15:00,True,70,2026-05-25 09:15:00,19159.0,tp_executed,2.8058472099735234,4.1396412460189085,1.333794036045385,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-21 10:45:00::2026-05-21 10:45:00,AG,AG::AG_LONG_12107,E9,SHORT,td3,0,7,8,False,0.5987891805636837,1.4403307316261582,7,2026-05-21 14:45:00,True,8,2026-05-21 14:45:00,18401.0,tp_executed,-4.1996160096290795,0.6068809262469768,4.806496935876057,18349.0,18349.0,21.0,True,False,False
AG::AG_LONG_12107::2026-05-21 22:00:00::2026-05-21 22:00:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,13,55,False,2.156415294674628,2.6955191183432845,13,2026-05-22 01:30:00,True,14,2026-05-22 01:30:00,18783.0,tp_executed,1.3598290477612391,2.156415294674628,0.7965862469133886,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-21 22:15:00::2026-05-21 22:15:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,12,54,False,2.392480818451902,2.9321987135235434,12,2026-05-22 01:30:00,True,13,2026-05-22 01:30:00,18783.0,tp_executed,1.5949872123012683,2.392480818451902,0.7974936061506339,18778.0,18885.0,83.0,False,False,False
AG::AG_LONG_12107::2026-05-22 01:45:00::2026-05-22 01:45:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,40,71,False,2.6756487632693617,3.709795217784514,40,2026-05-25 09:15:00,True,41,2026-05-25 09:15:00,19159.0,tp_executed,-1.2393342431094283,2.65923374018182,3.8985679832912483,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:00:00::2026-05-22 02:00:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,39,70,False,2.7694363397182054,3.804893250117297,39,2026-05-25 09:15:00,True,40,2026-05-25 09:15:00,19159.0,tp_executed,-1.150507678221213,2.7530005157436164,3.9035081939648295,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:15:00::2026-05-22 02:15:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,38,69,False,2.90697712196597,3.9445950181917837,38,2026-05-25 09:15:00,True,39,2026-05-25 09:15:00,19159.0,tp_executed,-1.0211477708888959,2.8905069966290524,3.9116547675179483,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 02:30:00::2026-05-22 09:00:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,37,68,False,3.6866032803577053,4.725780043948468,37,2026-05-25 09:15:00,True,38,2026-05-25 09:15:00,19159.0,tp_executed,-0.24742303895018156,3.67010841109436,3.9175314500445415,18990.0,19185.0,72.0,False,False,False
AG::AG_LONG_12107::2026-05-22 09:15:00::2026-05-22 09:15:00,AG,AG::AG_LONG_12107,E9,LONG,td3,1,2,36,False,0.6725248768080553,1.2548330018491765,2,2026-05-22 10:00:00,True,3,2026-05-22 10:00:00,18757.0,tp_executed,0.10661979754274048,0.7053309683596678,0.5987111708169273,18778.0,18885.0,83.0,False,False,False
