policy,symbol,side,decision_idx,fill_idx,exit_idx,entry_price,atr0,exit_price,exit_reason,holding_bars,trade_return_atr
P0,AU,SHORT,11857,11858,12026,1029.6400146484375,2.374487146617801,983.9199829101562,terminal_deadline,169,19.2546975052716
P0,AU,LONG,12032,12033,12211,989.52001953125,2.6194981287978476,983.5599975585938,terminal_deadline,179,-2.2752533804601156
P0,AU,LONG,12263,12264,12433,986.4000244140624,2.3936451531895524,977.9400024414062,terminal_deadline,170,-3.5343676406601396
P0,AU,LONG,12435,12436,12618,985.4199829101562,2.299054163548117,895.0,terminal_deadline,183,-39.3292095261521
P0,AU,SHORT,12624,12625,12803,890.3400268554688,2.961218594336904,937.9600219726562,terminal_deadline,179,-16.081215756329833
P0,AU,SHORT,12831,12832,13003,912.6799926757812,2.742338522653678,888.719970703125,terminal_deadline,172,8.73707668645914
P0,AU,SHORT,13027,13028,13188,870.5800170898438,2.8447419506781984,907.8200073242188,terminal_deadline,161,-13.09081487180123
P0,AU,LONG,13190,13191,13373,906.4400024414062,2.5761258084298286,885.9400024414062,terminal_deadline,183,-7.957685891317136
P0,AU,SHORT,13378,13379,13558,881.780029296875,2.298061041966875,874.239990234375,terminal_deadline,180,3.2810438560181137
P0,AU,SHORT,13564,13565,13743,874.219970703125,2.2319047964262815,893.1199951171875,terminal_deadline,179,-8.468114072036206
P0,AU,LONG,13748,13749,13928,891.0999755859375,2.0555871226716818,886.6400146484375,terminal_deadline,180,-2.1696774066687636
P0,AU,SHORT,13932,13933,14113,880.4199829101562,2.016695273491961,948.2000122070312,terminal_deadline,181,-33.60945512581685
P0,AU,LONG,14127,14128,14298,949.239990234375,2.2122964115649513,955.719970703125,terminal_deadline,171,2.929074257353309
P0,AU,LONG,14303,14304,14483,958.3400268554688,2.2428543389609423,1006.8200073242188,terminal_deadline,180,21.615304938264313
P0,AU,LONG,14549,14550,14701,1007.97998046875,2.4795268946106015,961.9199829101562,terminal_deadline,152,-18.576123396244615
P0,CF,SHORT,7320,7321,7417,16670.001953125,47.890807874386006,16495.001953125,terminal_deadline,97,3.654145915830275
P0,CF,LONG,7419,7420,7532,16530.001953125,49.856830602134536,16120.0009765625,terminal_deadline,113,-8.223566793372271
P0,CF,SHORT,7534,7535,7647,16155.0009765625,46.06215609889926,16045.0009765625,terminal_deadline,113,2.3880775308003583
P0,CF,SHORT,7649,7650,7762,16050.0009765625,42.70518254236684,16355.0009765625,terminal_deadline,113,-7.14199031223942
P0,CF,SHORT,7784,7785,7877,16135.0009765625,40.95234473191622,15675.0009765625,terminal_deadline,93,11.232568074215758
P0,CF,SHORT,7879,7880,7992,15675.0009765625,39.975858000643825,16005.0009765625,terminal_deadline,113,-8.254982294430935
P0,CF,LONG,7994,7995,8099,16045.0009765625,38.43396310045379,15685.0009765625,terminal_deadline,105,-9.366715554653522
P0,CF,SHORT,8101,8102,8214,15665.0009765625,39.568686107822415,16125.0009765625,terminal_deadline,113,-11.625354421587975
P0,CF,LONG,8216,8217,8329,16125.0009765625,39.020053846368555,15930.0009765625,terminal_deadline,113,-4.997430315390195
P0,CF,SHORT,8339,8340,8444,16020.0009765625,39.64835696212109,16055.0009765625,terminal_deadline,105,-0.8827604138410577
P0,CF,SHORT,8446,8447,8559,15965.0009765625,40.38741431943587,16005.0009765625,terminal_deadline,113,-0.9904075483423698
P0,CF,LONG,8561,8562,8674,16005.0009765625,39.05911418039405,15695.0009765625,terminal_deadline,113,-7.936687928155993
P0,CF,LONG,8684,8685,8789,15830.0009765625,36.931019026672104,16150.0009765625,terminal_deadline,105,8.664802879359799
P0,CF,LONG,8860,8861,8973,16225.0009765625,34.50528259312331,16830.0,terminal_deadline,113,17.533518869312857
P0,CF,LONG,8975,8976,9088,16835.0,36.787351739062274,16885.0,terminal_deadline,113,1.3591628001563376
P0,CF,SHORT,9090,9091,9199,16880.0,39.677853941956585,17135.0,terminal_deadline,109,-6.426758875947047
P0,CU,LONG,9812,9813,9945,102720.0,215.14999866182325,108510.0,terminal_deadline,133,26.911457290319714
P0,CU,LONG,9947,9948,10100,108450.0,268.5333275805992,103950.0,terminal_deadline,153,-16.7576964861069
P0,CU,LONG,10108,10109,10255,104810.0,277.98084380938974,104680.0,terminal_deadline,147,-0.46765812427398934
P0,CU,SHORT,10257,10258,10410,104290.0,253.34942554167594,106380.0,terminal_deadline,153,-8.24947597781782
P0,CU,SHORT,10414,10415,10565,106050.0,241.7473183797962,104110.0,terminal_deadline,151,8.024908044490365
P0,CU,SHORT,10567,10568,10720,103900.0,246.70164528247028,105400.0,terminal_deadline,153,-6.080218874432389
P0,CU,LONG,10722,10723,10859,105490.0,229.91287827381592,101220.0,terminal_deadline,137,-18.57225237689653
P0,CU,LONG,10895,10896,11045,102310.0,245.1978416127955,102980.0,terminal_deadline,150,2.732487348147344
P0,CU,LONG,11047,11048,11200,102880.0,235.91616699705168,103710.0,terminal_deadline,153,3.518198903300988
P0,CU,LONG,11202,11203,11355,103730.0,209.15320485970886,103550.0,terminal_deadline,153,-0.8606131573299888
P0,CU,SHORT,11357,11358,11510,103220.0,192.05481129643448,104750.0,terminal_deadline,153,-7.966475766329342
P0,CU,SHORT,11512,11513,11665,104610.0,185.85530607162096,105460.0,terminal_deadline,153,-4.573450271430212
P0,CU,LONG,11667,11668,11820,105700.0,174.80660841594647,108400.0,terminal_deadline,153,15.445640324852253
P0,CU,SHORT,11822,11823,11975,107650.0,190.4958536137915,107690.0,terminal_deadline,153,-0.20997832362847862
P0,CU,LONG,11977,11978,12130,107820.0,179.03793297233426,107750.0,terminal_deadline,153,-0.39097859787521516
P0,CU,LONG,12132,12133,12285,108070.0,177.93446239907306,108900.0,terminal_deadline,153,4.664638815939255
P0,CU,LONG,12291,12292,12343,108740.0,172.58647960477327,109470.0,terminal_deadline,52,4.229763546204289
P0,I,LONG,7317,7318,7417,814.0,2.584380091336718,820.0,terminal_deadline,100,2.321639924449589
P0,I,SHORT,7419,7420,7532,818.5,2.564888334456921,800.0,terminal_deadline,113,7.212789637454963
P0,I,SHORT,7534,7535,7647,792.5,2.494248088260697,781.5,terminal_deadline,113,4.41014670985298
P0,I,SHORT,7652,7653,7762,780.5,2.431900259299521,780.0,terminal_deadline,110,0.2056005373115174
P0,I,SHORT,7764,7765,7877,778.5,2.242174049189921,771.5,terminal_deadline,113,3.1219699481086414
P0,I,LONG,7879,7880,7992,770.0,2.2385606350971314,747.5,terminal_deadline,113,-10.051101429746941
P0,I,SHORT,8017,8018,8122,747.0,2.187762331306659,748.0,terminal_deadline,105,-0.4570880418270762
P0,I,LONG,8124,8125,8237,741.5,2.4296443052671983,734.0,terminal_deadline,113,-3.086871598340891
P0,I,SHORT,8239,8240,8352,734.0,2.65579225790412,751.5,terminal_deadline,113,-6.589370816906639
P0,I,LONG,8354,8355,8467,751.0,2.551939020767976,762.0,terminal_deadline,113,4.31044782437226
P0,I,SHORT,8469,8470,8582,758.5,2.4198802260374443,746.0,terminal_deadline,113,5.165544916439422
P0,I,SHORT,8592,8593,8697,740.5,2.390092403933506,716.0,terminal_deadline,105,10.25064970696489
P0,I,SHORT,8735,8736,8835,703.0,2.579440945298609,713.5,terminal_deadline,100,-4.070649502225556
P0,I,LONG,8845,8846,8950,720.0,2.6945543392536733,706.5,terminal_deadline,105,-5.010104937701563
P0,I,SHORT,8952,8953,9065,698.0,2.678299014010808,716.0,terminal_deadline,113,-6.720683503162938
P0,I,LONG,9067,9068,9180,719.0,2.625445540658106,727.0,terminal_deadline,113,3.047101863706792
P0,I,SHORT,9182,9183,9199,718.5,2.413279985201966,727.0,terminal_deadline,17,-3.5221773072835725
P0,M,SHORT,7316,7317,7417,2986.0,7.5364718354957345,3048.0,terminal_deadline,101,-8.226661142417944
P0,M,SHORT,7439,7440,7532,3033.0,7.6103505509298515,3025.0,terminal_deadline,93,1.0511999344133418
P0,M,SHORT,7534,7535,7647,3016.0,7.389593341278309,2971.0,terminal_deadline,113,6.089644980682462
P0,M,SHORT,7649,7650,7762,2965.0,6.571352885349362,2976.0,terminal_deadline,113,-1.6739323229047973
P0,M,LONG,7764,7765,7877,2978.0,6.343417876433802,2918.0,terminal_deadline,113,-9.458623279873109
P0,M,LONG,7927,7928,8030,2938.0,6.156935014994649,2934.0,terminal_deadline,103,-0.6496739027224371
P0,M,SHORT,8032,8033,8145,2931.0,6.011069679326344,2967.0,terminal_deadline,113,-5.988950706030494
P0,M,SHORT,8147,8148,8260,2961.0,6.190400310873665,3026.0,terminal_deadline,113,-10.500128705057268
P0,M,LONG,8282,8283,8375,3045.0,6.303356111239556,3050.0,terminal_deadline,93,0.7932282282266215
P0,M,LONG,8377,8378,8490,3056.0,6.6958626541605,3129.0,terminal_deadline,113,10.902254686278724
P0,M,SHORT,8529,8530,8628,3135.0,7.608536888909801,3101.0,terminal_deadline,99,4.468664671858052
P0,M,SHORT,8630,8631,8743,3104.0,9.095936092771847,3079.0,terminal_deadline,113,2.74848017235592
P0,M,LONG,8745,8746,8858,3070.0,8.293503464524036,3140.0,terminal_deadline,113,8.44034132250975
P0,M,LONG,8861,8862,8973,3120.0,7.751227871759786,3241.0,terminal_deadline,112,15.610429986304736
P0,M,SHORT,9037,9038,9134,3234.0,7.810566257935664,3355.0,terminal_deadline,97,-15.491834523145107
P0,M,LONG,9194,9195,9199,3373.0,9.574658573213886,3383.0,terminal_deadline,5,1.0444236651922034
P0,MA,SHORT,7316,7317,7417,2900.0,19.798618718127518,2906.0,terminal_deadline,101,-0.3030514444175052
P0,MA,LONG,7419,7420,7532,2917.0,16.76129959523445,2968.0,terminal_deadline,113,3.042723489919615
P0,MA,LONG,7557,7558,7670,2979.0,14.834352880059926,2825.0,terminal_deadline,113,-10.381308928345911
P0,MA,SHORT,7672,7673,7785,2821.0,14.403448455240618,2877.0,terminal_deadline,113,-3.887957816075962
P0,MA,SHORT,7787,7788,7900,2888.0,13.854459534708887,3025.0,terminal_deadline,113,-9.888512767804528
P0,MA,LONG,7902,7903,8015,3070.0,15.329772671372183,2566.0,terminal_deadline,113,-32.87719986488791
P0,MA,SHORT,8017,8018,8122,2530.0,16.802881984334654,2430.0,terminal_deadline,105,5.951360016289474
P0,MA,SHORT,8128,8129,8237,2449.0,16.005482372954248,2377.0,terminal_deadline,109,4.498458610761035
P0,MA,SHORT,8245,8246,8352,2382.0,14.355745262111496,2480.0,terminal_deadline,107,-6.8265351753382815
P0,MA,LONG,8375,8376,8490,2512.0,13.919806542000055,2802.0,terminal_deadline,115,20.833622875791175
P0,MA,SHORT,8506,8507,8605,2711.0,15.261436061868464,2610.0,terminal_deadline,99,6.617987952808323
P0,MA,SHORT,8607,8608,8720,2628.0,15.5661808019975,2594.0,terminal_deadline,113,2.1842223492378436
P0,MA,LONG,8722,8723,8835,2614.0,14.50896421030242,2531.0,terminal_deadline,113,-5.7206013328686804
P0,MA,LONG,8855,8856,8950,2589.0,13.260213812094534,2735.0,terminal_deadline,95,11.010380531483932
P0,MA,LONG,8967,8968,9065,2775.0,12.847222533950559,2914.0,terminal_deadline,98,10.819459196933291
P0,MA,LONG,9075,9076,9180,2948.0,14.71489311169465,2983.0,terminal_deadline,105,2.378542591803387
P0,NI,SHORT,9816,9817,9945,149130.0,584.3592567039926,147190.0,terminal_deadline,129,3.31987553503017
P0,NI,LONG,9947,9948,10100,147350.0,556.4876565226299,145390.0,terminal_deadline,153,-3.5220907005334365
P0,NI,LONG,10105,10106,10255,144860.0,555.3217024278186,143130.0,terminal_deadline,150,-3.1153113455436534
P0,NI,LONG,10257,10258,10410,143690.0,550.1502910148504,143070.0,terminal_deadline,153,-1.126964776945404
P0,NI,SHORT,10412,10413,10565,142210.0,475.31836041820037,135100.0,terminal_deadline,153,14.9583954504606
P0,NI,SHORT,10588,10589,10720,133450.0,473.62494277910315,135740.0,terminal_deadline,132,-4.835049409693035
P0,NI,LONG,10722,10723,10859,136820.0,422.8156010040516,130140.0,terminal_deadline,137,-15.798849389987362
P0,NI,LONG,10909,10910,11045,129600.0,437.50632402690115,127380.0,terminal_deadline,136,-5.074212366958832
P0,NI,SHORT,11047,11048,11200,126620.0,462.9204099708657,128180.0,terminal_deadline,153,-3.3699097434441914
P0,NI,LONG,11202,11203,11355,129080.0,430.2196529416973,128890.0,terminal_deadline,153,-0.4416348688416345
P0,NI,SHORT,11357,11358,11510,129170.0,408.9773138130663,133710.0,terminal_deadline,153,-11.1008602351844
P0,NI,LONG,11512,11513,11665,132980.0,399.96446643627945,131680.0,terminal_deadline,153,-3.250288735854764
P0,NI,LONG,11667,11668,11820,132060.0,383.604074081549,130460.0,terminal_deadline,153,-4.170967171896776
P0,NI,SHORT,11822,11823,11975,129540.0,396.27920520785153,127040.0,terminal_deadline,153,6.30868328982524
P0,NI,SHORT,11984,11985,12130,127780.0,340.4189577117195,128940.0,terminal_deadline,146,-3.4075658059629417
P0,NI,LONG,12132,12133,12285,129790.0,317.75733255592877,128310.0,terminal_deadline,153,-4.657642321249987
P0,NI,SHORT,12287,12288,12343,128790.0,302.9660978970273,128160.0,terminal_deadline,56,2.079440585507774
P0,P,SHORT,7316,7317,7417,9703.0009765625,35.17711611165999,9492.0009765625,terminal_deadline,101,5.9982176859023655
P0,P,LONG,7472,7473,7578,9508.0009765625,30.07143093168479,9471.0009765625,terminal_deadline,106,-1.230403703902727
P0,P,SHORT,7604,7605,7716,9478.0009765625,31.060101821918902,9729.0009765625,terminal_deadline,112,-8.081106798654183
P0,P,LONG,7739,7740,7854,9718.0,29.18920793148766,9265.0009765625,terminal_deadline,115,-15.519401023171664
P0,P,LONG,7883,7884,7992,9365.0009765625,30.09076472696112,9349.0009765625,terminal_deadline,109,-0.5317246053791418
P0,P,LONG,7997,7998,8099,9388.0009765625,29.772953250596274,9160.0009765625,terminal_deadline,102,-7.657957142542914
P0,P,SHORT,8101,8102,8214,9219.0009765625,31.69140150996659,9164.0009765625,terminal_deadline,113,1.7354865161991375
P0,P,SHORT,8216,8217,8329,9144.0009765625,30.01000408983588,9354.0009765625,terminal_deadline,113,-6.997666490526242
P0,P,SHORT,8331,8332,8444,9330.0009765625,27.029361196314735,9244.0009765625,terminal_deadline,113,3.1817252126448885
P0,P,SHORT,8454,8455,8559,9278.0009765625,25.90595892174454,9515.0009765625,terminal_deadline,105,-9.148474322680665
P0,P,LONG,8577,8578,8674,9574.0009765625,25.652540896846666,9393.0009765625,terminal_deadline,97,-7.055831261621705
P0,P,LONG,8676,8677,8789,9379.0009765625,24.66633945316085,9385.0009765625,terminal_deadline,113,0.24324647000798225
P0,P,LONG,8791,8792,8904,9361.0009765625,22.661593151440197,9735.0009765625,terminal_deadline,113,16.503694047487187
P0,P,SHORT,8908,8909,9019,9727.0009765625,22.266853626480824,10160.0009765625,terminal_deadline,111,-19.445944508525237
P0,P,LONG,9044,9045,9157,10242.0009765625,24.73159368212265,10171.0009765625,terminal_deadline,113,-2.8708218690865315
P0,P,LONG,9159,9160,9199,10201.0009765625,29.05753763341024,10356.0009765625,terminal_deadline,40,5.334244145373888
P0,RB,LONG,7321,7322,7417,3268.0,5.441888161049425,3257.0,terminal_deadline,96,-2.0213572338242867
P0,RB,LONG,7440,7441,7555,3255.0,6.2741122808172545,3175.0,terminal_deadline,115,-12.750807830550865
P0,RB,SHORT,7557,7558,7670,3171.0,6.098473610714384,3145.0,terminal_deadline,113,4.2633618934286615
P0,RB,SHORT,7673,7674,7785,3151.0,6.233145120526629,3157.0,terminal_deadline,112,-0.9625959100873732
P0,RB,LONG,7797,7798,7900,3162.0,5.766576933999905,3156.0,terminal_deadline,103,-1.0404786181944137
P0,RB,LONG,7902,7903,8015,3158.0,5.696220313100138,3131.0,terminal_deadline,113,-4.739985203505127
P0,RB,SHORT,8040,8041,8145,3112.0,5.5095635825745735,3095.0,terminal_deadline,105,3.0855438448458816
P0,RB,SHORT,8148,8149,8260,3082.0,5.45706204729421,3072.0,terminal_deadline,112,1.8324878686249
P0,RB,LONG,8262,8263,8375,3075.0,5.334001836697812,3054.0,terminal_deadline,113,-3.9370065183555947
P0,RB,SHORT,8378,8379,8490,3062.0,5.013078564368245,3096.0,terminal_deadline,112,-6.782259556365985
P0,RB,SHORT,8492,8493,8605,3086.0,5.189848644506189,3078.0,terminal_deadline,113,1.5414707726531771
P0,RB,SHORT,8607,8608,8720,3070.0,5.354691720490654,2976.0,terminal_deadline,113,17.554698740226772
P0,RB,SHORT,8753,8754,8858,2969.0,5.6568435846270155,3016.0,terminal_deadline,105,-8.30852034299247
P0,RB,LONG,8860,8861,8973,3010.0,5.830022543019067,3023.0,terminal_deadline,113,2.2298370039008413
P0,RB,LONG,8975,8976,9088,3040.0,5.8341203491306155,3071.0,terminal_deadline,113,5.313568823553585
P0,RB,LONG,9101,9102,9199,3074.0,5.665132164730706,3127.0,terminal_deadline,98,9.355474587152791
P0,RU,LONG,7321,7322,7417,18000.0,69.30625292700438,18325.0,terminal_deadline,96,4.6893315721786415
P0,RU,SHORT,7430,7431,7532,18000.0,70.50806636507123,17540.0,terminal_deadline,102,6.524076232898623
P0,RU,SHORT,7534,7535,7647,17550.0,69.13929134631125,17395.0,terminal_deadline,113,2.2418511526770173
P0,RU,LONG,7657,7658,7762,17490.0,66.10436957048593,18165.0,terminal_deadline,105,10.21112529150224
P0,RU,SHORT,7785,7786,7900,17925.0,68.65100533937554,17470.0,terminal_deadline,115,6.627725227776522
P0,RU,LONG,7902,7903,8015,17575.0,65.3416889868465,17785.0,terminal_deadline,113,3.213874683317012
P0,RU,SHORT,8017,8018,8122,17720.0,63.119903341157254,16530.001953125,terminal_deadline,105,18.85297638120848
P0,RU,SHORT,8137,8138,8237,16490.001953125,66.28127162690895,16755.001953125,terminal_deadline,100,-3.998112792579782
P0,RU,LONG,8239,8240,8352,16925.0,63.49103015579193,16905.0,terminal_deadline,113,-0.31500512672301495
P0,RU,LONG,8354,8355,8467,16940.0,58.46770373719164,16805.0,terminal_deadline,113,-2.3089670257415245
P0,RU,SHORT,8469,8470,8582,16815.0,57.886682174680864,16765.001953125,terminal_deadline,113,0.8637227942020266
P0,RU,SHORT,8584,8585,8697,16730.001953125,56.214634054683415,16375.0009765625,terminal_deadline,113,6.315098951229832
P0,RU,SHORT,8699,8700,8812,16410.001953125,54.51936665593518,16900.0,terminal_deadline,113,-8.987596095297945
P0,RU,LONG,8814,8815,8927,16905.0,50.966183110171926,17790.0,terminal_deadline,113,17.364455134631616
P0,RU,LONG,8937,8938,9042,17950.0,49.252953826335805,18500.0,terminal_deadline,105,11.166842945892764
P0,RU,LONG,9046,9047,9157,18550.0,51.748808054754804,18940.0,terminal_deadline,111,7.536405468264034
P0,RU,SHORT,9159,9160,9199,18900.0,58.97924822285933,18880.0,terminal_deadline,40,0.33910232162383425
P0,SC,SHORT,11686,11687,11843,628.7999877929688,3.6355661650030706,635.2999877929688,terminal_deadline,157,-1.787892093003487
P0,SC,SHORT,11848,11849,12028,641.2000122070312,3.2633321262676445,670.5,terminal_deadline,180,-8.978549120735648
P0,SC,SHORT,12035,12036,12213,658.4000244140625,3.518802888064413,599.7999877929688,terminal_deadline,178,16.65340130868423
P0,SC,SHORT,12222,12223,12398,597.2999877929688,3.548694322787678,611.7999877929688,terminal_deadline,176,-4.086009861962278
P0,SC,LONG,12400,12401,12583,609.7999877929688,3.390535202886095,572.2000122070312,terminal_deadline,183,-11.089687419830241
P0,SC,LONG,12585,12586,12768,581.2999877929688,3.2651858649366217,510.2000122070313,terminal_deadline,183,-21.775169477930323
P0,SC,SHORT,12792,12793,12931,509.7000122070313,3.1729087476074698,463.7000122070313,terminal_deadline,139,14.497738088019794
P0,SC,LONG,12933,12934,13116,469.7000122070313,3.0467670385114696,434.2999877929687,terminal_deadline,183,-11.618881249075635
P0,SC,SHORT,13177,13178,13338,435.8999938964844,2.237321602668048,466.6000061035156,terminal_deadline,161,-13.72176989236635
P0,SC,LONG,13346,13347,13523,464.8999938964844,2.457924062595367,510.5,terminal_deadline,177,18.552243658563537
P0,SC,LONG,13525,13526,13708,526.2999877929688,2.916301380138035,589.4000244140625,terminal_deadline,183,21.63700811268933
P0,SC,SHORT,13732,13733,13893,553.0,3.3917896321348895,546.0999755859375,terminal_deadline,161,2.034331477603883
P0,SC,LONG,13895,13896,14078,563.0,3.522451733021876,531.4000244140625,terminal_deadline,183,-8.971017342749562
P0,SC,SHORT,14080,14081,14263,525.0999755859375,3.2451726198338386,562.5999755859375,terminal_deadline,183,-11.555625660961018
P0,SC,LONG,14265,14266,14448,563.9000244140625,2.8714355613962943,592.9000244140625,terminal_deadline,183,10.099477902230255
P0,SC,LONG,14451,14452,14633,598.9000244140625,2.992542124012903,596.5,terminal_deadline,182,-0.8020018815454949
P0,SC,LONG,14635,14636,14703,599.0999755859375,3.126597676067688,638.5999755859375,terminal_deadline,68,12.633541022034862
P0,SN,LONG,9823,9824,9976,429129.96875,1816.34409208836,426969.96875,terminal_deadline,153,-1.1892019851351614
P0,SN,SHORT,9978,9979,10131,424780.0,2109.8902676641374,413110.03125,terminal_deadline,153,5.53107852519735
P0,SN,LONG,10152,10153,10286,421249.96875,2145.1164615052508,421169.96875,terminal_deadline,134,-0.03729401243970836
P0,SN,LONG,10288,10289,10441,424300.0,2027.732480493037,430040.0,terminal_deadline,153,2.8307481658548648
P0,SN,SHORT,10450,10451,10596,432060.0,2055.566484544784,400160.0,terminal_deadline,146,15.518836408283054
P0,SN,SHORT,10598,10599,10751,400840.0,2209.8402466769344,414329.96875,terminal_deadline,153,-6.10449953126053
P0,SN,SHORT,10753,10754,10890,415900.0,1970.8876791925954,387220.0,terminal_deadline,137,14.55181860579148
P0,SN,SHORT,10918,10919,11045,390260.0,2254.680313760498,402180.0,terminal_deadline,127,-5.286780537023926
P0,SN,LONG,11047,11048,11200,403780.0,2185.8724265600104,415680.0,terminal_deadline,153,5.444050556384701
P0,SN,SHORT,11202,11203,11355,414110.03125,1959.327044502103,403969.96875,terminal_deadline,153,5.175278179542893
P0,SN,SHORT,11357,11358,11510,404520.0,1819.745342676368,414190.03125,terminal_deadline,153,-5.3139475195897035
P0,SN,LONG,11512,11513,11665,414409.96875,1695.9931158110082,425569.96875,terminal_deadline,153,6.580215388824495
P0,SN,LONG,11667,11668,11820,427560.0,1568.113211602393,434910.03125,terminal_deadline,153,4.687181509356262
P0,SN,SHORT,11823,11824,11975,430169.96875,1456.582683462305,427380.0,terminal_deadline,152,1.9154207870769333
P0,SN,LONG,11977,11978,12130,431569.96875,1379.756225655223,428569.96875,terminal_deadline,153,-2.174297128882568
P0,SN,LONG,12132,12133,12285,428440.0,1260.0115828006174,423870.03125,terminal_deadline,153,-3.626925984158311
P0,SN,LONG,12287,12288,12343,423249.96875,1190.3067453231638,424089.96875,terminal_deadline,56,0.7057004451167276
P0,TA,SHORT,7327,7328,7440,6380.0,42.133895426597775,6288.0,terminal_deadline,113,2.1835151739120553
P0,TA,SHORT,7442,7443,7555,6330.0,36.813538855029265,6380.0,terminal_deadline,113,-1.3581959668941002
P0,TA,SHORT,7560,7561,7670,6334.0,34.203983543737245,6174.0,terminal_deadline,110,4.6778177107764405
P0,TA,SHORT,7696,7697,7808,6072.0,32.79547700738412,6290.0,terminal_deadline,112,-6.647258094490159
P0,TA,LONG,7810,7811,7923,6282.0,31.339822411681492,6352.0,terminal_deadline,113,2.2335799826966616
P0,TA,SHORT,7925,7926,8030,6254.0,34.10284468424576,5804.0,terminal_deadline,105,13.195380155717132
P0,TA,SHORT,8063,8064,8168,5768.0,33.2170012146053,5558.0,terminal_deadline,105,6.322063772200615
