symbol,direction_system,evaluation_horizon,n_rows,n_gids,delta_ev_gross,baseline_gross_mean,stop_gross_mean,stop_eligible_rate,stop_signal_rate,stop_executable_rate,raw_n_rows,raw_delta_ev_gross,raw_baseline_gross_mean,raw_stop_gross_mean
AU,E9,td5,50,9,0.3653721087823304,-3.2012511697070147,-2.8358790609246842,1.0,0.6337209302325582,0.6337209302325582,50,1.0217591194491833,-4.465467549561573,-3.4437084301123906
CF,A9,td1,50,6,-0.09859456086129963,-0.0645335820329218,-0.16312814289422142,0.9388888888888888,0.18944444444444442,0.18944444444444442,50,-0.2057604654166321,0.014162625199691671,-0.1915978402169404
CF,A9,td3,50,6,1.6237578684921203,-3.353011141027993,-1.7292532725358722,0.9388888888888888,0.8372222222222223,0.8372222222222223,50,2.543600830328553,-4.6425664669764934,-2.098965636647941
CF,A9,td5,50,6,-0.19483445634457955,-1.3272915517878747,-1.5221260081324548,0.9388888888888888,0.8555555555555555,0.8555555555555555,50,1.765246753547994,-3.725849545191906,-1.9606027916439117
CF,E9,td1,50,6,-0.07895727357359647,-0.3557360722750539,-0.43469334584865044,1.0,0.2688888888888889,0.2688888888888889,50,-0.23721762277726555,-0.23046097775414143,-0.4676786005314069
CF,E9,td3,50,6,0.4371203915465892,-0.3118967539860216,0.12522363756056776,1.0,0.5988888888888889,0.5988888888888889,50,1.900606514089805,-3.6435647892583063,-1.7429582751685015
CF,E9,td5,50,6,-0.7667381932651779,0.4900896905322767,-0.27664850273290115,1.0,0.611111111111111,0.611111111111111,50,1.0796715463186524,-2.6229191698734717,-1.5432476235548194
CU,A9,td1,50,3,0.5705136754777269,-1.4845207385194912,-0.9140070630417642,1.0,0.46594134342478705,0.4006622516556291,50,0.36950927161006497,-1.104380809114985,-0.7348715375049202
CU,A9,td3,50,3,-0.6931436145140965,-1.252216686579351,-1.945360301093447,1.0,0.9337748344370862,0.9337748344370862,50,-0.3860521774368213,-1.5711192123213855,-1.9571713897582068
CU,A9,td5,50,3,0.15308848896519853,-2.4067080979866176,-2.253619609021419,1.0,0.9933774834437086,0.9933774834437086,50,0.9527112640254444,-3.298761950527973,-2.346050686502529
CU,E9,td1,50,3,0.5705136754777269,-1.4845207385194912,-0.9140070630417642,1.0,0.46594134342478705,0.4006622516556291,50,0.36950927161006497,-1.104380809114985,-0.7348715375049202
CU,E9,td3,50,3,-0.6931436145140965,-1.252216686579351,-1.945360301093447,1.0,0.9337748344370862,0.9337748344370862,50,-0.3860521774368213,-1.5711192123213855,-1.9571713897582068
CU,E9,td5,50,3,0.15308848896519853,-2.4067080979866176,-2.253619609021419,1.0,0.9933774834437086,0.9933774834437086,50,0.9527112640254444,-3.298761950527973,-2.346050686502529
I,A9,td1,50,5,-0.03832789447131984,0.7237161755045287,0.6853882810332089,1.0,0.0684870684870685,0.0684870684870685,50,-0.2891525823575593,0.2739289042883915,-0.015223678069167778
I,A9,td3,50,5,-1.4987591108546958,-1.2652533521827158,-2.7640124630374125,1.0,0.6752136752136753,0.6752136752136753,50,0.054963770957386304,-1.9745330732843704,-1.919569302326984
I,A9,td5,50,5,-0.2816331544584995,-2.14955529153152,-2.4311884459900197,1.0,0.6752136752136753,0.6752136752136753,50,0.7754287647717113,-2.6007065223486183,-1.8252777575769068
I,E9,td1,50,5,-0.058649937373538616,0.7073152772331526,0.6486653398596138,1.0,0.10445110445110445,0.10445110445110445,50,-0.30939963811856586,0.15689575568440958,-0.15250388243415633
I,E9,td3,50,5,-1.4826710878229825,-1.226653662373295,-2.7093247501962776,1.0,0.6984126984126984,0.6984126984126984,50,-0.03933459273345321,-1.804432110111762,-1.8437667028452152
I,E9,td5,50,5,-0.2645926670466869,-2.1225495289232197,-2.3871421959699064,1.0,0.6984126984126984,0.6984126984126984,50,0.6975650747182195,-2.4653883550247597,-1.7678232803065403
M,A9,td1,50,2,-1.3661898956065963,0.03191886846676402,-1.3342710271398321,1.0,0.768421052631579,0.768421052631579,50,-0.20504852134321205,0.2722405033501428,0.0671919820069308
M,A9,td3,50,2,0.41866621040307056,-1.7267270162057364,-1.3080608058026655,1.0,0.8421052631578948,0.8421052631578948,50,0.13465930858809558,0.032131514500067446,0.1667908230881631
M,A9,td5,50,2,0.2773821722333755,-1.7699357854962652,-1.4925536132628903,1.0,0.8421052631578948,0.8421052631578948,50,-0.6950720988615363,0.16079025360084617,-0.5342818452606901
M,E9,td1,50,2,-1.3244610877253893,-0.038188588657439085,-1.3626496763828282,1.0,0.7578947368421053,0.7578947368421053,50,-0.046479051394625104,0.005832166278171034,-0.04064688511645407
M,E9,td3,50,2,0.49878552153498823,-1.8736154798313607,-1.3748299582963721,1.0,0.8315789473684211,0.8315789473684211,50,0.43911269088938243,-0.5260446472773045,-0.08693195638792181
M,E9,td5,50,2,0.36417809262628625,-1.9301774676438757,-1.5659993750175902,1.0,0.8315789473684211,0.8315789473684211,50,-0.36524760136847545,-0.4481281385600734,-0.8133757399285488
MA,A9,td1,50,1,-0.0022107841171147254,-0.578639550365383,-0.5808503344824976,1.0,0.25999999999999995,0.25999999999999995,50,-0.0022107841171147237,-0.578639550365383,-0.5808503344824978
MA,A9,td3,50,1,-0.9438150008932321,-0.30059321020419294,-1.2444082110974253,1.0,0.6399999999999999,0.6399999999999999,50,-0.9438150008932324,-0.300593210204193,-1.2444082110974253
MA,A9,td5,50,1,-1.7565744181804486,0.5937391509606257,-1.162835267219823,1.0,0.8,0.8,50,-1.756574418180449,0.5937391509606256,-1.1628352672198234
MA,E9,td1,50,1,-0.07222635088447521,-0.4911762880194781,-0.5634026389039534,1.0,0.22,0.22,50,-0.07222635088447524,-0.49117628801947816,-0.5634026389039535
MA,E9,td3,50,1,-0.3236816607745491,-0.9175026156385289,-1.241184276413078,1.0,0.56,0.56,50,-0.3236816607745492,-0.9175026156385289,-1.2411842764130783
MA,E9,td5,50,1,-0.495236120551584,-1.5414856593208417,-2.0367217798724253,1.0,0.9,0.9,50,-0.4952361205515841,-1.541485659320842,-2.0367217798724258
NI,A9,td1,50,2,0.041978361254670186,-1.9075738422667388,-1.8655954810120687,1.0,0.2062500000000001,0.2000000000000001,50,0.1343307560149446,-1.3485311055333122,-1.2142003495183673
NI,A9,td3,50,2,-0.899351007093618,-5.0572628375028055,-5.956613844596422,1.0,0.9875,0.9875,50,-0.40905642503362827,-1.6330151520074179,-2.0420715770410465
NI,A9,td5,50,2,-3.4086726853456084,-2.521053317943722,-5.929726003289328,1.0,0.9875,0.9875,50,-0.10140120004351282,-1.8546292848148347,-1.9560304848583474
NI,E9,td1,50,2,0.044262566748836975,-1.9071282768027003,-1.862865710053863,1.0,0.2062500000000001,0.19375000000000006,50,0.14164021359627837,-1.3471052960483871,-1.2054650824521085
NI,E9,td3,50,2,-0.8918228979274992,-5.098537680877265,-5.990360578804763,1.0,1.0,1.0,50,-0.3849664757020481,-1.7650946508056875,-2.1500611265077354
NI,E9,td5,50,2,-3.358998972615203,-2.6313616061895617,-5.990360578804763,1.0,1.0,1.0,50,0.05755468069378594,-2.2076158072015217,-2.1500611265077354
P,A9,td1,50,2,-0.28906445522965546,1.3661796472370107,1.0771151920073552,1.0,0.2792553191489362,0.2632978723404255,50,0.2864308136333307,0.23415768392164474,0.5205884975549754
P,A9,td3,50,2,-0.687254706833009,4.172342074795107,3.4850873679620977,1.0,0.3590425531914894,0.3590425531914894,50,2.1080756170720734,-2.4996279062009332,-0.39155228912885987
P,A9,td5,50,2,0.7158058801008009,-2.4174830887668524,-1.701677208666051,1.0,0.9680851063829787,0.9680851063829787,50,2.5549590985688515,-4.372273421640415,-1.8173143230715627
P,E9,td1,50,2,-0.32267568942484615,1.5516083907787388,1.2289327013538927,1.0,0.2526595744680851,0.23670212765957444,50,0.1600525730594137,0.9313697596385428,1.0914223326979564
P,E9,td3,50,2,-0.7674045729907714,4.450848082261979,3.6834435092712074,1.0,0.33244680851063835,0.33244680851063835,50,1.8067121203188867,-1.4524453181254957,0.35426680219339063
P,E9,td5,50,2,0.6813328193877848,-2.2303306921894737,-1.548997872801688,1.0,0.9414893617021277,0.9414893617021277,50,2.4253403902879116,-3.6685804105094695,-1.2432400202215586
RB,A9,td1,50,5,0.12190473828649029,-1.9097195313120294,-1.787814793025539,1.0,0.46279196089082025,0.46279196089082025,50,0.12261212841711515,-0.6034469893792151,-0.48083486096209993
RB,A9,td3,50,5,0.23291263653758415,-4.013163298804091,-3.7802506622665066,1.0,0.8449212384573602,0.8449212384573602,50,0.6284787486539848,-2.1709736896848555,-1.542494941030871
RB,A9,td5,50,5,3.4070218634781786,-7.4374623105025535,-4.030440447024373,1.0,0.8715372080391091,0.8715372080391091,50,0.5141067846672115,-2.616793975403206,-2.1026871907359945
RB,E9,td1,50,5,-1.5205887035202466,0.34728419536919886,-1.1733045081510474,0.9071156979902226,0.4033134166214014,0.4033134166214014,50,-0.16497295096408798,0.015819458191092622,-0.14915349277299544
RB,E9,td3,50,5,-1.4552740305484901,-1.7684961409539572,-3.2237701715024474,0.9071156979902226,0.8006518196632266,0.8006518196632266,50,0.25961646194970656,-1.934735909458588,-1.675119447508881
RB,E9,td5,50,5,-1.8221247135465233,-1.7502891807129204,-3.572413894259444,0.9071156979902226,0.8272677892449757,0.8272677892449757,50,-0.42687425330419665,-1.5721663565050048,-1.9990406098092015
RU,A9,td1,50,4,0.03628988786211006,0.7679578406382999,0.8042477285004098,1.0,0.0372093023255814,0.0372093023255814,50,0.1560465178070732,1.4693184537350612,1.6253649715421343
RU,A9,td3,50,4,1.7605614567087127,-4.78020674626247,-3.019645289553756,1.0,0.864496124031008,0.864496124031008,50,0.1363471407203782,1.101290101248654,1.2376372419690322
RU,A9,td5,50,4,-4.904144322331286,2.037957395041398,-2.866186927289887,1.0,0.9023255813953489,0.9023255813953489,50,-1.4647679584446471,3.69339029314652,2.228622334701873
RU,E9,td1,50,4,0.14590215761161265,0.5945238182014584,0.740425975813071,1.0,0.0750387596899225,0.0750387596899225,50,0.27194801614876035,0.7200223783778692,0.9919703945266296
RU,E9,td3,50,4,0.8021258422166784,-0.8219794179205555,-0.019853575703877118,1.0,0.6275968992248062,0.6275968992248062,50,0.14969994292798477,-0.24818755549405583,-0.09848761256607098
RU,E9,td5,50,4,-2.336528536539399,-0.337601175197379,-2.6741297117367777,1.0,0.9302325581395351,0.9302325581395351,50,-0.6016978768260958,0.8842995264176262,0.28260164959153034
SC,A9,td1,50,2,-0.7650158569773947,-1.3215347391760088,-2.0865505961534034,1.0,0.782178217821782,0.7722772277227721,50,-0.5524733023703997,-0.7796294571003206,-1.3321027594707204
SC,A9,td3,50,2,-2.110599039189926,-0.43283306579954434,-2.543432104989471,1.0,0.9603960396039602,0.9603960396039602,50,-1.312023291798856,-0.94298011552072,-2.2550034073195757
SC,A9,td5,50,2,-0.8345129789066351,-2.1292830053233978,-2.963795984230033,1.0,1.0,1.0,50,-1.0455774531390076,-2.0585609902465043,-3.104138443385513
SC,E9,td1,50,2,-0.7973858099443643,-0.645529300736382,-1.4429151106807463,1.0,0.3762376237623761,0.3663366336633663,50,-0.4873537323018755,-0.6918302586723653,-1.1791839909742405
SC,E9,td3,50,2,0.5328556941066332,-4.173420683494676,-3.640564989388042,1.0,0.9306930693069306,0.9306930693069306,50,-0.4839660582060566,-1.9091450108764167,-2.3931110690824733
SC,E9,td5,50,2,-2.614984663448255,-1.587691864981457,-4.202676528429712,1.0,0.9900990099009901,0.9900990099009901,50,0.13060482187677658,-3.6591811998234234,-3.5285763779466466
SN,A9,td1,50,2,0.08428671025489147,-2.1930487244455157,-2.1087620141906243,1.0,0.1428571428571429,0.12500000000000003,50,0.28320334645643525,-1.9337003979358578,-1.6504970514794228
SN,A9,td3,50,2,-0.2831921034388824,-4.15295879329443,-4.436150896733312,1.0,0.1428571428571429,0.1428571428571429,50,-0.9515254675546445,-0.6256785974885709,-1.5772040650432155
SN,A9,td5,50,2,-0.2541121755334053,-5.3383735131133125,-5.5924856886467165,1.0,0.8571428571428573,0.8571428571428573,50,-0.6700336671670303,-0.716076073284571,-1.3861097404516016
SN,E9,td1,50,2,0.08428671025489147,-2.189138446657606,-2.1048517364027144,1.0,0.1428571428571429,0.12500000000000003,50,0.28320334645643525,-1.9205618645684799,-1.637358518112045
SN,E9,td3,50,2,-0.27654698611899625,-4.186294406510257,-4.462841392629253,1.0,0.14880952380952384,0.14880952380952384,50,-0.9291978733598271,-0.7376862578937476,-1.666884131253575
SN,E9,td5,50,2,-0.26986208743915946,-5.388549813666168,-5.6584119011053255,1.0,0.8690476190476192,0.8690476190476192,50,-0.7229533711703641,-0.8846684431421636,-1.607621814312528
TA,A9,td1,50,4,0.05728760362187522,-0.9958767590245402,-0.9385891554026653,1.0,0.14871513720197932,0.14871513720197932,50,-0.06253845668253406,-0.2628327350889706,-0.32537119177150453
TA,A9,td3,50,4,0.021143211035458454,-1.8059708975628923,-1.7848276865274337,1.0,0.4705212550607288,0.4705212550607288,50,-0.014878339012722713,-1.0937129612120258,-1.1085913002247485
TA,A9,td5,50,4,0.6748499503669481,-2.239423419949695,-1.564573469582747,1.0,0.6546052631578948,0.6546052631578948,50,0.2327227608269105,-0.8206965486276171,-0.5879737878007066
TA,E9,td1,50,4,0.0500557269670402,-1.122464891998919,-1.072409165031879,1.0,0.18882141250562307,0.18882141250562307,50,-0.0546811702983698,-0.5655615561507714,-0.6202427264491411
TA,E9,td3,50,4,-0.0033326683050444277,-1.8980710251659356,-1.90140369347098,1.0,0.5106275303643726,0.5106275303643726,50,0.023805582196497106,-1.4580950519239377,-1.4342894697274406
TA,E9,td5,50,4,0.48713723951271476,-2.118944767162781,-1.6318075276500654,1.0,0.6824392712550608,0.6824392712550608,50,-0.015154740412312257,-0.7975692279203396,-0.8127239683326519
