semantic_key,symbol,gid,direction_system,direction,evaluation_horizon,direction_correct,stop_signal_step,stop_signal_time,stop_executable,stop_fill_step,stop_fill_time,stop_fill_open,stop_reason,baseline_gross_return_atr,stop_gross_return_atr,paired_delta_gross_atr,frozen_sr_bottom,frozen_sr_top,frozen_sr_strength,lb_available,lb_touched_by_signal,lb_pierced_by_signal,lb_broken_unreclaimed_at_signal
AG::AG_LONG_12107::2026-05-22 10:15:00::2026-05-22 10:30:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,121,2026-05-27 21:15:00,True,122,2026-05-27 21:15:00,18051.0,structural_invalidation,-7.282571618556562,-5.134830158168694,2.147741460387868,18166.0,18349.0,85.0,True,False,False,False
AG::AG_LONG_12107::2026-05-22 14:00:00::2026-05-22 14:00:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,115,2026-05-27 21:15:00,True,116,2026-05-27 21:15:00,18051.0,structural_invalidation,-6.406441587497281,-4.268230264815964,2.1382113226813173,18166.0,18349.0,85.0,True,False,False,False
AG::AG_LONG_12107::2026-05-22 14:15:00::2026-05-22 14:15:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,114,2026-05-27 21:15:00,True,115,2026-05-27 21:15:00,18051.0,structural_invalidation,-7.068969639714648,-4.933551727717515,2.1354179119971333,18166.0,18349.0,85.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 09:30:00::2026-05-25 09:30:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,37,2026-05-26 09:45:00,True,38,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.719818910996297,-5.017021782746308,1.7027971282499887,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 09:45:00::2026-05-25 09:45:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,36,2026-05-26 09:45:00,True,37,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.308350249582387,-4.602266079180818,1.706084170401569,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:00:00::2026-05-25 10:00:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,35,2026-05-26 09:45:00,True,36,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.874147892611263,-4.166062335185293,1.70808555742597,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:15:00::2026-05-25 10:30:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,34,2026-05-26 09:45:00,True,35,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.711789121558957,-3.9999224988695037,1.7118666226894534,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:45:00::2026-05-25 10:45:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,33,2026-05-26 09:45:00,True,34,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.747339975916299,-4.03234041978407,1.7149995561322289,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:00:00::2026-05-25 11:00:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,32,2026-05-26 09:45:00,True,33,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.165735081655383,-3.44940494917669,1.7163301324786926,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:15:00::2026-05-25 11:15:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,31,2026-05-26 09:45:00,True,32,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.079048501082609,-3.360888529594268,1.7181599714883413,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:30:00::2026-05-25 13:30:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,30,2026-05-26 09:45:00,True,31,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.331111652654844,-3.6100441112465873,1.7210675414082566,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 13:45:00::2026-05-25 13:45:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,29,2026-05-26 09:45:00,True,30,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.34334533469509,-3.6210406277572074,1.7223047069378823,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 14:00:00::2026-05-25 14:00:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,28,2026-05-26 09:45:00,True,29,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.089040319040005,-3.3617998134055664,1.7272405056344384,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 14:15:00::2026-05-25 14:15:00,AG,AG::AG_LONG_12107,E9,LONG,td5,1,27,2026-05-26 09:45:00,True,28,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.016553255265542,-3.285251205889387,1.731302049376155,18778.0,18899.0,113.0,True,False,False,False
AU::AU_LONG_11919::2026-05-15 21:45:00::2026-05-15 21:45:00,AU,AU::AU_LONG_11919,A9,SHORT,td1,0,3,2026-05-15 22:45:00,True,4,2026-05-15 22:45:00,1002.0999755859376,structural_invalidation,-2.0657266781989168,-3.000988520716412,-0.9352618425174954,1002.0,1002.0,42.0,True,False,False,False
AU::AU_LONG_11939::2026-05-18 09:30:00::2026-05-18 09:30:00,AU,AU::AU_LONG_11939,A9,SHORT,td1,0,0,2026-05-18 09:45:00,True,1,2026-05-18 09:45:00,993.719970703125,structural_invalidation,-3.1160746838174274,-0.7178626387557464,2.398212045061681,993.0,993.0,21.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 22:30:00::2026-05-22 22:30:00,AU,AU::AU_LONG_12106,A9,SHORT,td1,0,16,2026-05-25 09:15:00,True,17,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-4.59903190788149,-5.013492561380647,-0.41446065349915706,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 22:45:00::2026-05-22 22:45:00,AU,AU::AU_LONG_12106,A9,SHORT,td1,0,15,2026-05-25 09:15:00,True,16,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-4.264174615382767,-4.679404104707362,-0.41522948932459514,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:00:00::2026-05-22 23:00:00,AU,AU::AU_LONG_12106,A9,SHORT,td1,0,14,2026-05-25 09:15:00,True,15,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-4.592267880561725,-5.008281854887131,-0.41601397432540566,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:15:00::2026-05-22 23:15:00,AU,AU::AU_LONG_12106,A9,SHORT,td1,0,13,2026-05-25 09:15:00,True,14,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-3.694423982557048,-4.110238249465849,-0.4158142669088005,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-25 22:45:00::2026-05-25 22:45:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,17,2026-05-26 09:45:00,True,18,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.2696107967730126,-2.9594205600651917,0.31019023670782087,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:00:00::2026-05-25 23:00:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,16,2026-05-26 09:45:00,True,17,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.3161192218918907,-3.004711313303461,0.3114079085884298,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:15:00::2026-05-25 23:15:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,15,2026-05-26 09:45:00,True,16,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.6426682319600427,-3.330685089754848,0.31198314220519485,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:30:00::2026-05-25 23:30:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,14,2026-05-26 09:45:00,True,15,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.761740569606635,-3.4489716201908465,0.31276894941578837,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:45:00::2026-05-25 23:45:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,13,2026-05-26 09:45:00,True,14,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.4481317435001024,-3.1346699222098584,0.313461821290244,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:00:00::2026-05-26 00:00:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,12,2026-05-26 09:45:00,True,13,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.6475021981165394,-3.3329205395715285,0.31458165854501097,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:15:00::2026-05-26 00:15:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,11,2026-05-26 09:45:00,True,12,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.594078106219416,-3.2782125363528367,0.3158655698665793,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:30:00::2026-05-26 00:30:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,10,2026-05-26 09:45:00,True,11,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.411013103486193,-3.0939139303211407,0.3170991731650523,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:45:00::2026-05-26 00:45:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,9,2026-05-26 09:45:00,True,10,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.764740711483021,-3.4467192210979976,0.3180214903850236,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 01:00:00::2026-05-26 01:00:00,AU,AU::AU_LONG_12106,A9,LONG,td1,1,8,2026-05-26 09:45:00,True,9,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-3.898690149432221,-3.5795530200379404,0.3191371293942806,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 00:45:00::2026-05-29 00:45:00,AU,AU::AU_LONG_12235,A9,LONG,td1,1,13,2026-05-29 11:00:00,True,14,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.2533186032200616,-0.6266593016100308,-1.8799779048300924,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 01:00:00::2026-05-29 01:00:00,AU,AU::AU_LONG_12235,A9,LONG,td1,1,12,2026-05-29 11:00:00,True,13,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,0.7537334665028053,-1.130549085318904,-1.8842825518217092,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 01:45:00::2026-05-29 01:45:00,AU,AU::AU_LONG_12235,A9,LONG,td1,1,9,2026-05-29 11:00:00,True,10,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.2453910440799,-0.6479258806355751,-1.8933169247154753,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 02:00:00::2026-05-29 02:00:00,AU,AU::AU_LONG_12235,A9,LONG,td1,1,8,2026-05-29 11:00:00,True,9,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,0.835109201929712,-1.0628264732923016,-1.8979356752220138,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_11919::2026-05-15 21:45:00::2026-05-15 21:45:00,AU,AU::AU_LONG_11919,A9,SHORT,td3,0,3,2026-05-15 22:45:00,True,4,2026-05-15 22:45:00,1002.0999755859376,structural_invalidation,4.39168264861967,-3.000988520716412,-7.392671169336083,1002.0,1002.0,42.0,True,False,False,False
AU::AU_LONG_11939::2026-05-18 09:30:00::2026-05-18 09:30:00,AU,AU::AU_LONG_11939,A9,SHORT,td3,0,0,2026-05-18 09:45:00,True,1,2026-05-18 09:45:00,993.719970703125,structural_invalidation,3.147660832521056,-0.7178626387557464,-3.8655234712768025,993.0,993.0,21.0,True,False,False,False
AU::AU_LONG_11951::2026-05-18 21:30:00::2026-05-18 21:30:00,AU,AU::AU_LONG_11951,A9,LONG,td3,1,37,2026-05-19 21:45:00,True,38,2026-05-19 21:45:00,985.2000122070312,structural_invalidation,-4.462544514639571,-7.4140721925031,-2.9515276778635284,987.8400268554688,987.8400268554688,21.0,False,False,False,False
AU::AU_LONG_11951::2026-05-18 21:45:00::2026-05-18 21:45:00,AU,AU::AU_LONG_11951,A9,LONG,td3,1,36,2026-05-19 21:45:00,True,37,2026-05-19 21:45:00,985.2000122070312,structural_invalidation,-4.123922228346631,-7.074033020519804,-2.950110792173173,987.8400268554688,987.8400268554688,21.0,False,False,False,False
AU::AU_LONG_11992::2026-05-19 21:30:00::2026-05-19 21:30:00,AU,AU::AU_LONG_11992,A9,SHORT,td3,0,57,2026-05-21 09:15:00,True,58,2026-05-21 09:15:00,1000.7999877929688,structural_invalidation,-2.004892974296309,-4.926037357697695,-2.9211443834013857,996.2999877929688,996.2999877929688,21.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 22:30:00::2026-05-22 22:30:00,AU,AU::AU_LONG_12106,A9,SHORT,td3,0,16,2026-05-25 09:15:00,True,17,2026-05-25 09:15:00,999.739990234375,structural_invalidation,1.4346920749273613,-5.013492561380647,-6.448184636308008,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 22:45:00::2026-05-22 22:45:00,AU,AU::AU_LONG_12106,A9,SHORT,td3,0,15,2026-05-25 09:15:00,True,16,2026-05-25 09:15:00,999.739990234375,structural_invalidation,1.7807420901118687,-4.679404104707362,-6.460146194819231,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:00:00::2026-05-22 23:00:00,AU,AU::AU_LONG_12106,A9,SHORT,td3,0,14,2026-05-25 09:15:00,True,15,2026-05-25 09:15:00,999.739990234375,structural_invalidation,1.4640693685323645,-5.008281854887131,-6.472351223419496,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:15:00::2026-05-22 23:15:00,AU,AU::AU_LONG_12106,A9,SHORT,td3,0,13,2026-05-25 09:15:00,True,14,2026-05-25 09:15:00,999.739990234375,structural_invalidation,2.3590059231766034,-4.110238249465849,-6.469244172642452,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:30:00::2026-05-22 23:30:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,84,2026-05-27 02:15:00,True,85,2026-05-27 02:15:00,985.9600219726562,structural_invalidation,-3.0259860964943592,-2.065345507405209,0.9606405890891501,986.0399780273438,987.8400268554688,54.0,False,False,False,False
AU::AU_LONG_12106::2026-05-23 01:00:00::2026-05-23 01:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,89,2026-05-27 13:45:00,True,90,2026-05-27 13:45:00,985.3599853515624,structural_invalidation,-2.8239044866223306,-2.0956798694924434,0.7282246171298872,985.5,987.8400268554688,80.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 10:00:00::2026-05-25 10:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,48,2026-05-26 21:15:00,True,49,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-6.279297454823551,-2.7406353789595563,3.5386620758639946,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 21:30:00::2026-05-25 21:30:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,35,2026-05-26 21:15:00,True,36,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-16.913735760574404,-4.046736207753565,12.86699955282084,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 21:45:00::2026-05-25 21:45:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,34,2026-05-26 21:15:00,True,35,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-17.17629351651401,-4.267137476801715,12.909156039712297,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:00:00::2026-05-25 22:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,33,2026-05-26 21:15:00,True,34,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-17.11230963016995,-4.170076742226955,12.942232887942994,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:15:00::2026-05-25 22:15:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,32,2026-05-26 21:15:00,True,33,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-17.44713274166474,-4.478299864681339,12.968832876983399,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:30:00::2026-05-25 22:30:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,31,2026-05-26 21:15:00,True,32,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-17.48338393439194,-4.468978019127635,13.014405915264305,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:45:00::2026-05-25 22:45:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,17,2026-05-26 09:45:00,True,18,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-17.446333123683328,-2.9594205600651917,14.486912563618136,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:00:00::2026-05-25 23:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,16,2026-05-26 09:45:00,True,17,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-17.54849319122621,-3.004711313303461,14.54378187792275,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:15:00::2026-05-25 23:15:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,15,2026-05-26 09:45:00,True,16,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-17.901332284904115,-3.330685089754848,14.570647195149267,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:30:00::2026-05-25 23:30:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,14,2026-05-26 09:45:00,True,15,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-18.056318617605168,-3.4489716201908465,14.607346997414322,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 23:45:00::2026-05-25 23:45:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,13,2026-05-26 09:45:00,True,14,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-17.774376333542424,-3.1346699222098584,14.639706411332565,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:00:00::2026-05-26 00:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,12,2026-05-26 09:45:00,True,13,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-18.02492706378797,-3.3329205395715285,14.692006524216442,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:15:00::2026-05-26 00:15:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,11,2026-05-26 09:45:00,True,12,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-18.030181976399273,-3.2782125363528367,14.751969440046437,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:30:00::2026-05-26 00:30:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,10,2026-05-26 09:45:00,True,11,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-17.903496734710835,-3.0939139303211407,14.809582804389695,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 00:45:00::2026-05-26 00:45:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,9,2026-05-26 09:45:00,True,10,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-18.299377297822048,-3.4467192210979976,14.852658076724051,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-26 01:00:00::2026-05-26 01:00:00,AU,AU::AU_LONG_12106,A9,LONG,td3,1,8,2026-05-26 09:45:00,True,9,2026-05-26 09:45:00,995.739990234375,structural_invalidation,-18.484315137660236,-3.5795530200379404,14.904762117622296,996.0399780273438,996.2999877929688,47.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 00:45:00::2026-05-29 00:45:00,AU,AU::AU_LONG_12235,A9,LONG,td3,1,13,2026-05-29 11:00:00,True,14,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.7546256454423734,-0.6266593016100308,-2.3812849470524045,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 01:00:00::2026-05-29 01:00:00,AU,AU::AU_LONG_12235,A9,LONG,td3,1,12,2026-05-29 11:00:00,True,13,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.2561883678811394,-1.130549085318904,-2.3867374532000434,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 01:45:00::2026-05-29 01:45:00,AU,AU::AU_LONG_12235,A9,LONG,td3,1,9,2026-05-29 11:00:00,True,10,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.7502550135340191,-0.6479258806355751,-2.3981808941695943,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_12235::2026-05-29 02:00:00::2026-05-29 02:00:00,AU,AU::AU_LONG_12235,A9,LONG,td3,1,8,2026-05-29 11:00:00,True,9,2026-05-29 11:00:00,984.9000244140624,structural_invalidation,1.3412047880689246,-1.0628264732923016,-2.4040312613612262,985.0,986.0399780273438,72.0,False,False,False,False
AU::AU_LONG_11919::2026-05-15 21:45:00::2026-05-15 21:45:00,AU,AU::AU_LONG_11919,A9,SHORT,td5,0,3,2026-05-15 22:45:00,True,4,2026-05-15 22:45:00,1002.0999755859376,structural_invalidation,0.5611372501519784,-3.000988520716412,-3.5621257708683904,1002.0,1002.0,42.0,True,False,False,False
AU::AU_LONG_11939::2026-05-18 09:30:00::2026-05-18 09:30:00,AU,AU::AU_LONG_11939,A9,SHORT,td5,0,0,2026-05-18 09:45:00,True,1,2026-05-18 09:45:00,993.719970703125,structural_invalidation,-0.5679969560723256,-0.7178626387557464,-0.14986568268342082,993.0,993.0,21.0,True,False,False,False
AU::AU_LONG_11951::2026-05-18 21:30:00::2026-05-18 21:30:00,AU,AU::AU_LONG_11951,A9,LONG,td5,1,37,2026-05-19 21:45:00,True,38,2026-05-19 21:45:00,985.2000122070312,structural_invalidation,-2.1294913214902973,-7.4140721925031,-5.284580871012802,987.8400268554688,987.8400268554688,21.0,False,False,False,False
AU::AU_LONG_11951::2026-05-18 21:45:00::2026-05-18 21:45:00,AU,AU::AU_LONG_11951,A9,LONG,td5,1,36,2026-05-19 21:45:00,True,37,2026-05-19 21:45:00,985.2000122070312,structural_invalidation,-1.7919890211995204,-7.074033020519804,-5.282043999320283,987.8400268554688,987.8400268554688,21.0,False,False,False,False
AU::AU_LONG_11992::2026-05-19 21:30:00::2026-05-19 21:30:00,AU,AU::AU_LONG_11992,A9,SHORT,td5,0,57,2026-05-21 09:15:00,True,58,2026-05-21 09:15:00,1000.7999877929688,structural_invalidation,-2.654899223440237,-4.926037357697695,-2.2711381342574577,996.2999877929688,996.2999877929688,21.0,True,False,False,False
AU::AU_LONG_12077::2026-05-22 01:45:00::2026-05-22 01:45:00,AU,AU::AU_LONG_12077,A9,LONG,td5,1,112,2026-05-27 02:15:00,True,113,2026-05-27 02:15:00,985.9600219726562,structural_invalidation,-14.15137678268096,-4.405081017720148,9.746295764960813,986.0399780273438,987.8400268554688,54.0,False,False,False,False
AU::AU_LONG_12106::2026-05-22 22:30:00::2026-05-22 22:30:00,AU,AU::AU_LONG_12106,A9,SHORT,td5,0,16,2026-05-25 09:15:00,True,17,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-0.8927237774559427,-5.013492561380647,-4.120768783924705,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 22:45:00::2026-05-22 22:45:00,AU,AU::AU_LONG_12106,A9,SHORT,td5,0,15,2026-05-25 09:15:00,True,16,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-0.5509911822071906,-4.679404104707362,-4.128412922500171,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:00:00::2026-05-22 23:00:00,AU,AU::AU_LONG_12106,A9,SHORT,td5,0,14,2026-05-25 09:15:00,True,15,2026-05-25 09:15:00,999.739990234375,structural_invalidation,-0.8720692021218421,-5.008281854887131,-4.136212652765289,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:15:00::2026-05-22 23:15:00,AU,AU::AU_LONG_12106,A9,SHORT,td5,0,13,2026-05-25 09:15:00,True,14,2026-05-25 09:15:00,999.739990234375,structural_invalidation,0.02398881532790221,-4.110238249465849,-4.134227064793751,993.0,993.219970703125,47.0,True,False,False,False
AU::AU_LONG_12106::2026-05-22 23:30:00::2026-05-22 23:30:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,84,2026-05-27 02:15:00,True,85,2026-05-27 02:15:00,985.9600219726562,structural_invalidation,-0.6884403591001431,-2.065345507405209,-1.376905148305066,986.0399780273438,987.8400268554688,54.0,False,False,False,False
AU::AU_LONG_12106::2026-05-23 01:00:00::2026-05-23 01:00:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,89,2026-05-27 13:45:00,True,90,2026-05-27 13:45:00,985.3599853515624,structural_invalidation,-0.4611932852103054,-2.0956798694924434,-1.634486584282138,985.5,987.8400268554688,80.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 10:00:00::2026-05-25 10:00:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,48,2026-05-26 21:15:00,True,49,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-3.9255602568361194,-2.7406353789595563,1.184924877876563,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 21:30:00::2026-05-25 21:30:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,35,2026-05-26 21:15:00,True,36,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-7.66403139706627,-4.046736207753565,3.6172951893127054,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 21:45:00::2026-05-25 21:45:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,34,2026-05-26 21:15:00,True,35,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-7.896284104874854,-4.267137476801715,3.629146628073139,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:00:00::2026-05-25 22:00:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,33,2026-05-26 21:15:00,True,34,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-7.8085222533451555,-4.170076742226955,3.6384455111182,993.0,993.219970703125,47.0,False,False,False,False
AU::AU_LONG_12106::2026-05-25 22:15:00::2026-05-25 22:15:00,AU,AU::AU_LONG_12106,A9,LONG,td5,1,32,2026-05-26 21:15:00,True,33,2026-05-26 21:15:00,992.3400268554688,structural_invalidation,-8.12422342163273,-4.478299864681339,3.6459235569513906,993.0,993.219970703125,47.0,False,False,False,False
