policy,root_candidates_observed,root_entries,root_skips,root_skips_ineligible,root_skips_no_e9,root_no_valid_open,holds,renewal_exits,reversals,n_trades,n_long_trades,n_short_trades,mean_holding_bars,median_holding_bars,mean_holding_trading_days,exposure_fraction,gross_total_R,gross_R_per_inference_day,mean_trade_R,median_trade_R,trade_win_rate,average_win,average_loss,realized_payoff_ratio,max_drawdown_daily_R
P0,248,248,0,0,0,0,0,0,0,248,123,125,129.26209677419354,113.0,4.870967741935484,0.935861505225667,-138.58884586619126,-1.7323605733273908,-0.5588259913959325,-0.41630673335842483,0.4798387096774194,7.118505972702452,7.64101594277351,0.9316177359157034,-19.3792727419164
PW,1014,232,394,388,0,0,0,0,0,232,114,118,127.85344827586206,113.0,4.913793103448276,0.8659426636305249,-91.41119036870424,-1.142639879608803,-0.3940137515892424,0.019300601434144433,0.5,6.633953335284993,7.421980838463477,0.8938251768187502,-14.460474054933147
PR,1334,224,531,579,0,0,0,0,0,224,106,118,128.73214285714286,113.0,4.919642857142857,0.8418286915396742,77.9583239013045,0.9744790487663062,0.3480282317022522,1.189575227850438,0.5491071428571429,6.859038477386181,7.581221869477186,0.9047405016599511,-11.014244752402588
PC,1012,231,382,399,0,0,0,0,0,231,109,122,127.47186147186147,113.0,4.909090909090909,0.8596368307350967,-127.3855356674734,-1.5923191958434175,-0.5514525353570278,-0.46765812427398934,0.47186147186147187,7.010198261923446,7.307353657517452,0.9593347455835388,-16.93645060055835
PN,4118,803,1303,2012,0,0,1527,783,1273,2076,1061,1015,8.986030828516377,3.0,1.3261078998073217,0.5446079290009925,-123.85706211842974,-1.5482132764803718,-0.059661397937586576,-0.02240874588918714,0.48121387283236994,1.5284480334266168,1.5327545473645492,0.9971903433949441,-17.398788839964965
