policy,symbol,action,bar,side,ev
PC,SC,SKIP,11848,-1,-0.058369598451987526
PC,SC,SKIP,11852,-1,-0.5455620823356717
PC,SC,SKIP,11853,-1,-0.013163010472244774
PC,SC,SKIP,11854,-1,-0.023377805869724155
PC,SC,ENTER,11855,-1,0.016777089643077336
PC,SC,ENTER,12035,-1,0.05351264658515875
PC,SC,SKIP_INELIGIBLE,12222,-1,
PC,SC,SKIP_INELIGIBLE,12223,-1,
PC,SC,SKIP_INELIGIBLE,12224,-1,
PC,SC,SKIP_INELIGIBLE,12225,-1,
PC,SC,SKIP_INELIGIBLE,12226,-1,
PC,SC,SKIP_INELIGIBLE,12242,1,
PC,SC,SKIP,12243,1,-0.019753950782101848
PC,SC,SKIP,12244,1,-0.018476755266365052
PC,SC,ENTER,12246,-1,0.08662267376486038
PC,SC,ENTER,12400,1,0.13968900686355235
PC,SC,SKIP_INELIGIBLE,12585,1,
PC,SC,SKIP_INELIGIBLE,12586,1,
PC,SC,ENTER,12587,1,0.019177158637863567
PC,SC,SKIP_INELIGIBLE,12792,-1,
PC,SC,SKIP_INELIGIBLE,12793,-1,
PC,SC,SKIP_INELIGIBLE,12794,-1,
PC,SC,SKIP_INELIGIBLE,12795,-1,
PC,SC,ENTER,12796,-1,0.14893192152011142
PC,SC,SKIP_INELIGIBLE,12933,1,
PC,SC,SKIP_INELIGIBLE,12934,1,
PC,SC,SKIP_INELIGIBLE,12935,1,
PC,SC,SKIP_INELIGIBLE,12936,1,
PC,SC,SKIP_INELIGIBLE,12937,1,
PC,SC,SKIP_INELIGIBLE,12938,1,
PC,SC,SKIP_INELIGIBLE,12939,1,
PC,SC,ENTER,12940,1,0.8247465983233924
PC,SC,SKIP,13177,-1,-0.06910826236560286
PC,SC,SKIP,13179,-1,-0.007706155080345889
PC,SC,ENTER,13181,-1,0.11760582036908868
PC,SC,SKIP,13346,1,-0.0034799190623924225
PC,SC,ENTER,13348,-1,0.22135126936997807
PC,SC,SKIP_INELIGIBLE,13525,1,
PC,SC,SKIP_INELIGIBLE,13526,1,
PC,SC,SKIP_INELIGIBLE,13563,-1,
PC,SC,SKIP_INELIGIBLE,13564,1,
PC,SC,ENTER,13617,-1,0.9655247599083782
PC,SC,SKIP_INELIGIBLE,13792,-1,
PC,SC,SKIP_INELIGIBLE,13793,-1,
PC,SC,SKIP_INELIGIBLE,13794,-1,
PC,SC,SKIP_INELIGIBLE,13795,-1,
PC,SC,SKIP_INELIGIBLE,13799,-1,
PC,SC,SKIP_INELIGIBLE,13800,-1,
PC,SC,SKIP_INELIGIBLE,13801,-1,
PC,SC,SKIP_INELIGIBLE,13802,-1,
PC,SC,SKIP_INELIGIBLE,13803,-1,
PC,SC,SKIP_INELIGIBLE,13804,-1,
PC,SC,ENTER,13805,1,0.011767412931858012
PC,SC,SKIP_INELIGIBLE,13969,-1,
PC,SC,SKIP_INELIGIBLE,13970,-1,
PC,SC,SKIP_INELIGIBLE,13996,-1,
PC,SC,SKIP_INELIGIBLE,14013,-1,
PC,SC,SKIP_INELIGIBLE,14014,-1,
PC,SC,ENTER,14023,-1,0.06076896229065054
PC,SC,SKIP_INELIGIBLE,14202,1,
PC,SC,SKIP_INELIGIBLE,14203,1,
PC,SC,SKIP_INELIGIBLE,14208,-1,
PC,SC,SKIP_INELIGIBLE,14209,-1,
PC,SC,SKIP_INELIGIBLE,14210,-1,
PC,SC,ENTER,14212,-1,0.04086970124280903
PC,SC,SKIP,14376,-1,-0.09216601410977399
PC,SC,ENTER,14377,1,0.1015167663330801
PC,SC,SKIP_INELIGIBLE,14574,1,
PC,SC,SKIP_INELIGIBLE,14575,1,
PC,SC,SKIP_INELIGIBLE,14584,1,
PC,SC,SKIP_INELIGIBLE,14585,-1,
PC,SC,SKIP_INELIGIBLE,14588,1,
PC,SC,ENTER,14589,1,0.013500580766919845
PC,SN,SKIP_INELIGIBLE,9823,1,
PC,SN,SKIP_INELIGIBLE,9824,1,
PC,SN,SKIP_INELIGIBLE,9825,1,
PC,SN,ENTER,9826,1,0.004931298616314805
PC,SN,SKIP,9978,-1,-0.11712316662418643
PC,SN,SKIP,9979,-1,-0.0814143097589406
PC,SN,SKIP,9980,-1,-0.050748941320852614
PC,SN,SKIP,9981,-1,-0.017635176572142308
PC,SN,SKIP,9982,-1,-0.06170592378674844
PC,SN,SKIP,9983,-1,-0.13120075376121254
PC,SN,SKIP,9984,-1,-0.07505820666970664
PC,SN,SKIP,9985,-1,-0.07324100457995442
PC,SN,SKIP,9986,-1,-0.13952840482710793
PC,SN,SKIP,9987,-1,-0.09504543227122042
PC,SN,SKIP,9988,-1,-0.11236005373520619
PC,SN,ENTER,9989,1,0.05192847120115118
PC,SN,SKIP,10152,1,-0.4021287986446025
PC,SN,ENTER,10153,1,0.10908795473454208
PC,SN,SKIP,10288,1,-0.04966289100645016
PC,SN,SKIP,10290,1,-0.08721617433607293
PC,SN,SKIP,10292,1,-0.0951966400301576
PC,SN,SKIP_INELIGIBLE,10300,1,
PC,SN,SKIP_INELIGIBLE,10301,1,
PC,SN,SKIP_INELIGIBLE,10302,1,
PC,SN,SKIP,10306,1,-0.002641916831943536
PC,SN,SKIP,10307,1,-0.08276786578487427
PC,SN,SKIP_INELIGIBLE,10337,1,
PC,SN,SKIP_INELIGIBLE,10338,1,
PC,SN,SKIP_INELIGIBLE,10339,1,
PC,SN,SKIP_INELIGIBLE,10340,1,
PC,SN,SKIP_INELIGIBLE,10341,1,
PC,SN,SKIP_INELIGIBLE,10342,1,
PC,SN,SKIP_INELIGIBLE,10343,1,
PC,SN,SKIP_INELIGIBLE,10358,1,
PC,SN,ENTER,10359,1,0.0921317922115702
PC,SN,ENTER,10531,-1,0.07652762054970724
PC,SN,ENTER,10699,1,0.11630357100920352
PC,SN,SKIP_INELIGIBLE,10881,-1,
PC,SN,SKIP,10886,-1,-0.021082211698355557
PC,SN,ENTER,10887,-1,0.0104001203457742
PC,SN,SKIP,11016,1,-0.053714852813076974
PC,SN,ENTER,11017,1,0.34511098226728865
PC,SN,SKIP_INELIGIBLE,11171,1,
PC,SN,SKIP_INELIGIBLE,11188,1,
PC,SN,ENTER,11189,1,0.05403372058483552
PC,SN,ENTER,11332,1,0.09347805453411867
PC,SN,SKIP,11481,-1,-0.039574287481032755
PC,SN,SKIP,11489,-1,-0.1435054213123702
PC,SN,SKIP,11490,-1,-0.008665365280994819
PC,SN,SKIP,11491,-1,-0.09396057640834354
PC,SN,SKIP,11497,-1,-0.08719427988320994
PC,SN,SKIP,11498,-1,-0.0807436078516175
PC,SN,SKIP,11499,-1,-0.046660648630273416
PC,SN,ENTER,11501,-1,0.0018547701629942348
PC,SN,SKIP,11636,1,-0.08980019146168611
PC,SN,ENTER,11637,1,0.0013672516470875085
PC,SN,SKIP,11791,-1,-0.06040755248431828
PC,SN,SKIP,11793,-1,-0.04159459912452623
PC,SN,SKIP,11804,-1,-0.13015011792070696
PC,SN,SKIP,11823,-1,-0.24873091474880027
PC,SN,ENTER,11825,-1,0.12861397102917316
PC,SN,ENTER,11977,1,0.12776325100880903
PC,SN,ENTER,12132,1,0.08468522115621113
PC,SN,ENTER,12287,1,0.041729770236164754
PC,TA,SKIP,7327,-1,-0.023664054284580904
PC,TA,SKIP,7328,-1,-0.05487208997475651
PC,TA,ENTER,7331,-1,0.04541278415364208
PC,TA,SKIP_INELIGIBLE,7442,-1,
PC,TA,ENTER,7443,1,0.022089665383700996
PC,TA,ENTER,7560,-1,0.05809652000545995
PC,TA,ENTER,7696,-1,0.02963290993779283
PC,TA,ENTER,7810,1,0.0053636710627242845
PC,TA,ENTER,7925,-1,0.005114087099305109
PC,TA,ENTER,8063,-1,0.02218718977193268
PC,TA,ENTER,8170,-1,0.916777090774662
PC,TA,SKIP,8285,1,-0.005878017540342506
PC,TA,SKIP_INELIGIBLE,8313,1,
PC,TA,SKIP_INELIGIBLE,8314,1,
PC,TA,SKIP,8315,1,-0.5354796294002069
PC,TA,SKIP,8339,-1,-0.033177616557561906
PC,TA,SKIP,8350,-1,-0.014912951516160788
PC,TA,ENTER,8351,-1,0.13792109590740975
PC,TA,SKIP,8446,1,-0.14432594982162927
PC,TA,ENTER,8448,1,0.014037859706064304
PC,TA,SKIP_INELIGIBLE,8580,-1,
PC,TA,SKIP_INELIGIBLE,8581,-1,
PC,TA,ENTER,8582,-1,0.015634115921320524
PC,TA,SKIP,8699,1,-0.05761983328069081
PC,TA,ENTER,8700,1,0.01804442731184358
PC,TA,SKIP,8814,1,-0.008813895259312088
PC,TA,ENTER,8822,1,0.10605629673392869
PC,TA,SKIP,8929,1,-0.005763483184606566
PC,TA,SKIP,8930,1,-0.022767535934755057
PC,TA,SKIP,8931,1,-0.0074476400139077414
PC,TA,SKIP_INELIGIBLE,8937,1,
PC,TA,SKIP_INELIGIBLE,8945,1,
PC,TA,SKIP_INELIGIBLE,8946,1,
PC,TA,SKIP_INELIGIBLE,8963,1,
PC,TA,SKIP_INELIGIBLE,8964,1,
PC,TA,ENTER,8965,1,0.04402183685182459
PC,TA,ENTER,9067,1,0.05698922690443231
PN,AG,ENTER,11684,1,0.06677336914216059
PN,AG,EXIT,11694,0,-inf
PN,AG,SKIP_INELIGIBLE,11697,1,
PN,AG,SKIP_INELIGIBLE,11698,1,
PN,AG,SKIP_INELIGIBLE,11699,1,
PN,AG,SKIP_INELIGIBLE,11700,1,
PN,AG,SKIP_INELIGIBLE,11701,1,
PN,AG,SKIP_INELIGIBLE,11702,1,
PN,AG,SKIP_INELIGIBLE,11708,1,
PN,AG,SKIP_INELIGIBLE,11712,1,
PN,AG,SKIP,11759,1,-0.7568175761937749
PN,AG,SKIP,11760,1,-0.7603834312082862
PN,AG,ENTER,11765,1,0.15236223827693185
PN,AG,EXIT,11768,0,-inf
PN,AG,SKIP_INELIGIBLE,11847,1,
PN,AG,SKIP_INELIGIBLE,11848,1,
PN,AG,SKIP_INELIGIBLE,11849,1,
PN,AG,SKIP_INELIGIBLE,11850,1,
PN,AG,SKIP_INELIGIBLE,11851,1,
PN,AG,SKIP_INELIGIBLE,11865,-1,
PN,AG,SKIP_INELIGIBLE,11866,-1,
PN,AG,SKIP,11867,-1,-0.34974943540400394
PN,AG,SKIP,11868,-1,-0.3076357595081738
PN,AG,SKIP,11869,-1,-0.3834410127650789
PN,AG,SKIP,11870,-1,-0.1638355133069701
PN,AG,SKIP,11875,-1,-0.3335600871451037
PN,AG,ENTER,11902,-1,0.10086371133468175
PN,AG,HOLD,11907,-1,0.19250121974275125
PN,AG,REVERSE,11908,1,0.12027078181221107
PN,AG,REVERSE,11910,-1,0.10430929135109179
PN,AG,HOLD,11911,-1,0.3191263998395655
PN,AG,EXIT,11938,0,-inf
PN,AG,SKIP,11954,1,-0.01330201443385981
PN,AG,ENTER,11955,1,0.08709389353792596
PN,AG,EXIT,11991,0,-inf
PN,AG,SKIP,11994,-1,-0.05377702443850341
PN,AG,SKIP,11996,-1,-0.03579435276105092
PN,AG,SKIP,11997,-1,-0.04823220976130105
PN,AG,ENTER,11998,-1,0.03702505914816134
PN,AG,REVERSE,12012,1,0.17645159444575192
PN,AG,HOLD,12013,1,0.07478219993964186
PN,AG,EXIT,12015,0,-0.03474442040562126
PN,AG,SKIP_INELIGIBLE,12017,-1,
PN,AG,SKIP,12018,-1,-0.0058532482137012565
PN,AG,SKIP,12019,-1,-0.002534529211241532
PN,AG,SKIP,12020,-1,-0.06481765134076733
PN,AG,SKIP,12021,-1,-0.04698705035127848
PN,AG,ENTER,12022,-1,0.008861395842845232
PN,AG,REVERSE,12026,1,0.3037072541120114
PN,AG,HOLD,12027,1,0.242841843233359
PN,AG,HOLD,12028,1,0.07794411288848407
PN,AG,HOLD,12029,1,0.11858979682971776
PN,AG,REVERSE,12030,-1,0.09717472581184478
PN,AG,HOLD,12032,-1,0.01125607582684296
PN,AG,REVERSE,12062,1,0.12460313377003196
PN,AG,HOLD,12063,1,0.09371059701568313
PN,AG,REVERSE,12064,-1,0.1563536412718804
PN,AG,REVERSE,12065,1,0.07136268088979397
PN,AG,HOLD,12066,1,0.114857617410067
PN,AG,REVERSE,12067,-1,0.26986861363987247
PN,AG,HOLD,12081,-1,0.29380822983733745
PN,AG,HOLD,12123,-1,0.26811069173257907
PN,AG,HOLD,12138,-1,0.04167813614987348
PN,AG,HOLD,12139,-1,0.03396259864485246
PN,AG,HOLD,12141,-1,0.05590022226363672
PN,AG,REVERSE,12154,1,0.027552071382715426
PN,AG,REVERSE,12160,-1,0.10174803227332474
PN,AG,REVERSE,12162,1,0.025050740537260197
PN,AG,HOLD,12163,1,0.09525931878453497
PN,AG,HOLD,12164,1,0.08236142963334236
PN,AG,REVERSE,12198,-1,0.16768373970120387
PN,AG,REVERSE,12202,1,0.08399281192049934
PN,AG,HOLD,12206,1,0.10082190248851647
PN,AG,HOLD,12208,1,0.05726951098334199
PN,AG,HOLD,12209,1,0.12297917954145027
PN,AG,HOLD,12210,1,0.0669442879468759
PN,AG,HOLD,12212,1,0.05458339212550034
PN,AG,HOLD,12215,1,0.07349784461666192
PN,AG,HOLD,12216,1,0.28351912071915564
PN,AG,EXIT,12235,0,-inf
PN,AG,SKIP_INELIGIBLE,12250,-1,
PN,AG,SKIP_INELIGIBLE,12251,-1,
PN,AG,ENTER,12254,-1,0.022108999744394064
PN,AG,REVERSE,12262,1,0.08432985096217327
PN,AG,REVERSE,12271,-1,0.18782859892648385
PN,AG,REVERSE,12276,1,0.11424690212655819
PN,AG,HOLD,12278,1,0.11001510936660153
PN,AG,EXIT,12326,0,-inf
PN,AG,SKIP_INELIGIBLE,12329,-1,
PN,AG,SKIP_INELIGIBLE,12331,-1,
PN,AG,SKIP_INELIGIBLE,12332,-1,
PN,AG,SKIP,12333,-1,-0.07407681555142354
PN,AG,SKIP,12334,-1,-0.014569993833493389
PN,AG,SKIP_INELIGIBLE,12336,-1,
PN,AG,SKIP_INELIGIBLE,12337,-1,
PN,AG,SKIP,12338,-1,-0.021894512592242066
PN,AG,ENTER,12339,-1,0.0019696609674698107
PN,AG,HOLD,12340,-1,0.05617755389849205
PN,AG,HOLD,12341,-1,0.01802138734579012
PN,AG,HOLD,12342,-1,0.01802138734579012
PN,AG,REVERSE,12343,1,0.012194472235210585
PN,AG,REVERSE,12344,-1,0.07500975421695444
PN,AG,REVERSE,12345,1,0.06189855921828352
PN,AG,REVERSE,12346,-1,0.03425647883583616
PN,AG,EXIT,12347,0,-0.03616870127159355
PN,AG,SKIP,12349,1,-0.017030489463307374
PN,AG,SKIP,12351,1,-0.002334745444483255
PN,AG,SKIP,12352,1,-0.008549821837918303
PN,AG,SKIP,12353,1,-0.048264436942481836
PN,AG,ENTER,12354,1,0.3075528214172307
PN,AG,EXIT,12365,0,-0.033344143363453926
PN,AG,SKIP,12374,1,-0.08808322933047658
PN,AG,SKIP,12375,1,-0.054302710941798726
PN,AG,SKIP,12376,1,-0.04849501087654412
PN,AG,SKIP,12377,1,-0.13896899813116315
PN,AG,ENTER,12379,1,0.012493955917862065
PN,AG,EXIT,12382,0,-inf
PN,AG,ENTER,12384,-1,0.011899241170164054
PN,AG,REVERSE,12385,1,0.05623479160595651
PN,AG,HOLD,12387,1,0.020684250495531686
PN,AG,REVERSE,12389,-1,0.010391068438594109
PN,AG,REVERSE,12390,1,0.05138002574656264
PN,AG,EXIT,12391,0,-inf
PN,AG,ENTER,12393,-1,0.03374819195768186
PN,AG,REVERSE,12394,1,0.01773495479271925
PN,AG,HOLD,12396,1,0.055620290597100386
PN,AG,HOLD,12397,1,0.11524032153877828
PN,AG,HOLD,12398,1,0.010658640919669005
PN,AG,EXIT,12399,0,-inf
PN,AG,SKIP_INELIGIBLE,12401,-1,
PN,AG,SKIP_INELIGIBLE,12402,-1,
PN,AG,SKIP_INELIGIBLE,12403,-1,
PN,AG,SKIP,12404,-1,-0.05489817422715021
PN,AG,SKIP_INELIGIBLE,12405,-1,
PN,AG,SKIP_INELIGIBLE,12406,-1,
PN,AG,SKIP_INELIGIBLE,12407,-1,
PN,AG,SKIP_INELIGIBLE,12408,-1,
PN,AG,SKIP_INELIGIBLE,12409,-1,
PN,AG,SKIP_INELIGIBLE,12410,-1,
PN,AG,SKIP_INELIGIBLE,12411,-1,
PN,AG,SKIP_INELIGIBLE,12412,-1,
PN,AG,SKIP_INELIGIBLE,12413,-1,
PN,AG,SKIP_INELIGIBLE,12414,-1,
PN,AG,SKIP_INELIGIBLE,12415,-1,
PN,AG,SKIP_INELIGIBLE,12416,-1,
PN,AG,SKIP_INELIGIBLE,12420,-1,
PN,AG,SKIP_INELIGIBLE,12421,-1,
PN,AG,SKIP_INELIGIBLE,12422,-1,
PN,AG,SKIP_INELIGIBLE,12426,1,
PN,AG,SKIP_INELIGIBLE,12427,-1,
PN,AG,SKIP_INELIGIBLE,12428,-1,
PN,AG,SKIP_INELIGIBLE,12429,-1,
PN,AG,SKIP_INELIGIBLE,12432,-1,
PN,AG,ENTER,12435,1,0.035134853302211
PN,AG,HOLD,12437,1,0.09518947280925594
PN,AG,HOLD,12439,1,0.005738269426173781
PN,AG,EXIT,12440,0,-0.009344419142239602
PN,AG,ENTER,12442,-1,0.09473074729802422
PN,AG,REVERSE,12456,1,0.04811805685527992
PN,AG,EXIT,12457,0,-inf
PN,AG,SKIP_INELIGIBLE,12459,-1,
PN,AG,SKIP_INELIGIBLE,12463,-1,
PN,AG,SKIP_INELIGIBLE,12492,-1,
PN,AG,SKIP,12549,-1,-0.07123109591140397
PN,AG,SKIP_INELIGIBLE,12551,-1,
PN,AG,ENTER,12585,-1,0.013133157583331112
PN,AG,EXIT,12586,0,-0.04335201373749592
PN,AG,ENTER,12605,-1,0.14395476465528034
PN,AG,EXIT,12609,0,-inf
PN,AG,SKIP_INELIGIBLE,12611,-1,
PN,AG,SKIP_INELIGIBLE,12612,-1,
PN,AG,SKIP,12620,-1,-0.5338798898785896
PN,AG,ENTER,12638,1,1.7364269555001586
PN,AG,HOLD,12678,1,0.6168623087946201
PN,AG,REVERSE,12717,-1,0.15811448119707838
PN,AG,REVERSE,12718,1,1.922808700367449
PN,AG,EXIT,12785,0,-inf
PN,AG,SKIP,12787,-1,-0.17836428195620418
PN,AG,SKIP,12788,-1,-0.8591188398787879
PN,AG,ENTER,12789,-1,0.06509272306743907
PN,AG,REVERSE,12794,1,0.37835386455980613
PN,AG,HOLD,12805,1,0.19808011574669065
PN,AG,HOLD,12806,1,0.0022800969469359833
PN,AG,HOLD,12807,1,0.09353215691318101
PN,AG,HOLD,12808,1,0.0802638064744442
PN,AG,HOLD,12809,1,0.09353215691318101
PN,AG,HOLD,12810,1,0.21538126355131537
PN,AG,HOLD,12813,1,0.026756485585866907
PN,AG,HOLD,12814,1,0.1058289599311088
PN,AG,HOLD,12819,1,0.2860788617662877
PN,AG,REVERSE,12823,-1,0.397714928551696
PN,AG,REVERSE,12829,1,0.4099970076413759
PN,AG,EXIT,12847,0,-inf
PN,AG,SKIP_INELIGIBLE,12849,-1,
PN,AG,SKIP_INELIGIBLE,12911,-1,
PN,AG,SKIP_INELIGIBLE,12916,-1,
PN,AG,SKIP,12968,1,-0.0526969277506667
PN,AG,ENTER,12972,1,0.07059087254053703
PN,AG,REVERSE,12973,-1,0.1018370655698303
PN,AG,EXIT,12974,0,-0.00932588406758128
PN,AG,SKIP,12976,1,-0.124947901762761
PN,AG,ENTER,12977,1,0.0615986505963142
PN,AG,EXIT,12981,0,-0.017435204399081805
PN,AG,ENTER,12985,1,0.05027982059921454
PN,AG,HOLD,12986,1,0.044906550144084956
PN,AG,EXIT,12987,0,-0.05834071100951732
PN,AG,ENTER,12989,-1,0.3065537168134099
PN,AG,REVERSE,12997,1,0.05366455310069268
PN,AG,REVERSE,12998,-1,0.11333902761500247
PN,AG,HOLD,13008,-1,0.0833225613386912
PN,AG,REVERSE,13009,1,0.0985399764788808
PN,AG,REVERSE,13012,-1,0.021736304226568137
PN,AG,REVERSE,13013,1,0.057353904711623105
PN,AG,REVERSE,13026,-1,0.1821386522161772
PN,AG,REVERSE,13027,1,1.1799783439377252
PN,AG,REVERSE,13039,-1,0.04073658625989235
PN,AG,HOLD,13040,-1,0.023778807448837536
PN,AG,HOLD,13041,-1,0.08982769535966456
PN,AG,HOLD,13042,-1,0.06421504797736666
PN,AG,REVERSE,13043,1,0.046722426393065675
PN,AG,REVERSE,13045,-1,0.13952631373275848
PN,AG,HOLD,13063,-1,0.10218133202735014
PN,AG,REVERSE,13074,1,0.09083138895147136
PN,AG,REVERSE,13078,-1,0.12791843090235044
PN,AG,HOLD,13080,-1,0.025333096076849526
PN,AG,REVERSE,13081,1,0.6191544254964134
PN,AG,EXIT,13115,0,-inf
PN,AG,SKIP_INELIGIBLE,13124,1,
PN,AG,ENTER,13129,1,0.3574618339303399
PN,AG,EXIT,13137,0,-inf
PN,AG,SKIP_INELIGIBLE,13168,1,
PN,AG,SKIP_INELIGIBLE,13169,1,
PN,AG,SKIP_INELIGIBLE,13170,1,
PN,AG,SKIP_INELIGIBLE,13171,1,
PN,AG,SKIP_INELIGIBLE,13172,1,
PN,AG,SKIP_INELIGIBLE,13173,1,
PN,AG,SKIP_INELIGIBLE,13174,1,
PN,AG,SKIP_INELIGIBLE,13175,1,
PN,AG,SKIP_INELIGIBLE,13180,1,
PN,AG,SKIP_INELIGIBLE,13181,1,
PN,AG,SKIP_INELIGIBLE,13182,1,
PN,AG,SKIP,13183,-1,-0.053320004880801464
PN,AG,ENTER,13184,-1,0.07219465346358711
PN,AG,REVERSE,13186,1,0.06569317077907427
PN,AG,HOLD,13187,1,0.07803283437485309
PN,AG,HOLD,13192,1,0.15339043787555767
PN,AG,EXIT,13205,0,-0.009950065779120776
PN,AG,ENTER,13207,1,0.029167613951668836
PN,AG,EXIT,13208,0,-inf
PN,AG,SKIP_INELIGIBLE,13210,1,
PN,AG,SKIP,13211,-1,-0.07018660896599949
PN,AG,ENTER,13212,-1,0.032034157203740476
PN,AG,REVERSE,13213,1,0.08939651021738237
PN,AG,HOLD,13220,1,0.05718043477359902
PN,AG,HOLD,13221,1,0.04643303793636899
PN,AG,HOLD,13222,1,0.07030337529413072
PN,AG,HOLD,13224,1,0.057831333304556254
PN,AG,HOLD,13248,1,0.025828286868498473
PN,AG,HOLD,13249,1,0.6206909928532479
PN,AG,HOLD,13257,1,0.04243398196065029
PN,AG,HOLD,13258,1,0.16369855372320097
PN,AG,HOLD,13263,1,0.20703766938935408
PN,AG,HOLD,13300,1,0.08001851798392146
PN,AG,HOLD,13301,1,0.16964457675517708
PN,AG,HOLD,13304,1,0.06902606684702017
PN,AG,HOLD,13310,1,0.07109924288658626
PN,AG,HOLD,13311,1,0.060338015063093386
PN,AG,HOLD,13312,1,0.020418803966999466
PN,AG,HOLD,13337,1,0.2487516593634539
PN,AG,ENTER,13380,-1,0.012795320783025033
PN,AG,HOLD,13387,-1,0.045988890852425135
PN,AG,EXIT,13388,0,-inf
PN,AG,ENTER,13390,-1,0.07086941359288002
PN,AG,EXIT,13391,0,-inf
PN,AG,SKIP_INELIGIBLE,13393,-1,
PN,AG,SKIP_INELIGIBLE,13394,-1,
PN,AG,SKIP_INELIGIBLE,13395,-1,
PN,AG,SKIP_INELIGIBLE,13396,-1,
PN,AG,SKIP_INELIGIBLE,13397,-1,
PN,AG,SKIP_INELIGIBLE,13400,-1,
PN,AG,SKIP_INELIGIBLE,13401,-1,
PN,AG,SKIP_INELIGIBLE,13402,-1,
PN,AG,SKIP_INELIGIBLE,13403,-1,
PN,AG,SKIP_INELIGIBLE,13404,-1,
PN,AG,ENTER,13405,1,0.05337816256656014
PN,AG,HOLD,13411,1,0.06040870930958164
PN,AG,HOLD,13435,1,0.11141979499662219
PN,AG,HOLD,13448,1,0.038742439488297586
PN,AG,REVERSE,13457,-1,0.11900251885433971
PN,AG,EXIT,13460,0,-inf
PN,AG,SKIP_INELIGIBLE,13474,-1,
PN,AG,SKIP_INELIGIBLE,13475,-1,
PN,AG,SKIP_INELIGIBLE,13476,-1,
PN,AG,SKIP_INELIGIBLE,13477,-1,
PN,AG,SKIP_INELIGIBLE,13478,-1,
PN,AG,SKIP_INELIGIBLE,13479,-1,
PN,AG,SKIP_INELIGIBLE,13480,-1,
PN,AG,SKIP_INELIGIBLE,13482,-1,
PN,AG,SKIP_INELIGIBLE,13484,-1,
PN,AG,SKIP_INELIGIBLE,13545,-1,
PN,AG,SKIP_INELIGIBLE,13548,-1,
PN,AG,ENTER,13549,1,0.03316467280155094
PN,AG,EXIT,13553,0,-inf
PN,AG,SKIP_INELIGIBLE,13556,-1,
PN,AG,SKIP_INELIGIBLE,13557,-1,
PN,AG,SKIP_INELIGIBLE,13558,-1,
PN,AG,SKIP_INELIGIBLE,13560,-1,
PN,AG,ENTER,13561,1,0.06158276214294073
PN,AG,EXIT,13562,0,-inf
PN,AG,SKIP_INELIGIBLE,13564,-1,
PN,AG,SKIP_INELIGIBLE,13565,-1,
PN,AG,SKIP_INELIGIBLE,13566,-1,
PN,AG,ENTER,13567,1,0.08807065017951676
PN,AG,EXIT,13573,0,-inf
PN,AG,SKIP,13575,-1,-0.03420035773148433
PN,AG,SKIP,13582,1,-0.05935038030970863
PN,AG,SKIP,13583,1,-0.09492250365094612
PN,AG,SKIP,13584,1,-0.023157778547071683
PN,AG,ENTER,13585,-1,0.0776787676492211
PN,AG,REVERSE,13586,1,0.023255037351217978
PN,AG,HOLD,13587,1,0.04642022392347611
PN,AG,HOLD,13590,1,0.113157716866705
PN,AG,HOLD,13591,1,0.030327141866187568
PN,AG,HOLD,13592,1,0.06685129278456758
PN,AG,HOLD,13595,1,0.05363670163234713
PN,AG,EXIT,13597,0,-0.007762994505706167
PN,AG,ENTER,13599,1,0.03857735790224154
PN,AG,EXIT,13600,0,-0.008637961521125226
PN,AG,ENTER,13602,1,0.021338199453081463
PN,AG,REVERSE,13611,-1,0.10078987297244701
PN,AG,HOLD,13613,-1,0.07760408952610437
PN,AG,EXIT,13618,0,-inf
PN,AG,SKIP_INELIGIBLE,13625,1,
PN,AG,SKIP_INELIGIBLE,13626,1,
PN,AG,SKIP_INELIGIBLE,13628,1,
PN,AG,SKIP_INELIGIBLE,13629,-1,
PN,AG,ENTER,13631,1,0.013682850797361923
PN,AG,EXIT,13633,0,-inf
PN,AG,SKIP,13671,-1,-0.0011234974168984335
PN,AG,ENTER,13673,-1,0.03360749460259238
PN,AG,EXIT,13674,0,-0.007141176822156092
PN,AG,ENTER,13676,-1,0.05311949720971926
PN,AG,REVERSE,13677,1,0.08906510933193901
PN,AG,HOLD,13698,1,0.23166878070006724
PN,AG,HOLD,13707,1,0.08112370117356527
PN,AG,REVERSE,13713,-1,0.1108585366195799
PN,AG,HOLD,13715,-1,0.21673575071073725
PN,AG,REVERSE,13766,1,0.15324309012046244
PN,AG,REVERSE,13767,-1,0.18377159821076527
PN,AG,REVERSE,13838,1,0.05441523978796087
PN,AG,HOLD,13839,1,0.12680455029192572
PN,AG,EXIT,13848,0,-0.00948103943293932
PN,AG,SKIP,13850,-1,-0.04703688663688427
PN,AG,SKIP,13851,-1,-0.04167312545720686
PN,AG,SKIP,13852,-1,-0.028285520573893608
PN,AG,SKIP,13853,-1,-0.09039402144932418
PN,AG,SKIP,13854,-1,-0.21163970111896568
PN,AG,SKIP,13859,1,-0.03807282983922822
PN,AG,SKIP,13860,1,-0.11868935210348247
PN,AG,SKIP,13862,1,-0.021199600441356825
PN,AG,ENTER,13863,1,0.031422603665574644
PN,AG,REVERSE,13864,-1,0.1632511469399447
PN,AG,REVERSE,13877,1,0.08137438078212211
PN,AG,HOLD,13882,1,0.3881820195116792
PN,AG,HOLD,13892,1,0.07127956417224635
PN,AG,HOLD,13895,1,0.05314817479672995
