symbol,decision_bar,fold,y_A9,y_E9,y_a9_opp,y_e9_opp,e9_minus_a9
AG,3797,0,-0.6918395308391582,0.6918395308391582,0.6918395308391582,-0.6918395308391582,1.3836790616783163
AG,3798,0,-0.10628951120298882,0.10628951120298882,0.10628951120298882,-0.10628951120298882,0.21257902240597765
AG,3800,0,1.364955703273284,-1.364955703273284,-1.364955703273284,1.364955703273284,-2.729911406546568
AG,3802,0,-1.555870853129316,1.555870853129316,1.555870853129316,-1.555870853129316,3.111741706258632
AG,3805,0,-1.1284302573102671,1.1284302573102671,1.1284302573102671,-1.1284302573102671,2.2568605146205343
AG,3806,0,-1.589835236645438,1.589835236645438,1.589835236645438,-1.589835236645438,3.179670473290876
AG,3833,0,-1.255031967105948,1.255031967105948,1.255031967105948,-1.255031967105948,2.510063934211896
AG,3841,0,-0.41728750915185886,0.41728750915185886,0.41728750915185886,-0.41728750915185886,0.8345750183037177
AG,3842,0,0.6797180560612059,-0.6797180560612059,-0.6797180560612059,0.6797180560612059,-1.3594361121224119
AG,3844,0,4.488752176935792,-4.488752176935792,-4.488752176935792,4.488752176935792,-8.977504353871584
AG,3845,0,3.8635832767007465,-3.8635832767007465,-3.8635832767007465,3.8635832767007465,-7.727166553401493
AG,3848,0,5.214829307014407,-5.214829307014407,-5.214829307014407,5.214829307014407,-10.429658614028813
AG,3851,0,-1.1172835789598463,1.1172835789598463,1.1172835789598463,-1.1172835789598463,2.2345671579196926
AG,3852,0,1.6155772982978736,-1.6155772982978736,-1.6155772982978736,1.6155772982978736,-3.231154596595747
AG,3853,0,0.8067311465761994,-0.8067311465761994,-0.8067311465761994,0.8067311465761994,-1.6134622931523988
AG,3861,0,0.25487874379586223,-0.25487874379586223,-0.25487874379586223,0.25487874379586223,-0.5097574875917245
AG,3878,0,1.151680277153451,-1.151680277153451,-1.151680277153451,1.151680277153451,-2.303360554306902
AG,4049,0,-0.05295466915846617,0.05295466915846617,0.05295466915846617,-0.05295466915846617,0.10590933831693233
AG,4050,0,0.37175400973418177,-0.37175400973418177,-0.37175400973418177,0.37175400973418177,-0.7435080194683635
AG,4051,0,-0.9027903305919802,0.9027903305919802,0.9027903305919802,-0.9027903305919802,1.8055806611839604
AG,4052,0,-0.7456186306051988,0.7456186306051988,0.7456186306051988,-0.7456186306051988,1.4912372612103977
AG,4070,0,-1.0576421138019294,1.0576421138019294,1.0576421138019294,-1.0576421138019294,2.115284227603859
AG,4171,0,1.6636197074168688,-1.6636197074168688,-1.6636197074168688,1.6636197074168688,-3.3272394148337376
AG,4176,0,7.559924662947302,-7.559924662947302,-7.559924662947302,7.559924662947302,-15.119849325894604
AG,4177,0,7.619567435897424,-7.619567435897424,-7.619567435897424,7.619567435897424,-15.239134871794848
AG,4180,0,6.5283979794557565,-6.5283979794557565,-6.5283979794557565,6.5283979794557565,-13.056795958911513
AG,4181,0,2.4965471047091157,-2.4965471047091157,-2.4965471047091157,2.4965471047091157,-4.993094209418231
AG,4202,0,-0.9870175581718003,0.9870175581718003,0.9870175581718003,-0.9870175581718003,1.9740351163436005
AG,4203,0,-2.9685704488704903,2.9685704488704903,2.9685704488704903,-2.9685704488704903,5.9371408977409805
AG,4220,0,-3.9478760549465313,3.9478760549465313,3.9478760549465313,-3.9478760549465313,7.8957521098930625
AG,4232,0,1.6795854838738413,-1.6795854838738413,-1.6795854838738413,1.6795854838738413,-3.3591709677476826
AG,4236,0,-0.22629563319724816,0.22629563319724816,0.22629563319724816,-0.22629563319724816,0.4525912663944963
AG,4239,0,-1.7707453448514836,1.7707453448514836,1.7707453448514836,-1.7707453448514836,3.541490689702967
AG,4240,0,-0.860376966935872,0.860376966935872,0.860376966935872,-0.860376966935872,1.720753933871744
AG,4244,0,-1.5315970716013418,1.5315970716013418,1.5315970716013418,-1.5315970716013418,3.0631941432026837
AG,4247,0,-1.6501228617969315,1.6501228617969315,1.6501228617969315,-1.6501228617969315,3.300245723593863
AG,4254,0,0.5624629878324818,-0.5624629878324818,-0.5624629878324818,0.5624629878324818,-1.1249259756649637
AG,4257,0,0.7851896553825843,-0.7851896553825843,-0.7851896553825843,0.7851896553825843,-1.5703793107651687
AG,4263,0,-1.3487011178009307,1.3487011178009307,1.3487011178009307,-1.3487011178009307,2.6974022356018614
AG,4264,0,-0.8409993046782389,0.8409993046782389,0.8409993046782389,-0.8409993046782389,1.6819986093564778
AG,4265,0,-0.44826101955443537,0.44826101955443537,0.44826101955443537,-0.44826101955443537,0.8965220391088707
AG,4266,0,-0.8977410630398303,0.8977410630398303,0.8977410630398303,-0.8977410630398303,1.7954821260796605
