architecture,population,symbol,decision_time,decision_bar,side,fold,actual_return,actual_abs_return,p_win,mu_win,mu_loss,predicted_rr,p_break_even,ev_margin,ev_c,probability_error_component,magnitude_error_component,total_ev_error,error_class
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-04 14:45:00,3224,LONG,1,19.233917959332228,19.233917959332228,0.3718315736419787,0.9152902462658318,0.789617190933504,1.1591569393059364,0.4631437306828892,-0.0913121570409105,-0.155678775645762,-1.0709690219115937,-18.318627713066395,-19.38959673497799,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-04 23:00:00,3233,LONG,1,17.572910866309012,17.572910866309012,0.3747090900602298,2.859358307586236,2.104064813826882,1.35896873936389,0.4239140533374155,-0.04920496327718571,-0.2442250524182672,-3.1035833600045035,-14.713552558722776,-17.81713591872728,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-05 09:30:00,3235,LONG,1,17.390066171033983,17.390066171033983,0.4738619118604421,2.616537789744486,2.3569520468502243,1.1101362003699506,0.47390305887585793,-4.1147015415854415e-05,-0.00020464426297706062,-2.616742434007463,-14.773528381289497,-17.390270815296958,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-05 14:45:00,3247,LONG,1,16.607910948453462,16.607910948453462,0.6064553387811309,1.558461829641126,3.2620806627306584,0.4777508562086112,0.676704057249304,-0.07024871846817315,-0.33863693241049087,-1.8970987620516166,-15.049449118812337,-16.946547880863953,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-05 14:15:00,3245,LONG,1,16.533509092672777,16.533509092672777,0.6064553387811309,1.558461829641126,3.2620806627306584,0.4777508562086112,0.676704057249304,-0.07024871846817315,-0.33863693241049087,-1.8970987620516166,-14.975047263031652,-16.872146025083268,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,RU,2025-08-05 10:15:00,3238,LONG,1,16.530010348376724,16.530010348376724,0.6064553387811309,1.7388794008405926,3.1608226498551644,0.5501350735133057,0.6451050731556888,-0.038649734374557876,-0.18937218277386747,-1.9282515836144598,-14.791130947536132,-16.71938253115059,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,CF,2025-08-11 09:15:00,3326,LONG,1,16.099131302506112,16.099131302506112,0.2677951510620004,5.489789893202605,2.54637058245439,2.155927315147946,0.3168640783329071,-0.04906892727090667,-0.3943257739173476,-5.884115667119953,-10.609341409303507,-16.49345707642346,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,AL,2025-10-10 00:00:00,5619,SHORT,2,14.704204638078862,14.704204638078862,0.18876816986848463,5.5819475044718,2.1443700057607145,2.6030710602537113,0.2775410152276,-0.08877284535911537,-0.6858871895312957,-6.267834694003096,-9.12225713360706,-15.390091827610156,SKIPPED_WINNER
A0_V1_DISJOINT,ALL_TD5_OOF,AL,2025-10-10 00:30:00,5621,SHORT,2,14.620252968737107,14.620252968737107,0.19798248981923502,5.670681463737963,2.1443700057607145,2.6444510268769084,0.2743897483119548,-0.07640725849271976,-0.5971266577638947,-6.267808121501857,-8.949571504999145,-15.217379626501002,SKIPPED_WINNER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,M,2025-12-03 14:45:00,5079,LONG,4,-30.531595861309015,30.531595861309015,0.535056074079976,1.5807355796206837,1.7651080443303147,0.8955460741897064,0.52755246291097,0.007503611169005997,0.02510590958642611,1.7902139539167408,28.7664878169787,30.55670177089544,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,M,2025-12-03 11:15:00,5073,LONG,4,-29.696490539085495,29.696490539085495,0.4568531074352257,1.8245551903047867,1.4607444420758697,1.2490584511222949,0.4446305072689389,0.012222600166286846,0.04015490383303799,1.5008993459089077,28.235746097009624,29.736645442918533,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,M,2025-12-03 09:30:00,5067,LONG,4,-29.505042285095918,29.505042285095918,0.3751690332213884,2.4936551086755703,1.47689966717696,1.6884390755142502,0.3719630506444405,0.0032059825769478745,0.012729529432200293,1.4896291966091604,28.02814261791896,29.517771814528118,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,M,2025-12-03 10:00:00,5069,LONG,4,-29.393539523872665,29.393539523872665,0.4222161330123063,1.9398250643781174,1.3493638534210972,1.4375848733905239,0.4102421256860953,0.011974007326211011,0.03938477219901981,1.3887486256201171,28.04417567045157,29.432924296071686,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,RU,2025-08-04 14:30:00,3223,SHORT,1,-19.260650702306705,19.260650702306705,0.5409476077283588,1.047687983957194,0.9972819018239231,1.0505434642312104,0.4876755930530446,0.05327201467531423,0.10893966576590736,1.1062215675898304,18.263368800482784,19.36959036807261,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,RU,2025-08-04 14:45:00,3224,SHORT,1,-19.233917959332228,19.233917959332228,0.5409476077283588,1.047687983957194,0.9972819018239231,1.0505434642312104,0.4876755930530446,0.05327201467531423,0.10893966576590736,1.1062215675898304,18.236636057508306,19.342857625098134,SELECTED_LOSER
A0_V1_DISJOINT,ROOT_CANDIDATE_TD5,CU,2025-09-23 10:15:00,5427,SHORT,2,-12.45340052064983,12.45340052064983,0.5919676969268712,2.9503721007439787,3.622717594121697,0.8144085273252651,0.5511437942116396,0.04082390271523162,0.26833917424168785,3.8910567683633848,8.830682926528132,12.721739694891518,SELECTED_LOSER
