metric,held_out_symbol,n_test_rows,n_test_trades,return_atr,ci_low,ci_high,accuracy,auc,teacher_long_return_atr,teacher_short_return_atr
TeacherFixedExitDirectionReturnATR,AG,1048,74,1.1267981213203577,0.2046068884611018,2.106733481685927,0.601024924305257,0.6569759853474428,1.8877318146492659,0.4800044819907862
TeacherFixedExitDirectionReturnATR,AU,965,73,0.06898087708479962,-0.7720998462846036,0.9066001372319824,0.48268156840575566,0.5075918361289493,0.6014632485802891,-0.42146341245051966
TeacherFixedExitDirectionReturnATR,CU,1202,38,0.9579936818240189,0.23187517221096102,1.7410782901234783,0.6422981955696029,0.685452515160278,1.4388461579837366,0.363999446567897
TeacherFixedExitDirectionReturnATR,AL,1074,34,0.776120932806352,-0.42287039733596155,1.947304455591233,0.6671150667269797,0.6986255251567846,1.7253440111045506,-0.17310214549184688
TeacherFixedExitDirectionReturnATR,SN,1045,44,-0.02789944276496897,-0.9655480597616638,0.9599511922896284,0.5341344889688848,0.5679745024134115,1.3244218217188466,-1.1548338298348158
TeacherFixedExitDirectionReturnATR,NI,973,35,0.2592574291766794,-0.6214108685347809,1.1714936115269985,0.6252445372572345,0.6879253303463645,1.1016839230482984,-0.3725624412270352
TeacherFixedExitDirectionReturnATR,RB,903,27,0.1420198800180676,-0.8666473825055733,1.0727755288309195,0.582176147351677,0.6589040291534937,1.0199642302485388,-0.6732141594816559
TeacherFixedExitDirectionReturnATR,I,819,30,-0.49130661193651265,-1.5961764044861448,0.5254174068895094,0.5790758942180678,0.6655382863423458,1.092483992441,-1.8771233907668363
TeacherFixedExitDirectionReturnATR,SC,1082,76,-0.19173109713792855,-1.031098277053903,0.6816737999940156,0.5653882444625349,0.6354439354122199,0.3604552793273118,-0.8738436798302843
TeacherFixedExitDirectionReturnATR,RU,834,47,1.0632851958971015,0.07244868825357939,2.2541823967628876,0.5926258026799015,0.5675876141669856,2.3521236573616195,-0.6766467270799986
TeacherFixedExitDirectionReturnATR,MA,709,30,2.1329338964970446,0.6471336089139604,3.791954536579619,0.7254001062572929,0.782252184487874,5.018862244531936,0.46213327395052856
TeacherFixedExitDirectionReturnATR,TA,796,31,0.9329702526808537,-0.17313735076234368,2.0503943657648893,0.6582422692341783,0.7335928221718376,1.1303584307295558,0.7224228627622379
TeacherFixedExitDirectionReturnATR,M,711,31,1.920828437961272,0.4660712254229273,3.6237079583287786,0.6744235688707868,0.6649559951646843,3.159137183450177,0.2062470980535573
TeacherFixedExitDirectionReturnATR,P,813,27,1.1604453224681954,0.07823441299884787,2.451821416109695,0.6207930430176168,0.688327039427975,2.4388193395169826,-0.43752219884278915
TeacherFixedExitDirectionReturnATR,CF,799,41,0.11701168408717456,-0.9006692393435192,1.0433476282093885,0.602931971148316,0.6029046692349713,1.1698811928459114,-0.988501300109499
