gid,symbol,long,n,qual,tau0,tau1,tau2,sel0,sel1,sel2,first0,rand0
AG::AG_LONG_11764,AG,LONG,3,True,1.0,1.0,0.816496580927726,0.0,0.0,0.0,1.076710568509295,0.7321470256186462
AG::AG_LONG_11846,AG,LONG,5,True,-0.7378647873726218,-0.7378647873726218,-0.7378647873726218,1.6854700106973377,1.6446346520793558,1.6446346520793558,0.0,0.8517792391399008
AG::AG_LONG_12107,AG,LONG,49,True,-0.18042176916048183,0.17576894180161481,0.13299276232160895,5.415047744960197,2.2765688318322503,10.286323656800093,0.0,6.189575943690528
AG::AG_LONG_12610,AG,LONG,10,True,0.764093177458341,0.5111111111111111,0.6888888888888888,0.4316963477944249,0.8633926955888498,0.4318717074259002,5.472827588120556,3.156979442914457
AG::AG_LONG_12660,AG,LONG,8,True,0.7181324987175317,0.1889822365046136,0.07142857142857142,0.5606915802106762,1.8526791657962693,1.8526791657962693,0.0,1.4560969773788681
AG::AG_LONG_12716,AG,LONG,8,True,0.3546496828075953,0.6172133998483676,-0.14285714285714285,0.03656089588279787,0.0,0.22546561163906897,0.07312179176559663,0.317772474177608
AG::AG_LONG_12741,AG,LONG,29,True,-0.2929048546265472,0.33334983580046224,0.5594127955129765,1.1878028362910755,0.40832262144438936,0.40832262144438936,0.0,1.2333496769673502
AG::AG_LONG_12968,AG,LONG,6,True,0.13801311186847082,0.447213595499958,0.6,1.0923087424849014,1.2238740557932979,0.0,0.0,1.1718077815882948
AG::AG_LONG_12999,AG,LONG,2,True,-1.0,1.0,1.0,0.9005598467795398,0.0,0.0,0.0,0.45027992338976985
AG::AG_LONG_13013,AG,LONG,4,True,0.9128709291752769,0.6666666666666669,0.3333333333333334,0.06530031154666244,0.0,0.18755511382149412,0.49491279744817107,0.20326713359074752
AG::AG_LONG_13019,AG,LONG,16,True,0.5645997642338276,0.5546414324985718,0.19410837869103612,0.4823010317320975,0.881342152538874,4.711869473795861,0.6556274888675038,2.398916134966022
AG::AG_LONG_13075,AG,LONG,7,True,0.7807200583588265,0.7807200583588265,0.8095238095238096,1.5232662089165556,0.2570421792227586,3.0465324178331112,0.0,3.7592969104660887
AG::AG_LONG_13110,AG,LONG,17,True,0.6166982585360915,-0.3158698397379981,-0.596434534653022,0.0,2.1200549960848654,4.200910244589771,2.1200549960848654,2.2837059395405395
AG::AG_LONG_13275,AG,LONG,2,True,-1.0,-1.0,-1.0,0.8837949868323813,0.8837949868323813,0.8837949868323813,0.0,0.44189749341619067
AG::AG_LONG_13397,AG,LONG,8,True,0.24174688920761409,0.6428571428571428,-0.264575131106459,0.0,0.9211389810236117,2.649220554320512,0.0,2.2182776707566605
AG::AG_LONG_13428,AG,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_LONG_13516,AG,LONG,56,True,0.4442372774210911,0.5962892651821622,0.6868729913351115,1.226097485980878,1.226097485980878,0.493168890914518,0.0,4.841285427903877
AG::AG_LONG_13633,AG,LONG,7,True,0.15018785229652765,-0.39036002917941326,-0.3504383220252312,0.0,1.3333772403335846,1.3333772403335846,2.559194180482553,1.3566928034816916
AG::AG_LONG_13699,AG,LONG,21,True,0.32611226034788443,0.4593354014105717,0.7185820812191996,0.0,3.122597284719965,1.922016894912245,0.0783957282127421,3.6222470039407124
AG::AG_LONG_13776,AG,LONG,25,True,0.30260801316628433,0.6711560552140243,-0.09952774234291412,0.27608855269139854,0.0,1.1327626042140917,0.0,1.3039708838416586
AG::AG_LONG_13822,AG,LONG,16,True,0.7850689990907381,-0.2333333333333333,-0.1957890020745122,0.013090560460618406,0.5630124983313598,0.4682739857130622,3.7920279620252786,0.853102241650503
AG::AG_LONG_13895,AG,LONG,14,True,-0.11303946105083809,0.2809698283824899,0.2646476815307479,1.0185840523223209,0.0,0.0,0.0,0.9338078316747942
AG::AG_LONG_13931,AG,LONG,20,True,-0.11962883659569502,0.624055474063318,0.13556160207257578,3.3484811119343982,1.1497559067436018,0.4073336157464693,0.0,2.7795251548208197
AG::AG_LONG_13958,AG,LONG,5,True,0.0,-0.5270462766947298,-0.5270462766947298,0.5202411685311683,0.9528781010489883,0.9528781010489883,0.6084373941527594,0.5202411685311683
AG::AG_LONG_13965,AG,LONG,17,True,0.7190530597431377,0.6417333600697073,0.5629784083986618,0.38797109483736847,0.6925608644534123,0.7833361234524538,0.7833361234524538,2.466294477733811
AG::AG_LONG_14054,AG,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_LONG_14101,AG,LONG,3,True,0.816496580927726,-1.0,-1.0,0.0,1.4881889585967216,1.4881889585967216,0.0,0.7415429762464991
AG::AG_LONG_14257,AG,LONG,17,True,0.8073911222578978,0.5169445829497024,0.26221826671361714,2.1051732454634253,2.1051732454634253,2.4789911942851846,0.0,2.7757228768950117
AG::AG_LONG_14300,AG,LONG,9,True,0.9574271077563381,-0.22866478019001177,-0.2222222222222222,0.0,3.005693219593725,2.695434627191853,0.009462334302464903,2.5339767434292484
AG::AG_LONG_14370,AG,LONG,11,True,-0.24078203063740672,-0.2,0.5504818825631803,5.277141781507563,5.676476501609429,0.19874130941538848,0.2589337463786885,3.103326632497034
AG::AG_LONG_14410,AG,LONG,6,True,0.0,0.8280786712108251,-0.5520524474738833,1.2251177649246143,0.22139398447743197,1.608347612832394,0.22139398447743197,1.0714941452880256
AG::AG_LONG_14439,AG,LONG,5,True,-0.4472135954999579,-0.31622776601683794,-0.5270462766947298,0.6710045475993685,0.8758083143391038,1.312303329311297,0.0,0.5430387032862587
AG::AG_LONG_14523,AG,LONG,8,True,0.8486684247915055,0.9999999999999998,0.7637626158259733,0.2387649989078664,0.0,0.0,0.0,1.1780549254126784
AG::AG_LONG_14567,AG,LONG,39,True,0.6993822589489866,0.4576871181200742,0.3498344480286063,3.136754536877959,5.2534261038279935,5.2534261038279935,0.0,3.5139442234678793
AG::AG_SHORT_11719,AG,SHORT,4,True,0.6666666666666669,0.3333333333333334,0.0,0.0,1.0384353906723653,0.0,0.0,2.6363534417638332
AG::AG_SHORT_11866,AG,SHORT,6,True,0.7453559924999299,-0.29814239699997197,0.0,0.0,0.9968036567441378,0.6955346812590775,0.0,0.6955346812590775
AG::AG_SHORT_11874,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_11900,AG,SHORT,9,True,0.19611613513818404,-0.5352643613280604,-0.3888888888888889,2.5070239186767154,7.114731507991571,7.114731507991571,1.1516396911568911,4.7070618283923
AG::AG_SHORT_11957,AG,SHORT,16,True,0.6148873228105182,0.3410049906815511,-0.6907536990728855,1.5182421986814525,1.8615028625651213,8.912522119312179,0.4150056677971765,5.077737546137083
AG::AG_SHORT_12155,AG,SHORT,219,True,0.01628186139120288,-0.2078877974336087,0.08489758612556282,7.930914895223641,7.391285521332414,7.904527549403326,0.0,6.5714592225074036
AG::AG_SHORT_12549,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_12554,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_12649,AG,SHORT,8,True,0.181848241863327,0.25458753860865774,0.07715167498104596,0.8447346445929498,0.0,1.1702462383043484,0.0,1.0915150486315623
AG::AG_SHORT_12730,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_12786,AG,SHORT,13,True,0.45162230233094547,0.4000083249216945,0.45760431532242934,7.213097656314676,0.0,4.306247350162478,0.0,8.54919178192337
AG::AG_SHORT_12820,AG,SHORT,6,True,0.35805743701971643,0.0,0.0,0.0,0.0,0.385093945920302,2.5649539648919193,0.8363127175047047
AG::AG_SHORT_12827,AG,SHORT,13,True,0.3048029069462663,-0.11927070271810421,-0.3789323733725367,0.8157202453937273,2.0313039648865026,7.350428050922487,0.4582512404844348,1.7017860150742923
AG::AG_SHORT_12890,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_12915,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_12978,AG,SHORT,8,True,0.6172133998483676,0.4999999999999999,0.5188745216627708,0.0,0.0,0.0,0.0,0.8387042185812117
AG::AG_SHORT_13048,AG,SHORT,16,True,0.7471183578978398,0.7458698539828915,0.6950150912113306,0.0,0.6612118753825227,0.6612118753825227,0.0,2.3069080172623866
AG::AG_SHORT_13101,AG,SHORT,12,True,0.20488325586666564,-0.40004734568283135,-0.4402043892400666,0.0,1.072999552817084,0.0,0.0,0.7111946714042976
AG::AG_SHORT_13174,AG,SHORT,55,True,0.002038122962302002,0.19021949475134295,0.4906912957610476,3.930653551871531,5.5996620038241876,1.5715271407372189,0.0,3.921531431100483
AG::AG_SHORT_13304,AG,SHORT,12,True,0.5940401295066863,0.2121212121212121,0.2636371929462334,0.0,1.0884196203825907,1.0884196203825907,1.0884196203825907,0.5468829369324133
AG::AG_SHORT_13330,AG,SHORT,22,True,0.20915479424640082,0.35217724176659865,0.2913786077678977,0.931209843304722,1.795593712640743,0.5301508417083118,0.0,1.8003883109554382
AG::AG_SHORT_13374,AG,SHORT,10,True,0.8692269873603532,0.3409971697352368,-0.34783279649996723,0.0,0.0,1.2863227054255444,0.47089098399274265,1.0570724099613273
AG::AG_SHORT_13433,AG,SHORT,3,True,-0.816496580927726,-0.33333333333333337,-0.33333333333333337,2.124527713439452,0.025388071327741013,2.124527713439452,0.0,0.7166385949223977
AG::AG_SHORT_13449,AG,SHORT,10,True,-0.18401748249129446,0.1797866299901979,-0.167093470609201,0.0,0.0,0.0,0.0,2.7969129666197317
AG::AG_SHORT_13661,AG,SHORT,16,True,-0.15569978883230456,-0.06722926454528143,-0.16951587590520262,0.9658748152020289,1.0037556728087684,1.74943814560309,0.8745111808378385,0.902725853789585
AG::AG_SHORT_13733,AG,SHORT,28,True,-0.05421667071936296,-0.08345826686283427,-0.27805967592908803,1.0582803264667513,0.02418190211408522,5.833643581788079,1.0955240391662864,2.4821866652464912
AG::AG_SHORT_13839,AG,SHORT,9,True,0.05892556509887895,0.253546276418555,-0.4225771273642583,0.011294364918673416,2.5855262651680024,5.3774024574689605,1.5488930662387905,1.675404980856361
AG::AG_SHORT_13874,AG,SHORT,25,True,0.003419927840283846,0.15384701428084976,-0.3020202248463109,1.1940896756122141,0.8505882700540663,5.2940943684098505,5.408971581960145,2.118609134713286
AG::AG_SHORT_13922,AG,SHORT,2,True,0.0,1.0,0.0,1.2500021683990488,0.0,1.2500021683990488,0.0,1.2500021683990488
AG::AG_SHORT_14214,AG,SHORT,4,True,0.18257418583505539,-0.18257418583505539,-0.18257418583505539,0.0,1.2713141355813822,1.2713141355813822,0.0,1.0906154573030473
AG::AG_SHORT_14226,AG,SHORT,9,True,-0.4225771273642583,-0.5916079783099616,0.14085904245475278,0.8584645442319547,1.2344301735875702,3.739999506767309,0.0,1.2419952554054854
AG::AG_SHORT_14287,AG,SHORT,5,True,0.8366600265340756,0.6,0.0,0.0,0.0,0.0,0.0,0.7525478752442514
AG::AG_SHORT_14322,AG,SHORT,3,True,1.0,-0.33333333333333337,-0.33333333333333337,0.0,1.3416251164802238,1.3416251164802238,0.0,1.4693138686994822
AG::AG_SHORT_14334,AG,SHORT,13,True,-0.19355241528469092,0.2597621667330655,0.3589743589743589,2.5613443762355423,3.0047699052491286,0.0,1.0662751379561293,2.853012568488662
AG::AG_SHORT_14463,AG,SHORT,2,True,-1.0,1.0,0.0,0.25641773188619243,0.0,0.12820886594309622,0.0,0.12820886594309622
AG::AG_SHORT_14485,AG,SHORT,2,True,1.0,1.0,-1.0,0.0,0.0,1.8465065766736604,0.0,0.9232532883368303
AG::AG_SHORT_14518,AG,SHORT,6,True,0.6900655593423543,0.13801311186847082,-0.8280786712108251,0.0,0.21394777928813324,1.627869883648359,1.627869883648359,0.9000028532642654
AG::AG_SHORT_14549,AG,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_SHORT_14554,AG,SHORT,6,True,0.2,0.6,0.0,0.3881405115711938,0.0,1.6245446138074628,0.9630811471449372,0.6838745624064015
AG::AG_SHORT_14634,AG,SHORT,14,True,0.9000555607001179,0.48619526569665034,0.48619526569665034,0.3879630498336102,1.4866576689951536,6.297382853074906,1.4866576689951536,5.228444795720034
AL::AL_LONG_10560,AL,LONG,6,True,0.894427190999916,0.5520524474738833,-0.2,1.0556868935454022,2.028863734979478,3.157563502613447,1.5863197549683927,1.7485720798132072
AL::AL_LONG_10572,AL,LONG,58,True,-0.5166456865481952,-0.7000653618779273,-0.4435076857522994,5.775717510587718,6.675903894258416,6.675903894258416,2.1517562097322918,4.461328608326973
AL::AL_LONG_10689,AL,LONG,57,True,0.23172889748006834,0.01766604058487006,-0.13763021212657559,1.41375085247493,5.1138521432076445,6.157806076465345,1.771760598829383,2.013493342883913
AL::AL_LONG_10897,AL,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL::AL_LONG_10900,AL,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL::AL_LONG_10977,AL,LONG,8,True,0.5188745216627708,0.4999999999999999,0.0,0.18838685004606281,0.0,1.3680823813192848,0.0,0.580171150723408
AL::AL_LONG_11014,AL,LONG,3,True,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,1.125484953788935
AL::AL_LONG_11026,AL,LONG,10,True,0.8865926413116155,0.3975231959999626,0.21483446221182986,0.0,0.34313402606736165,1.9056020177341964,0.0,1.6794364957300412
AL::AL_LONG_11046,AL,LONG,19,True,0.3555830235294607,0.4226864456017134,0.2765819050150619,1.3505102556717627,1.6674748842132763,1.3505102556717627,2.5464828039981375,2.014348840274204
AL::AL_LONG_11068,AL,LONG,13,True,-0.18946618668626836,0.7189966356788133,0.6054728454665548,1.2534372253567572,0.0,0.5162628962274136,2.4180083622036412,0.9676680509592632
AL::AL_LONG_11094,AL,LONG,26,True,0.6743241835238385,0.06584236856429752,-0.6242506962414198,1.0361966937935319,1.0361966937935319,4.36565523945888,0.0,3.116626415674382
AL::AL_LONG_11158,AL,LONG,19,True,0.23217987856995523,0.29499680225199526,-0.4529490130264937,0.0,0.0,2.0953974839776746,0.0,1.2568855965040817
AL::AL_LONG_11230,AL,LONG,32,True,0.6436178937048284,0.7274662747293079,0.7739708848349203,1.8339359194570077,1.0217604554864863,0.0,4.537948328348153,3.1038335445504437
AL::AL_LONG_11388,AL,LONG,65,True,0.0131299601309456,0.18558754066284813,-0.2594444853830035,4.378042830237312,5.214867076791395,5.958383381870711,0.0,5.411160538270499
AL::AL_LONG_11559,AL,LONG,81,True,0.39565590872049794,0.44262321997263954,0.3179449412832616,3.6896670056096053,1.8538001644381286,2.1589572414512634,6.189701315962308,3.634895351152963
AL::AL_LONG_11683,AL,LONG,44,True,0.6957607633641132,0.27633703456539915,0.05198974839849071,0.0,0.0,5.5980008890038135,0.0,7.32861418581866
AL::AL_LONG_12104,AL,LONG,59,True,-0.18902443254027682,-0.2834559395550861,-0.5271550944756789,4.96785058014993,4.374889501318189,7.76744890093749,0.0,5.816658325719991
AL::AL_SHORT_10539,AL,SHORT,10,True,0.3975231959999626,0.4140393356054125,0.8539864924534399,1.025219592017455,0.0,0.0,0.0,1.1926533636286865
AL::AL_SHORT_10644,AL,SHORT,7,True,0.0,0.7142857142857143,0.6831300510639733,1.9968912912960288,0.5370959882415907,1.0734051102402038,0.5370959882415907,2.9461446860812543
AL::AL_SHORT_10767,AL,SHORT,9,True,0.7253235664820744,0.2777777777777778,0.3098898934004561,0.0,2.1734104040185507,0.0,0.0,3.5504860968290046
AL::AL_SHORT_10788,AL,SHORT,7,True,0.09759000729485331,0.8783100656536799,0.3086066999241839,0.0,0.0,0.0,0.08875365687410763,2.057929046142
AL::AL_SHORT_10878,AL,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL::AL_SHORT_10889,AL,SHORT,2,True,0.0,1.0,1.0,0.22848324801349307,0.0,0.0,0.0,0.22848324801349307
AL::AL_SHORT_10904,AL,SHORT,15,True,0.1774454295451768,-0.08827348295047495,0.349754259914075,10.268612834754855,10.796826728258864,10.796826728258864,0.0,2.485987911805571
AL::AL_SHORT_10959,AL,SHORT,19,True,-0.39735970711951313,-0.17914359097500465,0.3216721438586535,4.460307419585737,7.197322486538363,7.197322486538363,2.133558901235028,2.7880386651083917
AL::AL_SHORT_10987,AL,SHORT,2,True,-1.0,-1.0,-1.0,0.08552057459043838,0.08552057459043838,0.08552057459043838,0.08552057459043838,0.04276028729521908
AL::AL_SHORT_11006,AL,SHORT,5,True,-0.9486832980505137,-0.31622776601683794,0.4472135954999579,1.9417241729385535,1.267177280835906,0.0,0.0,1.3340382003014906
AL::AL_SHORT_11018,AL,SHORT,2,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0870797826894878,0.04353989134474401
AL::AL_SHORT_11132,AL,SHORT,14,True,-0.1725963140417921,0.6778196197865085,0.6257862187747439,2.2246754891695493,0.36927130138305264,0.0,0.0,1.18336752668401
AL::AL_SHORT_11254,AL,SHORT,2,True,1.0,-1.0,-1.0,0.0,0.9709455922029862,0.9709455922029862,0.0,0.4854727961014931
AL::AL_SHORT_11257,AL,SHORT,81,True,0.11856634680039704,0.3866484963553182,0.11318723144002137,3.8452077487710845,3.2859639365350137,6.33979294114551,4.8491116835287205,4.380462605518275
AL::AL_SHORT_11902,AL,SHORT,11,True,-0.41818181818181815,0.05454545454545454,-0.12965186265091133,11.938180290393575,6.9241050936568005,11.938180290393575,0.0,7.602445581337925
AL::AL_SHORT_12001,AL,SHORT,57,True,0.6852835431238634,0.32622359430024034,0.2559950003407947,0.4117098839011817,2.4604315170091517,2.2418107875279976,5.579527828082666,4.389767892999625
AL::AL_SHORT_9962,AL,SHORT,328,True,-0.07320679530437926,0.32709570264674104,0.27328860877584643,8.999226949281582,4.145721273758777,7.2549522705661555,0.0,8.17645023828883
AU::AU_LONG_11919,AU,LONG,2,True,1.0,-1.0,1.0,0.0,3.011491712650887,0.0,0.0,1.5057458563254436
AU::AU_LONG_11939,AU,LONG,2,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9216090816440097
AU::AU_LONG_11951,AU,LONG,2,True,1.0,-1.0,0.0,0.0,0.3362846055486102,0.16814230277430509,0.3362846055486102,0.16814230277430509
AU::AU_LONG_11972,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_11992,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_12032,AU,LONG,15,True,0.009908763966219125,-0.18095238095238098,-0.19518001458970663,2.2108744098665376,2.110639173792819,2.1990392297427355,0.0,2.0161243707246643
AU::AU_LONG_12077,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_12106,AU,LONG,22,True,-0.12854082725513855,0.4323589687324281,-0.023204167174330343,1.2648292775855046,1.2648292775855046,4.75230724127753,0.001809275326147386,4.730883520122603
AU::AU_LONG_12235,AU,LONG,21,True,-0.47449927008411863,-0.6247870854791753,-0.3455816490253701,3.7688033171997137,5.699288338141251,5.699288338141251,1.2438885872626546,1.9824433946854088
AU::AU_LONG_12332,AU,LONG,7,True,0.8997354108424375,0.5855400437691199,-0.09759000729485331,0.5518778848448451,1.8290889314231855,1.4605411926609473,0.0,1.4577399850274908
AU::AU_LONG_12349,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_12400,AU,LONG,26,True,-0.07454415623288668,0.45654155396760554,0.593193447672195,2.651319870081787,0.0,0.0,0.0,2.4882537758861316
AU::AU_LONG_12624,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_12668,AU,LONG,6,True,-0.13801311186847082,-0.4666666666666666,-0.3333333333333333,5.390173572937878,5.956627894263329,5.956627894263329,0.9256105968401558,2.2313361269512724
AU::AU_LONG_12685,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_12775,AU,LONG,11,True,0.1666952519797431,0.8101627221513197,0.41952353926806063,0.0,0.0,0.0,0.5383876913048726,1.085666427184596
AU::AU_LONG_12832,AU,LONG,4,True,0.2357022603955159,0.3333333333333334,0.3333333333333334,0.23406640213105234,0.3171385384662807,0.3171385384662807,0.0,0.26964595904593736
AU::AU_LONG_12975,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
