gid,symbol,long,n,qual,tau0,tau1,tau2,sel0,sel1,sel2,first0,rand0
AU::AU_LONG_13032,AU,LONG,28,True,0.4209913667832718,0.5120163847864739,0.20786985482077452,1.8877541873766184,0.394388529722951,1.8877541873766184,0.0,2.7821031394677664
AU::AU_LONG_13103,AU,LONG,8,True,0.1091089451179962,-0.3571428571428571,-0.32732683535398854,0.7674178679841503,1.492092753430308,1.3755837837628242,0.0,1.3454612022444312
AU::AU_LONG_13135,AU,LONG,3,True,0.816496580927726,0.33333333333333337,0.816496580927726,0.0,0.0,0.0,0.0,1.3204989168593908
AU::AU_LONG_13196,AU,LONG,10,True,0.0,0.911111111111111,0.9200874124564723,0.8814652716350153,0.0,0.0,0.0,1.0789205693442856
AU::AU_LONG_13220,AU,LONG,7,True,0.5345224838248489,0.8783100656536799,0.9047619047619049,0.4170965528765156,0.0,0.21143867195418453,0.0,0.7475833988555602
AU::AU_LONG_13273,AU,LONG,20,True,-0.1024560274901422,0.45910450047444507,0.28579839247250194,0.0,0.0,5.426747514475222,0.0,6.4227049322324135
AU::AU_LONG_13394,AU,LONG,6,True,-0.501280411827603,0.3333333333333333,0.8280786712108251,0.4416121032742082,0.0,0.11362268607289694,0.4416121032742082,0.41099019294594263
AU::AU_LONG_13522,AU,LONG,64,True,0.13932900890122005,0.06278090029174034,0.12974284504060304,7.2498706407180205,3.3263451076241015,4.576006573434784,10.43618285502507,5.563694226787375
AU::AU_LONG_13823,AU,LONG,112,True,0.10614137059793735,0.4764823543968476,0.48640994048234026,8.509659202404197,4.241195608843935,3.5870842815565815,0.0,6.73179764881333
AU::AU_LONG_14063,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_14068,AU,LONG,4,True,-0.8164965809277261,-0.9128709291752769,-0.9128709291752769,3.3418491953490115,3.7542498908254966,3.7542498908254966,0.0,1.6831628024441816
AU::AU_LONG_14101,AU,LONG,13,True,0.2745625891934576,0.28573838340637203,-0.4165673409962518,6.157473742410028,0.0,3.9238677000989566,0.9358527359164208,2.2547772244070563
AU::AU_LONG_14252,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_LONG_14257,AU,LONG,21,True,0.20365522405217218,-0.12500577887705172,-0.028708462588160732,0.5042807651707815,9.280804163180273,0.0,0.5524934930867094,6.6765713019647634
AU::AU_LONG_14367,AU,LONG,14,True,0.4575090108716776,0.3093969872615048,-0.13725270326150327,0.4991256446432928,2.0217022168114287,11.587081359171865,0.0,4.525792342690002
AU::AU_LONG_14412,AU,LONG,4,True,0.0,0.6666666666666669,0.6666666666666669,1.5478318157568012,0.0,0.0,0.0,1.8260999059806542
AU::AU_LONG_14424,AU,LONG,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU::AU_SHORT_11790,AU,SHORT,73,True,0.40092112832108123,0.31145183358806383,0.3665542834600774,3.668793063528777,4.469862712214293,2.97338061119945,0.0,4.42002478394066
AU::AU_SHORT_11839,AU,SHORT,9,True,0.5212860351426869,0.5352643613280604,0.4714045207910316,0.5570792975433823,3.854663002922365e-05,0.09372128947216707,0.6223133099936571,0.7214280733492253
AU::AU_SHORT_11856,AU,SHORT,22,True,0.7509392614826382,0.8251500018376778,0.7913024420099961,0.0,0.6074122437852623,1.0291960382978047,0.0,3.236066410739056
AU::AU_SHORT_11924,AU,SHORT,3,True,1.0,-0.33333333333333337,1.0,0.0,0.8528899261628311,0.0,0.0,0.7025136031825996
AU::AU_SHORT_11957,AU,SHORT,4,True,1.0,-0.18257418583505539,0.3333333333333334,0.0,0.9828278824452625,1.1040110587291525,0.0,1.0434261661244424
AU::AU_SHORT_11978,AU,SHORT,6,True,0.9999999999999999,-0.2,-0.4666666666666666,0.0,1.6588900226957533,1.6588900226957533,0.0,1.216117280059799
AU::AU_SHORT_12004,AU,SHORT,2,True,0.0,0.0,0.0,0.034571327949771025,0.034571327949771025,0.034571327949771025,0.06914265589954116,0.034571327949771025
AU::AU_SHORT_12051,AU,SHORT,3,True,0.816496580927726,0.816496580927726,1.0,0.0,0.0,0.0,0.0,1.6702673202833715
AU::AU_SHORT_12062,AU,SHORT,3,True,0.0,-0.33333333333333337,0.33333333333333337,0.08727490364013901,0.13267279337005045,0.13267279337005045,0.17454980728027802,0.10240753355010934
AU::AU_SHORT_12084,AU,SHORT,4,True,-0.3333333333333334,-0.6666666666666669,-0.3333333333333334,1.5378459307250731,1.671527765537974,1.5378459307250731,0.0,0.8852245406667367
AU::AU_SHORT_12100,AU,SHORT,4,True,0.3333333333333334,0.0,0.3333333333333334,0.0024083186882299934,0.0024083186882299934,0.0024083186882299934,0.9168023572461403,0.2913812776798035
AU::AU_SHORT_12155,AU,SHORT,31,True,0.6514389916612536,0.13347693416475745,-0.22969241280087194,3.4153211178762497,0.669176798421308,5.81074272157289,0.0,4.116530478597532
AU::AU_SHORT_12295,AU,SHORT,13,True,0.6838852006725745,0.7948717948717947,0.4935481167928245,1.0258262324314469,1.0258262324314469,1.799063912447263,0.0,5.364632178199482
AU::AU_SHORT_12358,AU,SHORT,15,True,-0.805992593111361,0.38277950117547643,0.5323362886355304,3.411434065640016,0.0,0.0,0.0,2.2683954352362767
AU::AU_SHORT_12387,AU,SHORT,9,True,0.7222222222222222,0.05555555555555555,-0.11433239009500588,0.0,0.7909503509107951,0.7034042744413815,0.7360330107200777,0.9012826834044136
AU::AU_SHORT_12437,AU,SHORT,3,True,0.33333333333333337,-1.0,0.33333333333333337,0.0,2.7301493882556143,0.0,0.0,1.7308258319276444
AU::AU_SHORT_12446,AU,SHORT,13,True,0.49033511117442835,0.45760431532242934,0.44752340751875785,0.022232154372121116,0.04446430874424401,2.1277213362231606,0.0,2.2396308442665056
AU::AU_SHORT_12541,AU,SHORT,8,True,-0.14824986333222023,-0.836501912571304,0.07142857142857142,12.886018608545895,12.886018608545895,1.134619751403969,0.0,4.899784360559384
AU::AU_SHORT_12696,AU,SHORT,2,True,0.0,1.0,1.0,0.3081671556219865,0.0,0.0,0.6163343112439725,0.3081671556219865
AU::AU_SHORT_12787,AU,SHORT,12,True,0.46897904961054176,0.32062002869004114,0.015267620413811482,4.229234152044695,4.229234152044695,4.229234152044695,0.0,5.125647159846208
AU::AU_SHORT_12841,AU,SHORT,2,True,-1.0,1.0,1.0,0.7072273777440188,0.0,0.0,0.7072273777440188,0.3536136888720094
AU::AU_SHORT_12897,AU,SHORT,2,True,-1.0,0.0,1.0,0.23951447299673823,0.11975723649836922,0.0,0.23951447299673823,0.11975723649836922
AU::AU_SHORT_12997,AU,SHORT,4,True,0.9128709291752769,0.18257418583505539,0.18257418583505539,0.0,0.0,0.0,0.0,0.740100392656251
AU::AU_SHORT_13091,AU,SHORT,10,True,0.6741998624632421,0.31462660248284624,-0.20952908873087348,0.0,0.660269549502285,1.3518008665209127,0.0,1.1517496278275434
AU::AU_SHORT_13123,AU,SHORT,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
