symbol,oracle_trade_id,n_candidates,return_atr_m0,return_atr_m1
P,P_LONG_8724,71,12.019112892083394,12.019112892083394
P,P_LONG_8896,8,0.7111883440874398,0.557822722239712
P,P_LONG_8918,3,3.0780294221639295,3.0780294221639295
P,P_LONG_9044,1,1.334325657462754,1.334325657462754
P,P_LONG_9057,2,0.7958821043745941,-0.7958821043745941
P,P_LONG_9082,10,-1.50893598524755,-0.31088708272369175
P,P_LONG_9111,4,-1.1089060637781762,-1.1089060637781762
P,P_LONG_9139,26,4.912114765708559,4.052066888828279
P,P_LONG_9184,9,1.4969673481351293,1.4969673481351293
P,P_LONG_9253,6,-0.8278270898260166,-0.8278270898260166
P,P_SHORT_7765,44,2.0442558921744896,1.850086793396404
P,P_SHORT_7898,12,0.6474873561990284,0.6474873561990284
P,P_SHORT_7957,1,-0.16760578592881178,0.16760578592881178
P,P_SHORT_8042,33,0.30750118344424504,1.5863105199302037
P,P_SHORT_8145,61,0.4029041332757041,0.9328862279327463
P,P_SHORT_8572,104,-0.5972817592066841,-0.42914025551024465
P,P_SHORT_9047,2,-5.0989403884923625,-5.0989403884923625
P,P_SHORT_9054,1,1.4076143526736922,1.4076143526736922
P,P_SHORT_9062,10,-1.962997720761282,-3.524484065129421
P,P_SHORT_9099,4,-1.7724516743262848,-0.9297435962528681
P,P_SHORT_9126,12,-2.609541432759099,-2.609541432759099
P,P_SHORT_9178,1,-0.20204864394195754,-0.20204864394195754
P,P_SHORT_9198,14,-2.882259511671664,-2.6915311673347264
P,P_SHORT_9241,25,-2.107271548199525,-1.2980770489226447
RB,RB_LONG_7330,7,-1.2903456928232369,1.7046555624663733
RB,RB_LONG_7356,6,2.8612819388871635,0.909393276750103
RB,RB_LONG_7374,1,3.2556661292776545,3.2556661292776545
RB,RB_LONG_7436,1,1.9126211745826298,1.9126211745826298
RB,RB_LONG_7671,57,0.3297315960607881,1.8755845533521294
RB,RB_LONG_7790,96,0.37914312225166374,-0.7286140660034716
RB,RB_LONG_8188,91,1.698431322491131,0.003912460008303803
RB,RB_LONG_8376,39,3.311851977360139,2.882297282097259
RB,RB_LONG_8754,4,-5.752287508241026,-1.0348185289499716
RB,RB_LONG_8785,3,-1.2038860526806086,-1.2038860526806086
RB,RB_LONG_8838,112,0.9669746306324758,0.1934378307674943
RB,RB_LONG_8954,55,1.270246923084367,1.270246923084367
RB,RB_LONG_9014,22,3.5959940084634923,4.476214193374921
RB,RB_LONG_9092,31,16.71286648572228,16.71286648572228
RB,RB_LONG_9242,2,6.016689423683902,-6.016689423683902
RB,RB_SHORT_7340,1,-0.17943184457520536,-0.17943184457520536
RB,RB_SHORT_7363,5,-0.27719772264595177,-0.6914941434034325
RB,RB_SHORT_7382,7,-3.029695383039889,-3.029695383039889
RB,RB_SHORT_7407,1,4.246140122305261,4.246140122305261
RB,RB_SHORT_7442,42,-1.2758272331130782,-0.6526857557108248
RB,RB_SHORT_7588,26,4.053090004642787,0.9788206753033704
RB,RB_SHORT_7748,27,-2.7400650887661055,-1.0409363535338942
RB,RB_SHORT_7939,48,2.748772583800414,2.368224199349886
RB,RB_SHORT_8031,32,-2.3516316295487485,1.928999788302315
RB,RB_SHORT_8121,36,-1.518220245575016,0.19928162449229225
RB,RB_SHORT_8305,56,-4.555500747849074,-3.6067535765020597
RB,RB_SHORT_8460,107,3.42513164938196,4.243926013718487
RB,RB_SHORT_8984,3,-2.460220586568071,-2.460220586568071
RB,RB_SHORT_9001,18,-1.0439042773325822,-1.0439042773325822
RU,RU_LONG_7361,1,0.7138878535217337,0.7138878535217337
RU,RU_LONG_7366,2,-0.3571205806054557,-0.3571205806054557
RU,RU_LONG_7392,15,6.864565340573023,5.669903421659216
RU,RU_LONG_7618,61,3.5612075590718857,3.2401648603924253
RU,RU_LONG_7719,1,3.399282849477588,3.399282849477588
RU,RU_LONG_7736,4,2.406009466806547,2.406009466806547
RU,RU_LONG_7785,1,-1.2381464711230865,-1.2381464711230865
RU,RU_LONG_7873,56,4.645080399876767,4.645080399876767
RU,RU_LONG_8020,38,-2.452074141206786,-2.607979332998822
RU,RU_LONG_8135,18,0.7514446926940367,-1.0385504095532392
RU,RU_LONG_8214,23,-0.18577181776107746,-0.18577181776107746
RU,RU_LONG_8293,1,1.0155343193148862,1.0155343193148862
RU,RU_LONG_8338,9,0.8981757573639939,0.8981757573639939
RU,RU_LONG_8365,18,3.366137880753826,4.062405912545154
RU,RU_LONG_8721,10,2.3383627684733184,2.3383627684733184
RU,RU_LONG_8795,56,20.574545765841034,16.78903956931084
RU,RU_LONG_8906,10,2.373422434188274,2.373422434188274
RU,RU_LONG_8971,13,-0.531193045068219,4.0381314840082085
RU,RU_LONG_8984,15,6.708650343776793,9.511011421870494
RU,RU_LONG_9053,9,3.0108277667423606,1.7359630348111414
RU,RU_LONG_9098,17,1.6176708231591685,1.6728732968171534
RU,RU_LONG_9124,5,1.4614943893951275,1.4614943893951275
RU,RU_LONG_9139,2,2.2537401405241355,2.2537401405241355
RU,RU_LONG_9145,3,2.4620976437643938,2.4620976437643938
RU,RU_LONG_9153,2,0.8966464108149408,0.8966464108149408
RU,RU_LONG_9167,3,2.0535117331735164,0.1375404589985541
RU,RU_LONG_9173,9,1.8503804640981527,1.8503804640981527
RU,RU_LONG_9228,6,0.16006055556323737,-2.0076901518903836
RU,RU_LONG_9248,22,0.6922332570955649,0.33252814627132427
RU,RU_SHORT_7321,1,-3.4628910071473045,-3.4628910071473045
RU,RU_SHORT_7381,6,-2.265043366825103,-1.7847009458248053
RU,RU_SHORT_7428,23,1.2435721699419469,1.4618053583291717
RU,RU_SHORT_7510,91,-2.2575857627078113,-2.902337552866933
RU,RU_SHORT_7731,1,-0.6016208211582992,-0.6016208211582992
RU,RU_SHORT_7751,7,-1.1707707165694248,-1.1707707165694248
RU,RU_SHORT_7802,36,2.7664365802229316,2.2432901511545094
RU,RU_SHORT_8046,15,-2.5393810833566905,-3.4626028693437
RU,RU_SHORT_8064,16,9.101291784109142,6.636409109521821
RU,RU_SHORT_8178,25,1.19471467020326,-0.405886812504607
RU,RU_SHORT_8297,1,-1.3554292369824537,-1.3554292369824537
RU,RU_SHORT_8300,23,-0.15755086461204484,-1.4483073996761797
RU,RU_SHORT_8390,155,-3.648224300476193,-3.3487474346516155
RU,RU_SHORT_8978,2,-0.6625094397823066,-0.6625094397823066
RU,RU_SHORT_9033,3,-1.5347897441311744,-1.5347897441311744
RU,RU_SHORT_9041,4,-1.5943988307387529,-1.5943988307387529
RU,RU_SHORT_9067,15,-2.1020744651531866,-2.0755869936902953
RU,RU_SHORT_9134,2,-0.8845707788734932,-0.8845707788734932
RU,RU_SHORT_9150,2,-1.5907099348008502,-1.5907099348008502
RU,RU_SHORT_9159,4,-1.4256105108781947,-2.3621573243257896
RU,RU_SHORT_9190,27,-0.135528963291626,-0.4556367771490642
SC,SC_LONG_11696,6,-0.7607986456138099,-0.7607986456138099
SC,SC_LONG_11731,57,-0.8782252193073298,2.4323300001567794
SC,SC_LONG_11883,59,-6.151854682875377,-6.077399356402323
SC,SC_LONG_11920,1,8.0114666696678,8.0114666696678
SC,SC_LONG_11955,10,-2.3312195337215496,1.277051634743446
SC,SC_LONG_12046,7,-4.248895726221383,-4.248895726221383
SC,SC_LONG_12297,11,-6.941054682743415,-3.2188847848323516
SC,SC_LONG_12357,24,-0.2888173805418288,-0.9246976872250328
SC,SC_LONG_12446,28,-1.7363647922226249,-1.7363647922226249
SC,SC_LONG_12488,9,-1.122852706319338,-1.122852706319338
SC,SC_LONG_12570,1,1.7682879899959252,-1.7682879899959252
SC,SC_LONG_12578,22,2.3642864176331737,1.0173744874232549
SC,SC_LONG_12763,5,-1.0936038131981074,-1.0936038131981074
SC,SC_LONG_12803,2,-5.57815539934645,-5.57815539934645
SC,SC_LONG_12931,4,1.0600776948033073,1.0600776948033073
SC,SC_LONG_12940,5,1.2852770323412566,1.2852770323412566
SC,SC_LONG_12978,27,-1.008386651545406,0.8122891311915423
SC,SC_LONG_13156,2,-1.697060213477248,-1.697060213477248
SC,SC_LONG_13184,9,0.09119386710866825,-1.313406612415837
SC,SC_LONG_13215,25,5.355467161640804,8.045860732580312
SC,SC_LONG_13256,7,6.363603024088,6.363603024088
SC,SC_LONG_13351,4,-6.8736494849468635,-6.8736494849468635
SC,SC_LONG_13386,5,9.478041830100889,9.478041830100889
SC,SC_LONG_13521,4,-2.9127710479904723,-2.9127710479904723
SC,SC_LONG_13563,2,-1.4945742756272633,1.4945742756272633
SC,SC_LONG_13596,12,3.9397408391140543,2.0958093023088438
SC,SC_LONG_13637,1,1.6201897316832057,1.6201897316832057
SC,SC_LONG_13647,5,1.9390032613326387,1.9390032613326387
SC,SC_LONG_13799,19,-0.1783316427290609,-0.1783316427290609
SC,SC_LONG_13946,10,0.8959220220804989,-0.02723747716109418
SC,SC_LONG_13996,34,3.319559913433768,3.0372163996236226
SC,SC_LONG_14080,7,2.007112708039877,1.117876575808586
SC,SC_LONG_14092,5,0.5283592746521636,0.5283592746521636
SC,SC_LONG_14115,8,5.433771540382108,5.433771540382108
SC,SC_LONG_14231,47,9.615599467333558,9.038822578145542
SC,SC_LONG_14352,5,-0.20330804499488994,-0.5469173729383068
SC,SC_LONG_14375,8,1.6992687255575203,-0.0500255688000006
SC,SC_LONG_14406,4,-4.812680958345307,-2.78213227090461
SC,SC_LONG_14428,14,2.1634603428053305,2.1634603428053305
SC,SC_LONG_14553,5,1.627427332917599,1.627427332917599
SC,SC_LONG_14595,37,7.4546097070107855,7.4546097070107855
SC,SC_LONG_14646,5,2.644606028899574,2.644606028899574
SC,SC_LONG_14707,2,-20.159448909663155,-20.159448909663155
SC,SC_LONG_14777,1,-4.947249276605303,-4.947249276605303
SC,SC_LONG_14794,4,-0.3683383050371972,-0.8964830750300881
SC,SC_SHORT_12006,18,-6.677790537221988,3.696423765324053
SC,SC_SHORT_12076,95,5.005627394173292,3.1451537906114595
SC,SC_SHORT_12329,13,-1.8219186785276988,-0.5930694464283482
SC,SC_SHORT_12464,11,-0.7682051408194193,-0.7682051408194193
SC,SC_SHORT_12505,38,2.440399455998534,4.773574641732359
SC,SC_SHORT_12606,31,-5.724949409260816,-7.007341060121116
SC,SC_SHORT_12666,2,7.195598918691827,7.195598918691827
SC,SC_SHORT_12721,9,-4.386450842749822,-0.2054924387559175
SC,SC_SHORT_12789,10,1.6357840907416985,-0.0878319368442296
SC,SC_SHORT_12810,33,2.6373564031166032,0.9003208224235723
SC,SC_SHORT_12882,5,0.5804486700348914,0.5804486700348914
SC,SC_SHORT_12892,3,-7.019895010631896,1.5330485040599953
SC,SC_SHORT_12953,6,0.6493903840998427,-1.7906337271786341
SC,SC_SHORT_13044,18,-1.4581348439595627,-0.35522447729445356
SC,SC_SHORT_13302,20,0.9004204181909693,0.05876392306147492
SC,SC_SHORT_13488,14,-1.066252413624433,-1.066252413624433
SC,SC_SHORT_13635,1,-3.173532746980132,-3.173532746980132
SC,SC_SHORT_13729,8,3.466653250495117,3.466653250495117
SC,SC_SHORT_13745,18,4.250645940485422,4.250645940485422
SC,SC_SHORT_13780,10,-0.5457149822981375,2.9486118729467754
SC,SC_SHORT_13828,43,0.20100510231537913,-0.4817753592104107
SC,SC_SHORT_13894,17,-2.141307289900533,-2.141307289900533
SC,SC_SHORT_13941,2,0.3583787731019591,0.3583787731019591
SC,SC_SHORT_13963,5,-5.084371653605743,-5.084371653605743
SC,SC_SHORT_14073,3,-3.3869133704036702,-3.3869133704036702
SC,SC_SHORT_14108,3,-2.082235223719626,-2.082235223719626
SC,SC_SHORT_14152,15,-1.2337965253081664,-1.121254109127263
SC,SC_SHORT_14331,1,-0.8448469211282242,0.8448469211282242
SC,SC_SHORT_14348,1,0.26094819112637363,0.26094819112637363
SC,SC_SHORT_14385,8,-1.7508617736267957,-1.5747859140958245
SC,SC_SHORT_14398,4,0.17093082201944457,-1.4922044644197916
SC,SC_SHORT_14438,12,-4.741255711525663,-4.741255711525663
SC,SC_SHORT_14513,39,2.1463830089951483,5.530302074800369
SC,SC_SHORT_14699,4,-0.64357159943023,-0.64357159943023
SC,SC_SHORT_14782,1,5.035725252246037,5.035725252246037
SC,SC_SHORT_14810,2,-0.7218749012393109,-0.7218749012393109
SN,SN_LONG_10025,2,-1.6248533290709286,0.531200560096888
SN,SN_LONG_10092,120,2.5650423534124838,2.7649452563896983
SN,SN_LONG_10316,2,0.08232700913034331,0.08232700913034331
SN,SN_LONG_10329,14,6.501274634080438,6.501274634080438
SN,SN_LONG_10371,10,0.7384422260665761,0.7384422260665761
SN,SN_LONG_10557,17,-0.8828250919810969,3.3098679498873667
SN,SN_LONG_10627,3,0.7984547068099899,0.7984547068099899
SN,SN_LONG_10697,3,0.2602890361357354,0.2602890361357354
SN,SN_LONG_10706,2,0.3500836933407263,0.3500836933407263
SN,SN_LONG_10882,30,-1.509762320625112,1.8890790352176206
SN,SN_LONG_10982,45,5.4657609285083115,3.8163048029399405
SN,SN_LONG_11356,47,2.952691015653178,3.208366702635521
SN,SN_LONG_11494,38,0.6775474997105952,0.07420170556587886
SN,SN_LONG_11568,74,8.867090096959325,7.793131254610565
SN,SN_LONG_11804,4,-2.776720832530141,-2.776720832530141
SN,SN_LONG_12395,15,1.7186605149588303,2.099083413235749
SN,SN_LONG_9886,9,2.7540243908998794,2.7540243908998794
SN,SN_LONG_9913,5,-1.6235648311698365,-1.479963211987513
SN,SN_LONG_9929,3,0.27057031032516243,1.0676622259843402
SN,SN_LONG_9938,5,-0.2391248486603672,0.6151758148430035
SN,SN_LONG_9974,1,-1.369766859678825,-1.369766859678825
SN,SN_SHORT_10040,1,-1.5946033947728901,-1.5946033947728901
SN,SN_SHORT_10054,17,1.19973475075684,0.8060459450288348
SN,SN_SHORT_10366,2,-2.0462160252443296,-2.0462160252443296
SN,SN_SHORT_10396,40,-5.397622061083254,1.2450498940665853
SN,SN_SHORT_10479,8,-3.4638779956247334,-3.4638779956247334
SN,SN_SHORT_10720,21,-3.2426043420921906,-2.8108892907255814
SN,SN_SHORT_10766,36,2.228532890992348,2.228532890992348
SN,SN_SHORT_11111,7,1.921360136082667,1.921360136082667
SN,SN_SHORT_11263,108,-3.294025964688967,-3.579429827594905
SN,SN_SHORT_11435,26,-3.8324956458434154,-3.8324956458434154
SN,SN_SHORT_11542,13,-4.011167050041968,-4.011167050041968
SN,SN_SHORT_11814,139,-1.921630566768068,-1.842961438151643
SN,SN_SHORT_12122,135,-4.905170588097674,-4.580462825458321
SN,SN_SHORT_12336,38,-4.294380683067839,-4.294380683067839
SN,SN_SHORT_9825,4,-1.1810718751157123,-0.471194862934947
SN,SN_SHORT_9840,3,-3.9336763431723982,3.9336763431723982
SN,SN_SHORT_9874,8,-3.1247892663426104,-3.2552688678220156
SN,SN_SHORT_9900,7,0.3943509059011289,-1.8598186262341367
SN,SN_SHORT_9921,4,1.258955743109724,-0.6748852510306903
SN,SN_SHORT_9948,1,-0.2299759066184229,-0.2299759066184229
SN,SN_SHORT_9951,1,-0.2923561772056948,0.2923561772056948
SN,SN_SHORT_9957,1,-0.19908128326864144,-0.19908128326864144
SN,SN_SHORT_9962,6,-0.19633026976147377,-0.19633026976147377
SN,SN_SHORT_9977,3,1.7231896047948987,1.7231896047948987
SN,SN_SHORT_9992,20,0.6752973496219558,9.482695643153107
TA,TA_LONG_7353,9,0.7983028284820856,0.7983028284820856
TA,TA_LONG_7441,26,2.1913749919188343,2.6176395722979064
TA,TA_LONG_7648,2,-2.8658950028915253,4.6236115931945205
TA,TA_LONG_7697,97,2.7081307927572467,2.4880586725897738
TA,TA_LONG_8212,20,1.3005382870288673,0.7408376930689249
TA,TA_LONG_8249,1,0.5751642990534044,0.5751642990534044
TA,TA_LONG_8259,19,5.0022327741552175,4.5373871543216096
TA,TA_LONG_8356,2,-4.410128067146157,-4.410128067146157
TA,TA_LONG_8378,11,4.3774826205597455,-1.3318757732575304
TA,TA_LONG_8394,1,1.8210386232808176,1.8210386232808176
TA,TA_LONG_8427,23,2.6485716716012457,-1.9903002824945573
TA,TA_LONG_8500,34,1.117223272505927,-1.9276290229937136
TA,TA_LONG_8603,71,-0.2451302793957731,-0.2451302793957731
TA,TA_LONG_8706,11,1.8971625168166224,1.8971625168166224
TA,TA_LONG_8730,2,0.9188885570292467,0.9188885570292467
TA,TA_LONG_8775,126,2.5741107852965626,1.261677904223424
TA,TA_LONG_9132,18,15.687451913619642,15.687451913619642
TA,TA_SHORT_7367,45,-0.6113877756123283,-0.047479277202859285
TA,TA_SHORT_7482,59,-0.4672006205422593,-1.4213955415113946
TA,TA_SHORT_7631,10,-1.6759062692580826,-1.132506317689571
TA,TA_SHORT_7867,44,-4.046551045443549,-4.090197819597271
TA,TA_SHORT_7943,8,4.253516974930479,-4.253516974930479
TA,TA_SHORT_8064,7,10.686235585882802,4.023306416275118
TA,TA_SHORT_8162,3,-0.6536941277648609,-0.6536941277648609
TA,TA_SHORT_8170,7,3.581639148438494,3.8876605555480475
TA,TA_SHORT_8313,3,-4.529237311365784,-4.529237311365784
TA,TA_SHORT_8343,4,0.02028710360007205,0.02028710360007205
TA,TA_SHORT_8412,4,-2.4628408976156573,2.4628408976156573
TA,TA_SHORT_8566,17,1.9474244453577112,4.017988427602121
TA,TA_SHORT_8719,5,-0.4614667415668958,-0.4614667415668958
TA,TA_SHORT_8739,27,4.4698960314514435,4.4698960314514435
TA,TA_SHORT_9079,98,-2.6960522084235032,-1.301850283024934
TA,TA_SHORT_9213,16,-3.6969769372468346,-3.0870792562904223
